Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Сунженская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	31	3	0	1	0	3	2	0	0	2	3	1	0	2	1	0	1	5	3	0	3	0	1	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	4	1	6	0	0	0	1	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	188	6	9	8	9	6	7	9	9	7	6	8	9	7	8	9	8	4	6	9	6	6	5	6	6	6	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	791	6	43	73	38	30	67	9	34	104	54	64	31	53	32	28	0	4	7	27	20	15	0	5	8	37	2									
		2.38%	0.37%	2.96%	3.20%	2.95%	2.40%	2.96%	0.61%	2.84%	5.91%	2.98%	3.15%	2.96%	2.96%	1.97%	1.32%	0.00%	0.32%	1.29%	2.99%	3.03%	2.97%	0.00%	2.99%	3.09%	6.26%	0.12%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	191	5	1	45	2	1	2	5	2	6	2	75	1	2	0	0	0	15	13	1	1	1	0	0	1	6	4									
		0.57%	0.31%	0.07%	1.97%	0.16%	0.08%	0.09%	0.34%	0.17%	0.34%	0.11%	3.69%	0.10%	0.11%	0.00%	0.00%	0.00%	1.19%	2.39%	0.11%	0.15%	0.20%	0.00%	0.00%	0.39%	1.02%	0.23%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	95	16	1	0	2	1	2	20	2	6	2	1	1	2	2	0	0	7	7	1	1	2	0	2	3	7	7									
		0.29%	0.99%	0.07%	0.00%	0.16%	0.08%	0.09%	1.36%	0.17%	0.34%	0.11%	0.05%	0.10%	0.11%	0.12%	0.00%	0.00%	0.56%	1.29%	0.11%	0.15%	0.40%	0.00%	1.20%	1.16%	1.18%	0.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24691	1217	1076	1689	955	926	1672	1123	886	1297	1338	1437	776	1324	1194	1577	1169	832	451	668	509	376	114	123	182	343	1437									
		74.20%	75.31%	74.10%	74.08%	74.03%	74.08%	73.98%	76.24%	74.08%	73.65%	73.80%	70.79%	74.05%	73.93%	73.48%	74.07%	76.26%	65.98%	82.90%	74.06%	77.00%	74.46%	97.44%	73.65%	70.27%	58.04%	83.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	732	200	1	2	2	1	2	36	2	14	2	1	1	2	43	62	280	60	13	1	1	2	0	0	1	3	0									
		2.20%	12.38%	0.07%	0.09%	0.16%	0.08%	0.09%	2.44%	0.17%	0.80%	0.11%	0.05%	0.10%	0.11%	2.65%	2.91%	18.26%	4.76%	2.39%	0.11%	0.15%	0.40%	0.00%	0.00%	0.39%	0.51%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	58	6	3	0	3	1	4	9	3	0	4	3	2	3	0	0	0	2	0	2	2	0	0	0	3	7	1									
		0.17%	0.37%	0.21%	0.00%	0.23%	0.08%	0.18%	0.61%	0.25%	0.00%	0.22%	0.15%	0.19%	0.17%	0.00%	0.00%	0.00%	0.16%	0.00%	0.22%	0.30%	0.00%	0.00%	0.00%	1.16%	1.18%	0.06%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	551	34	26	41	23	22	40	8	21	30	32	35	18	32	31	20	8	10	6	15	10	9	0	3	5	21	51									
		1.66%	2.10%	1.79%	1.80%	1.78%	1.76%	1.77%	0.54%	1.76%	1.70%	1.77%	1.72%	1.72%	1.79%	1.91%	0.94%	0.52%	0.79%	1.10%	1.66%	1.51%	1.78%	0.00%	1.80%	1.93%	3.55%	2.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	52	4	0	0	1	0	1	14	1	3	1	1	1	1	0	0	0	19	0	0	0	0	0	0	1	4	0									
		0.16%	0.25%	0.00%	0.00%	0.08%	0.00%	0.04%	0.95%	0.08%	0.17%	0.06%	0.05%	0.10%	0.06%	0.00%	0.00%	0.00%	1.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.68%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	725	29	24	38	21	21	38	111	19	41	31	34	17	30	28	149	26	5	5	14	11	8	0	3	5	14	3									
		2.18%	1.79%	1.65%	1.67%	1.63%	1.68%	1.68%	7.54%	1.59%	2.33%	1.71%	1.67%	1.62%	1.68%	1.72%	6.99%	1.70%	0.40%	0.92%	1.55%	1.66%	1.58%	0.00%	1.80%	1.93%	2.37%	0.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	139	14	7	11	6	6	11	9	5	0	9	3	5	8	4	0	0	19	1	5	3	4	0	1	4	4	0									
		0.42%	0.87%	0.48%	0.48%	0.47%	0.48%	0.49%	0.61%	0.42%	0.00%	0.50%	0.15%	0.48%	0.45%	0.25%	0.00%	0.00%	1.51%	0.18%	0.55%	0.45%	0.79%	0.00%	0.60%	1.54%	0.68%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	119	14	1	2	2	1	2	14	2	9	2	1	1	2	2	0	2	16	8	1	1	1	0	0	1	34	0									
		0.36%	0.87%	0.07%	0.09%	0.16%	0.08%	0.09%	0.95%	0.17%	0.51%	0.11%	0.05%	0.10%	0.11%	0.12%	0.00%	0.13%	1.27%	1.47%	0.11%	0.15%	0.20%	0.00%	0.00%	0.39%	5.75%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1564	30	90	115	79	77	140	50	73	66	112	125	65	111	101	80	0	47	7	56	40	29	0	10	13	40	8									
		4.70%	1.86%	6.20%	5.04%	6.12%	6.16%	6.19%	3.39%	6.10%	3.75%	6.18%	6.16%	6.20%	6.20%	6.22%	3.76%	0.00%	3.73%	1.29%	6.21%	6.05%	5.74%	0.00%	5.99%	5.02%	6.77%	0.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	564	16	33	57	29	37	51	21	26	24	41	45	24	41	35	0	0	13	5	20	15	10	0	4	7	10	0									
		1.69%	0.99%	2.27%	2.50%	2.25%	2.96%	2.26%	1.43%	2.17%	1.36%	2.26%	2.22%	2.29%	2.29%	2.15%	0.00%	0.00%	1.03%	0.92%	2.22%	2.27%	1.98%	0.00%	2.40%	2.70%	1.69%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2738	6	146	207	127	126	228	23	120	159	183	205	105	180	144	213	48	212	8	91	47	48	3	16	25	61	7									
		8.23%	0.37%	10.06%	9.08%	9.84%	10.08%	10.09%	1.56%	10.03%	9.03%	10.09%	10.10%	10.02%	10.05%	8.86%	10.00%	3.13%	16.81%	1.47%	10.09%	7.11%	9.50%	2.56%	9.58%	9.65%	10.32%	0.41%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
