Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
"Наименование Избирательной комиссии:    Рязань, Железнодорожная"																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	507	7	11	4	7	10	5	10	14	10	15	8	9	14	5	10	6	7	11	8	11	11	13	8	13	6	8	10	12	20	9	5	11	14	20	11	3	7	10	8	7	7	7	11	15	29	14	8	13	15					
		0.87%	0.55%	0.98%	0.38%	0.65%	1.58%	0.56%	0.84%	1.10%	1.01%	1.00%	0.69%	0.62%	1.23%	0.44%	0.84%	0.67%	0.69%	0.86%	0.70%	1.13%	0.83%	1.13%	0.62%	1.27%	0.53%	0.67%	0.85%	1.08%	1.70%	0.84%	0.87%	0.75%	1.03%	1.49%	0.80%	0.20%	0.7%	0.69%	0.71%	0.55%	0.52%	0.70%	0.84%	0.99%	1.27%	1.05%	0.60%	0.82%	4.17%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2485	102	34	34	52	22	36	58	48	44	74	40	50	36	52	52	40	46	45	36	39	40	59	69	45	69	45	56	48	62	50	25	90	54	44	54	70	47	76	66	64	64	50	73	48	45	34	34	46	18					
		4.27%	8.13%	3.05%	3.27%	4.83%	3.49%	4.05%	4.89%	3.77%	4.46%	4.94%	3.47%	3.48%	3.18%	4.59%	4.41%	4.52%	4.56%	3.55%	3.17%	4.02%	3.02%	5.16%	5.36%	4.40%	6.12%	3.82%	4.81%	4.33%	5.27%	4.69%	4.37%	6.16%	4.00%	3.27%	3.93%	4.84%	4.7%	5.30%	5.89%	5.05%	4.82%	5.02%	5.61%	3.18%	1.97%	2.56%	2.55%	2.91%	5.01%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2741	63	59	74	52	33	29	77	82	48	79	57	81	46	42	61	58	55	65	57	50	105	49	39	63	53	68	50	45	66	80	32	53	68	24	70	63	37	56	34	55	86	51	53	57	39	63	61	45	8					
		4.71%	5.02%	5.29%	7.12%	4.83%	5.24%	3.26%	6.49%	6.45%	4.86%	5.27%	4.95%	5.64%	4.06%	3.71%	5.17%	6.56%	5.45%	5.13%	5.02%	5.16%	7.94%	4.28%	3.03%	6.17%	4.70%	5.77%	4.29%	4.06%	5.61%	7.50%	5.59%	3.62%	5.04%	1.78%	5.10%	4.35%	3.7%	3.90%	3.03%	4.34%	6.48%	5.12%	4.08%	3.77%	1.71%	4.75%	4.58%	2.85%	2.22%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3517	119	88	66	76	41	57	74	78	67	77	75	65	66	59	62	56	51	75	88	42	67	90	94	60	97	96	83	70	80	69	28	126	90	47	82	116	65	96	83	72	73	69	76	69	56	44	68	47	22					
		6.04%	9.48%	7.89%	6.35%	7.06%	6.51%	6.41%	6.24%	6.14%	6.79%	5.14%	6.51%	4.52%	5.83%	5.21%	5.26%	6.33%	5.05%	5.92%	7.75%	4.33%	5.06%	7.87%	7.30%	5.87%	8.60%	8.15%	7.13%	6.31%	6.80%	6.47%	4.89%	8.62%	6.68%	3.50%	5.97%	8.02%	6.5%	6.69%	7.41%	5.68%	5.50%	6.92%	5.85%	4.57%	2.46%	3.32%	5.10%	2.97%	6.12%					
22	"5. ""За Русь Святую"""	305	6	4	8	3	5	2	5	4	5	5	7	15	7	4	4	5	5	4	8	3	7	5	7	1	6	7	8	3	9	4	5	6	10	8	19	5	2	13	13	5	2	6	3	5	8	9	6	6	8					
		0.52%	0.47%	0.35%	0.76%	0.27%	0.79%	0.22%	0.42%	0.31%	0.50%	0.33%	0.60%	1.04%	0.61%	0.35%	0.33%	0.56%	0.49%	0.31%	0.70%	0.30%	0.52%	0.43%	0.54%	0.09%	0.53%	0.59%	0.68%	0.27%	0.76%	0.37%	0.87%	0.41%	0.74%	0.59%	1.38%	0.34%	0.2%	0.90%	1.16%	0.39%	0.15%	0.60%	0.23%	0.33%	0.35%	0.67%	0.45%	0.38%	2.22%					
23	"6. ""Объединенная Российская партия ""Русь"""	122	5	7	0	2	1	3	2	2	0	4	2	2	6	2	3	2	1	2	4	1	3	0	2	0	2	3	4	0	0	1	0	3	3	4	3	0	4	1	3	5	5	0	1	2	8	2	3	7	2					
		0.20%	0.39%	0.62%	0.0%	0.18%	0.15%	0.33%	0.16%	0.15%	0.0%	0.26%	0.17%	0.13%	0.53%	0.17%	0.25%	0.22%	0.09%	0.15%	0.35%	0.10%	0.22%	0.0%	0.15%	0.0%	0.17%	0.25%	0.34%	0.0%	0.0%	0.09%	0.0%	0.20%	0.22%	0.29%	0.21%	0.0%	0.4%	0.06%	0.26%	0.39%	0.37%	0.0%	0.07%	0.13%	0.35%	0.15%	0.22%	0.44%	0.55%					
24	"7. ""Новый курс - Автомобильная Россия"""	669	4	12	12	11	7	14	10	9	12	17	16	13	16	11	13	16	12	23	21	12	10	8	13	11	12	11	23	17	17	9	4	12	14	15	12	14	8	16	17	12	16	15	13	16	44	8	10	30	1					
		1.15%	0.31%	1.07%	1.15%	1.02%	1.11%	1.57%	0.84%	0.70%	1.21%	1.13%	1.39%	0.90%	1.41%	0.97%	1.10%	1.80%	1.19%	1.81%	1.85%	1.23%	0.75%	0.69%	1.01%	1.07%	1.06%	0.93%	1.97%	1.53%	1.44%	0.84%	0.69%	0.82%	1.03%	1.11%	0.87%	0.96%	0.8%	1.11%	1.51%	0.94%	1.20%	1.50%	1.00%	1.06%	1.93%	0.60%	0.75%	1.90%	0.27%					
25	"8. ""Народно-республиканская партия России"""	77	1	0	0	0	0	0	2	1	1	1	0	1	2	0	0	1	0	2	0	1	2	0	0	0	1	1	0	3	2	2	1	0	0	0	21	5	0	1	0	2	1	1	0	4	2	3	1	6	5					
		0.13%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.07%	0.10%	0.06%	0.0%	0.06%	0.17%	0.0%	0.0%	0.11%	0.0%	0.15%	0.0%	0.10%	0.15%	0.0%	0.0%	0.0%	0.08%	0.08%	0.0%	0.27%	0.17%	0.18%	0.17%	0.0%	0.0%	0.0%	1.53%	0.34%	0.0%	0.06%	0.0%	0.15%	0.07%	0.10%	0.0%	0.26%	0.08%	0.22%	0.07%	0.38%	1.39%					
26	"9. ""Российская экологическая партия ""Зеленые"""	294	3	8	4	4	2	7	7	10	3	5	6	12	4	8	9	2	4	4	4	5	13	7	7	7	3	7	1	3	2	1	3	8	5	7	4	11	11	5	4	10	6	4	4	6	13	8	7	12	4					
		0.50%	0.23%	0.71%	0.38%	0.37%	0.31%	0.78%	0.59%	0.78%	0.30%	0.33%	0.52%	0.83%	0.35%	0.70%	0.76%	0.22%	0.39%	0.31%	0.35%	0.51%	0.98%	0.61%	0.54%	0.68%	0.26%	0.59%	0.08%	0.27%	0.17%	0.09%	0.52%	0.54%	0.37%	0.52%	0.29%	0.76%	1.1%	0.34%	0.35%	0.78%	0.45%	0.40%	0.30%	0.39%	0.57%	0.60%	0.52%	0.76%	1.11%					
27	"10. ""Аграрная партия России"""	1272	17	35	35	29	18	32	25	20	15	47	29	30	26	31	23	14	27	23	29	21	27	30	25	28	28	29	24	28	40	26	13	23	26	12	29	31	17	24	15	30	39	19	33	33	18	33	44	11	11					
		2.18%	1.35%	3.14%	3.36%	2.69%	2.86%	3.60%	2.10%	1.57%	1.52%	3.13%	2.51%	2.08%	2.29%	2.73%	1.95%	1.58%	2.67%	1.81%	2.55%	2.16%	2.04%	2.62%	1.94%	2.74%	2.48%	2.46%	2.06%	2.52%	3.40%	2.43%	2.27%	1.57%	1.93%	0.89%	2.11%	2.14%	1.7%	1.67%	1.33%	2.36%	2.93%	1.90%	2.54%	2.18%	0.79%	2.49%	3.30%	0.69%	3.06%					
28	"11. ""Истинные патриоты России"""	60	0	1	3	1	0	0	1	0	3	0	0	1	3	0	1	0	2	3	3	0	1	0	0	0	2	1	1	1	1	0	0	0	3	2	2	0	0	1	0	0	2	0	0	0	6	5	0	8	2					
		0.10%	0.0%	0.08%	0.28%	0.09%	0.0%	0.0%	0.08%	0.0%	0.30%	0.0%	0.0%	0.06%	0.26%	0.0%	0.08%	0.0%	0.19%	0.23%	0.26%	0.0%	0.07%	0.0%	0.0%	0.0%	0.17%	0.08%	0.08%	0.09%	0.08%	0.0%	0.0%	0.0%	0.22%	0.14%	0.14%	0.0%	0.0%	0.06%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.26%	0.37%	0.0%	0.50%	0.55%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	735	12	16	12	13	13	15	13	9	6	18	14	16	15	10	25	13	13	18	20	13	13	24	10	7	11	18	15	15	14	16	6	0	18	34	1	19	10	19	7	12	13	10	21	22	48	20	20	15	13					
		1.26%	0.95%	1.43%	1.15%	1.20%	2.06%	1.68%	1.09%	0.70%	0.60%	1.20%	1.21%	1.11%	1.32%	0.88%	2.12%	1.47%	1.28%	1.42%	1.76%	1.34%	0.98%	2.09%	0.77%	0.68%	0.97%	1.52%	1.28%	1.35%	1.19%	1.50%	1.04%	0.0%	1.33%	2.53%	0.07%	1.31%	1.0%	1.32%	0.62%	0.94%	0.97%	1.00%	1.61%	1.45%	2.11%	1.51%	1.50%	0.95%	3.62%					
30	"13. ""Демократическая партия России"""	106	3	1	0	1	3	4	1	2	1	3	0	2	1	4	1	2	1	2	2	0	1	3	3	0	3	2	3	2	4	4	3	3	2	1	1	1	0	5	1	3	2	1	2	1	6	2	4	5	4					
		0.18%	0.23%	0.08%	0.0%	0.09%	0.47%	0.45%	0.08%	0.15%	0.10%	0.20%	0.0%	0.13%	0.08%	0.35%	0.08%	0.22%	0.09%	0.15%	0.17%	0.0%	0.07%	0.26%	0.23%	0.0%	0.26%	0.16%	0.25%	0.18%	0.34%	0.37%	0.52%	0.20%	0.14%	0.07%	0.07%	0.06%	0.0%	0.34%	0.08%	0.23%	0.15%	0.10%	0.15%	0.06%	0.26%	0.15%	0.30%	0.31%	1.11%					
31	"14. ""Великая Россия - Евразийский Союз"""	129	1	3	2	2	0	0	0	4	1	1	4	6	2	0	3	3	1	1	3	1	0	3	0	4	3	2	5	1	0	2	1	3	3	5	1	2	0	3	0	1	1	2	1	6	15	1	0	23	3					
		0.22%	0.07%	0.26%	0.19%	0.18%	0.0%	0.0%	0.0%	0.31%	0.10%	0.06%	0.34%	0.41%	0.17%	0.0%	0.25%	0.33%	0.09%	0.07%	0.26%	0.10%	0.0%	0.26%	0.0%	0.39%	0.26%	0.16%	0.42%	0.09%	0.0%	0.18%	0.17%	0.20%	0.22%	0.37%	0.07%	0.13%	0.0%	0.20%	0.0%	0.07%	0.07%	0.20%	0.07%	0.39%	0.65%	0.07%	0.0%	1.45%	0.83%					
32	"15. ""Партия СЛОН"""	94	1	2	1	1	0	2	1	0	1	4	3	0	1	0	1	0	2	2	3	2	1	5	2	0	3	1	4	3	3	0	1	0	0	5	3	1	0	2	3	0	2	0	2	5	5	1	0	14	1					
		0.16%	0.07%	0.17%	0.09%	0.09%	0.0%	0.22%	0.08%	0.0%	0.10%	0.26%	0.26%	0.0%	0.08%	0.0%	0.08%	0.0%	0.19%	0.15%	0.26%	0.20%	0.07%	0.43%	0.15%	0.0%	0.26%	0.08%	0.34%	0.27%	0.25%	0.0%	0.17%	0.0%	0.0%	0.37%	0.21%	0.06%	0.0%	0.13%	0.26%	0.0%	0.15%	0.0%	0.15%	0.33%	0.21%	0.07%	0.0%	0.88%	0.27%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7920	191	145	145	148	67	130	183	170	123	224	158	227	182	129	151	123	145	207	149	143	181	150	194	147	161	217	164	157	130	131	67	202	188	123	206	247	163	212	157	194	185	166	195	221	158	149	211	101	3					
		13.61%	15.23%	13.01%	13.95%	13.76%	10.65%	14.63%	15.44%	13.38%	12.47%	14.96%	13.72%	15.80%	16.09%	11.39%	12.81%	13.91%	14.38%	16.36%	13.12%	14.77%	13.69%	13.12%	15.08%	14.39%	14.28%	18.43%	14.08%	14.16%	11.06%	12.28%	11.71%	13.82%	13.95%	9.16%	15.01%	17.09%	16.3%	14.79%	14.01%	15.31%	13.94%	16.66%	15.01%	14.64%	6.94%	11.25%	15.85%	6.40%	0.83%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	102	4	1	3	0	1	3	2	2	1	6	1	5	0	7	0	3	1	3	2	0	0	2	0	3	1	0	2	2	2	0	2	4	1	5	2	2	3	2	1	2	1	0	2	1	3	3	1	8	2					
		0.17%	0.31%	0.08%	0.28%	0.0%	0.15%	0.33%	0.16%	0.15%	0.10%	0.40%	0.08%	0.34%	0.0%	0.61%	0.0%	0.33%	0.09%	0.23%	0.17%	0.0%	0.0%	0.17%	0.0%	0.29%	0.08%	0.0%	0.17%	0.18%	0.17%	0.0%	0.34%	0.27%	0.07%	0.37%	0.14%	0.13%	0.3%	0.13%	0.08%	0.15%	0.07%	0.0%	0.15%	0.06%	0.13%	0.22%	0.07%	0.50%	0.55%					
35	"18. ""ЛДПР"""	6529	98	107	115	103	77	108	133	187	108	148	133	158	128	109	117	98	124	137	105	114	126	99	136	92	63	88	97	107	110	90	56	130	143	153	160	112	112	196	116	135	141	105	154	154	401	171	162	428	85					
		11.22%	7.81%	9.60%	11.06%	9.58%	12.24%	12.16%	11.22%	14.72%	10.95%	9.88%	11.55%	11.00%	11.31%	9.62%	9.93%	11.08%	12.30%	10.83%	9.25%	11.77%	9.53%	8.66%	10.57%	9.01%	5.59%	7.47%	8.33%	9.65%	9.36%	8.44%	9.79%	8.89%	10.61%	11.40%	11.66%	7.75%	11.2%	13.67%	10.35%	10.65%	10.62%	10.54%	11.85%	10.20%	17.63%	12.91%	12.17%	27.12%	23.67%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	1006	20	21	25	18	19	16	18	18	17	27	23	20	24	27	27	17	17	20	12	15	21	19	21	21	31	17	16	13	21	35	8	27	24	12	24	19	18	26	17	28	13	15	31	21	40	28	20	13	6					
		1.72%	1.59%	1.88%	2.40%	1.67%	3.02%	1.80%	1.51%	1.41%	1.72%	1.80%	1.99%	1.39%	2.12%	2.38%	2.29%	1.92%	1.68%	1.58%	1.05%	1.54%	1.58%	1.66%	1.63%	2.05%	2.75%	1.44%	1.37%	1.17%	1.78%	3.28%	1.39%	1.84%	1.78%	0.89%	1.74%	1.31%	1.8%	1.81%	1.51%	2.20%	0.97%	1.50%	2.38%	1.39%	1.75%	2.11%	1.50%	0.82%	1.67%					
37	"20. ""Политическая партия ""Единая Россия"""	16972	329	312	269	300	182	253	295	363	281	419	349	431	294	368	363	279	302	369	335	303	424	305	383	296	314	310	326	328	298	300	183	406	332	572	346	368	285	359	320	345	357	285	355	466	1033	443	363	442	32					
		29.17%	26.23%	28.00%	25.89%	27.90%	28.93%	28.49%	24.89%	28.58%	28.49%	27.98%	30.32%	30.01%	25.99%	32.50%	30.81%	31.56%	29.96%	29.16%	29.51%	31.30%	32.07%	26.68%	29.78%	28.99%	27.86%	26.33%	28.00%	29.60%	25.36%	28.14%	31.99%	27.78%	24.64%	42.62%	25.21%	25.46%	28.5%	25.05%	28.57%	27.22%	26.90%	28.61%	27.32%	30.88%	45.42%	33.45%	27.27%	28.01%	8.91%					
38	"21. ""Российская Конституционно-демократическая партия"""	71	5	0	0	2	2	0	2	1	0	0	2	3	6	1	1	1	1	1	0	2	1	0	2	1	2	1	1	2	2	0	0	3	1	4	1	0	2	0	1	2	2	0	0	3	7	0	2	0	1					
		0.12%	0.39%	0.0%	0.0%	0.18%	0.31%	0.0%	0.16%	0.07%	0.0%	0.0%	0.17%	0.20%	0.53%	0.08%	0.08%	0.11%	0.09%	0.07%	0.0%	0.20%	0.07%	0.0%	0.15%	0.09%	0.17%	0.08%	0.08%	0.18%	0.17%	0.0%	0.0%	0.20%	0.07%	0.29%	0.07%	0.0%	0.2%	0.0%	0.08%	0.15%	0.15%	0.0%	0.0%	0.19%	0.30%	0.0%	0.15%	0.0%	0.27%					
39	"22. ""Развитие предпринимательства"""	128	3	3	0	2	2	2	3	2	3	5	4	5	3	2	2	2	2	0	1	2	2	3	2	0	4	3	4	0	3	1	2	5	4	3	1	4	2	4	0	3	1	2	0	3	8	3	0	12	1					
		0.22%	0.23%	0.26%	0.0%	0.18%	0.31%	0.22%	0.25%	0.15%	0.30%	0.33%	0.34%	0.34%	0.26%	0.17%	0.16%	0.22%	0.19%	0.0%	0.08%	0.20%	0.15%	0.26%	0.15%	0.0%	0.35%	0.25%	0.34%	0.0%	0.25%	0.09%	0.34%	0.34%	0.29%	0.22%	0.07%	0.27%	0.2%	0.27%	0.0%	0.23%	0.07%	0.20%	0.0%	0.19%	0.35%	0.22%	0.0%	0.76%	0.27%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	8034	177	178	147	168	75	114	185	141	154	224	143	193	143	183	175	86	132	174	166	124	192	186	174	164	172	154	150	145	178	170	82	238	214	111	219	250	146	225	173	203	215	124	153	245	168	145	205	141	10					
		13.81%	14.11%	15.97%	14.14%	15.62%	11.92%	12.83%	15.61%	11.10%	15.61%	14.96%	12.42%	13.44%	12.64%	16.16%	14.85%	9.72%	13.09%	13.75%	14.62%	12.80%	14.52%	16.27%	13.53%	16.06%	15.26%	13.08%	12.88%	13.08%	15.14%	15.94%	14.33%	16.29%	15.88%	8.27%	15.96%	17.30%	14.6%	15.70%	15.44%	16.02%	16.20%	12.44%	11.77%	16.23%	7.38%	10.95%	15.40%	8.93%	2.78%					
																																																								
41	Против всех	3694	67	58	65	66	43	50	44	94	75	79	58	80	92	63	67	50	54	70	65	59	68	71	80	43	73	79	104	89	89	59	38	91	111	125	87	96	55	65	70	68	82	56	108	92	104	111	83	127	71					
		6.35%	5.34%	5.20%	6.25%	6.13%	6.83%	5.63%	3.71%	7.40%	7.60%	5.27%	5.03%	5.57%	8.13%	5.56%	5.68%	5.65%	5.35%	5.53%	5.72%	6.09%	5.14%	6.21%	6.22%	4.21%	6.47%	6.71%	8.93%	8.03%	7.57%	5.53%	6.64%	6.22%	8.24%	9.31%	6.34%	6.64%	5.5%	4.53%	6.24%	5.36%	6.17%	5.62%	8.31%	6.09%	4.57%	8.38%	6.23%	8.04%	19.77%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
