Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Пижанская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	795	42	98	25	22	46	27	152	8	56	14	114	20	17	56	98					
		10.48%	6.11%	7.06%	5.98%	12.09%	15.44%	11.25%	14.27%	3.64%	13.46%	11.29%	12.74%	5.24%	4.96%	12.76%	19.92%					
19	2.Всероссийская политическая партия «Гражданская Сила»	28	4	8	2	0	2	0	4	2	1	1	1	0	1	2	0					
		0.37%	0.58%	0.58%	0.48%	0.00%	0.67%	0.00%	0.38%	0.91%	0.24%	0.81%	0.11%	0.00%	0.29%	0.46%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	1	2	0	0	1	1	0	0	4	0	0	1	1					
		0.14%	0.00%	0.00%	0.24%	1.10%	0.00%	0.00%	0.09%	0.45%	0.00%	0.00%	0.45%	0.00%	0.00%	0.23%	0.20%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	767	46	153	46	11	35	13	119	25	41	11	79	43	52	55	38					
		10.11%	6.70%	11.02%	11.00%	6.04%	11.74%	5.42%	11.17%	11.36%	9.86%	8.87%	8.83%	11.26%	15.16%	12.53%	7.72%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	22	0	9	2	0	0	0	2	0	1	1	2	2	1	2	0					
		0.29%	0.00%	0.65%	0.48%	0.00%	0.00%	0.00%	0.19%	0.00%	0.24%	0.81%	0.22%	0.52%	0.29%	0.46%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	10	3	3	0	0	0	1	1	0	0	0	2	0	0	0	0					
		0.13%	0.44%	0.22%	0.00%	0.00%	0.00%	0.42%	0.09%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	704	82	140	36	14	26	28	93	10	39	17	73	33	19	37	57					
		9.28%	11.94%	10.09%	8.61%	7.69%	8.72%	11.67%	8.73%	4.55%	9.38%	13.71%	8.16%	8.64%	5.54%	8.43%	11.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	620	67	149	59	3	20	19	62	14	29	5	101	32	15	23	22					
		8.17%	9.75%	10.73%	14.11%	1.65%	6.71%	7.92%	5.82%	6.36%	6.97%	4.03%	11.28%	8.38%	4.37%	5.24%	4.47%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	45	4	6	4	0	1	2	8	2	0	0	10	4	1	1	2					
		0.59%	0.58%	0.43%	0.96%	0.00%	0.34%	0.83%	0.75%	0.91%	0.00%	0.00%	1.12%	1.05%	0.29%	0.23%	0.41%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4518	433	801	240	130	164	150	618	155	243	72	503	246	233	259	271					
		59.53%	63.03%	57.71%	57.42%	71.43%	55.03%	62.50%	58.03%	70.45%	58.41%	58.06%	56.20%	64.40%	67.93%	58.99%	55.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	17	2	3	2	0	2	0	2	1	1	1	2	0	0	1	0					
		0.22%	0.29%	0.22%	0.48%	0.00%	0.67%	0.00%	0.19%	0.45%	0.24%	0.81%	0.22%	0.00%	0.00%	0.23%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
