Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Спасская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	240	10	9	2	5	2	3	12	2	6	3	9	2	7	2	10	2	3	28	30	42	30	11	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	217	10	6	2	5	2	3	9	0	6	3	9	2	7	2	9	1	3	28	26	39	29	8	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	82	1	3	2	4	5	1	4	3	3	3	0	2	2	3	2	3	7	9	5	2	7	3	8									
14	Число погашенных неиспользованных открепительных удостоверений	23	0	3	0	0	0	0	3	2	0	0	0	0	0	0	1	1	0	0	4	3	1	3	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	350	15	6	2	1	1	3	16	5	5	0	23	5	4	0	2	0	16	40	34	71	49	27	25									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	43	2	0	0	1	0	0	3	0	0	3	0	1	0	0	0	0	0	8	5	6	6	3	5									
		0.60%	0.75%	0.00%	0.00%	0.54%	0.00%	0.00%	0.59%	0.00%	0.00%	3.19%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	1.01%	0.77%	0.63%	0.79%	0.85%	1.71%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	159	6	10	2	4	1	0	11	9	7	1	11	0	0	2	6	1	2	1	25	15	24	11	10									
		2.22%	2.25%	2.37%	1.32%	2.15%	1.49%	0.00%	2.15%	11.54%	2.46%	1.06%	4.04%	0.00%	0.00%	2.74%	2.37%	1.33%	0.79%	0.13%	3.87%	1.57%	3.15%	3.13%	3.41%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	69	2	6	5	0	0	0	5	1	1	1	0	1	0	1	0	0	1	7	15	8	9	3	3									
		0.96%	0.75%	1.42%	3.31%	0.00%	0.00%	0.00%	0.98%	1.28%	0.35%	1.06%	0.00%	0.74%	0.00%	1.37%	0.00%	0.00%	0.40%	0.89%	2.32%	0.84%	1.18%	0.85%	1.02%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5095	201	318	116	145	52	125	378	46	213	73	191	120	88	50	192	60	216	629	360	634	477	249	162									
		71.13%	75.28%	75.36%	76.82%	77.96%	77.61%	89.29%	73.97%	58.97%	75.00%	77.66%	70.22%	88.24%	83.02%	68.49%	75.89%	80.00%	85.71%	79.62%	55.73%	66.46%	62.68%	70.74%	55.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	0	2	0	0	0	0	1	1	1	0	2	0	0	0	1	0	0	2	1	2	3	2	5									
		0.32%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.20%	1.28%	0.35%	0.00%	0.74%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.25%	0.15%	0.21%	0.39%	0.57%	1.71%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0									
		0.06%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.15%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	603	16	42	12	8	6	3	15	10	23	5	15	3	8	8	17	7	14	24	78	126	93	29	41									
		8.42%	5.99%	9.95%	7.95%	4.30%	8.96%	2.14%	2.94%	12.82%	8.10%	5.32%	5.51%	2.21%	7.55%	10.96%	6.72%	9.33%	5.56%	3.04%	12.07%	13.21%	12.22%	8.24%	13.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	18	0	0	0	0	0	1	5	0	2	0	0	0	1	0	0	0	0	1	4	3	1	0	0									
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.71%	0.98%	0.00%	0.70%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.13%	0.62%	0.31%	0.13%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	18	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	3	1	2	0	4									
		0.25%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.46%	0.10%	0.26%	0.00%	1.37%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1									
		0.08%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.13%	0.00%	0.10%	0.00%	0.00%	0.34%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	0	2	0	0	0	0	3	1	3	1	2	0	0	0	0	0	1	3	2	5	9	4	2									
		0.53%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.59%	1.28%	1.06%	1.06%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.38%	0.31%	0.52%	1.18%	1.14%	0.68%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	792	31	26	14	25	7	10	46	5	29	5	31	8	8	4	37	3	15	66	120	124	98	34	46									
		11.06%	11.61%	6.16%	9.27%	13.44%	10.45%	7.14%	9.00%	6.41%	10.21%	5.32%	11.40%	5.88%	7.55%	5.48%	14.62%	4.00%	5.95%	8.35%	18.58%	12.99%	12.88%	9.66%	15.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	1	0	0	1	0	0	0	2	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0									
		0.13%	0.37%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	2.56%	0.70%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.15%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	126	2	9	2	0	1	0	12	2	2	4	2	1	1	2	0	3	1	24	17	20	10	5	6									
		1.76%	0.75%	2.13%	1.32%	0.00%	1.49%	0.00%	2.35%	2.56%	0.70%	4.26%	0.74%	0.74%	0.94%	2.74%	0.00%	4.00%	0.40%	3.04%	2.63%	2.10%	1.31%	1.42%	2.05%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
