Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Шахунская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165	УИК №2166	УИК №2167									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	28	2	0	3	3	2	5	2	0	0	1	0	3	0	0	0	1	1	0	0	1	1	0	0	0	0	3	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	155	14	12	9	10	4	5	8	4	6	3	9	7	9	3	1	2	1	3	4	10	14	3	1	1	3	1	3	3	2									
		0.98%	1.40%	0.91%	0.90%	0.97%	1.03%	0.71%	0.56%	0.56%	0.91%	0.77%	2.43%	0.65%	0.53%	1.24%	0.57%	4.00%	1.52%	1.45%	1.47%	5.05%	2.76%	2.38%	0.40%	1.05%	1.82%	0.11%	3.53%	1.03%	0.55%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	437	38	44	26	35	12	21	34	15	29	16	11	16	33	10	11	2	0	7	6	5	16	2	8	3	8	15	0	6	8									
		2.77%	3.81%	3.32%	2.61%	3.38%	3.10%	2.99%	2.37%	2.11%	4.40%	4.09%	2.96%	1.50%	1.93%	4.15%	6.25%	4.00%	0.00%	3.38%	2.21%	2.53%	3.15%	1.59%	3.19%	3.16%	4.85%	1.72%	0.00%	2.07%	2.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	375	24	32	19	30	6	15	32	19	16	16	10	14	37	5	15	1	1	9	6	5	26	4	6	0	3	10	2	2	10									
		2.38%	2.41%	2.42%	1.91%	2.90%	1.55%	2.13%	2.23%	2.68%	2.43%	4.09%	2.70%	1.31%	2.16%	2.07%	8.52%	2.00%	1.52%	4.35%	2.21%	2.53%	5.12%	3.17%	2.39%	0.00%	1.82%	1.15%	2.35%	0.69%	2.75%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8280	404	777	448	482	170	292	742	404	316	183	203	524	1067	121	77	32	36	99	119	95	215	75	154	53	88	641	64	184	215									
		52.56%	40.52%	58.64%	44.93%	46.57%	43.93%	41.54%	51.78%	56.90%	47.95%	46.80%	54.72%	49.02%	62.36%	50.21%	43.75%	64.00%	54.55%	47.83%	43.75%	47.98%	42.32%	59.52%	61.35%	55.79%	53.33%	73.51%	75.29%	63.45%	59.23%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	8	4	1	3	1	1	3	3	4	0	2	2	1	4	0	0	0	2	1	0	1	0	3	1	1	0	0	0	2									
		0.30%	0.80%	0.30%	0.10%	0.29%	0.26%	0.14%	0.21%	0.42%	0.61%	0.00%	0.54%	0.19%	0.06%	1.66%	0.00%	0.00%	0.00%	0.97%	0.37%	0.00%	0.20%	0.00%	1.20%	1.05%	0.61%	0.00%	0.00%	0.00%	0.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	1	0	3	3	2	2	1	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0									
		0.13%	0.10%	0.00%	0.30%	0.29%	0.52%	0.28%	0.07%	0.00%	0.76%	0.26%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2833	220	199	212	196	81	217	257	122	114	72	66	238	132	48	38	5	18	47	61	28	122	20	41	21	31	102	6	50	69									
		17.98%	22.07%	15.02%	21.26%	18.94%	20.93%	30.87%	17.93%	17.18%	17.30%	18.41%	17.79%	22.26%	7.71%	19.92%	21.59%	10.00%	27.27%	22.71%	22.43%	14.14%	24.02%	15.87%	16.33%	22.11%	18.79%	11.70%	7.06%	17.24%	19.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	45	8	1	3	3	0	2	8	9	3	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1									
		0.29%	0.80%	0.08%	0.30%	0.29%	0.00%	0.28%	0.56%	1.27%	0.46%	0.00%	0.00%	0.00%	0.00%	1.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.20%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.34%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	94	8	4	10	12	3	5	1	4	13	5	2	4	5	3	0	0	0	3	0	1	1	0	0	1	1	4	0	0	4									
		0.60%	0.80%	0.30%	1.00%	1.16%	0.78%	0.71%	0.07%	0.56%	1.97%	1.28%	0.54%	0.37%	0.29%	1.24%	0.00%	0.00%	0.00%	1.45%	0.00%	0.51%	0.20%	0.00%	0.00%	1.05%	0.61%	0.46%	0.00%	0.00%	1.10%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	0	0	1	0	0	0	0	0	1	1	3	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1									
		0.08%	0.10%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.27%	0.28%	0.06%	0.41%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	7	8	10	6	2	1	9	1	5	0	0	2	5	3	0	0	0	0	2	4	1	0	1	0	1	0	0	1	1									
		0.44%	0.70%	0.60%	1.00%	0.58%	0.52%	0.14%	0.63%	0.14%	0.76%	0.00%	0.00%	0.19%	0.29%	1.24%	0.00%	0.00%	0.00%	0.00%	0.74%	2.02%	0.20%	0.00%	0.40%	0.00%	0.61%	0.00%	0.00%	0.34%	0.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2760	204	189	193	183	97	111	290	110	134	73	47	232	384	33	29	6	4	23	59	42	87	20	30	15	17	79	6	25	38									
		17.52%	20.46%	14.26%	19.36%	17.68%	25.06%	15.79%	20.24%	15.49%	20.33%	18.67%	12.67%	21.70%	22.44%	13.69%	16.48%	12.00%	6.06%	11.11%	21.69%	21.21%	17.13%	15.87%	11.95%	15.79%	10.30%	9.06%	7.06%	8.62%	10.47%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	6	1	8	6	0	3	4	2	1	2	10	1	1	1	0	0	0	0	2	2	0	0	1	0	0	2	0	1	4									
		0.37%	0.60%	0.08%	0.80%	0.58%	0.00%	0.43%	0.28%	0.28%	0.15%	0.51%	2.70%	0.09%	0.06%	0.41%	0.00%	0.00%	0.00%	0.00%	0.74%	1.01%	0.00%	0.00%	0.40%	0.00%	0.00%	0.23%	0.00%	0.34%	1.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	345	34	28	39	37	9	18	25	14	10	12	9	10	20	2	4	1	2	5	8	2	15	2	4	0	7	11	4	7	6									
		2.19%	3.41%	2.11%	3.91%	3.57%	2.33%	2.56%	1.74%	1.97%	1.52%	3.07%	2.43%	0.94%	1.17%	0.83%	2.27%	2.00%	3.03%	2.42%	2.94%	1.01%	2.95%	1.59%	1.59%	0.00%	4.24%	1.26%	4.71%	2.41%	1.65%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
