Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
"Наименование Избирательной комиссии:    Нижний Тагил, Ленинская"																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1294	24	30	30	30	20	20	20	30	30	30	30	30	20	30	30	30	30	30	30	30	30	30	30	30	30	20	30	30	30	20	30	20	30	30	30	30	20	20	20	20	20	20	20	20	20	20	30	30	30	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	361	7	8	7	5	9	10	10	15	7	14	11	11	8	9	14	8	9	15	8	12	10	13	5	7	10	13	5	6	9	7	13	8	11	11	6	3	0	1	0	1	0	4	1	0	1	1	14	1	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	316	14	8	4	5	9	8	12	9	13	7	7	13	4	8	6	3	5	3	10	1	2	4	3	4	2	2	20	4	2	2	7	5	5	3	2	11	16	2	1	6	7	6	7	0	1	32	2	3	6	0					
14	Число погашенных открепительных удостоверений	933	17	22	23	25	11	10	10	15	23	16	19	19	12	21	16	22	21	15	22	18	20	17	25	23	20	7	25	24	21	13	17	12	19	19	24	27	20	19	20	19	20	16	19	20	19	19	16	29	27	0					
15	Число открепительных удостоверений выданных ТИК	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	423	7	5	5	10	9	16	5	6	11	5	7	7	4	8	8	11	12	10	6	7	12	8	5	15	16	10	17	16	8	7	8	5	6	13	10	11	0	2	6	4	5	8	5	5	2	3	7	17	8	25					
		0.95%	0.60%	0.51%	0.66%	1.06%	0.94%	1.55%	0.54%	0.46%	1.01%	0.56%	0.56%	0.82%	0.45%	0.73%	0.76%	1.04%	1.04%	0.83%	0.70%	0.83%	1.24%	0.82%	0.59%	1.55%	1.30%	0.92%	1.35%	1.43%	0.77%	0.71%	0.66%	0.45%	0.60%	1.17%	1.06%	1.36%	0.0%	0.78%	3.40%	0.66%	1.11%	1.34%	0.69%	1.20%	0.84%	1.08%	0.66%	1.72%	0.95%	4.31%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2193	84	51	40	75	59	23	58	88	57	52	89	23	35	89	56	38	53	49	34	33	37	50	28	36	75	46	48	43	51	57	50	37	33	78	53	48	2	6	2	20	14	40	62	10	11	17	43	48	43	19					
		4.97%	7.29%	5.21%	5.29%	8.01%	6.19%	2.22%	6.34%	6.88%	5.27%	5.87%	7.23%	2.71%	3.99%	8.19%	5.32%	3.62%	4.61%	4.07%	3.97%	3.94%	3.82%	5.17%	3.34%	3.72%	6.13%	4.23%	3.81%	3.86%	4.91%	5.85%	4.13%	3.38%	3.30%	7.07%	5.65%	5.95%	1.04%	2.34%	1.13%	3.30%	3.11%	6.71%	8.56%	2.40%	4.62%	6.13%	4.10%	4.85%	5.13%	3.27%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2509	55	48	42	65	54	97	44	61	59	46	60	54	68	51	57	75	77	101	33	58	64	39	43	45	41	50	76	77	73	41	68	55	55	48	52	55	26	18	15	18	42	26	23	29	18	17	51	73	46	20					
		5.68%	4.77%	4.90%	5.56%	6.94%	5.66%	9.39%	4.81%	4.76%	5.46%	5.19%	4.87%	6.37%	7.76%	4.69%	5.41%	7.15%	6.70%	8.39%	3.85%	6.92%	6.61%	4.03%	5.13%	4.65%	3.35%	4.60%	6.04%	6.92%	7.03%	4.20%	5.62%	5.03%	5.50%	4.35%	5.54%	6.82%	13.61%	7.03%	8.52%	2.97%	9.33%	4.36%	3.17%	6.98%	7.56%	6.13%	4.87%	7.38%	5.48%	3.44%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2996	83	81	60	84	94	89	61	85	63	54	117	58	59	93	67	74	77	87	68	57	47	53	64	59	66	60	94	85	84	64	86	45	60	74	73	34	7	7	3	39	17	34	52	18	13	18	81	70	54	24					
		6.79%	7.21%	8.28%	7.94%	8.97%	9.86%	8.62%	6.67%	6.64%	5.83%	6.10%	9.51%	6.84%	6.73%	8.56%	6.36%	7.06%	6.70%	7.23%	7.94%	6.81%	4.86%	5.48%	7.63%	6.10%	5.40%	5.52%	7.47%	7.64%	8.10%	6.57%	7.11%	4.12%	6.00%	6.70%	7.79%	4.21%	3.66%	2.73%	1.70%	6.44%	3.77%	5.70%	7.18%	4.33%	5.46%	6.49%	7.73%	7.08%	6.44%	4.13%					
22	"5. ""За Русь Святую"""	541	20	9	9	12	5	16	5	19	12	9	18	9	11	13	6	23	13	8	11	16	14	9	15	15	9	16	17	13	11	14	9	9	13	10	5	15	2	5	1	8	1	5	7	21	4	4	10	10	11	14					
		1.22%	1.73%	0.92%	1.19%	1.28%	0.52%	1.55%	0.54%	1.48%	1.11%	1.01%	1.46%	1.06%	1.25%	1.19%	0.57%	2.19%	1.13%	0.66%	1.28%	1.91%	1.44%	0.93%	1.78%	1.55%	0.73%	1.47%	1.35%	1.16%	1.06%	1.43%	0.74%	0.82%	1.30%	0.90%	0.53%	1.86%	1.04%	1.95%	0.56%	1.32%	0.22%	0.83%	0.96%	5.06%	1.68%	1.44%	0.95%	1.01%	1.31%	2.41%					
23	"6. ""Объединенная Российская партия ""Русь"""	102	2	5	3	5	4	2	1	1	1	4	3	1	5	2	2	1	2	6	0	1	0	3	2	6	1	2	1	1	2	5	3	1	1	3	2	0	0	0	1	2	1	0	2	0	0	1	3	4	2	2					
		0.23%	0.17%	0.51%	0.39%	0.53%	0.41%	0.19%	0.10%	0.07%	0.09%	0.45%	0.24%	0.11%	0.57%	0.18%	0.19%	0.09%	0.17%	0.49%	0.0%	0.11%	0.0%	0.31%	0.23%	0.62%	0.08%	0.18%	0.07%	0.08%	0.19%	0.51%	0.24%	0.09%	0.10%	0.27%	0.21%	0.0%	0.0%	0.0%	0.56%	0.33%	0.22%	0.0%	0.27%	0.0%	0.0%	0.36%	0.28%	0.40%	0.23%	0.34%					
24	"7. ""Новый курс - Автомобильная Россия"""	304	3	2	3	4	10	10	5	6	2	4	8	4	5	7	4	5	6	5	5	10	8	10	9	6	7	7	10	9	9	5	5	12	10	8	5	7	1	5	1	7	1	2	3	4	2	1	11	8	14	9					
		0.68%	0.26%	0.20%	0.39%	0.42%	1.04%	0.96%	0.54%	0.46%	0.18%	0.45%	0.65%	0.47%	0.57%	0.64%	0.38%	0.47%	0.52%	0.41%	0.58%	1.19%	0.82%	1.03%	1.07%	0.62%	0.57%	0.64%	0.79%	0.80%	0.86%	0.51%	0.41%	1.09%	1.00%	0.72%	0.53%	0.86%	0.52%	1.95%	0.56%	1.15%	0.22%	0.33%	0.41%	0.96%	0.84%	0.36%	1.05%	0.80%	1.67%	1.55%					
25	"8. ""Народно-республиканская партия России"""	52	1	1	0	1	1	2	0	0	2	0	0	1	3	0	0	0	3	1	1	0	2	0	1	0	2	0	2	1	0	2	1	2	1	0	2	2	1	1	2	1	1	3	1	0	0	0	2	1	1	3					
		0.11%	0.08%	0.10%	0.0%	0.10%	0.10%	0.19%	0.0%	0.0%	0.18%	0.0%	0.0%	0.11%	0.34%	0.0%	0.0%	0.0%	0.26%	0.08%	0.11%	0.0%	0.20%	0.0%	0.11%	0.0%	0.16%	0.0%	0.15%	0.08%	0.0%	0.20%	0.08%	0.18%	0.10%	0.0%	0.21%	0.24%	0.52%	0.39%	1.13%	0.16%	0.22%	0.50%	0.13%	0.0%	0.0%	0.0%	0.19%	0.10%	0.11%	0.51%					
26	"9. ""Российская экологическая партия ""Зеленые"""	199	1	7	1	4	7	5	9	9	4	6	8	2	2	5	3	2	4	8	2	3	3	2	1	6	6	12	2	3	8	9	4	6	3	2	3	4	0	1	0	1	2	7	1	0	1	0	5	6	3	6					
		0.45%	0.08%	0.71%	0.13%	0.42%	0.73%	0.48%	0.98%	0.70%	0.37%	0.67%	0.65%	0.23%	0.22%	0.46%	0.28%	0.19%	0.34%	0.66%	0.23%	0.35%	0.31%	0.20%	0.11%	0.62%	0.49%	1.10%	0.15%	0.26%	0.77%	0.92%	0.33%	0.54%	0.30%	0.18%	0.32%	0.49%	0.0%	0.39%	0.0%	0.16%	0.44%	1.17%	0.13%	0.0%	0.42%	0.0%	0.47%	0.60%	0.35%	1.03%					
27	"10. ""Аграрная партия России"""	812	29	15	8	14	21	21	8	20	24	11	22	8	23	25	22	31	27	15	6	12	13	15	11	12	29	15	32	27	15	13	13	21	20	31	19	17	8	6	4	10	9	13	7	12	4	5	24	24	18	3					
		1.84%	2.51%	1.53%	1.05%	1.49%	2.20%	2.03%	0.87%	1.56%	2.22%	1.24%	1.78%	0.94%	2.62%	2.30%	2.09%	2.95%	2.35%	1.24%	0.70%	1.43%	1.34%	1.55%	1.31%	1.24%	2.37%	1.38%	2.54%	2.42%	1.44%	1.33%	1.07%	1.92%	2.00%	2.81%	2.02%	2.10%	4.18%	2.34%	2.27%	1.65%	2.0%	2.18%	0.96%	2.89%	1.68%	1.80%	2.29%	2.42%	2.14%	0.51%					
28	"11. ""Истинные патриоты России"""	58	1	0	1	2	0	0	0	4	4	1	1	1	0	0	4	3	5	1	0	0	1	3	0	2	1	1	0	3	0	1	1	3	1	1	1	0	0	0	0	0	1	0	0	0	0	1	3	1	1	4					
		0.13%	0.08%	0.0%	0.13%	0.21%	0.0%	0.0%	0.0%	0.31%	0.37%	0.11%	0.08%	0.11%	0.0%	0.0%	0.38%	0.28%	0.43%	0.08%	0.0%	0.0%	0.10%	0.31%	0.0%	0.20%	0.08%	0.09%	0.0%	0.26%	0.0%	0.10%	0.08%	0.27%	0.10%	0.09%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.36%	0.28%	0.10%	0.11%	0.68%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	510	18	8	5	9	9	5	15	17	21	10	17	13	13	7	19	9	15	10	5	7	22	15	7	10	21	18	6	10	13	10	15	17	9	13	9	9	2	4	1	2	6	5	5	5	3	5	9	9	12	6					
		1.15%	1.56%	0.81%	0.66%	0.96%	0.94%	0.48%	1.64%	1.32%	1.94%	1.12%	1.38%	1.53%	1.48%	0.64%	1.80%	0.85%	1.30%	0.83%	0.58%	0.83%	2.27%	1.55%	0.83%	1.03%	1.71%	1.65%	0.47%	0.89%	1.25%	1.02%	1.24%	1.55%	0.90%	1.17%	0.96%	1.11%	1.04%	1.56%	0.56%	0.33%	1.33%	0.83%	0.69%	1.20%	1.26%	1.80%	0.85%	0.91%	1.43%	1.03%					
30	"13. ""Демократическая партия России"""	97	3	1	2	1	6	3	0	3	1	2	1	2	4	2	1	2	5	1	3	2	1	2	0	2	0	4	6	1	1	1	1	5	2	2	1	2	1	0	0	2	1	0	3	0	0	2	2	4	1	5					
		0.21%	0.26%	0.10%	0.26%	0.10%	0.62%	0.29%	0.0%	0.23%	0.09%	0.22%	0.08%	0.23%	0.45%	0.18%	0.09%	0.19%	0.43%	0.08%	0.35%	0.23%	0.10%	0.20%	0.0%	0.20%	0.0%	0.36%	0.47%	0.08%	0.09%	0.10%	0.08%	0.45%	0.20%	0.18%	0.10%	0.24%	0.52%	0.0%	0.0%	0.33%	0.22%	0.0%	0.41%	0.0%	0.0%	0.72%	0.19%	0.40%	0.11%	0.86%					
31	"14. ""Великая Россия - Евразийский Союз"""	84	0	1	0	0	1	2	0	0	1	1	5	6	0	3	0	1	2	4	3	1	1	2	2	3	3	3	3	0	0	1	1	4	4	1	1	1	1	0	0	3	0	1	2	1	0	0	3	1	1	10					
		0.19%	0.0%	0.10%	0.0%	0.0%	0.10%	0.19%	0.0%	0.0%	0.09%	0.11%	0.40%	0.70%	0.0%	0.27%	0.0%	0.09%	0.17%	0.33%	0.35%	0.11%	0.10%	0.20%	0.23%	0.31%	0.24%	0.27%	0.23%	0.0%	0.0%	0.10%	0.08%	0.36%	0.40%	0.09%	0.10%	0.12%	0.52%	0.0%	0.0%	0.49%	0.0%	0.16%	0.27%	0.24%	0.0%	0.0%	0.28%	0.10%	0.11%	1.72%					
32	"15. ""Партия СЛОН"""	66	2	3	1	0	1	2	2	2	1	4	0	1	2	0	2	2	1	1	2	1	2	6	1	4	1	1	0	3	0	0	2	2	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	2	2					
		0.14%	0.17%	0.30%	0.13%	0.0%	0.10%	0.19%	0.21%	0.15%	0.09%	0.45%	0.0%	0.11%	0.22%	0.0%	0.19%	0.19%	0.08%	0.08%	0.23%	0.11%	0.20%	0.62%	0.11%	0.41%	0.08%	0.09%	0.0%	0.26%	0.0%	0.0%	0.16%	0.18%	0.10%	0.09%	0.10%	0.12%	0.0%	0.39%	0.56%	0.16%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.10%	0.23%	0.34%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2924	84	69	29	69	87	80	100	89	75	56	82	66	71	73	55	80	57	65	49	56	70	38	86	60	95	110	71	76	77	72	89	87	49	89	54	29	6	17	5	30	33	38	51	11	5	24	52	42	54	12					
		6.63%	7.29%	7.05%	3.84%	7.37%	9.12%	7.75%	10.94%	6.95%	6.94%	6.32%	6.66%	7.79%	8.10%	6.72%	5.22%	7.63%	4.96%	5.40%	5.72%	6.69%	7.23%	3.93%	10.26%	6.21%	7.77%	10.12%	5.64%	6.83%	7.42%	7.39%	7.36%	7.96%	4.90%	8.06%	5.76%	3.59%	3.14%	6.64%	2.84%	4.95%	7.33%	6.37%	7.04%	2.65%	2.10%	8.66%	4.96%	4.25%	6.44%	2.06%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	74	3	0	0	3	2	4	0	1	0	1	3	0	2	3	2	2	2	2	2	1	2	0	0	4	1	0	2	1	1	1	2	1	2	2	3	1	0	0	0	2	2	1	0	0	0	0	2	2	2	7					
		0.16%	0.26%	0.0%	0.0%	0.32%	0.20%	0.38%	0.0%	0.07%	0.0%	0.11%	0.24%	0.0%	0.22%	0.27%	0.19%	0.19%	0.17%	0.16%	0.23%	0.11%	0.20%	0.0%	0.0%	0.41%	0.08%	0.0%	0.15%	0.08%	0.09%	0.10%	0.16%	0.09%	0.20%	0.18%	0.32%	0.12%	0.0%	0.0%	0.0%	0.33%	0.44%	0.16%	0.0%	0.0%	0.0%	0.0%	0.19%	0.20%	0.23%	1.20%					
35	"18. ""ЛДПР"""	6003	116	120	98	98	88	102	91	170	105	101	112	110	103	97	148	134	140	158	136	107	162	142	126	122	194	142	189	143	142	142	178	180	184	159	153	141	26	55	26	101	68	110	110	72	38	45	155	123	103	138					
		13.61%	10.07%	12.26%	12.98%	10.47%	9.23%	9.88%	9.95%	13.29%	9.72%	11.41%	9.10%	12.98%	11.75%	8.93%	14.06%	12.78%	12.19%	13.13%	15.88%	12.78%	16.75%	14.69%	15.03%	12.62%	15.87%	13.07%	15.02%	12.85%	13.69%	14.57%	14.72%	16.48%	18.41%	14.41%	16.32%	17.49%	13.61%	21.48%	14.77%	16.69%	15.11%	18.45%	15.19%	17.34%	15.96%	16.24%	14.80%	12.44%	12.29%	23.79%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	780	11	20	10	18	10	8	12	20	31	25	25	14	17	18	16	14	20	26	22	11	14	6	25	20	21	24	15	23	12	15	29	27	22	23	20	14	3	6	5	5	12	7	11	8	2	6	21	12	15	9					
		1.76%	0.95%	2.04%	1.32%	1.92%	1.04%	0.77%	1.31%	1.56%	2.87%	2.82%	2.03%	1.65%	1.94%	1.65%	1.52%	1.33%	1.74%	2.16%	2.57%	1.31%	1.44%	0.62%	2.98%	2.07%	1.71%	2.20%	1.19%	2.06%	1.15%	1.54%	2.39%	2.47%	2.20%	2.08%	2.13%	1.73%	1.57%	2.34%	2.84%	0.82%	2.66%	1.17%	1.51%	1.92%	0.84%	2.16%	2.00%	1.21%	1.78%	1.55%					
37	"20. ""Политическая партия ""Единая Россия"""	16230	418	348	342	319	300	360	326	509	454	341	416	351	334	426	397	350	448	441	332	306	355	412	301	367	420	418	490	381	378	336	460	410	377	354	335	259	90	82	84	267	179	209	276	160	102	86	366	356	326	76					
		36.80%	36.31%	35.58%	45.29%	34.08%	31.47%	34.88%	35.66%	39.79%	42.03%	38.53%	33.82%	41.44%	38.12%	39.22%	37.73%	33.39%	39.02%	36.65%	38.78%	36.55%	36.71%	42.65%	35.91%	37.99%	34.36%	38.48%	38.95%	34.26%	36.45%	34.49%	38.04%	37.54%	37.73%	32.09%	35.75%	32.13%	47.12%	32.03%	47.72%	44.13%	39.77%	35.06%	38.12%	38.55%	42.85%	31.04%	34.95%	36.03%	38.90%	13.10%					
38	"21. ""Российская Конституционно-демократическая партия"""	84	2	0	1	2	0	1	1	1	0	2	1	3	1	2	4	5	1	2	1	1	3	5	1	0	2	2	2	2	3	2	5	3	5	0	1	0	1	0	0	0	0	0	2	2	0	2	2	2	3	3					
		0.19%	0.17%	0.0%	0.13%	0.21%	0.0%	0.09%	0.10%	0.07%	0.0%	0.22%	0.08%	0.35%	0.11%	0.18%	0.38%	0.47%	0.08%	0.16%	0.11%	0.11%	0.31%	0.51%	0.11%	0.0%	0.16%	0.18%	0.15%	0.17%	0.28%	0.20%	0.41%	0.27%	0.50%	0.0%	0.10%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.48%	0.0%	0.72%	0.19%	0.20%	0.35%	0.51%					
39	"22. ""Развитие предпринимательства"""	127	1	4	2	6	1	1	4	5	5	4	2	1	1	5	4	2	4	2	5	1	2	6	1	1	5	3	0	4	2	0	2	5	2	1	1	1	2	0	1	0	2	1	2	1	0	1	6	3	5	7					
		0.28%	0.08%	0.40%	0.26%	0.64%	0.10%	0.09%	0.43%	0.39%	0.46%	0.45%	0.16%	0.11%	0.11%	0.46%	0.38%	0.19%	0.34%	0.16%	0.58%	0.11%	0.20%	0.62%	0.11%	0.10%	0.40%	0.27%	0.0%	0.35%	0.19%	0.0%	0.16%	0.45%	0.20%	0.09%	0.10%	0.12%	1.04%	0.0%	0.56%	0.0%	0.44%	0.16%	0.27%	0.24%	0.0%	0.36%	0.57%	0.30%	0.59%	1.20%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3803	127	113	61	93	123	115	105	93	96	89	136	73	66	97	117	113	101	101	64	76	59	65	68	95	112	75	101	96	87	98	89	73	84	101	79	75	7	14	10	33	31	30	47	33	16	25	105	72	53	11					
		8.62%	11.03%	11.55%	8.07%	9.93%	12.90%	11.14%	11.48%	7.27%	8.88%	10.05%	11.05%	8.61%	7.53%	8.93%	11.12%	10.78%	8.79%	8.39%	7.47%	9.08%	6.10%	6.72%	8.11%	9.83%	9.16%	6.90%	8.02%	8.63%	8.38%	10.06%	7.36%	6.68%	8.40%	9.15%	8.43%	9.30%	3.66%	5.46%	5.68%	5.45%	6.88%	5.03%	6.49%	7.95%	6.72%	9.02%	10.02%	7.28%	6.32%	1.89%					
																																																									
41	Против всех	2428	51	59	28	30	42	43	55	64	42	46	78	32	38	51	50	58	53	66	43	48	49	61	33	60	82	50	53	73	51	60	62	53	36	76	44	47	4	20	8	39	17	46	39	20	15	11	67	69	50	156					
		5.50%	4.43%	6.03%	3.70%	3.20%	4.40%	4.16%	6.01%	5.00%	3.88%	5.19%	6.34%	3.77%	4.33%	4.69%	4.75%	5.53%	4.61%	5.48%	5.02%	5.73%	5.06%	6.31%	3.93%	6.21%	6.71%	4.60%	4.21%	6.56%	4.91%	6.16%	5.12%	4.85%	3.60%	6.89%	4.69%	5.83%	2.09%	7.81%	4.54%	6.44%	3.77%	7.71%	5.38%	4.81%	6.30%	3.97%	6.39%	6.98%	5.96%	26.89%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
