Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
"Наименование Избирательной комиссии:    Волгоград, Тракторозаводская"																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1800	45	40	45	45	45	45	45	45	45	40	45	45	45	40	40	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	35	35	45	45	45	45	45	45	35	25	40	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	892	18	28	18	21	21	27	20	21	42	21	21	20	21	24	25	28	28	33	31	9	35	19	20	28	34	7	17	29	19	17	16	15	29	17	26	27	21	14	6	3	13	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	636	11	9	14	12	33	22	18	12	20	16	6	12	6	7	21	15	11	10	15	13	16	27	23	13	15	15	5	18	11	14	29	13	16	10	18	17	20	21	11	11	9	21									
14	Число погашенных неиспользованных открепительных удостоверений	908	27	12	27	24	24	18	25	24	3	19	24	25	24	16	15	17	17	12	14	36	10	26	25	17	11	38	28	16	26	28	19	20	16	28	19	18	24	31	29	22	27	27									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	111	3	1	5	2	2	0	3	3	3	0	6	2	5	2	1	7	2	2	5	4	1	3	3	1	5	1	0	5	1	1	1	6	4	1	3	4	3	2	2	3	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	584	15	10	21	18	10	22	13	22	19	19	12	11	26	16	17	22	22	19	23	7	11	9	18	17	16	6	14	20	17	13	10	18	9	15	8	0	18	0	7	5	8	1									
		1.58%	1.57%	1.51%	2.12%	1.63%	0.97%	2.04%	1.30%	2.01%	1.68%	2.20%	1.25%	1.23%	2.69%	1.78%	1.68%	1.76%	1.96%	1.68%	1.86%	1.07%	1.17%	1.08%	2.21%	1.97%	1.59%	0.86%	1.65%	2.04%	1.91%	1.33%	1.75%	3.44%	1.00%	1.97%	1.15%	0.00%	1.82%	0.00%	1.22%	1.92%	1.27%	0.17%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	762	16	8	21	29	23	18	10	28	22	13	14	16	25	19	21	30	20	21	23	11	24	18	19	22	15	16	19	16	25	12	12	8	25	21	21	25	26	26	13	4	7	0									
		2.06%	1.68%	1.21%	2.12%	2.62%	2.24%	1.67%	1.00%	2.55%	1.94%	1.50%	1.46%	1.79%	2.58%	2.11%	2.08%	2.40%	1.79%	1.86%	1.86%	1.69%	2.54%	2.17%	2.34%	2.55%	1.49%	2.29%	2.24%	1.63%	2.82%	1.22%	2.10%	1.53%	2.78%	2.76%	3.01%	3.44%	2.62%	3.15%	2.26%	1.54%	1.11%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	724	15	7	18	34	12	24	8	28	19	20	15	17	25	21	21	30	26	27	21	15	25	10	17	18	15	9	14	21	24	9	11	8	35	22	12	9	17	10	11	5	14	5									
		1.96%	1.57%	1.06%	1.82%	3.08%	1.17%	2.22%	0.80%	2.55%	1.68%	2.31%	1.56%	1.90%	2.58%	2.34%	2.08%	2.40%	2.32%	2.39%	1.70%	2.30%	2.65%	1.20%	2.09%	2.09%	1.49%	1.29%	1.65%	2.14%	2.70%	0.92%	1.93%	1.53%	3.89%	2.89%	1.72%	1.24%	1.72%	1.21%	1.92%	1.92%	2.22%	0.87%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15498	391	286	431	426	465	465	509	422	444	346	375	361	360	348	377	469	446	404	508	322	377	416	333	380	414	275	330	423	335	509	233	213	347	289	284	281	403	456	270	114	318	343									
		41.98%	40.94%	43.14%	43.58%	38.55%	45.32%	43.10%	51.00%	38.50%	39.22%	40.00%	38.98%	40.38%	37.19%	38.71%	37.29%	37.52%	39.82%	35.82%	41.10%	49.39%	39.94%	50.12%	40.96%	44.08%	41.11%	39.40%	38.96%	43.12%	37.73%	51.89%	40.81%	40.73%	38.60%	37.93%	40.75%	38.71%	40.67%	55.27%	47.04%	43.85%	50.48%	59.34%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	366	7	6	9	9	7	13	6	14	9	7	10	8	12	11	13	15	21	8	16	3	7	4	16	12	14	5	10	10	12	8	1	5	6	13	2	5	11	8	3	0	10	0									
		0.99%	0.73%	0.90%	0.91%	0.81%	0.68%	1.20%	0.60%	1.28%	0.80%	0.81%	1.04%	0.89%	1.24%	1.22%	1.29%	1.20%	1.88%	0.71%	1.29%	0.46%	0.74%	0.48%	1.97%	1.39%	1.39%	0.72%	1.18%	1.02%	1.35%	0.82%	0.18%	0.96%	0.67%	1.71%	0.29%	0.69%	1.11%	0.97%	0.52%	0.00%	1.59%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	69	1	1	1	3	2	3	1	4	3	1	1	2	2	2	0	3	1	4	3	0	3	3	1	5	5	2	0	2	1	0	0	2	1	1	1	0	0	3	0	0	1	0									
		0.19%	0.10%	0.15%	0.10%	0.27%	0.19%	0.28%	0.10%	0.36%	0.27%	0.12%	0.10%	0.22%	0.21%	0.22%	0.00%	0.24%	0.09%	0.35%	0.24%	0.00%	0.32%	0.36%	0.12%	0.58%	0.50%	0.29%	0.00%	0.20%	0.11%	0.00%	0.00%	0.38%	0.11%	0.13%	0.14%	0.00%	0.00%	0.36%	0.00%	0.00%	0.16%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6523	178	126	174	169	175	167	142	210	184	138	160	138	187	156	149	214	176	223	200	121	176	131	143	131	183	135	156	158	157	147	111	86	210	153	129	131	210	131	109	57	143	149									
		17.67%	18.64%	19.00%	17.59%	15.29%	17.06%	15.48%	14.23%	19.16%	16.25%	15.95%	16.63%	15.44%	19.32%	17.35%	14.74%	17.12%	15.71%	19.77%	16.18%	18.56%	18.64%	15.78%	17.59%	15.20%	18.17%	19.34%	18.42%	16.11%	17.68%	14.98%	19.44%	16.44%	23.36%	20.08%	18.51%	18.04%	21.19%	15.88%	18.99%	21.92%	22.70%	25.78%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	395	9	5	9	10	9	13	9	12	10	5	11	10	14	17	15	14	17	16	15	6	10	10	7	10	12	8	14	20	7	8	3	4	12	7	5	7	7	9	6	2	1	0									
		1.07%	0.94%	0.75%	0.91%	0.90%	0.88%	1.20%	0.90%	1.09%	0.88%	0.58%	1.14%	1.12%	1.45%	1.89%	1.48%	1.12%	1.52%	1.42%	1.21%	0.92%	1.06%	1.20%	0.86%	1.16%	1.19%	1.15%	1.65%	2.04%	0.79%	0.82%	0.53%	0.76%	1.33%	0.92%	0.72%	0.96%	0.71%	1.09%	1.05%	0.77%	0.16%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	513	11	7	17	10	9	9	16	17	18	14	17	6	12	13	12	28	13	19	37	3	20	10	11	12	17	8	17	11	10	8	6	8	16	13	13	6	17	8	8	3	3	0									
		1.39%	1.15%	1.06%	1.72%	0.90%	0.88%	0.83%	1.60%	1.55%	1.59%	1.62%	1.77%	0.67%	1.24%	1.45%	1.19%	2.24%	1.16%	1.68%	2.99%	0.46%	2.12%	1.20%	1.35%	1.39%	1.69%	1.15%	2.01%	1.12%	1.13%	0.82%	1.05%	1.53%	1.78%	1.71%	1.87%	0.83%	1.72%	0.97%	1.39%	1.15%	0.48%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	48	1	0	1	0	3	2	1	1	0	2	1	0	2	3	4	2	1	2	2	0	2	0	0	1	3	1	0	1	1	0	0	0	1	0	1	2	3	1	2	0	1	0									
		0.13%	0.10%	0.00%	0.10%	0.00%	0.29%	0.19%	0.10%	0.09%	0.00%	0.23%	0.10%	0.00%	0.21%	0.33%	0.40%	0.16%	0.09%	0.18%	0.16%	0.00%	0.21%	0.00%	0.00%	0.12%	0.30%	0.14%	0.00%	0.10%	0.11%	0.00%	0.00%	0.00%	0.11%	0.00%	0.14%	0.28%	0.30%	0.12%	0.35%	0.00%	0.16%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1067	18	18	16	31	25	30	18	44	27	25	29	25	35	32	45	47	55	40	55	9	29	18	29	30	25	27	26	27	16	15	15	17	27	22	16	29	32	15	7	4	7	10									
		2.89%	1.88%	2.71%	1.62%	2.81%	2.44%	2.78%	1.80%	4.01%	2.39%	2.89%	3.01%	2.80%	3.62%	3.56%	4.45%	3.76%	4.91%	3.55%	4.45%	1.38%	3.07%	2.17%	3.57%	3.48%	2.48%	3.87%	3.07%	2.75%	1.80%	1.53%	2.63%	3.25%	3.00%	2.89%	2.30%	3.99%	3.23%	1.82%	1.22%	1.54%	1.11%	1.73%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5751	157	111	132	188	166	143	132	167	215	136	186	167	131	167	192	205	189	163	189	83	136	123	126	122	169	100	148	173	145	143	89	85	109	110	123	127	136	117	82	40	78	51									
		15.58%	16.44%	16.74%	13.35%	17.01%	16.18%	13.25%	13.23%	15.24%	18.99%	15.72%	19.33%	18.68%	13.53%	18.58%	18.99%	16.40%	16.88%	14.45%	15.29%	12.73%	14.41%	14.82%	15.50%	14.15%	16.78%	14.33%	17.47%	17.64%	16.33%	14.58%	15.59%	16.25%	12.12%	14.44%	17.65%	17.49%	13.72%	14.18%	14.29%	15.38%	12.38%	8.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	187	9	2	7	7	3	5	4	4	8	4	6	2	1	6	6	8	5	12	7	2	2	3	3	2	3	3	3	5	3	16	2	1	3	9	2	3	5	5	5	1	0	0									
		0.51%	0.94%	0.30%	0.71%	0.63%	0.29%	0.46%	0.40%	0.36%	0.71%	0.46%	0.62%	0.22%	0.10%	0.67%	0.59%	0.64%	0.45%	1.06%	0.57%	0.31%	0.21%	0.36%	0.37%	0.23%	0.30%	0.43%	0.35%	0.51%	0.34%	1.63%	0.35%	0.19%	0.33%	1.18%	0.29%	0.41%	0.50%	0.61%	0.87%	0.38%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3683	101	63	119	145	100	141	113	104	130	123	107	112	107	78	114	138	112	146	126	46	99	63	68	78	95	83	77	79	102	72	67	55	81	71	65	84	95	27	33	21	24	19									
		9.98%	10.58%	9.50%	12.03%	13.12%	9.75%	13.07%	11.32%	9.49%	11.48%	14.22%	11.12%	12.53%	11.05%	8.68%	11.28%	11.04%	10.00%	12.94%	10.19%	7.06%	10.49%	7.59%	8.36%	9.05%	9.43%	11.89%	9.09%	8.05%	11.49%	7.34%	11.73%	10.52%	9.01%	9.32%	9.33%	11.57%	9.59%	3.27%	5.75%	8.08%	3.81%	3.29%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
