Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Урицкая																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №706	УИК №707	УИК №708									
		0.51%	0.00%	0.00%	0.24%	0.00%	0.91%	0.32%	0.00%	1.23%	0.00%	0.41%	0.00%	0.39%	0.30%	0.58%	0.00%	0.00%	0.76%	0.50%	0.69%	1.55%									
24	"6. Политическая партия ""Гражданская Платформа"""	67	7	0	0	47	3	0	0	0	4	0	0	1	2	0	0	0	2	0	1	0									
		0.76%	1.93%	0.00%	0.00%	11.81%	1.36%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.39%	0.61%	0.00%	0.00%	0.00%	0.51%	0.00%	0.06%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1334	71	23	33	0	47	34	31	17	78	35	61	49	73	52	51	39	43	201	205	191									
		15.08%	19.61%	17.04%	8.03%	0.00%	21.36%	10.76%	12.97%	10.49%	9.80%	14.29%	19.68%	18.99%	22.19%	15.16%	26.42%	23.21%	10.89%	19.90%	12.88%	19.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	0	1	1	0	1	0	2	3	0	0	0	0	3	4	1	1	3	10	3	5									
		0.43%	0.00%	0.74%	0.24%	0.00%	0.45%	0.00%	0.84%	1.85%	0.00%	0.00%	0.00%	0.00%	0.91%	1.17%	0.52%	0.60%	0.76%	0.99%	0.19%	0.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	0	1	0	0	1	1	0	1	1	1	1	3	4	2	1	2	1	12	10	14									
		0.63%	0.00%	0.74%	0.00%	0.00%	0.45%	0.32%	0.00%	0.62%	0.13%	0.41%	0.32%	1.16%	1.22%	0.58%	0.52%	1.19%	0.25%	1.19%	0.63%	1.45%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	1.82%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.10%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	44	0	0	3	1	2	1	0	0	2	2	0	0	2	1	1	0	4	6	15	4									
		0.50%	0.00%	0.00%	0.73%	0.25%	0.91%	0.32%	0.00%	0.00%	0.25%	0.82%	0.00%	0.00%	0.61%	0.29%	0.52%	0.00%	1.01%	0.59%	0.94%	0.41%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	963	56	14	20	29	9	16	14	9	69	49	29	29	50	22	25	15	41	156	162	149									
		10.89%	15.47%	10.37%	4.87%	7.29%	4.09%	5.06%	5.86%	5.56%	8.67%	20.00%	9.35%	11.24%	15.20%	6.41%	12.95%	8.93%	10.38%	15.45%	10.18%	15.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	0	0	0	0	2	2	2	0	0	0	0	3	0	1	1	1	2	3	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.84%	1.23%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.52%	0.60%	0.25%	0.20%	0.19%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	328	14	3	11	4	8	7	7	3	14	6	23	8	18	11	7	3	20	71	51	39									
		3.71%	3.87%	2.22%	2.68%	1.01%	3.64%	2.22%	2.93%	1.85%	1.76%	2.45%	7.42%	3.10%	5.47%	3.21%	3.63%	1.79%	5.06%	7.03%	3.21%	4.04%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
