Выборы Президента Российской Федерации																																																																		
																																																																		
Наименование Избирательной комиссии:    Петушинская																																																																		
																																																																		
Итоги голосования 																																																																		
																																																																		
		Сумма	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206					
24	Против всех	1002	7	41	21	3	33	24	42	25	8	4	15	11	2	2	5	13	14	12	8	6	8	5	1	20	5	0	1	0	4	3	1	0	46	8	35	22	25	18	74	46	19	36	19	14	6	56	64	16	10	5	8	1	1	5	5	3	11	62	43					
		3.40%	2.24%	4.86%	2.55%	1.45%	5.43%	2.65%	4.48%	3.61%	1.24%	1.37%	4.35%	2.63%	0.83%	1.64%	2.89%	4.91%	2.82%	3.90%	3.45%	1.71%	1.96%	1.05%	0.93%	3.74%	1.79%	0.00%	0.82%	0.00%	1.67%	2.08%	0.71%	0.00%	3.32%	3.08%	4.46%	2.64%	2.90%	3.22%	5.66%	3.42%	2.59%	5.36%	2.71%	3.36%	2.82%	4.22%	4.75%	4.22%	4.63%	2.02%	4.60%	0.59%	1.08%	1.92%	2.73%	2.00%	2.30%	5.26%	3.63%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
