Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Можайская 																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433					
		0.29%	0.12%	0.22%	1.19%	0.0%	0.46%	0.37%	0.18%	0.30%	0.50%	0.19%	0.14%	0.24%	0.33%	0.09%	0.13%	0.78%	0.15%	0.19%	0.0%	0.0%	0.43%	0.0%	0.49%	0.62%	0.37%	0.0%	0.21%	0.23%	0.46%	0.0%	0.0%	0.14%	0.36%	1.09%	0.81%	0.31%	0.96%	0.0%	0.28%	0.16%	0.61%	0.45%	1.01%	0.48%	1.11%	0.43%	0.43%	0.0%	0.23%	0.0%	1.33%	0.49%	0.55%	0.0%	0.33%	0.36%					
24	"7. ""Новый курс - Автомобильная Россия"""	376	13	17	0	4	7	12	15	11	8	12	8	16	4	8	10	8	4	7	3	7	1	1	3	3	11	8	1	11	2	0	15	7	6	2	2	7	1	2	11	12	2	8	0	11	0	2	4	0	4	0	1	2	17	6	9	30					
		1.19%	1.62%	1.90%	0.0%	0.97%	0.65%	1.48%	1.39%	1.67%	1.00%	1.17%	0.59%	1.93%	0.44%	0.74%	1.30%	1.25%	0.63%	1.39%	2.23%	1.72%	0.43%	0.31%	0.73%	0.62%	1.38%	2.17%	0.21%	2.60%	0.46%	0.0%	1.19%	0.98%	1.08%	1.09%	1.63%	1.09%	0.48%	0.46%	1.56%	1.96%	1.22%	1.83%	0.0%	1.32%	0.0%	0.43%	0.87%	0.0%	0.94%	0.0%	1.33%	0.98%	1.89%	1.03%	1.52%	2.16%					
25	"8. ""Народно-республиканская партия России"""	38	1	1	0	0	1	2	0	1	0	0	1	1	0	1	1	1	2	1	1	0	0	0	0	2	3	1	3	0	1	0	0	0	1	1	0	1	1	0	0	1	0	1	2	1	0	0	0	1	0	0	1	0	1	0	0	1					
		0.12%	0.12%	0.11%	0.0%	0.0%	0.09%	0.24%	0.0%	0.15%	0.0%	0.0%	0.07%	0.12%	0.0%	0.09%	0.13%	0.15%	0.31%	0.19%	0.74%	0.0%	0.0%	0.0%	0.0%	0.41%	0.37%	0.27%	0.63%	0.0%	0.23%	0.0%	0.0%	0.0%	0.18%	0.54%	0.0%	0.15%	0.48%	0.0%	0.0%	0.16%	0.0%	0.22%	2.02%	0.12%	0.0%	0.0%	0.0%	1.04%	0.0%	0.0%	1.33%	0.0%	0.11%	0.0%	0.0%	0.07%					
26	"9. ""Российская экологическая партия ""Зеленые"""	114	3	3	0	0	7	3	2	2	6	4	3	3	6	6	6	1	0	1	1	2	0	0	1	2	6	0	0	0	2	0	2	2	0	1	1	5	0	2	1	1	0	2	0	1	1	0	1	5	5	0	0	1	5	0	2	6					
		0.36%	0.37%	0.33%	0.0%	0.0%	0.65%	0.37%	0.18%	0.30%	0.75%	0.39%	0.22%	0.36%	0.66%	0.55%	0.78%	0.15%	0.0%	0.19%	0.74%	0.49%	0.0%	0.0%	0.24%	0.41%	0.75%	0.0%	0.0%	0.0%	0.46%	0.0%	0.15%	0.28%	0.0%	0.54%	0.81%	0.78%	0.0%	0.46%	0.14%	0.16%	0.0%	0.45%	0.0%	0.12%	0.55%	0.0%	0.21%	5.20%	1.17%	0.0%	0.0%	0.49%	0.55%	0.0%	0.33%	0.43%					
27	"10. ""Аграрная партия России"""	1113	15	24	3	19	29	22	18	10	15	27	35	22	26	36	20	25	23	26	10	16	13	10	18	39	24	44	25	10	21	2	27	21	31	12	10	28	14	19	30	16	15	37	12	54	12	9	33	0	10	3	6	11	27	12	13	24					
		3.55%	1.87%	2.68%	1.79%	4.61%	2.72%	2.72%	1.67%	1.52%	1.88%	2.63%	2.58%	2.66%	2.88%	3.34%	2.60%	3.91%	3.65%	5.16%	7.46%	3.95%	5.62%	3.18%	4.43%	8.15%	3.01%	11.95%	5.26%	2.36%	4.88%	2.24%	2.14%	2.95%	5.60%	6.55%	8.19%	4.37%	6.76%	4.37%	4.26%	2.61%	9.20%	8.46%	12.12%	6.49%	6.70%	1.94%	7.18%	0.0%	2.35%	3.22%	8.0%	5.39%	3.00%	2.06%	2.20%	1.73%					
28	"11. ""Истинные патриоты России"""	40	0	1	0	0	18	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	4	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0					
		0.12%	0.0%	0.11%	0.0%	0.0%	1.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.74%	0.24%	0.43%	0.0%	0.24%	0.0%	0.12%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.56%	0.18%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.45%	0.0%	0.12%	0.0%	0.0%	0.0%	3.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	427	12	16	1	9	2	11	13	9	13	0	16	7	10	24	14	4	4	3	6	2	5	1	5	6	24	2	9	3	5	1	21	8	14	2	0	12	3	5	8	6	3	19	3	10	3	2	6	0	5	3	5	5	3	10	12	22					
		1.36%	1.50%	1.78%	0.59%	2.18%	0.18%	1.36%	1.20%	1.37%	1.63%	0.0%	1.18%	0.84%	1.10%	2.23%	1.82%	0.62%	0.63%	0.59%	4.47%	0.49%	2.16%	0.31%	1.23%	1.25%	3.01%	0.54%	1.89%	0.70%	1.16%	1.12%	1.66%	1.12%	2.53%	1.09%	0.0%	1.87%	1.44%	1.15%	1.13%	0.98%	1.84%	4.34%	3.03%	1.20%	1.67%	0.43%	1.30%	0.0%	1.17%	3.22%	6.66%	2.45%	0.33%	1.72%	2.03%	1.58%					
30	"13. ""Демократическая партия России"""	95	3	5	0	0	0	1	3	3	0	13	2	1	1	0	0	1	0	0	0	1	0	0	1	2	2	0	1	2	0	1	5	5	14	0	0	2	1	2	3	2	0	1	0	3	2	2	0	0	1	0	0	0	2	2	3	2					
		0.30%	0.37%	0.55%	0.0%	0.0%	0.0%	0.12%	0.27%	0.45%	0.0%	1.26%	0.14%	0.12%	0.11%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.24%	0.41%	0.25%	0.0%	0.21%	0.47%	0.0%	1.12%	0.39%	0.70%	2.53%	0.0%	0.0%	0.31%	0.48%	0.46%	0.42%	0.32%	0.0%	0.22%	0.0%	0.36%	1.11%	0.43%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.22%	0.34%	0.50%	0.14%					
31	"14. ""Великая Россия - Евразийский Союз"""	65	1	3	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	2	0	2	2	2	0	4	1	2	0	3	2	0	0	0	0	0	1	4	1	0	1	0	5	1	1	2	0	2	1	1	0	4	2	0	6					
		0.20%	0.12%	0.33%	0.59%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.09%	0.07%	0.12%	0.0%	0.09%	0.13%	0.0%	0.15%	0.19%	0.0%	0.0%	0.86%	0.0%	0.49%	0.41%	0.25%	0.0%	0.84%	0.23%	0.46%	0.0%	0.23%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.56%	0.16%	0.0%	0.22%	0.0%	0.60%	0.55%	0.21%	0.43%	0.0%	0.47%	1.07%	1.33%	0.0%	0.44%	0.34%	0.0%	0.43%					
32	"15. ""Партия СЛОН"""	46	0	5	0	0	0	3	2	0	0	2	1	2	1	1	3	0	0	0	0	0	0	2	0	0	4	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	3	7					
		0.14%	0.0%	0.55%	0.0%	0.0%	0.0%	0.37%	0.18%	0.0%	0.0%	0.19%	0.07%	0.24%	0.11%	0.09%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.50%	0.0%	0.0%	0.23%	0.0%	0.0%	0.07%	0.14%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.14%	0.16%	0.0%	0.0%	0.0%	0.24%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.50%	0.50%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3860	125	81	20	55	119	108	135	68	94	135	205	81	158	131	144	76	113	52	12	68	38	36	49	54	126	40	33	34	41	6	156	48	96	9	22	71	15	67	90	70	22	59	5	115	19	31	59	14	29	5	7	22	105	78	72	137					
		12.31%	15.66%	9.06%	11.97%	13.34%	11.18%	13.38%	12.53%	10.38%	11.79%	13.18%	15.16%	9.79%	17.51%	12.17%	18.72%	11.89%	17.93%	10.33%	8.95%	16.79%	16.45%	11.46%	12.06%	11.29%	15.84%	10.86%	6.94%	8.03%	9.53%	6.74%	12.38%	6.76%	17.35%	4.91%	18.03%	11.09%	7.24%	15.43%	12.80%	11.43%	13.49%	13.50%	5.05%	13.83%	10.61%	6.69%	12.85%	14.58%	6.83%	5.37%	9.33%	10.78%	11.67%	13.44%	12.22%	9.87%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	93	1	4	0	0	1	1	2	4	3	2	2	1	1	2	0	3	2	2	2	0	1	1	1	3	2	3	3	3	0	2	4	3	0	0	0	1	1	2	6	3	3	3	0	1	0	1	3	1	4	0	0	0	1	0	1	3					
		0.29%	0.12%	0.44%	0.0%	0.0%	0.09%	0.12%	0.18%	0.61%	0.37%	0.19%	0.14%	0.12%	0.11%	0.18%	0.0%	0.46%	0.31%	0.39%	1.49%	0.0%	0.43%	0.31%	0.24%	0.62%	0.25%	0.81%	0.63%	0.70%	0.0%	2.24%	0.31%	0.42%	0.0%	0.0%	0.0%	0.15%	0.48%	0.46%	0.85%	0.49%	1.84%	0.68%	0.0%	0.12%	0.0%	0.21%	0.65%	1.04%	0.94%	0.0%	0.0%	0.0%	0.11%	0.0%	0.16%	0.21%					
35	"18. ""ЛДПР"""	3389	83	161	15	43	124	70	97	70	86	93	157	99	77	94	70	59	69	56	17	51	22	33	32	47	90	37	42	37	51	2	149	145	51	26	12	47	15	35	82	60	21	51	19	68	11	35	36	9	37	8	5	23	73	64	114	209					
		10.81%	10.40%	18.00%	8.98%	10.43%	11.65%	8.67%	9.00%	10.68%	10.79%	9.08%	11.61%	11.97%	8.53%	8.73%	9.10%	9.23%	10.95%	11.13%	12.68%	12.59%	9.52%	10.50%	7.88%	9.83%	11.32%	10.05%	8.84%	8.74%	11.86%	2.24%	11.82%	20.42%	9.22%	14.20%	9.83%	7.34%	7.24%	8.06%	11.66%	9.80%	12.88%	11.67%	19.19%	8.18%	6.14%	7.55%	7.84%	9.37%	8.72%	8.60%	6.66%	11.27%	8.12%	11.03%	19.35%	15.06%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	432	12	11	0	2	20	10	15	9	11	0	20	7	7	13	8	12	13	9	1	2	2	8	8	12	19	8	8	2	8	3	13	3	5	3	1	11	10	11	12	3	0	7	1	16	2	4	5	4	10	1	4	3	14	8	6	15					
		1.37%	1.50%	1.23%	0.0%	0.48%	1.87%	1.23%	1.39%	1.37%	1.38%	0.0%	1.47%	0.84%	0.77%	1.20%	1.04%	1.87%	2.06%	1.78%	0.74%	0.49%	0.86%	2.54%	1.97%	2.51%	2.38%	2.17%	1.68%	0.47%	1.86%	3.37%	1.03%	0.42%	0.90%	1.63%	0.81%	1.71%	4.83%	2.53%	1.70%	0.49%	0.0%	1.60%	1.01%	1.92%	1.11%	0.86%	1.08%	4.16%	2.35%	1.07%	5.33%	1.47%	1.55%	1.37%	1.01%	1.08%					
37	"20. ""Политическая партия ""Единая Россия"""	11575	272	272	65	155	376	266	416	235	297	366	469	283	325	401	255	246	238	189	44	156	69	107	163	140	290	129	244	196	173	44	493	207	198	58	40	265	75	145	249	236	38	113	22	303	61	260	185	33	211	19	22	79	373	214	211	584					
		36.93%	34.08%	30.42%	38.92%	37.62%	35.33%	32.96%	38.62%	35.87%	37.26%	35.74%	34.68%	34.22%	36.03%	37.26%	33.15%	38.49%	37.77%	37.57%	32.83%	38.51%	29.87%	34.07%	40.14%	29.28%	36.47%	35.05%	51.36%	46.33%	40.23%	49.43%	39.12%	29.15%	35.80%	31.69%	32.78%	41.40%	36.23%	33.41%	35.41%	38.56%	23.31%	25.85%	22.22%	36.46%	34.07%	56.15%	40.30%	34.37%	49.76%	20.43%	29.33%	38.72%	41.49%	36.89%	35.82%	42.10%					
38	"21. ""Российская Конституционно-демократическая партия"""	47	1	1	0	3	0	1	2	1	3	0	1	0	1	1	0	2	0	2	1	1	1	0	2	3	2	1	0	1	0	0	3	0	0	0	0	1	0	0	2	0	1	0	0	2	0	0	2	0	2	0	0	0	0	0	1	2					
		0.14%	0.12%	0.11%	0.0%	0.72%	0.0%	0.12%	0.18%	0.15%	0.37%	0.0%	0.07%	0.0%	0.11%	0.09%	0.0%	0.31%	0.0%	0.39%	0.74%	0.24%	0.43%	0.0%	0.49%	0.62%	0.25%	0.27%	0.0%	0.23%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.28%	0.0%	0.61%	0.0%	0.0%	0.24%	0.0%	0.0%	0.43%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.14%					
39	"22. ""Развитие предпринимательства"""	69	2	4	1	1	4	1	7	2	3	1	0	2	0	2	0	0	4	1	0	1	0	0	1	2	1	0	0	0	1	0	2	2	2	0	1	0	0	1	1	1	0	2	1	0	1	1	0	0	2	0	1	1	3	0	2	4					
		0.22%	0.25%	0.44%	0.59%	0.24%	0.37%	0.12%	0.64%	0.30%	0.37%	0.09%	0.0%	0.24%	0.0%	0.18%	0.0%	0.0%	0.63%	0.19%	0.0%	0.24%	0.0%	0.0%	0.24%	0.41%	0.12%	0.0%	0.0%	0.0%	0.23%	0.0%	0.15%	0.28%	0.36%	0.0%	0.81%	0.0%	0.0%	0.23%	0.14%	0.16%	0.0%	0.45%	1.01%	0.0%	0.55%	0.21%	0.0%	0.0%	0.47%	0.0%	1.33%	0.49%	0.33%	0.0%	0.33%	0.28%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3707	101	81	31	68	123	116	117	69	91	142	160	114	67	125	70	94	66	74	19	32	38	58	61	58	87	40	52	66	68	13	156	79	53	17	17	73	28	58	76	82	28	44	18	102	34	40	65	11	43	36	4	20	101	87	48	86					
		11.82%	12.65%	9.06%	18.56%	16.50%	11.56%	14.37%	10.86%	10.53%	11.41%	13.86%	11.83%	13.78%	7.42%	11.61%	9.10%	14.71%	10.47%	14.71%	14.17%	7.90%	16.45%	18.47%	15.02%	12.13%	10.94%	10.86%	10.94%	15.60%	15.81%	14.60%	12.38%	11.12%	9.58%	9.28%	13.93%	11.40%	13.52%	13.36%	10.81%	13.39%	17.17%	10.06%	18.18%	12.27%	18.99%	8.63%	14.16%	11.45%	10.14%	38.70%	5.33%	9.80%	11.23%	15.0%	8.14%	6.20%					
																																																															
41	Против всех	1594	46	76	4	21	56	45	48	59	42	80	73	48	62	52	32	23	14	31	2	17	6	9	15	24	31	14	9	10	12	3	57	84	24	5	2	32	8	19	28	37	7	30	1	16	1	7	24	3	15	8	1	9	42	20	40	110					
		5.08%	5.76%	8.50%	2.39%	5.09%	5.26%	5.57%	4.45%	9.00%	5.26%	7.81%	5.39%	5.80%	6.87%	4.83%	4.16%	3.59%	2.22%	6.16%	1.49%	4.19%	2.59%	2.86%	3.69%	5.02%	3.89%	3.80%	1.89%	2.36%	2.79%	3.37%	4.52%	11.83%	4.33%	2.73%	1.63%	5.0%	3.86%	4.37%	3.98%	6.04%	4.29%	6.86%	1.01%	1.92%	0.55%	1.51%	5.22%	3.12%	3.53%	8.60%	1.33%	4.41%	4.67%	3.44%	6.79%	7.93%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
