Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Милославская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	200	5	11	5	5	10	2	1	2	5	6	16	6	6	10	5	9	2	5	9	5	39	26	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	166	1	10	5	5	10	2	1	2	2	4	16	1	6	7	5	9	0	2	6	5	37	22	8									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	95	5	2	7	3	6	4	0	2	2	1	2	2	2	4	3	2	3	1	5	3	16	16	4									
14	Число погашенных неиспользованных открепительных удостоверений	34	4	1	0	0	0	0	0	0	3	2	0	5	0	3	0	0	2	3	3	0	2	4	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	0	0	1	0	3	0	0	0	0	1	5	0	0	1	0	6	0	1	7	0	12	11	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	1	0	6	0	1	0	1	0	0	1	0	3	1	1	0	0	1	0	4	0	10	6	6									
		0.85%	0.68%	0.00%	3.05%	0.00%	0.56%	0.00%	0.93%	0.00%	0.00%	0.81%	0.00%	2.21%	0.68%	0.42%	0.00%	0.00%	1.30%	0.00%	1.38%	0.00%	1.16%	0.80%	1.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	170	6	5	2	0	3	3	4	1	11	1	3	7	8	10	10	9	2	2	28	5	25	15	10									
		3.42%	4.11%	3.88%	1.02%	0.00%	1.67%	2.91%	3.74%	1.33%	5.67%	0.81%	2.80%	5.15%	5.44%	4.18%	7.09%	5.96%	2.60%	1.27%	9.69%	3.31%	2.90%	1.99%	2.40%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	63	1	0	0	5	1	4	1	0	1	5	1	1	6	4	1	1	1	0	6	1	7	6	10									
		1.27%	0.68%	0.00%	0.00%	5.81%	0.56%	3.88%	0.93%	0.00%	0.52%	4.03%	0.93%	0.74%	4.08%	1.67%	0.71%	0.66%	1.30%	0.00%	2.08%	0.66%	0.81%	0.80%	2.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2901	80	81	119	58	95	66	71	58	126	81	62	93	89	127	75	93	51	115	129	97	471	441	223									
		58.39%	54.79%	62.79%	60.41%	67.44%	52.78%	64.08%	66.36%	77.33%	64.95%	65.32%	57.94%	68.38%	60.54%	53.14%	53.19%	61.59%	66.23%	72.78%	44.64%	64.24%	54.58%	58.64%	53.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	0	1	1	1	2	0	2	0	1	0	2	0	0	0	0	1	0	1	2	2	3	2	3									
		0.48%	0.00%	0.78%	0.51%	1.16%	1.11%	0.00%	1.87%	0.00%	0.52%	0.00%	1.87%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.63%	0.69%	1.32%	0.35%	0.27%	0.72%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	0	0	2	0	0	1	2	0	1	0	0	0	0	3	0	0	0	0	1	0	3	1	2									
		0.32%	0.00%	0.00%	1.02%	0.00%	0.00%	0.97%	1.87%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.35%	0.13%	0.48%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	797	15	7	36	14	40	16	14	12	25	17	16	10	9	37	24	17	12	20	55	27	163	134	77									
		16.04%	10.27%	5.43%	18.27%	16.28%	22.22%	15.53%	13.08%	16.00%	12.89%	13.71%	14.95%	7.35%	6.12%	15.48%	17.02%	11.26%	15.58%	12.66%	19.03%	17.88%	18.89%	17.82%	18.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	2	0									
		0.18%	0.00%	0.00%	0.51%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.23%	0.27%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	0	1	2	1	2	0	2	0	0	0	0	0	0	2	0	0	0	1	0	1	6	3	1									
		0.44%	0.00%	0.78%	1.02%	1.16%	1.11%	0.00%	1.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.63%	0.00%	0.66%	0.70%	0.40%	0.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0									
		0.14%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	1.30%	0.63%	0.35%	0.00%	0.00%	0.13%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	2	0	0	1	1	8	5	2									
		0.48%	0.00%	0.78%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	0.00%	0.42%	0.00%	1.32%	0.00%	0.00%	0.35%	0.66%	0.93%	0.66%	0.48%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	730	36	29	23	4	30	9	7	4	20	16	19	17	28	47	26	21	8	15	52	14	138	98	69									
		14.69%	24.66%	22.48%	11.68%	4.65%	16.67%	8.74%	6.54%	5.33%	10.31%	12.90%	17.76%	12.50%	19.05%	19.67%	18.44%	13.91%	10.39%	9.49%	17.99%	9.27%	15.99%	13.03%	16.59%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	4	4	0									
		0.26%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.84%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.53%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	71	2	1	4	3	2	1	1	0	0	0	1	1	2	3	2	2	0	0	8	0	13	20	5									
		1.43%	1.37%	0.78%	2.03%	3.49%	1.11%	0.97%	0.93%	0.00%	0.00%	0.00%	0.93%	0.74%	1.36%	1.26%	1.42%	1.32%	0.00%	0.00%	2.77%	0.00%	1.51%	2.66%	1.20%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
