Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Изобильненская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	738	15	10	17	15	15	12	20	9	18	17	17	10	10	15	15	48	20	10	15	13	17	10	13	15	20	17	10	10	8	22	22	10	16	18	9	10	15	10	13	8	15	10	15	8	8	10	10	10	13	10	14	7	7	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	296	6	1	9	12	4	6	10	6	11	11	7	6	5	4	3	48	18	9	7	9	5	5	3	7	13	6	6	2	1	2	11	2	2	8	0	0	3	4	3	0	2	0	1	0	0	3	2	3	3	2	3	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	174	5	2	3	12	3	2	1	1	8	4	3	1	10	0	12	4	5	3	3	0	5	0	0	2	5	2	1	0	3	5	2	0	1	4	2	5	3	1	4	5	5	3	0	0	1	1	1	3	6	5	6	5	0	6					
14	Число погашенных открепительных удостоверений	442	9	9	8	3	11	6	10	3	7	6	10	4	5	11	12	0	2	1	8	4	12	5	10	8	7	11	4	8	7	20	11	8	14	10	9	10	12	6	10	8	13	10	14	8	8	7	8	7	10	8	11	7	7	5					
15	Число открепительных удостоверений выданных ТИК	72	1	1	3	1	3	5	1	3	2	1	1	10	0	0	0	17	0	0	0	1	0	1	1	2	2	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1					
16	Число утраченных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	556	13	4	12	13	8	9	10	2	7	7	9	4	6	7	15	29	6	5	7	16	7	15	8	6	12	24	11	7	9	18	29	7	8	15	7	11	20	7	5	3	10	3	10	1	3	15	13	11	19	22	11	7	10	3					
		1.37%	1.38%	0.76%	1.12%	1.37%	0.98%	1.17%	0.76%	0.44%	0.62%	0.80%	0.80%	0.79%	1.04%	0.77%	1.99%	2.9%	0.56%	0.83%	0.67%	1.79%	0.62%	1.92%	0.92%	0.65%	0.76%	1.77%	1.49%	1.38%	2.77%	1.55%	2.29%	2.13%	1.18%	1.55%	3.64%	2.70%	2.04%	1.59%	0.60%	1.14%	1.28%	0.97%	0.96%	0.72%	3.26%	2.53%	2.83%	1.36%	2.50%	2.63%	1.22%	3.64%	4.48%	1.09%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	744	18	11	30	27	14	12	32	2	27	28	32	9	9	19	12	27	15	15	27	31	51	18	26	33	15	18	9	5	3	15	13	8	8	10	1	2	11	3	10	3	3	4	11	1	1	10	4	14	12	15	5	1	2	2					
		1.84%	1.91%	2.09%	2.81%	2.85%	1.71%	1.56%	2.44%	0.44%	2.4%	3.21%	2.85%	1.77%	1.57%	2.09%	1.59%	2.7%	1.40%	2.49%	2.58%	3.48%	4.54%	2.30%	3.00%	3.57%	0.96%	1.33%	1.21%	0.99%	0.92%	1.29%	1.02%	2.43%	1.18%	1.03%	0.52%	0.49%	1.12%	0.68%	1.20%	1.14%	0.38%	1.29%	1.05%	0.72%	1.08%	1.68%	0.87%	1.73%	1.58%	1.79%	0.55%	0.52%	0.89%	0.73%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1613	43	19	44	47	30	31	39	29	66	58	48	29	14	56	40	31	45	16	38	54	44	23	40	44	43	41	22	19	8	44	52	29	22	42	6	28	19	11	17	16	35	14	35	5	4	24	15	25	25	29	37	9	4	5					
		3.99%	4.56%	3.61%	4.13%	4.96%	3.68%	4.03%	2.97%	6.47%	5.86%	6.65%	4.28%	5.73%	2.44%	6.16%	5.31%	3.1%	4.20%	2.65%	3.63%	6.06%	3.91%	2.94%	4.61%	4.76%	2.75%	3.03%	2.98%	3.76%	2.46%	3.79%	4.11%	8.84%	3.25%	4.35%	3.12%	6.89%	1.94%	2.50%	2.05%	6.10%	4.48%	4.53%	3.36%	3.64%	4.34%	4.05%	3.27%	3.09%	3.30%	3.47%	4.12%	4.68%	1.79%	1.83%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	845	14	7	32	25	23	13	37	13	26	9	30	13	11	19	7	29	32	13	31	37	40	30	33	39	22	22	7	10	8	18	19	8	5	13	3	13	9	9	23	3	12	3	12	2	0	3	3	10	9	14	14	4	0	4					
		2.09%	1.48%	1.33%	3.00%	2.64%	2.82%	1.69%	2.82%	2.90%	2.31%	1.03%	2.67%	2.56%	1.92%	2.09%	0.92%	2.9%	2.99%	2.15%	2.96%	4.15%	3.56%	3.84%	3.81%	4.22%	1.40%	1.63%	0.94%	1.98%	2.46%	1.55%	1.50%	2.43%	0.74%	1.34%	1.56%	3.20%	0.92%	2.05%	2.77%	1.14%	1.53%	0.97%	1.15%	1.45%	0.0%	0.50%	0.65%	1.23%	1.18%	1.67%	1.56%	2.08%	0.0%	1.46%					
22	"5. ""За Русь Святую"""	259	4	4	4	9	1	5	6	2	8	7	6	9	3	5	5	10	2	1	2	5	11	6	7	8	10	7	7	4	3	4	8	3	5	7	0	5	14	5	4	4	6	6	4	0	0	3	3	4	3	6	2	1	0	1					
		0.64%	0.42%	0.76%	0.37%	0.95%	0.12%	0.65%	0.45%	0.44%	0.71%	0.80%	0.53%	1.77%	0.52%	0.55%	0.66%	1.0%	0.18%	0.16%	0.19%	0.56%	0.97%	0.76%	0.80%	0.86%	0.64%	0.51%	0.94%	0.79%	0.92%	0.34%	0.63%	0.91%	0.74%	0.72%	0.0%	1.23%	1.43%	1.13%	0.48%	1.52%	0.76%	1.94%	0.38%	0.0%	0.0%	0.50%	0.65%	0.49%	0.39%	0.71%	0.22%	0.52%	0.0%	0.36%					
23	"6. ""Объединенная Российская партия ""Русь"""	124	3	2	2	2	0	5	5	3	2	2	3	2	2	3	3	5	4	0	4	3	1	2	2	4	3	4	1	0	0	6	5	1	3	3	2	1	2	1	2	2	4	1	7	0	0	3	1	0	2	3	0	1	0	2					
		0.30%	0.31%	0.38%	0.18%	0.21%	0.0%	0.65%	0.38%	0.66%	0.17%	0.22%	0.26%	0.39%	0.34%	0.33%	0.39%	0.5%	0.37%	0.0%	0.38%	0.33%	0.08%	0.25%	0.23%	0.43%	0.19%	0.29%	0.13%	0.0%	0.0%	0.51%	0.39%	0.30%	0.44%	0.31%	1.04%	0.24%	0.20%	0.22%	0.24%	0.76%	0.51%	0.32%	0.67%	0.0%	0.0%	0.50%	0.21%	0.0%	0.26%	0.35%	0.0%	0.52%	0.0%	0.73%					
24	"7. ""Новый курс - Автомобильная Россия"""	443	4	9	7	8	3	9	23	5	10	15	18	4	3	8	11	18	5	13	14	18	30	13	17	23	20	10	6	4	2	8	9	2	5	7	0	6	11	5	15	0	5	1	5	0	0	5	2	3	8	11	1	1	1	2					
		1.09%	0.42%	1.71%	0.65%	0.84%	0.36%	1.17%	1.75%	1.11%	0.88%	1.72%	1.60%	0.79%	0.52%	0.88%	1.46%	1.8%	0.46%	2.15%	1.34%	2.02%	2.67%	1.66%	1.96%	2.49%	1.28%	0.74%	0.81%	0.79%	0.61%	0.69%	0.71%	0.60%	0.74%	0.72%	0.0%	1.47%	1.12%	1.13%	1.80%	0.0%	0.64%	0.32%	0.48%	0.0%	0.0%	0.84%	0.43%	0.37%	1.05%	1.31%	0.11%	0.52%	0.44%	0.73%					
25	"8. ""Народно-республиканская партия России"""	44	0	0	0	0	3	1	0	0	0	0	1	0	4	2	1	2	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	2	1	1	1	0	0	1	1	0	1	1	3	0	0	1	2	4	0	0	1	0	0	1					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.36%	0.13%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.69%	0.22%	0.13%	0.2%	0.09%	0.16%	0.0%	0.0%	0.0%	0.12%	0.11%	0.0%	0.06%	0.07%	0.13%	0.19%	0.0%	0.08%	0.0%	0.60%	0.14%	0.10%	0.52%	0.0%	0.0%	0.22%	0.12%	0.0%	0.12%	0.32%	0.28%	0.0%	0.0%	0.16%	0.43%	0.49%	0.0%	0.0%	0.11%	0.0%	0.0%	0.36%					
26	"9. ""Российская экологическая партия ""Зеленые"""	128	2	2	5	0	4	1	4	4	1	2	1	2	4	5	0	9	0	0	2	1	3	4	3	4	10	3	1	0	0	2	2	1	3	5	1	0	0	0	3	0	5	1	4	0	0	1	2	2	7	7	3	0	0	2					
		0.31%	0.21%	0.38%	0.46%	0.0%	0.49%	0.13%	0.30%	0.89%	0.08%	0.22%	0.08%	0.39%	0.69%	0.55%	0.0%	0.9%	0.0%	0.0%	0.19%	0.11%	0.26%	0.51%	0.34%	0.43%	0.64%	0.22%	0.13%	0.0%	0.0%	0.17%	0.15%	0.30%	0.44%	0.51%	0.52%	0.0%	0.0%	0.0%	0.36%	0.0%	0.64%	0.32%	0.38%	0.0%	0.0%	0.16%	0.43%	0.24%	0.92%	0.83%	0.33%	0.0%	0.0%	0.73%					
27	"10. ""Аграрная партия России"""	1623	32	16	23	16	36	15	35	14	43	24	48	15	11	24	20	14	19	11	23	17	19	21	31	17	45	38	19	38	7	66	105	12	58	46	19	47	93	54	76	18	42	20	68	5	2	17	16	35	17	39	51	6	13	7					
		4.02%	3.39%	3.04%	2.16%	1.69%	4.41%	1.95%	2.67%	3.12%	3.82%	2.75%	4.28%	2.96%	1.92%	2.64%	2.65%	1.4%	1.77%	1.82%	2.20%	1.91%	1.69%	2.69%	3.57%	1.84%	2.88%	2.81%	2.57%	7.53%	2.16%	5.69%	8.30%	3.65%	8.59%	4.77%	9.89%	11.57%	9.52%	12.30%	9.16%	6.87%	5.37%	6.47%	6.54%	3.64%	2.17%	2.87%	3.49%	4.33%	2.24%	4.67%	5.69%	3.12%	5.82%	2.56%					
28	"11. ""Истинные патриоты России"""	63	1	0	2	2	1	0	0	0	1	2	0	0	1	1	0	1	0	0	5	1	1	2	0	0	2	0	0	1	2	4	1	2	0	2	1	0	1	0	3	0	1	6	1	1	0	3	0	1	4	1	0	2	2	1					
		0.15%	0.10%	0.0%	0.18%	0.21%	0.12%	0.0%	0.0%	0.0%	0.08%	0.22%	0.0%	0.0%	0.17%	0.11%	0.0%	0.1%	0.0%	0.0%	0.47%	0.11%	0.08%	0.25%	0.0%	0.0%	0.12%	0.0%	0.0%	0.19%	0.61%	0.34%	0.07%	0.60%	0.0%	0.20%	0.52%	0.0%	0.10%	0.0%	0.36%	0.0%	0.12%	1.94%	0.09%	0.72%	0.0%	0.50%	0.0%	0.12%	0.52%	0.11%	0.0%	1.04%	0.89%	0.36%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	458	9	8	8	5	1	10	9	6	12	12	18	6	7	4	9	10	8	8	8	16	20	18	10	6	7	13	6	8	5	16	18	10	17	10	1	4	4	3	17	5	15	0	9	1	0	7	4	14	2	14	10	3	3	4					
		1.13%	0.95%	1.52%	0.75%	0.52%	0.12%	1.30%	0.68%	1.33%	1.06%	1.37%	1.60%	1.18%	1.22%	0.44%	1.19%	1.0%	0.74%	1.32%	0.76%	1.79%	1.78%	2.30%	1.15%	0.65%	0.44%	0.96%	0.81%	1.58%	1.54%	1.38%	1.42%	3.04%	2.51%	1.03%	0.52%	0.98%	0.40%	0.68%	2.05%	1.90%	1.92%	0.0%	0.86%	0.72%	0.0%	1.18%	0.87%	1.73%	0.26%	1.67%	1.11%	1.56%	1.34%	1.46%					
30	"13. ""Демократическая партия России"""	78	1	0	2	0	1	1	0	0	2	1	1	1	1	2	4	4	3	0	3	0	2	0	0	2	4	2	0	2	2	2	2	0	1	2	0	3	6	0	1	0	5	0	2	1	0	1	1	2	0	4	1	0	1	2					
		0.19%	0.10%	0.0%	0.18%	0.0%	0.12%	0.13%	0.0%	0.0%	0.17%	0.11%	0.08%	0.19%	0.17%	0.22%	0.53%	0.4%	0.28%	0.0%	0.28%	0.0%	0.17%	0.0%	0.0%	0.21%	0.25%	0.14%	0.0%	0.39%	0.61%	0.17%	0.15%	0.0%	0.14%	0.20%	0.0%	0.73%	0.61%	0.0%	0.12%	0.0%	0.64%	0.0%	0.19%	0.72%	0.0%	0.16%	0.21%	0.24%	0.0%	0.47%	0.11%	0.0%	0.44%	0.73%					
31	"14. ""Великая Россия - Евразийский Союз"""	69	2	0	0	2	2	0	0	0	2	1	4	3	1	2	0	0	3	5	1	0	0	1	0	1	0	3	1	1	3	1	4	0	2	3	0	0	2	0	1	0	1	1	2	0	0	1	3	3	0	0	1	1	2	3					
		0.17%	0.21%	0.0%	0.0%	0.21%	0.24%	0.0%	0.0%	0.0%	0.17%	0.11%	0.35%	0.59%	0.17%	0.22%	0.0%	0.0%	0.28%	0.83%	0.09%	0.0%	0.0%	0.12%	0.0%	0.10%	0.0%	0.22%	0.13%	0.19%	0.92%	0.08%	0.31%	0.0%	0.29%	0.31%	0.0%	0.0%	0.20%	0.0%	0.12%	0.0%	0.12%	0.32%	0.19%	0.0%	0.0%	0.16%	0.65%	0.37%	0.0%	0.0%	0.11%	0.52%	0.89%	1.09%					
32	"15. ""Партия СЛОН"""	49	2	0	0	1	1	0	1	0	1	0	0	0	1	1	1	2	1	0	0	1	2	2	0	3	1	3	0	0	1	2	1	0	1	2	0	0	0	0	4	0	4	0	0	2	2	1	2	2	1	0	0	0	0	0					
		0.12%	0.21%	0.0%	0.0%	0.10%	0.12%	0.0%	0.07%	0.0%	0.08%	0.0%	0.0%	0.0%	0.17%	0.11%	0.13%	0.2%	0.09%	0.0%	0.0%	0.11%	0.17%	0.25%	0.0%	0.32%	0.06%	0.22%	0.0%	0.0%	0.30%	0.17%	0.07%	0.0%	0.14%	0.20%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.51%	0.0%	0.0%	1.45%	2.17%	0.16%	0.43%	0.24%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3941	104	67	139	107	85	42	115	40	112	107	119	54	68	100	85	60	160	74	134	107	160	96	104	133	150	112	42	34	16	82	103	26	82	114	6	30	116	34	86	28	73	11	78	5	3	52	12	40	71	42	88	12	11	10					
		9.77%	11.04%	12.73%	13.06%	11.31%	10.42%	5.46%	8.78%	8.92%	9.95%	12.27%	10.61%	10.67%	11.88%	11.01%	11.28%	6.0%	14.95%	12.29%	12.83%	12.02%	14.24%	12.30%	12.00%	14.40%	9.60%	8.30%	5.69%	6.74%	4.93%	7.07%	8.14%	7.92%	12.14%	11.82%	3.12%	7.38%	11.88%	7.74%	10.37%	10.68%	9.34%	3.55%	7.50%	3.64%	3.26%	8.78%	2.62%	4.95%	9.37%	5.02%	9.82%	6.25%	4.93%	3.66%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	141	7	1	0	3	2	3	4	1	0	0	2	2	2	3	2	6	1	0	0	1	6	1	1	2	10	3	3	2	1	2	2	2	3	0	1	0	4	1	4	2	4	2	13	2	0	3	2	5	3	4	6	0	2	5					
		0.34%	0.74%	0.19%	0.0%	0.31%	0.24%	0.39%	0.30%	0.22%	0.0%	0.0%	0.17%	0.39%	0.34%	0.33%	0.26%	0.6%	0.09%	0.0%	0.0%	0.11%	0.53%	0.12%	0.11%	0.21%	0.64%	0.22%	0.40%	0.39%	0.30%	0.17%	0.15%	0.60%	0.44%	0.0%	0.52%	0.0%	0.40%	0.22%	0.48%	0.76%	0.51%	0.64%	1.25%	1.45%	0.0%	0.50%	0.43%	0.61%	0.39%	0.47%	0.66%	0.0%	0.89%	1.83%					
35	"18. ""ЛДПР"""	6831	138	71	156	132	132	87	207	66	179	163	178	87	116	180	120	243	154	122	207	182	186	138	148	125	226	210	109	105	83	218	209	63	140	214	26	62	192	92	145	34	126	53	149	16	18	79	75	106	135	149	174	28	24	54					
		16.93%	14.64%	13.49%	14.66%	13.95%	16.19%	11.32%	15.81%	14.73%	15.91%	18.69%	15.87%	17.19%	20.27%	19.82%	15.93%	24.3%	14.39%	20.26%	19.82%	20.44%	16.56%	17.69%	17.09%	13.54%	14.47%	15.56%	14.76%	20.83%	25.61%	18.80%	16.52%	19.20%	20.74%	22.19%	13.54%	15.27%	19.67%	20.95%	17.49%	12.97%	16.13%	17.15%	14.34%	11.67%	19.56%	13.34%	16.37%	13.13%	17.83%	17.84%	19.41%	14.58%	10.76%	19.78%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	787	22	9	26	24	13	83	22	8	9	14	31	6	9	10	13	19	18	3	26	14	21	15	14	7	27	10	17	18	6	18	27	7	12	16	2	11	12	11	11	6	13	9	17	3	4	3	9	19	20	13	14	2	3	11					
		1.95%	2.33%	1.71%	2.44%	2.53%	1.59%	10.80%	1.68%	1.78%	0.8%	1.60%	2.76%	1.18%	1.57%	1.10%	1.72%	1.9%	1.68%	0.49%	2.49%	1.57%	1.86%	1.92%	1.61%	0.75%	1.72%	0.74%	2.30%	3.57%	1.85%	1.55%	2.13%	2.13%	1.77%	1.65%	1.04%	2.70%	1.22%	2.50%	1.32%	2.29%	1.66%	2.91%	1.63%	2.18%	4.34%	0.50%	1.96%	2.35%	2.64%	1.55%	1.56%	1.04%	1.34%	4.02%					
37	"20. ""Политическая партия ""Единая Россия"""	12929	256	152	362	277	251	250	491	138	341	223	345	140	189	229	238	269	283	197	331	246	329	239	270	283	689	660	338	160	89	389	362	74	178	238	61	96	230	111	191	83	210	86	396	43	40	237	190	381	233	287	263	74	99	112					
		32.05%	27.17%	28.89%	34.02%	29.28%	30.79%	32.55%	37.50%	30.80%	30.31%	25.57%	30.77%	27.66%	33.04%	25.22%	31.60%	26.9%	26.44%	32.72%	31.70%	27.64%	29.29%	30.64%	31.17%	30.66%	44.13%	48.92%	45.79%	31.74%	27.46%	33.56%	28.61%	22.56%	26.37%	24.68%	31.77%	23.64%	23.56%	25.28%	23.03%	31.67%	26.88%	27.83%	38.11%	31.38%	43.47%	40.03%	41.48%	47.21%	30.77%	34.37%	29.35%	38.54%	44.39%	41.02%					
38	"21. ""Российская Конституционно-демократическая партия"""	102	2	1	2	3	0	5	3	2	2	2	3	0	2	2	2	2	2	2	2	1	1	1	1	4	6	4	4	3	1	3	4	0	2	0	0	2	2	0	2	0	2	0	0	1	0	3	3	1	2	4	4	1	0	1					
		0.25%	0.21%	0.19%	0.18%	0.31%	0.0%	0.65%	0.22%	0.44%	0.17%	0.22%	0.26%	0.0%	0.34%	0.22%	0.26%	0.2%	0.18%	0.33%	0.19%	0.11%	0.08%	0.12%	0.11%	0.43%	0.38%	0.29%	0.54%	0.59%	0.30%	0.25%	0.31%	0.0%	0.29%	0.0%	0.0%	0.49%	0.20%	0.0%	0.24%	0.0%	0.25%	0.0%	0.0%	0.72%	0.0%	0.50%	0.65%	0.12%	0.26%	0.47%	0.44%	0.52%	0.0%	0.36%					
39	"22. ""Развитие предпринимательства"""	125	1	2	1	2	3	2	4	0	4	5	7	3	1	4	2	7	2	2	3	2	9	0	4	5	3	2	4	1	1	2	1	1	4	2	0	0	1	0	4	1	1	0	2	1	0	4	1	1	2	4	3	2	1	1					
		0.30%	0.10%	0.38%	0.09%	0.21%	0.36%	0.26%	0.30%	0.0%	0.35%	0.57%	0.62%	0.59%	0.17%	0.44%	0.26%	0.7%	0.18%	0.33%	0.28%	0.22%	0.80%	0.0%	0.46%	0.54%	0.19%	0.14%	0.54%	0.19%	0.30%	0.17%	0.07%	0.30%	0.59%	0.20%	0.0%	0.0%	0.10%	0.0%	0.48%	0.38%	0.12%	0.0%	0.19%	0.72%	0.0%	0.67%	0.21%	0.12%	0.26%	0.47%	0.33%	1.04%	0.44%	0.36%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5395	207	84	134	174	147	124	127	83	194	126	136	88	66	169	116	89	225	80	97	68	103	66	94	104	145	55	73	51	48	176	183	43	64	145	40	54	165	54	129	39	140	64	150	25	9	57	58	76	137	91	148	22	30	23					
		13.37%	21.97%	15.96%	12.59%	18.39%	18.03%	16.14%	9.70%	18.52%	17.24%	14.44%	12.13%	17.39%	11.53%	18.61%	15.40%	8.9%	21.02%	13.28%	9.29%	7.64%	9.17%	8.46%	10.85%	11.26%	9.28%	4.07%	9.89%	10.11%	14.81%	15.18%	14.46%	13.10%	9.48%	15.04%	20.83%	13.30%	16.90%	12.30%	15.56%	14.88%	17.92%	20.71%	14.43%	18.24%	9.78%	9.62%	12.66%	9.41%	18.09%	10.89%	16.51%	11.45%	13.45%	8.42%					
																																																													
41	Против всех	2195	42	46	64	54	45	39	114	24	61	47	61	20	37	44	39	101	72	30	63	57	66	54	47	47	94	79	44	22	18	42	60	12	33	39	3	12	30	24	39	10	44	9	50	16	5	36	14	37	30	58	39	12	8	2					
		5.44%	4.45%	8.74%	6.01%	5.70%	5.52%	5.07%	8.70%	5.35%	5.42%	5.38%	5.44%	3.95%	6.46%	4.84%	5.17%	10.1%	6.72%	4.98%	6.03%	6.40%	5.87%	6.92%	5.42%	5.09%	6.02%	5.85%	5.96%	4.36%	5.55%	3.62%	4.74%	3.65%	4.88%	4.04%	1.56%	2.95%	3.07%	5.46%	4.70%	3.81%	5.63%	2.91%	4.81%	11.67%	5.43%	6.08%	3.05%	4.58%	3.96%	6.94%	4.35%	6.25%	3.58%	0.73%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
