Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																								
Дата голосования: 07.12.2003 0:00:00																																																								
																																																								
Наименование Избирательной комиссии:    Добринская																																																								
																																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																								
																																																								
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	500	25	10	25	15	10	10	10	5	10	10	15	5	10	10	10	15	5	15	10	15	10	10	15	10	10	10	10	10	10	10	10	10	5	10	10	5	10	5	5	10	15	10	5	5	10	5	10	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	50	8	4	8	5	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	5	0	0	0	2	0	7	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	47	3	0	10	2	2	0	0	1	1	0	0	0	1	1	1	2	0	2	0	1	1	0	0	2	0	0	0	0	0	0	0	3	1	0	1	0	2	1	1	0	1	0	0	1	1	0	1	2	2					
14	Число погашенных открепительных удостоверений	450	17	6	17	10	6	10	10	5	9	10	15	5	9	10	10	15	5	15	10	15	10	10	15	10	10	10	10	9	10	10	10	10	5	10	8	5	10	5	5	9	10	10	5	5	8	5	3	10	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
18	"1. ""ЕДИНЕНИЕ"""	241	14	1	12	6	3	0	6	2	1	5	4	2	1	0	0	13	4	5	1	5	4	2	16	5	0	8	7	9	5	2	0	3	0	13	5	6	7	3	3	7	10	4	2	1	7	1	15	7	4					
		1.25%	1.43%	0.77%	1.21%	0.76%	0.64%	0.0%	1.86%	2.38%	0.28%	2.63%	0.49%	0.96%	0.18%	0.0%	0.0%	2.51%	2.16%	0.60%	0.29%	1.15%	0.99%	0.50%	1.74%	2.67%	0.0%	3.31%	1.81%	4.18%	1.54%	0.84%	0.0%	0.83%	0.0%	2.6%	0.97%	3.63%	1.03%	1.25%	1.44%	1.60%	1.10%	1.76%	2.40%	0.88%	1.64%	0.38%	2.05%	1.48%	2.87%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	190	11	1	17	15	1	0	3	0	1	3	5	0	1	0	3	9	2	9	0	3	5	5	7	0	0	0	0	3	3	6	1	5	10	4	4	2	5	3	0	6	18	2	1	2	4	0	4	4	2					
		0.98%	1.12%	0.77%	1.72%	1.90%	0.21%	0.0%	0.93%	0.0%	0.28%	1.57%	0.62%	0.0%	0.18%	0.0%	0.97%	1.74%	1.08%	1.08%	0.0%	0.69%	1.24%	1.26%	0.76%	0.0%	0.0%	0.0%	0.0%	1.39%	0.92%	2.54%	0.49%	1.39%	5.81%	0.8%	0.78%	1.21%	0.74%	1.25%	0.0%	1.37%	1.99%	0.88%	1.20%	1.76%	0.94%	0.0%	0.54%	0.85%	1.43%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	225	15	3	14	7	4	3	2	2	0	2	0	0	1	0	6	9	2	7	1	3	0	3	7	3	0	3	0	3	1	3	4	2	6	2	8	1	8	4	22	9	18	8	6	1	4	1	4	11	2					
		1.16%	1.53%	2.32%	1.41%	0.88%	0.86%	1.63%	0.62%	2.38%	0.0%	1.05%	0.0%	0.0%	0.18%	0.0%	1.94%	1.74%	1.08%	0.84%	0.29%	0.69%	0.0%	0.75%	0.76%	1.60%	0.0%	1.24%	0.0%	1.39%	0.30%	1.27%	1.99%	0.55%	3.48%	0.4%	1.56%	0.60%	1.18%	1.66%	10.57%	2.06%	1.99%	3.52%	7.22%	0.88%	0.94%	0.38%	0.54%	2.34%	1.43%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	160	13	0	13	6	3	0	1	1	0	1	6	1	1	1	1	8	0	3	1	1	1	4	9	2	0	3	0	2	2	3	1	0	1	1	5	1	7	0	0	6	13	3	2	1	14	0	14	4	0					
		0.83%	1.33%	0.0%	1.31%	0.76%	0.64%	0.0%	0.31%	1.19%	0.0%	0.52%	0.74%	0.48%	0.18%	0.40%	0.32%	1.55%	0.0%	0.36%	0.29%	0.23%	0.24%	1.01%	0.98%	1.06%	0.0%	1.24%	0.0%	0.93%	0.61%	1.27%	0.49%	0.0%	0.58%	0.2%	0.97%	0.60%	1.03%	0.0%	0.0%	1.37%	1.44%	1.32%	2.40%	0.88%	3.29%	0.0%	1.91%	0.85%	0.0%					
22	"5. ""За Русь Святую"""	129	6	2	14	5	2	0	1	1	5	0	1	0	0	3	9	2	3	3	2	4	0	3	3	4	0	0	2	6	0	1	0	1	0	3	12	0	0	0	1	6	5	0	2	2	5	1	5	2	2					
		0.67%	0.61%	1.55%	1.41%	0.63%	0.43%	0.0%	0.31%	1.19%	1.41%	0.0%	0.12%	0.0%	0.0%	1.22%	2.92%	0.38%	1.62%	0.36%	0.59%	0.92%	0.0%	0.75%	0.32%	2.13%	0.0%	0.0%	0.51%	2.79%	0.0%	0.42%	0.0%	0.27%	0.0%	0.6%	2.34%	0.0%	0.0%	0.0%	0.48%	1.37%	0.55%	0.0%	2.40%	1.76%	1.17%	0.38%	0.68%	0.42%	1.43%					
23	"6. ""Объединенная Российская партия ""Русь"""	31	0	0	2	1	0	0	2	0	0	0	4	0	0	0	0	6	0	0	0	0	0	1	1	0	0	1	0	2	1	2	0	2	0	0	0	2	0	1	0	0	1	1	0	0	0	1	0	0	0					
		0.16%	0.0%	0.0%	0.20%	0.12%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.10%	0.0%	0.0%	0.41%	0.0%	0.93%	0.30%	0.84%	0.0%	0.55%	0.0%	0.0%	0.0%	1.21%	0.0%	0.41%	0.0%	0.0%	0.11%	0.44%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	59	5	1	9	2	3	0	1	0	0	0	1	1	3	0	0	6	0	4	0	0	0	1	3	0	0	0	0	3	0	0	0	1	0	1	3	0	0	2	0	0	0	1	1	0	0	1	6	0	0					
		0.30%	0.51%	0.77%	0.91%	0.25%	0.64%	0.0%	0.31%	0.0%	0.0%	0.0%	0.12%	0.48%	0.56%	0.0%	0.0%	1.16%	0.0%	0.48%	0.0%	0.0%	0.0%	0.25%	0.32%	0.0%	0.0%	0.0%	0.0%	1.39%	0.0%	0.0%	0.0%	0.27%	0.0%	0.2%	0.58%	0.0%	0.0%	0.83%	0.0%	0.0%	0.0%	0.44%	1.20%	0.0%	0.0%	0.38%	0.82%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	33	2	0	0	0	0	0	0	0	1	0	1	5	0	1	0	1	0	1	1	0	2	1	0	1	0	1	1	0	2	1	0	1	0	3	1	1	0	1	1	0	0	0	0	0	1	1	0	1	0					
		0.17%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.12%	2.40%	0.0%	0.40%	0.0%	0.19%	0.0%	0.12%	0.29%	0.0%	0.49%	0.25%	0.0%	0.53%	0.0%	0.41%	0.25%	0.0%	0.61%	0.42%	0.0%	0.27%	0.0%	0.6%	0.19%	0.60%	0.0%	0.41%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.38%	0.0%	0.21%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	30	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	1	0	3	0	0	0	0	0	1	0	1	0	1	0	3	2	0	0	1	1	1	6	0	0					
		0.15%	0.10%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.38%	0.0%	0.12%	0.0%	0.23%	0.0%	0.0%	0.10%	0.0%	0.0%	0.41%	0.0%	1.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.2%	0.0%	0.60%	0.0%	0.41%	0.0%	0.68%	0.22%	0.0%	0.0%	0.88%	0.23%	0.38%	0.82%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1378	39	3	49	61	41	2	9	13	10	3	32	14	76	7	36	23	10	31	40	23	32	12	108	12	7	43	25	34	24	27	30	8	21	29	32	3	56	54	9	47	22	70	9	19	45	5	33	34	6					
		7.15%	4.0%	2.32%	4.95%	7.74%	8.87%	1.08%	2.79%	15.47%	2.83%	1.57%	3.97%	6.73%	14.33%	2.85%	11.68%	4.45%	5.40%	3.72%	11.94%	5.32%	7.98%	3.03%	11.79%	6.41%	2.73%	17.84%	6.47%	15.81%	7.40%	11.44%	14.92%	2.22%	12.20%	5.8%	6.25%	1.81%	8.30%	22.5%	4.32%	10.77%	2.43%	30.83%	10.84%	16.81%	10.58%	1.91%	4.51%	7.23%	4.31%					
28	"11. ""Истинные патриоты России"""	19	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	5	0	0	2	1	0	1	2	0					
		0.09%	0.0%	0.0%	0.10%	0.0%	0.21%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.2%	0.0%	1.21%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	1.76%	0.23%	0.0%	0.13%	0.42%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	163	9	0	9	6	1	0	2	0	1	1	2	0	1	0	2	6	1	6	7	5	2	2	0	2	0	5	3	2	2	0	0	15	0	7	8	1	12	6	4	5	3	6	0	0	2	2	9	4	2					
		0.84%	0.92%	0.0%	0.91%	0.76%	0.21%	0.0%	0.62%	0.0%	0.28%	0.52%	0.24%	0.0%	0.18%	0.0%	0.64%	1.16%	0.54%	0.72%	2.08%	1.15%	0.49%	0.50%	0.0%	1.06%	0.0%	2.07%	0.77%	0.93%	0.61%	0.0%	0.0%	4.17%	0.0%	1.4%	1.56%	0.60%	1.78%	2.5%	1.92%	1.14%	0.33%	2.64%	0.0%	0.0%	0.47%	0.76%	1.23%	0.85%	1.43%					
30	"13. ""Демократическая партия России"""	36	3	0	2	0	1	0	3	0	0	0	3	0	0	1	0	3	0	2	0	3	0	0	1	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	5	0	2	0	0	0	0	2	0					
		0.18%	0.30%	0.0%	0.20%	0.0%	0.21%	0.0%	0.93%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.40%	0.0%	0.58%	0.0%	0.24%	0.0%	0.69%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.51%	0.46%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	2.40%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	26	3	0	3	0	1	0	1	0	0	0	1	0	0	0	0	3	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	5	0	1	0	0					
		0.13%	0.30%	0.0%	0.30%	0.0%	0.21%	0.0%	0.31%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.58%	0.0%	0.36%	0.0%	0.23%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.44%	0.0%	0.88%	1.17%	0.0%	0.13%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	13	1	0	1	2	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
		0.06%	0.10%	0.0%	0.10%	0.25%	0.21%	0.0%	0.31%	1.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1172	67	17	88	30	34	15	12	1	6	8	29	6	49	9	19	25	10	46	8	31	14	17	56	4	8	18	15	13	10	11	1	8	3	38	19	2	37	15	12	60	137	13	3	5	24	3	67	30	19					
		6.08%	6.87%	13.17%	8.90%	3.80%	7.35%	8.15%	3.72%	1.19%	1.69%	4.21%	3.59%	2.88%	9.24%	3.67%	6.16%	4.84%	5.40%	5.52%	2.38%	7.17%	3.49%	4.30%	6.11%	2.13%	3.12%	7.46%	3.88%	6.04%	3.08%	4.66%	0.49%	2.22%	1.74%	7.6%	3.71%	1.21%	5.48%	6.25%	5.76%	13.76%	15.18%	5.72%	3.61%	4.42%	5.64%	1.14%	9.16%	6.38%	13.66%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	73	1	0	1	5	2	1	5	0	3	0	1	1	0	0	0	8	1	3	2	0	0	0	3	1	0	0	0	0	0	2	0	2	1	1	1	2	0	0	4	0	5	2	1	0	4	2	6	2	0					
		0.37%	0.10%	0.0%	0.10%	0.63%	0.43%	0.54%	1.55%	0.0%	0.84%	0.0%	0.12%	0.48%	0.0%	0.0%	0.0%	1.55%	0.54%	0.36%	0.59%	0.0%	0.0%	0.0%	0.32%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.0%	0.55%	0.58%	0.2%	0.19%	1.21%	0.0%	0.0%	1.92%	0.0%	0.55%	0.88%	1.20%	0.0%	0.94%	0.76%	0.82%	0.42%	0.0%					
35	"18. ""ЛДПР"""	2307	133	12	139	117	66	12	44	12	27	18	76	35	54	8	33	76	18	84	36	64	34	41	47	15	19	25	67	18	44	18	16	44	28	54	48	21	67	36	38	40	206	15	5	12	68	52	93	56	16					
		11.98%	13.64%	9.30%	14.06%	14.84%	14.28%	6.52%	13.66%	14.28%	7.64%	9.47%	9.42%	16.82%	10.18%	3.26%	10.71%	14.72%	9.72%	10.09%	10.74%	14.81%	8.47%	10.37%	5.13%	8.02%	7.42%	10.37%	17.35%	8.37%	13.58%	7.62%	7.96%	12.25%	16.27%	10.8%	9.37%	12.72%	9.94%	15.0%	18.26%	9.17%	22.83%	6.60%	6.02%	10.61%	16.0%	19.92%	12.72%	11.91%	11.51%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	425	11	2	16	23	11	1	8	1	2	4	44	9	8	10	15	17	3	20	3	8	12	16	12	2	6	7	7	4	1	1	3	9	2	6	19	2	15	5	1	7	18	4	1	2	7	4	19	14	3					
		2.20%	1.12%	1.55%	1.61%	2.91%	2.38%	0.54%	2.48%	1.19%	0.56%	2.10%	5.45%	4.32%	1.50%	4.08%	4.87%	3.29%	1.62%	2.40%	0.89%	1.85%	2.99%	4.05%	1.31%	1.06%	2.34%	2.90%	1.81%	1.86%	0.30%	0.42%	1.49%	2.50%	1.16%	1.2%	3.71%	1.21%	2.22%	2.08%	0.48%	1.60%	1.99%	1.76%	1.20%	1.76%	1.64%	1.53%	2.59%	2.97%	2.15%					
37	"20. ""Политическая партия ""Единая Россия"""	7481	320	49	324	302	172	97	115	45	265	118	443	55	195	15	101	150	65	493	197	204	122	232	394	103	145	74	136	61	55	89	128	195	77	256	266	88	217	43	48	128	174	63	36	45	79	32	290	151	29					
		38.86%	32.82%	37.98%	32.79%	38.32%	37.22%	52.71%	35.71%	53.57%	75.07%	62.10%	54.96%	26.44%	36.79%	6.12%	32.79%	29.06%	35.13%	59.25%	58.80%	47.22%	30.42%	58.73%	43.01%	55.08%	56.64%	30.70%	35.23%	28.37%	16.97%	37.71%	63.68%	54.31%	44.76%	51.2%	51.95%	53.33%	32.19%	17.91%	23.07%	29.35%	19.29%	27.75%	43.37%	39.82%	18.58%	12.26%	39.67%	32.12%	20.86%					
38	"21. ""Российская Конституционно-демократическая партия"""	74	4	0	4	2	17	0	2	0	2	0	3	1	2	0	0	1	2	4	1	3	0	8	4	0	0	0	1	0	0	0	0	2	0	0	2	1	0	1	0	3	1	0	1	0	1	1	0	0	0					
		0.38%	0.41%	0.0%	0.40%	0.25%	3.67%	0.0%	0.62%	0.0%	0.56%	0.0%	0.37%	0.48%	0.37%	0.0%	0.0%	0.19%	1.08%	0.48%	0.29%	0.69%	0.0%	2.02%	0.43%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.39%	0.60%	0.0%	0.41%	0.0%	0.68%	0.11%	0.0%	1.20%	0.0%	0.23%	0.38%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	44	9	0	3	3	2	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	4	0	0	0	1	0	0	2	0	1	0	1	1	1	0	1	0	0	2	0	0	0	1	1	2	2	0					
		0.22%	0.92%	0.0%	0.30%	0.38%	0.43%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.48%	0.18%	0.40%	0.0%	0.19%	0.0%	0.12%	0.0%	0.0%	0.0%	0.25%	0.43%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.84%	0.0%	0.27%	0.0%	0.2%	0.19%	0.60%	0.0%	0.41%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.23%	0.38%	0.27%	0.42%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3998	247	34	233	128	70	49	83	5	12	24	125	71	119	188	72	103	58	94	31	53	166	32	177	13	34	41	101	33	147	47	12	58	15	72	58	17	186	29	62	88	186	26	5	13	137	143	133	121	47					
		20.77%	25.33%	26.35%	23.58%	16.24%	15.15%	26.63%	25.77%	5.95%	3.39%	12.63%	15.50%	34.13%	22.45%	76.73%	23.37%	19.96%	31.35%	11.29%	9.25%	12.26%	41.39%	8.10%	19.32%	6.95%	13.28%	17.01%	26.16%	15.34%	45.37%	19.91%	5.97%	16.15%	8.72%	14.4%	11.32%	10.30%	27.59%	12.08%	29.80%	20.18%	20.62%	11.45%	6.02%	11.50%	32.23%	54.78%	18.19%	25.74%	33.81%					
																																																								
41	Против всех	598	41	3	24	25	23	3	13	0	16	3	18	3	9	1	10	17	1	7	4	5	5	11	9	13	14	6	12	15	25	18	4	2	8	7	9	8	35	28	3	15	62	5	4	2	11	5	18	15	3					
		3.10%	4.20%	2.32%	2.42%	3.17%	4.97%	1.63%	4.03%	0.0%	4.53%	1.57%	2.23%	1.44%	1.69%	0.40%	3.24%	3.29%	0.54%	0.84%	1.19%	1.15%	1.24%	2.78%	0.98%	6.95%	5.46%	2.48%	3.10%	6.97%	7.71%	7.62%	1.99%	0.55%	4.65%	1.4%	1.75%	4.84%	5.19%	11.66%	1.44%	3.44%	6.87%	2.20%	4.81%	1.76%	2.58%	1.91%	2.46%	3.19%	2.15%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
