Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Далматовская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №292	УИК №293	УИК №295	УИК №296	УИК №297	УИК №298	УИК №300	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №313	УИК №314	УИК №315	УИК №317	УИК №318	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	364	19	24	17	14	16	20	11	1	9	1	5	2	2	0	7	6	5	9	0	11	2	9	3	6	4	7	17	2	10	4	14	6	40	11	5	2	10	18	6	9									
		3.40%	3.89%	3.97%	2.79%	2.16%	2.77%	3.26%	2.86%	3.13%	2.57%	1.30%	6.94%	2.00%	2.22%	0.00%	1.83%	3.66%	3.13%	3.90%	0.00%	6.88%	1.89%	4.76%	3.41%	3.43%	1.75%	3.24%	5.18%	2.11%	3.97%	3.05%	7.69%	6.00%	5.38%	3.61%	4.24%	1.69%	3.85%	3.12%	3.23%	2.18%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	273	10	21	15	24	11	12	21	1	9	0	3	2	2	6	10	4	6	6	1	5	2	6	0	3	6	6	8	0	5	0	1	3	19	14	3	3	4	14	2	5									
		2.55%	2.04%	3.48%	2.46%	3.71%	1.90%	1.96%	5.45%	3.13%	2.57%	0.00%	4.17%	2.00%	2.22%	9.52%	2.62%	2.44%	3.75%	2.60%	1.25%	3.13%	1.89%	3.17%	0.00%	1.71%	2.63%	2.78%	2.44%	0.00%	1.98%	0.00%	0.55%	3.00%	2.56%	4.59%	2.54%	2.54%	1.54%	2.43%	1.08%	1.21%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4536	169	222	207	194	216	224	184	10	122	44	38	56	37	26	191	93	77	106	52	65	54	77	50	89	104	95	134	39	128	59	67	47	336	116	66	55	125	217	111	234									
		42.41%	34.56%	36.75%	33.99%	29.98%	37.37%	36.54%	47.79%	31.25%	34.86%	57.14%	52.78%	56.00%	41.11%	41.27%	50.00%	56.71%	48.13%	45.89%	65.00%	40.63%	50.94%	40.74%	56.82%	50.86%	45.61%	43.98%	40.85%	41.05%	50.79%	45.04%	36.81%	47.00%	45.22%	38.03%	55.93%	46.61%	48.08%	37.61%	59.68%	56.80%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	2	0	2	1	6	2	2	0	1	0	0	0	0	0	1	0	1	3	0	1	0	0	0	0	1	0	2	0	0	5	1	1	1	0	1	0	0	3	0	4									
		0.38%	0.41%	0.00%	0.33%	0.15%	1.04%	0.33%	0.52%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.63%	1.30%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.61%	0.00%	0.00%	3.82%	0.55%	1.00%	0.13%	0.00%	0.85%	0.00%	0.00%	0.52%	0.00%	0.97%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	2									
		0.16%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.26%	0.00%	0.00%	0.00%	0.00%	0.63%	0.94%	1.06%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.13%	0.33%	0.00%	0.85%	0.00%	0.17%	0.00%	0.49%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1970	109	91	96	95	90	122	37	6	78	10	11	24	18	16	56	18	29	57	17	25	27	41	20	34	32	42	85	20	43	21	48	16	153	69	16	14	33	140	38	73									
		18.42%	22.29%	15.07%	15.76%	14.68%	15.57%	19.90%	9.61%	18.75%	22.29%	12.99%	15.28%	24.00%	20.00%	25.40%	14.66%	10.98%	18.13%	24.68%	21.25%	15.63%	25.47%	21.69%	22.73%	19.43%	14.04%	19.44%	25.91%	21.05%	17.06%	16.03%	26.37%	16.00%	20.59%	22.62%	13.56%	11.86%	12.69%	24.26%	20.43%	17.72%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	3	1	5	4	0	0	5	1	0	0	0	2	0	0	1	0	0	1	0	0	1	1	2	1	0	0	0	0	0	0	0	0	3	2	0	0	1	2	0	0									
		0.34%	0.61%	0.17%	0.82%	0.62%	0.00%	0.00%	1.30%	3.13%	0.00%	0.00%	0.00%	2.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.43%	0.00%	0.00%	0.94%	0.53%	2.27%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.66%	0.00%	0.00%	0.38%	0.35%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	60	5	6	2	4	4	11	2	2	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	2	1	2	1	0	0	1	3	1	0	0	1	4	0	1									
		0.56%	1.02%	0.99%	0.33%	0.62%	0.69%	1.79%	0.52%	6.25%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.63%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.93%	0.30%	2.11%	0.40%	0.00%	0.00%	1.00%	0.40%	0.33%	0.00%	0.00%	0.38%	0.69%	0.00%	0.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	1	0	2	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	1									
		0.13%	0.20%	0.00%	0.33%	0.00%	0.35%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.17%	0.00%	0.24%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	55	1	5	3	6	9	0	1	0	2	1	0	0	0	1	1	0	1	1	0	0	1	2	0	5	1	0	1	0	2	0	0	0	2	0	0	2	1	5	0	1									
		0.51%	0.20%	0.83%	0.49%	0.93%	1.56%	0.00%	0.26%	0.00%	0.57%	1.30%	0.00%	0.00%	0.00%	1.59%	0.26%	0.00%	0.63%	0.43%	0.00%	0.00%	0.94%	1.06%	0.00%	2.86%	0.44%	0.00%	0.30%	0.00%	0.79%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	1.69%	0.38%	0.87%	0.00%	0.24%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1640	70	103	99	145	118	98	55	10	77	6	10	13	17	8	58	33	27	35	7	34	9	22	5	25	26	26	25	2	32	25	27	15	96	49	18	24	52	94	20	25									
		15.33%	14.31%	17.05%	16.26%	22.41%	20.42%	15.99%	14.29%	31.25%	22.00%	7.79%	13.89%	13.00%	18.89%	12.70%	15.18%	20.12%	16.88%	15.15%	8.75%	21.25%	8.49%	11.64%	5.68%	14.29%	11.40%	12.04%	7.62%	2.11%	12.70%	19.08%	14.84%	15.00%	12.92%	16.07%	15.25%	20.34%	20.00%	16.29%	10.75%	6.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	0	3	3	2	3	7	3	0	3	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	1	0	1	0	1	0	2	1	4	2	1	0	4	3	0	3									
		0.50%	0.00%	0.50%	0.49%	0.31%	0.52%	1.14%	0.78%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	1.59%	0.26%	0.00%	0.63%	0.00%	0.00%	0.00%	0.94%	1.06%	0.00%	0.00%	0.44%	0.00%	0.30%	0.00%	0.40%	0.00%	1.10%	1.00%	0.54%	0.66%	0.85%	0.00%	1.54%	0.52%	0.00%	0.73%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1233	72	108	138	133	94	97	4	1	26	14	1	0	10	2	34	5	8	4	0	12	3	24	3	5	48	34	40	27	19	11	12	7	54	29	7	16	26	54	6	45									
		11.53%	14.72%	17.88%	22.66%	20.56%	16.26%	15.82%	1.04%	3.13%	7.43%	18.18%	1.39%	0.00%	11.11%	3.17%	8.90%	3.05%	5.00%	1.73%	0.00%	7.50%	2.83%	12.70%	3.41%	2.86%	21.05%	15.74%	12.20%	28.42%	7.54%	8.40%	6.59%	7.00%	7.27%	9.51%	5.93%	13.56%	10.00%	9.36%	3.23%	10.92%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
