Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
Наименование Избирательной комиссии:    Кунашакская																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №2292	УИК №2293									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	23	2	2	0	0	0	0	3	1	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	142	9	16	2	3	3	0	7	0	1	1	8	2	1	0	3	17	6	7	0	2	0	0	3	1	1	3	2	0	3	5	3	1	1	1	2	1	4	3	0	4	1	1	5	1	6	2	0									
		1.30%	0.82%	1.58%	1.04%	1.33%	1.36%	0.00%	1.13%	0.00%	1.05%	1.45%	1.89%	1.48%	0.52%	0.00%	2.70%	3.07%	1.45%	3.17%	0.00%	0.73%	0.00%	0.00%	1.85%	0.59%	0.28%	1.85%	0.96%	0.00%	1.11%	1.53%	4.55%	1.15%	1.61%	0.87%	1.69%	1.15%	0.76%	2.70%	0.00%	1.91%	0.99%	0.67%	3.25%	0.83%	5.88%	0.92%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	387	36	29	6	8	7	14	21	1	2	2	8	3	4	7	5	12	4	7	2	8	4	3	12	2	22	9	9	19	9	18	2	6	5	4	4	2	21	2	9	10	1	6	7	5	1	8	1									
		3.54%	3.30%	2.87%	3.11%	3.54%	3.18%	5.76%	3.38%	0.63%	2.11%	2.90%	1.89%	2.22%	2.09%	4.40%	4.50%	2.17%	0.96%	3.17%	1.63%	2.93%	3.33%	4.69%	7.41%	1.18%	6.27%	5.56%	4.33%	9.27%	3.33%	5.50%	3.03%	6.90%	8.06%	3.48%	3.39%	2.30%	3.97%	1.80%	11.25%	4.78%	0.99%	4.00%	4.55%	4.17%	0.98%	3.69%	1.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	277	35	29	3	5	4	5	13	2	1	2	11	3	4	7	3	24	17	1	7	6	4	2	2	4	20	3	4	0	2	14	1	1	0	2	4	0	11	1	3	5	1	6	2	0	0	2	1									
		2.53%	3.21%	2.87%	1.55%	2.21%	1.82%	2.06%	2.09%	1.25%	1.05%	2.90%	2.60%	2.22%	2.09%	4.40%	2.70%	4.34%	4.10%	0.45%	5.69%	2.20%	3.33%	3.13%	1.23%	2.35%	5.70%	1.85%	1.92%	0.00%	0.74%	4.28%	1.52%	1.15%	0.00%	1.74%	3.39%	0.00%	2.08%	0.90%	3.75%	2.39%	0.99%	4.00%	1.30%	0.00%	0.00%	0.92%	1.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5401	493	446	89	119	98	140	260	108	50	30	199	89	128	110	58	230	233	134	66	154	82	46	85	82	148	80	114	93	156	135	34	40	31	58	54	42	187	45	42	111	55	81	86	56	50	132	42									
		49.35%	45.19%	44.11%	46.11%	52.65%	44.55%	57.61%	41.80%	67.50%	52.63%	43.48%	47.04%	65.93%	67.02%	69.18%	52.25%	41.59%	56.14%	60.63%	53.66%	56.41%	68.33%	71.88%	52.47%	48.24%	42.17%	49.38%	54.81%	45.37%	57.78%	41.28%	51.52%	45.98%	50.00%	50.43%	45.76%	48.28%	35.35%	40.54%	52.50%	53.11%	54.46%	54.00%	55.84%	46.67%	49.02%	60.83%	65.63%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	6	8	2	3	0	1	2	2	0	0	1	0	0	1	1	6	0	1	2	0	0	0	1	1	2	0	0	0	2	0	0	0	0	2	0	0	3	4	0	0	0	1	1	0	0	0	1									
		0.49%	0.55%	0.79%	1.04%	1.33%	0.00%	0.41%	0.32%	1.25%	0.00%	0.00%	0.24%	0.00%	0.00%	0.63%	0.90%	1.08%	0.00%	0.45%	1.63%	0.00%	0.00%	0.00%	0.62%	0.59%	0.57%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	1.74%	0.00%	0.00%	0.57%	3.60%	0.00%	0.00%	0.00%	0.67%	0.65%	0.00%	0.00%	0.00%	1.56%									
24	"6. Политическая партия ""Гражданская Платформа"""	50	5	4	0	4	0	0	1	1	0	0	14	2	0	0	1	2	1	1	0	1	0	0	0	0	0	1	0	0	2	1	1	0	1	1	0	0	2	0	0	0	1	1	0	1	1	0	0									
		0.46%	0.46%	0.40%	0.00%	1.77%	0.00%	0.00%	0.16%	0.63%	0.00%	0.00%	3.31%	1.48%	0.00%	0.00%	0.90%	0.36%	0.24%	0.45%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.74%	0.31%	1.52%	0.00%	1.61%	0.87%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.99%	0.67%	0.00%	0.83%	0.98%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	896	104	80	32	16	17	9	85	26	8	9	39	7	5	5	6	44	47	10	9	40	12	4	12	11	24	7	8	22	9	29	3	12	4	6	17	6	28	24	4	8	9	6	8	3	11	8	3									
		8.19%	9.53%	7.91%	16.58%	7.08%	7.73%	3.70%	13.67%	16.25%	8.42%	13.04%	9.22%	5.19%	2.62%	3.14%	5.41%	7.96%	11.33%	4.52%	7.32%	14.65%	10.00%	6.25%	7.41%	6.47%	6.84%	4.32%	3.85%	10.73%	3.33%	8.87%	4.55%	13.79%	6.45%	5.22%	14.41%	6.90%	5.29%	21.62%	5.00%	3.83%	8.91%	4.00%	5.19%	2.50%	10.78%	3.69%	4.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	12	4	1	0	2	2	3	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	1	0	1	0	2	0	0	3	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	1	0									
		0.39%	1.10%	0.40%	0.52%	0.00%	0.91%	0.82%	0.48%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	1.80%	0.18%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.62%	0.00%	0.28%	0.00%	0.96%	0.00%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.98%	0.46%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	41	1	5	3	1	0	0	3	0	0	2	1	4	1	0	1	3	0	0	0	0	1	0	1	0	1	0	2	0	1	1	1	0	1	1	0	0	3	0	0	0	1	0	1	0	0	1	0									
		0.37%	0.09%	0.49%	1.55%	0.44%	0.00%	0.00%	0.48%	0.00%	0.00%	2.90%	0.24%	2.96%	0.52%	0.00%	0.90%	0.54%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.62%	0.00%	0.28%	0.00%	0.96%	0.00%	0.37%	0.31%	1.52%	0.00%	1.61%	0.87%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.99%	0.00%	0.65%	0.00%	0.00%	0.46%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	3	2	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0									
		0.18%	0.27%	0.20%	0.00%	0.44%	0.00%	0.41%	0.32%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.48%	0.49%	0.37%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.90%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	131	27	13	1	3	1	0	4	1	0	0	7	2	6	0	5	18	8	4	1	0	0	1	0	2	3	0	2	1	0	3	0	0	0	0	0	0	10	0	0	1	2	1	2	0	1	1	0									
		1.20%	2.47%	1.29%	0.52%	1.33%	0.45%	0.00%	0.64%	0.63%	0.00%	0.00%	1.65%	1.48%	3.14%	0.00%	4.50%	3.25%	1.93%	1.81%	0.81%	0.00%	0.00%	1.56%	0.00%	1.18%	0.85%	0.00%	0.96%	0.49%	0.00%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.89%	0.00%	0.00%	0.48%	1.98%	0.67%	1.30%	0.00%	0.98%	0.46%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1596	117	148	22	42	34	33	92	6	9	18	41	11	14	11	15	56	50	30	20	37	4	6	24	27	71	32	52	36	40	61	10	10	15	28	18	26	134	9	9	31	17	25	17	33	11	39	5									
		14.58%	10.72%	14.64%	11.40%	18.58%	15.45%	13.58%	14.79%	3.75%	9.47%	26.09%	9.69%	8.15%	7.33%	6.92%	13.51%	10.13%	12.05%	13.57%	16.26%	13.55%	3.33%	9.38%	14.81%	15.88%	20.23%	19.75%	25.00%	17.56%	14.81%	18.65%	15.15%	11.49%	24.19%	24.35%	15.25%	29.89%	25.33%	8.11%	11.25%	14.83%	16.83%	16.67%	11.04%	27.50%	10.78%	17.97%	7.81%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	0	4	0	1	1	1	2	0	0	0	1	1	0	0	0	2	4	0	1	0	0	1	2	1	1	0	0	0	2	3	0	1	0	0	1	0	2	1	0	0	0	0	3	0	0	1	1									
		0.35%	0.00%	0.40%	0.00%	0.44%	0.45%	0.41%	0.32%	0.00%	0.00%	0.00%	0.24%	0.74%	0.00%	0.00%	0.00%	0.36%	0.96%	0.00%	0.81%	0.00%	0.00%	1.56%	1.23%	0.59%	0.28%	0.00%	0.00%	0.00%	0.74%	0.92%	0.00%	1.15%	0.00%	0.00%	0.85%	0.00%	0.38%	0.90%	0.00%	0.00%	0.00%	0.00%	1.95%	0.00%	0.00%	0.46%	1.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1468	217	177	28	15	50	23	106	8	20	2	75	7	23	16	11	129	37	22	11	20	11	0	13	32	41	15	7	18	29	44	9	10	0	4	17	10	49	15	11	36	12	17	17	20	12	13	9									
		13.41%	19.89%	17.51%	14.51%	6.64%	22.73%	9.47%	17.04%	5.00%	21.05%	2.90%	17.73%	5.19%	12.04%	10.06%	9.91%	23.33%	8.92%	9.95%	8.94%	7.33%	9.17%	0.00%	8.02%	18.82%	11.68%	9.26%	3.37%	8.78%	10.74%	13.46%	13.64%	11.49%	0.00%	3.48%	14.41%	11.49%	9.26%	13.51%	13.75%	17.22%	11.88%	11.33%	11.04%	16.67%	11.76%	5.99%	14.06%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
