Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Савинская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	38	3	6	3	0	1	8	3	4	0	2	1	1	4	2	0	0	0									
		0.95%	1.96%	1.55%	1.30%	0.00%	0.20%	1.26%	1.54%	1.72%	0.00%	0.65%	0.66%	0.52%	3.60%	1.22%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	108	5	12	6	11	9	20	3	7	3	10	1	6	4	3	6	2	0									
		2.70%	3.27%	3.11%	2.61%	3.89%	1.82%	3.16%	1.54%	3.02%	2.00%	3.27%	0.66%	3.14%	3.60%	1.83%	5.00%	1.31%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	129	4	16	8	9	18	17	5	8	5	4	8	11	3	2	3	5	3									
		3.22%	2.61%	4.15%	3.48%	3.18%	3.64%	2.69%	2.56%	3.45%	3.33%	1.31%	5.26%	5.76%	2.70%	1.22%	2.50%	3.27%	5.88%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1613	62	110	65	108	207	220	90	98	67	133	70	110	56	68	48	75	26									
		40.27%	40.52%	28.50%	28.26%	38.16%	41.82%	34.76%	46.15%	42.24%	44.67%	43.46%	46.05%	57.59%	50.45%	41.46%	40.00%	49.02%	50.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	0	9	1	2	2	3	1	2	5	0	1	0	0	1	0	0	1									
		0.70%	0.00%	2.33%	0.43%	0.71%	0.40%	0.47%	0.51%	0.86%	3.33%	0.00%	0.66%	0.00%	0.00%	0.61%	0.00%	0.00%	1.96%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	0	0	0	2	0	0	3	0	0	0	0	1	0	1	0									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	2.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.65%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1159	45	102	80	97	147	212	52	66	34	81	49	32	27	53	31	39	12									
		28.94%	29.41%	26.42%	34.78%	34.28%	29.70%	33.49%	26.67%	28.45%	22.67%	26.47%	32.24%	16.75%	24.32%	32.32%	25.83%	25.49%	23.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	3	0	0	2	0	1	0	1	0	1	1	3	1	1	0	0									
		0.35%	0.00%	0.78%	0.00%	0.00%	0.40%	0.00%	0.51%	0.00%	0.67%	0.00%	0.66%	0.52%	2.70%	0.61%	0.83%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	31	0	5	3	3	4	9	3	1	0	0	0	0	0	2	0	1	0									
		0.77%	0.00%	1.30%	1.30%	1.06%	0.81%	1.42%	1.54%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.65%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0									
		0.15%	0.00%	0.26%	0.43%	0.35%	0.20%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	1	4	2	2	5	6	1	0	1	4	2	0	0	0	0	3	0									
		0.77%	0.65%	1.04%	0.87%	0.71%	1.01%	0.95%	0.51%	0.00%	0.67%	1.31%	1.32%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	599	25	78	44	37	63	103	30	30	28	62	10	20	7	16	29	12	5									
		14.96%	16.34%	20.21%	19.13%	13.07%	12.73%	16.27%	15.38%	12.93%	18.67%	20.26%	6.58%	10.47%	6.31%	9.76%	24.17%	7.84%	9.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	1	1	1	1	2	4	0	3	0	2	1	0	0	1	0	1	2									
		0.50%	0.65%	0.26%	0.43%	0.35%	0.40%	0.63%	0.00%	1.29%	0.00%	0.65%	0.66%	0.00%	0.00%	0.61%	0.00%	0.65%	3.92%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	151	6	26	13	10	27	13	4	7	3	5	5	9	4	9	1	7	2									
		3.77%	3.92%	6.74%	5.65%	3.53%	5.45%	2.05%	2.05%	3.02%	2.00%	1.63%	3.29%	4.71%	3.60%	5.49%	0.83%	4.58%	3.92%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
