Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
Наименование Избирательной комиссии:    Володарская																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3413	254	197	159	159	120	42	89	13	24	53	26	190	98	8	23	108	54	11	0	117	51	122	60	16	161	116	59	59	47	62	196	19	26	2	21	6	54	44	16	243	156	92	4	12	24					
		18.07%	25.66%	26.41%	27.89%	25.52%	22.64%	16.87%	17.66%	8.55%	16.55%	9.22%	10.00%	17.69%	20.29%	6.90%	5.08%	15.84%	20.22%	17.19%	0.00%	23.68%	13.75%	29.98%	14.35%	23.19%	25.93%	16.91%	11.90%	32.07%	11.81%	20.95%	19.39%	12.58%	12.09%	2.44%	11.17%	3.87%	16.31%	8.26%	4.38%	27.21%	19.85%	13.86%	2.74%	7.14%	11.37%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	784	81	53	30	38	22	8	11	6	9	20	5	50	46	10	3	7	5	5	1	5	4	21	7	3	56	60	2	5	13	3	27	2	1	8	8	4	15	8	4	52	40	15	5	4	2					
		4.15%	8.18%	7.10%	5.26%	6.10%	4.15%	3.21%	2.18%	3.95%	6.21%	3.48%	1.92%	4.66%	9.52%	8.62%	0.66%	1.03%	1.87%	7.81%	1.43%	1.01%	1.08%	5.16%	1.67%	4.35%	9.02%	8.75%	0.40%	2.72%	3.27%	1.01%	2.67%	1.32%	0.47%	9.76%	4.26%	2.58%	4.53%	1.50%	1.10%	5.82%	5.09%	2.26%	3.42%	2.38%	0.95%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	125	4	6	3	7	2	2	3	1	2	3	4	3	4	1	4	5	4	0	0	5	0	2	5	1	6	4	2	0	4	3	5	1	1	1	2	1	2	3	1	5	3	3	1	2	4					
		0.66%	0.40%	0.80%	0.53%	1.12%	0.38%	0.80%	0.60%	0.66%	1.38%	0.52%	1.54%	0.28%	0.83%	0.86%	0.88%	0.73%	1.50%	0.00%	0.00%	1.01%	0.00%	0.49%	1.20%	1.45%	0.97%	0.58%	0.40%	0.00%	1.01%	1.01%	0.49%	0.66%	0.47%	1.22%	1.06%	0.65%	0.60%	0.56%	0.27%	0.56%	0.38%	0.45%	0.68%	1.19%	1.90%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2681	145	129	80	109	90	36	93	16	26	78	22	173	66	6	46	72	36	3	3	83	48	46	74	15	78	115	58	18	81	39	136	16	36	5	14	33	78	63	30	90	128	106	26	27	9					
		14.19%	14.65%	17.29%	14.04%	17.50%	16.98%	14.46%	18.45%	10.53%	17.93%	13.57%	8.46%	16.11%	13.66%	5.17%	10.15%	10.56%	13.48%	4.69%	4.29%	16.80%	12.94%	11.30%	17.70%	21.74%	12.56%	16.76%	11.69%	9.78%	20.35%	13.18%	13.45%	10.60%	16.74%	6.10%	7.45%	21.29%	23.56%	11.82%	8.22%	10.08%	16.28%	15.96%	17.81%	16.07%	4.27%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	100	10	6	5	3	7	0	1	0	3	2	0	7	3	1	2	5	1	0	0	0	0	2	2	2	5	1	1	2	4	0	9	1	0	1	2	0	2	1	0	4	3	1	0	0	1					
		0.53%	1.01%	0.80%	0.88%	0.48%	1.32%	0.00%	0.20%	0.00%	2.07%	0.35%	0.00%	0.65%	0.62%	0.86%	0.44%	0.73%	0.37%	0.00%	0.00%	0.00%	0.00%	0.49%	0.48%	2.90%	0.81%	0.15%	0.20%	1.09%	1.01%	0.00%	0.89%	0.66%	0.00%	1.22%	1.06%	0.00%	0.60%	0.19%	0.00%	0.45%	0.38%	0.15%	0.00%	0.00%	0.47%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11310	462	338	283	294	278	159	293	111	78	406	198	636	255	89	360	467	158	42	60	273	254	194	253	31	294	374	355	91	236	183	611	108	142	64	136	102	172	407	309	490	439	431	109	116	169					
		59.87%	46.67%	45.31%	49.65%	47.19%	52.45%	63.86%	58.13%	73.03%	53.79%	70.61%	76.15%	59.22%	52.80%	76.72%	79.47%	68.48%	59.18%	65.63%	85.71%	55.26%	68.46%	47.67%	60.53%	44.93%	47.34%	54.52%	71.57%	49.46%	59.30%	61.82%	60.44%	71.52%	66.05%	78.05%	72.34%	65.81%	51.96%	76.36%	84.66%	54.87%	55.85%	64.91%	74.66%	69.05%	80.09%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	64	1	3	0	0	2	0	2	1	1	6	0	5	1	0	2	2	2	0	0	2	1	4	1	0	4	2	1	0	1	1	2	0	2	1	1	1	0	4	1	0	1	2	1	2	1					
		0.34%	0.10%	0.40%	0.00%	0.00%	0.38%	0.00%	0.40%	0.66%	0.69%	1.04%	0.00%	0.47%	0.21%	0.00%	0.44%	0.29%	0.75%	0.00%	0.00%	0.40%	0.27%	0.98%	0.24%	0.00%	0.64%	0.29%	0.20%	0.00%	0.25%	0.34%	0.20%	0.00%	0.93%	1.22%	0.53%	0.65%	0.00%	0.75%	0.27%	0.00%	0.13%	0.30%	0.68%	1.19%	0.47%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
