Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																												
Дата голосования: 18.09.2016																												
																												
Наименование Избирательной комиссии:    Кыринская																												
																												
Сводная таблица итогов голосования по федеральному избирательному округу																												
																												
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117									
		0.27%	0.00%	0.35%	0.00%	0.00%	0.58%	0.20%	0.00%	0.43%	0.43%	0.24%	0.65%	0.25%	0.00%	0.00%	0.00%	0.71%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	8	1	0	0	0	1	1	0	1	0	0	0	3	0	0	0	1	0									
		0.17%	0.55%	0.00%	0.00%	0.00%	0.14%	0.20%	0.00%	0.43%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.71%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0									
		0.10%	0.55%	0.35%	0.00%	0.00%	0.29%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	46	1	1	5	0	19	11	1	2	0	2	0	1	1	1	0	1	0									
		0.96%	0.55%	0.35%	1.89%	0.00%	2.74%	2.18%	0.73%	0.86%	0.00%	0.49%	0.00%	0.12%	0.40%	0.35%	0.00%	0.71%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	718	15	77	51	6	127	116	7	60	20	39	19	88	30	41	4	12	6									
		14.95%	8.29%	26.92%	19.32%	7.14%	18.30%	22.97%	5.11%	25.75%	8.66%	9.49%	12.34%	10.93%	11.95%	14.34%	4.88%	8.51%	10.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	3	1	1	0	1	3	1	0	0	1	0	5	2	0	0	1	0									
		0.40%	1.66%	0.35%	0.38%	0.00%	0.14%	0.59%	0.73%	0.00%	0.00%	0.24%	0.00%	0.62%	0.80%	0.00%	0.00%	0.71%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	83	2	6	4	2	16	5	3	6	4	0	4	18	1	5	2	4	1									
		1.73%	1.10%	2.10%	1.52%	2.38%	2.31%	0.99%	2.19%	2.58%	1.73%	0.00%	2.60%	2.24%	0.40%	1.75%	2.44%	2.84%	1.72%									
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
