Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																												
Дата голосования: 02.12.2007																																																												
																																																												
Наименование Избирательной комиссии:    Балезинская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	353	8	16	12	1	11	6	6	2	6	8	5	4	6	4	10	2	11	4	2	9	6	2	13	2	2	8	4	15	8	4	11	0	4	2	11	8	4	4	8	8	10	6	6	4	2	18	2	40	0	2	2	4	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	242	6	14	12	1	11	6	3	2	6	6	5	3	3	0	2	0	9	1	0	9	3	0	11	2	1	7	4	11	3	2	8	0	1	2	11	3	2	3	2	4	1	3	1	3	1	12	1	40	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	190	5	34	4	3	18	4	3	2	9	6	4	4	1	0	7	1	2	5	0	5	4	1	6	2	0	4	1	2	5	2	3	5	0	0	3	1	2	1	5	3	4	4	1	1	0	3	0	9	0	0	0	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	111	2	2	0	0	0	0	3	0	0	2	0	1	3	4	8	2	2	3	2	0	3	2	2	0	1	1	0	4	5	2	3	0	3	0	0	5	2	1	6	4	9	3	5	1	1	6	1	0	0	2	2	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	24	1	1	4	1	3	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	1.Политическая партия «Аграрная партия России»	406	16	3	13	1	19	21	19	9	9	7	3	8	10	0	16	0	4	5	3	2	8	1	7	2	8	14	6	8	17	1	1	8	0	6	1	9	5	5	11	10	17	19	4	9	2	13	6	24	0	9	2	2	3					
		2.06%	1.47%	0.63%	1.16%	0.23%	1.99%	2.20%	2.19%	2.01%	1.11%	2.22%	0.83%	3.33%	2.32%	0.00%	2.90%	0.00%	1.28%	2.73%	2.73%	0.60%	3.15%	0.82%	2.11%	2.02%	3.60%	3.76%	2.11%	2.10%	4.71%	0.85%	0.26%	2.72%	0.00%	1.70%	0.56%	2.77%	4.50%	1.82%	3.23%	3.86%	3.33%	4.48%	1.51%	3.41%	1.24%	3.31%	4.11%	1.55%	0.00%	5.96%	2.33%	1.21%	1.95%					
19	2.Всероссийская политическая партия «Гражданская Сила»	83	6	2	5	2	7	3	0	1	4	0	1	2	0	1	0	0	0	1	0	0	1	0	1	1	2	3	0	9	1	2	0	0	0	3	0	3	2	0	0	0	3	2	0	0	0	1	1	13	0	0	0	0	0					
		0.42%	0.55%	0.42%	0.45%	0.45%	0.73%	0.31%	0.00%	0.22%	0.49%	0.00%	0.28%	0.83%	0.00%	1.11%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.39%	0.00%	0.30%	1.01%	0.90%	0.81%	0.00%	2.36%	0.28%	1.71%	0.00%	0.00%	0.00%	0.85%	0.00%	0.92%	1.80%	0.00%	0.00%	0.00%	0.59%	0.47%	0.00%	0.00%	0.00%	0.25%	0.68%	0.84%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	21	0	1	0	1	0	1	0	2	1	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	1	2	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0					
		0.11%	0.00%	0.21%	0.00%	0.23%	0.00%	0.10%	0.00%	0.45%	0.12%	0.32%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.26%	0.00%	0.00%	0.26%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.20%	0.00%	0.38%	0.00%	0.62%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1870	120	53	129	52	132	103	110	45	98	19	39	17	20	5	74	6	24	18	4	15	48	4	68	9	4	38	12	49	34	16	22	22	14	30	19	64	26	13	13	21	39	30	13	18	2	45	9	57	3	11	8	6	20					
		9.48%	11.05%	11.13%	11.56%	11.74%	13.84%	10.77%	12.66%	10.04%	12.04%	6.01%	10.74%	7.08%	4.64%	5.56%	13.41%	7.06%	7.69%	9.84%	3.64%	4.46%	18.90%	3.28%	20.48%	9.09%	1.80%	10.22%	4.21%	12.86%	9.42%	13.68%	5.77%	7.48%	10.00%	8.52%	10.61%	19.69%	23.42%	4.73%	3.81%	8.11%	7.65%	7.08%	4.91%	6.82%	1.24%	11.45%	6.16%	3.68%	4.48%	7.28%	9.30%	3.64%	12.99%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	59	4	0	3	0	9	6	2	2	4	0	1	3	1	0	0	0	0	2	0	0	1	0	3	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	2	1	1	1	0	0	1	0	6	0	0	0	0	0					
		0.30%	0.37%	0.00%	0.27%	0.00%	0.94%	0.63%	0.23%	0.45%	0.49%	0.00%	0.28%	1.25%	0.23%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.39%	0.00%	0.90%	0.00%	0.00%	0.27%	0.00%	0.00%	0.28%	0.85%	0.00%	0.00%	0.71%	0.28%	0.00%	0.00%	0.90%	0.00%	0.00%	0.77%	0.20%	0.24%	0.38%	0.00%	0.00%	0.25%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	33	2	1	2	2	1	0	3	2	4	1	1	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0					
		0.17%	0.18%	0.21%	0.18%	0.45%	0.10%	0.00%	0.35%	0.45%	0.49%	0.32%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.39%	0.00%	0.60%	1.01%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.39%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2048	163	72	162	64	124	131	98	70	81	22	26	24	19	6	65	3	23	12	9	15	9	4	22	3	10	34	18	44	36	24	20	26	21	26	15	29	6	7	23	14	56	40	29	20	19	44	5	197	4	20	5	13	16					
		10.39%	15.01%	15.13%	14.52%	14.45%	12.99%	13.70%	11.28%	15.63%	9.95%	6.96%	7.16%	10.00%	4.41%	6.67%	11.78%	3.53%	7.37%	6.56%	8.18%	4.46%	3.54%	3.28%	6.63%	3.03%	4.50%	9.14%	6.32%	11.55%	9.97%	20.51%	5.25%	8.84%	15.00%	7.39%	8.38%	8.92%	5.41%	2.55%	6.74%	5.41%	10.98%	9.43%	10.94%	7.58%	11.80%	11.20%	3.42%	12.73%	5.97%	13.25%	5.81%	7.88%	10.39%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1014	90	35	110	27	101	79	89	32	48	15	11	12	12	0	17	0	8	9	1	7	7	0	8	3	5	21	4	26	14	11	15	6	2	5	3	5	1	1	5	8	13	11	13	2	2	18	4	85	1	3	3	1	5					
		5.14%	8.29%	7.35%	9.86%	6.09%	10.59%	8.26%	10.24%	7.14%	5.90%	4.75%	3.03%	5.00%	2.78%	0.00%	3.08%	0.00%	2.56%	4.92%	0.91%	2.08%	2.76%	0.00%	2.41%	3.03%	2.25%	5.65%	1.40%	6.82%	3.88%	9.40%	3.94%	2.04%	1.43%	1.42%	1.68%	1.54%	0.90%	0.36%	1.47%	3.09%	2.55%	2.59%	4.91%	0.76%	1.24%	4.58%	2.74%	5.49%	1.49%	1.99%	3.49%	0.61%	3.25%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	98	3	3	6	2	2	4	4	1	3	5	1	1	3	0	4	0	0	4	2	2	1	0	3	0	0	0	0	5	1	0	3	1	1	1	2	4	1	1	2	3	1	0	2	1	1	4	1	7	0	2	0	0	0					
		0.50%	0.28%	0.63%	0.54%	0.45%	0.21%	0.42%	0.46%	0.22%	0.37%	1.58%	0.28%	0.42%	0.70%	0.00%	0.72%	0.00%	0.00%	2.19%	1.82%	0.60%	0.39%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	1.31%	0.28%	0.00%	0.79%	0.34%	0.71%	0.28%	1.12%	1.23%	0.90%	0.36%	0.59%	1.16%	0.20%	0.00%	0.75%	0.38%	0.62%	1.02%	0.68%	0.45%	0.00%	1.32%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13763	665	293	665	280	551	583	526	277	546	243	273	164	359	78	365	76	246	122	87	288	173	113	213	80	188	250	243	232	247	58	313	228	101	277	136	206	69	245	284	197	368	316	201	211	130	265	120	1142	58	104	67	141	100					
		69.81%	61.23%	61.55%	59.59%	63.21%	57.76%	60.98%	60.53%	61.83%	67.08%	76.90%	75.21%	68.33%	83.29%	86.67%	66.12%	89.41%	78.85%	66.67%	79.09%	85.71%	68.11%	92.62%	64.16%	80.81%	84.68%	67.20%	85.26%	60.89%	68.42%	49.57%	82.15%	77.55%	72.14%	78.69%	75.98%	63.38%	62.16%	89.09%	83.28%	76.06%	72.16%	74.53%	75.85%	79.92%	80.75%	67.43%	82.19%	73.77%	86.57%	68.87%	77.91%	85.45%	64.94%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	66	4	2	7	3	2	4	3	3	4	1	0	2	0	0	2	0	0	1	2	1	1	0	3	0	0	0	2	0	0	0	0	0	0	1	1	2	0	0	1	2	2	1	0	2	1	0	0	3	0	2	1	0	0					
		0.33%	0.37%	0.42%	0.63%	0.68%	0.21%	0.42%	0.35%	0.67%	0.49%	0.32%	0.00%	0.83%	0.00%	0.00%	0.36%	0.00%	0.00%	0.55%	1.82%	0.30%	0.39%	0.00%	0.90%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.56%	0.62%	0.00%	0.00%	0.29%	0.77%	0.39%	0.24%	0.00%	0.76%	0.62%	0.00%	0.00%	0.19%	0.00%	1.32%	1.16%	0.00%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
