Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Чановская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137					
27	"10. ""Аграрная партия России"""	1160	55	29	19	35	42	18	12	38	9	28	21	22	12	3	28	35	13	16	48	11	25	14	7	50	15	17	9	39	4	1	57	10	3	53	34	35	6	25	23	2	5	23	8	55	22	7	4	24	21	25	8	19	1	15					
		8.15%	6.65%	4.03%	4.24%	5.16%	4.43%	6.52%	5.58%	10.58%	6.47%	10.60%	6.90%	12.79%	13.63%	3.75%	18.91%	12.11%	10.65%	8.69%	12.46%	9.32%	12.5%	13.46%	4.32%	12.56%	13.15%	9.94%	6.12%	10.48%	5.63%	1.51%	17.11%	10.20%	2.58%	9.01%	8.33%	9.23%	3.40%	21.00%	16.42%	5.55%	2.80%	6.74%	6.06%	21.40%	24.44%	2.57%	1.51%	4.18%	9.63%	9.22%	5.29%	9.45%	1.16%	6.57%					
28	"11. ""Истинные патриоты России"""	21	0	1	0	0	1	0	2	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	2	0	0	0					
		0.14%	0.0%	0.13%	0.0%	0.0%	0.10%	0.0%	0.93%	0.0%	1.43%	1.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.58%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.17%	0.91%	0.36%	1.32%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	111	3	5	6	7	10	2	0	3	0	1	2	0	1	2	0	0	0	1	3	2	1	0	0	1	0	3	0	6	0	0	6	1	1	1	2	1	1	1	2	0	3	4	1	3	1	0	4	7	1	3	2	3	1	3					
		0.78%	0.36%	0.69%	1.33%	1.03%	1.05%	0.72%	0.0%	0.83%	0.0%	0.37%	0.65%	0.0%	1.13%	2.5%	0.0%	0.0%	0.0%	0.54%	0.77%	1.69%	0.5%	0.0%	0.0%	0.25%	0.0%	1.75%	0.0%	1.61%	0.0%	0.0%	1.80%	1.02%	0.86%	0.17%	0.49%	0.26%	0.56%	0.84%	1.42%	0.0%	1.68%	1.17%	0.75%	1.16%	1.11%	0.0%	1.51%	1.22%	0.45%	1.10%	1.32%	1.49%	1.16%	1.31%					
30	"13. ""Демократическая партия России"""	39	2	1	0	0	1	0	0	1	0	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	4	0	0	4	2	7	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	1	2	0					
		0.27%	0.24%	0.13%	0.0%	0.0%	0.10%	0.0%	0.0%	0.27%	0.0%	0.75%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.84%	0.5%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.0%	0.68%	0.49%	1.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	1.89%	0.0%	0.0%	0.0%	0.0%	0.49%	2.32%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	30	2	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	2	0	0	0	0	1	2	0	1	0	0	1	0	2	1	0	1	0	0	0	0	0	1	2	2	0	0					
		0.21%	0.24%	0.55%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.75%	0.0%	0.53%	0.0%	0.0%	0.0%	0.0%	0.86%	0.34%	0.0%	0.26%	0.0%	0.0%	0.71%	0.0%	1.12%	0.29%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	1.32%	0.99%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	11	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.07%	0.12%	0.13%	0.22%	0.14%	0.10%	0.0%	0.46%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.69%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	579	42	22	33	45	77	12	8	7	6	7	6	7	2	1	18	3	0	8	15	9	6	0	1	10	3	5	1	11	1	3	9	4	5	6	14	7	8	2	1	5	7	11	3	7	0	5	8	33	16	10	7	9	4	29					
		4.07%	5.07%	3.06%	7.36%	6.64%	8.13%	4.34%	3.72%	1.94%	4.31%	2.65%	1.97%	4.06%	2.27%	1.25%	12.16%	1.03%	0.0%	4.34%	3.89%	7.62%	3.0%	0.0%	0.61%	2.51%	2.63%	2.92%	0.68%	2.95%	1.40%	4.54%	2.70%	4.08%	4.31%	1.02%	3.43%	1.84%	4.54%	1.68%	0.71%	13.88%	3.93%	3.22%	2.27%	2.72%	0.0%	1.83%	3.03%	5.75%	7.33%	3.69%	4.63%	4.47%	4.65%	12.71%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	40	1	0	1	4	0	0	0	3	1	0	0	0	0	0	0	3	1	0	0	3	1	0	0	2	0	1	0	0	0	0	0	0	0	2	4	1	0	0	0	0	1	0	0	0	0	0	0	3	3	4	0	0	0	1					
		0.28%	0.12%	0.0%	0.22%	0.59%	0.0%	0.0%	0.0%	0.83%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.81%	0.0%	0.0%	2.54%	0.5%	0.0%	0.0%	0.50%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.98%	0.26%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	1.37%	1.47%	0.0%	0.0%	0.0%	0.43%					
35	"18. ""ЛДПР"""	1989	144	126	70	101	128	67	17	82	17	36	65	24	17	22	31	31	10	23	41	12	8	19	18	42	35	23	15	45	8	5	39	26	20	86	65	43	29	14	12	8	23	27	12	10	12	60	27	96	22	22	5	14	13	22					
		13.98%	17.41%	17.54%	15.62%	14.91%	13.53%	24.27%	7.90%	22.84%	12.23%	13.63%	21.38%	13.95%	19.31%	27.5%	20.94%	10.72%	8.19%	12.5%	10.64%	10.16%	4.0%	18.26%	11.11%	10.55%	30.70%	13.45%	10.20%	12.09%	11.26%	7.57%	11.71%	26.53%	17.24%	14.62%	15.93%	11.34%	16.47%	11.76%	8.57%	22.22%	12.92%	7.91%	9.09%	3.89%	13.33%	22.05%	10.22%	16.75%	10.09%	8.11%	3.31%	6.96%	15.11%	9.64%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	330	22	17	13	14	28	12	5	8	2	9	5	5	0	5	0	10	0	7	4	1	4	2	5	7	3	2	6	4	0	0	12	4	3	21	2	7	4	4	4	0	4	5	0	2	2	5	6	23	4	5	2	2	3	6					
		2.32%	2.66%	2.36%	2.90%	2.06%	2.95%	4.34%	2.32%	2.22%	1.43%	3.40%	1.64%	2.90%	0.0%	6.25%	0.0%	3.46%	0.0%	3.80%	1.03%	0.84%	2.0%	1.92%	3.08%	1.75%	2.63%	1.16%	4.08%	1.07%	0.0%	0.0%	3.60%	4.08%	2.58%	3.57%	0.49%	1.84%	2.27%	3.36%	2.85%	0.0%	2.24%	1.46%	0.0%	0.77%	2.22%	1.83%	2.27%	4.01%	1.83%	1.84%	1.32%	0.99%	3.48%	2.63%					
37	"20. ""Политическая партия ""Единая Россия"""	5366	246	256	147	193	336	78	71	125	46	94	116	66	28	32	30	116	87	70	168	43	105	44	75	178	29	61	76	142	40	28	75	23	40	288	209	159	59	47	61	5	83	163	67	97	23	117	95	208	73	78	61	74	33	102					
		37.73%	29.74%	35.65%	32.81%	28.50%	35.51%	28.26%	33.02%	34.81%	33.09%	35.60%	38.15%	38.37%	31.81%	40.0%	20.27%	40.13%	71.31%	38.04%	43.63%	36.44%	52.5%	42.30%	46.29%	44.72%	25.43%	35.67%	51.70%	38.17%	56.33%	42.42%	22.52%	23.46%	34.48%	48.97%	51.22%	41.95%	33.52%	39.49%	43.57%	13.88%	46.62%	47.80%	50.75%	37.74%	25.55%	43.01%	35.98%	36.30%	33.48%	28.78%	40.39%	36.81%	38.37%	44.73%					
38	"21. ""Российская Конституционно-демократическая партия"""	30	2	2	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	4	1	2	0	2	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1					
		0.21%	0.24%	0.27%	0.22%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.32%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.58%	0.68%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.68%	0.24%	0.52%	0.0%	1.68%	0.71%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.36%	0.37%	0.17%	0.0%	0.0%	0.66%	0.0%	0.0%	0.43%					
39	"22. ""Развитие предпринимательства"""	47	0	4	0	5	7	1	1	0	0	1	1	0	0	1	0	0	2	0	0	0	0	0	1	4	0	0	2	0	0	1	3	1	0	1	0	3	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	1					
		0.33%	0.0%	0.55%	0.0%	0.73%	0.73%	0.36%	0.46%	0.0%	0.0%	0.37%	0.32%	0.0%	0.0%	1.25%	0.0%	0.0%	1.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	1.00%	0.0%	0.0%	1.36%	0.0%	0.0%	1.51%	0.90%	1.02%	0.0%	0.17%	0.0%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	1.11%	0.36%	0.0%	0.17%	0.0%	0.36%	0.66%	0.49%	0.0%	0.43%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2726	191	162	104	174	218	37	67	57	35	56	46	18	6	9	28	63	7	43	60	16	23	17	34	51	16	23	26	79	3	22	82	18	26	66	36	66	43	13	20	12	22	64	29	57	15	38	70	127	42	76	23	48	13	29					
		19.17%	23.09%	22.56%	23.21%	25.70%	23.04%	13.40%	31.16%	15.87%	25.17%	21.21%	15.13%	10.46%	6.81%	11.25%	18.91%	21.79%	5.73%	23.36%	15.58%	13.55%	11.5%	16.34%	20.98%	12.81%	14.03%	13.45%	17.68%	21.23%	4.22%	33.33%	24.62%	18.36%	22.41%	11.22%	8.82%	17.41%	24.43%	10.92%	14.28%	33.33%	12.35%	18.76%	21.96%	22.17%	16.66%	13.97%	26.51%	22.16%	19.26%	28.04%	15.23%	23.88%	15.11%	12.71%					
																																																													
41	Против всех	327	29	25	18	28	21	6	5	6	4	3	6	8	4	2	1	1	0	3	5	4	1	2	6	10	2	1	2	8	2	5	5	1	6	7	10	11	6	2	4	0	4	5	5	3	3	3	6	7	3	4	8	3	1	2					
		2.29%	3.50%	3.48%	4.01%	4.13%	2.21%	2.17%	2.32%	1.67%	2.87%	1.13%	1.97%	4.65%	4.54%	2.5%	0.67%	0.34%	0.0%	1.63%	1.29%	3.38%	0.5%	1.92%	3.70%	2.51%	1.75%	0.58%	1.36%	2.15%	2.81%	7.57%	1.50%	1.02%	5.17%	1.19%	2.45%	2.90%	3.40%	1.68%	2.85%	0.0%	2.24%	1.46%	3.78%	1.16%	3.33%	1.10%	2.27%	1.22%	1.37%	1.47%	5.29%	1.49%	1.16%	0.87%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
