Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Турковская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818					
20	3.Политическая партия «Демократическая партия России»	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
		0.02%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	828	86	36	56	81	37	54	7	16	48	24	30	23	125	58	41	50	20	7	29					
		9.56%	10.58%	4.26%	7.54%	11.38%	8.56%	18.56%	4.22%	6.32%	16.49%	8.33%	8.93%	7.42%	16.96%	16.76%	7.56%	8.46%	5.49%	5.56%	6.05%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.12%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	69	46	10	0	2	0	0	3	0	0	2	0	0	0	0	6	0	0	0	0					
		0.80%	5.66%	1.18%	0.00%	0.28%	0.00%	0.00%	1.81%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	446	99	69	54	11	35	1	4	10	0	22	20	20	2	2	21	33	7	6	30					
		5.15%	12.18%	8.17%	7.27%	1.54%	8.10%	0.34%	2.41%	3.95%	0.00%	7.64%	5.95%	6.45%	0.27%	0.58%	3.87%	5.58%	1.92%	4.76%	6.26%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	6	2	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0					
		0.07%	0.25%	0.00%	0.00%	0.14%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7217	552	720	624	607	356	235	145	223	241	224	284	267	609	283	471	508	336	112	420					
		83.29%	67.90%	85.21%	83.98%	85.25%	82.41%	80.76%	87.35%	88.14%	82.82%	77.78%	84.52%	86.13%	82.63%	81.79%	86.90%	85.96%	92.31%	88.89%	87.68%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	7	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.74%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
