Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Приаргунская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	95	1	2	0	2	1	2	5	6	3	4	4	0	1	0	0	6	0	8	0	0	0	1	5	18	21	0	3	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	1	1	2	2	0	0	2	10	1	3	0	1	1	0	1	2	1	8	1	0	2	0	3	10	11	4	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	205	5	6	10	2	5	2	10	6	7	6	4	2	6	2	4	12	2	12	5	5	3	9	20	12	14	15	10	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	75	0	0	0	1	1	0	3	2	4	2	1	0	1	0	0	1	0	0	0	0	0	1	9	20	25	4	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	66	1	0	3	0	2	1	1	3	1	0	0	0	1	0	1	1	0	0	0	0	0	1	6	6	13	5	1	19									
		0.90%	0.71%	0.00%	1.21%	0.00%	1.07%	0.82%	0.33%	0.98%	0.40%	0.00%	0.00%	0.00%	0.47%	0.00%	1.18%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.89%	0.71%	1.72%	1.32%	0.31%	7.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	315	8	6	9	1	4	3	15	13	9	2	9	1	7	0	2	19	0	17	1	2	7	7	37	33	25	21	10	47									
		4.32%	5.71%	3.85%	3.64%	0.85%	2.14%	2.46%	5.00%	4.23%	3.61%	1.04%	3.88%	4.17%	3.27%	0.00%	2.35%	4.76%	0.00%	3.31%	0.88%	1.61%	6.31%	3.65%	5.49%	3.92%	3.30%	5.53%	3.14%	18.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	148	3	1	1	1	3	2	2	5	7	3	3	0	2	0	0	4	0	8	0	3	1	4	10	16	16	11	9	33									
		2.03%	2.14%	0.64%	0.40%	0.85%	1.60%	1.64%	0.67%	1.63%	2.81%	1.56%	1.29%	0.00%	0.93%	0.00%	0.00%	1.00%	0.00%	1.56%	0.00%	2.42%	0.90%	2.08%	1.48%	1.90%	2.11%	2.89%	2.83%	13.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2944	51	67	141	64	89	78	121	131	119	99	121	21	126	18	44	161	15	213	19	75	39	71	194	276	300	127	112	52									
		40.34%	36.43%	42.95%	57.09%	54.70%	47.59%	63.93%	40.33%	42.67%	47.79%	51.56%	52.16%	87.50%	58.88%	85.71%	51.76%	40.35%	44.12%	41.52%	16.81%	60.48%	35.14%	36.98%	28.78%	32.82%	39.63%	33.42%	35.22%	20.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	1	0	0	0	1	0	0	1	1	6	1	0	0	0	0	0	0	2	0	0	0	2	4	3	0	1	5	3									
		0.42%	0.71%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.33%	0.40%	3.13%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	1.04%	0.59%	0.36%	0.00%	0.26%	1.57%	1.20%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	1	1	0	0	2	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	2	1	7	1	1	7									
		0.38%	0.71%	0.64%	0.00%	0.00%	1.07%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.47%	4.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.30%	0.12%	0.92%	0.26%	0.31%	2.81%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1836	31	40	61	26	45	24	71	109	50	36	52	1	26	1	17	91	3	148	14	15	29	61	218	228	235	92	85	27									
		25.16%	22.14%	25.64%	24.70%	22.22%	24.06%	19.67%	23.67%	35.50%	20.08%	18.75%	22.41%	4.17%	12.15%	4.76%	20.00%	22.81%	8.82%	28.85%	12.39%	12.10%	26.13%	31.77%	32.34%	27.11%	31.04%	24.21%	26.73%	10.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	2	3	1	0	3									
		0.22%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.24%	0.40%	0.26%	0.00%	1.20%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	1	2	0	1	1	0	0	0	2	0	1	0	2	0	0	3	0	2	0	0	0	0	3	7	1	1	3	5									
		0.48%	0.71%	1.28%	0.00%	0.85%	0.53%	0.00%	0.00%	0.00%	0.80%	0.00%	0.43%	0.00%	0.93%	0.00%	0.00%	0.75%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.45%	0.83%	0.13%	0.26%	0.94%	2.01%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	0	0	0	2									
		0.18%	0.00%	0.00%	0.40%	0.00%	0.00%	0.82%	0.00%	0.00%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.80%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	74	0	1	1	1	0	11	3	0	0	1	0	0	2	0	21	2	0	4	0	0	1	0	8	3	4	1	2	8									
		1.01%	0.00%	0.64%	0.40%	0.85%	0.00%	9.02%	1.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.93%	0.00%	24.71%	0.50%	0.00%	0.78%	0.00%	0.00%	0.90%	0.00%	1.19%	0.36%	0.53%	0.26%	0.63%	3.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1262	35	30	15	16	31	0	70	38	43	30	28	1	39	0	0	87	16	80	7	20	25	33	138	202	107	98	67	6									
		17.29%	25.00%	19.23%	6.07%	13.68%	16.58%	0.00%	23.33%	12.38%	17.27%	15.63%	12.07%	4.17%	18.22%	0.00%	0.00%	21.80%	47.06%	15.59%	6.19%	16.13%	22.52%	17.19%	20.47%	24.02%	14.13%	25.79%	21.07%	2.41%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	6	0	2	0	0	1	2	6	6	13	5	1	1									
		0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.40%	0.52%	0.00%	0.00%	0.93%	0.00%	0.00%	1.50%	0.00%	0.39%	0.00%	0.00%	0.90%	1.04%	0.89%	0.71%	1.72%	1.32%	0.31%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	149	2	2	3	3	2	0	3	1	5	0	4	0	2	0	0	5	0	5	1	1	2	2	17	27	20	8	5	29									
		2.04%	1.43%	1.28%	1.21%	2.56%	1.07%	0.00%	1.00%	0.33%	2.01%	0.00%	1.72%	0.00%	0.93%	0.00%	0.00%	1.25%	0.00%	0.97%	0.88%	0.81%	1.80%	1.04%	2.52%	3.21%	2.64%	2.11%	1.57%	11.65%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
