8	Число бюллетеней в стационарных ящиках для голосования	52290	1292	1118	2336	1395	1190	2166	2219	1962	1262	1936	1698	1071	1248	1131	1882	2030	1738	1862	1982	2334	1245	1907	1756	1762	1774	1655	1451	1820	1259	1363	1409	917	20	100					
9	Число недействительных избирательных бюллетеней	933	42	32	5	31	70	26	1	0	22	20	50	23	76	20	26	0	0	26	0	18	52	34	35	18	93	38	34	33	25	33	25	25	0	0					
10	Число действительных избирательных бюллетеней	52877	1285	1162	2362	1398	1160	2193	2262	1977	1260	1946	1697	1082	1220	1133	2019	2122	1791	1864	2000	2357	1249	1914	1773	1769	1740	1658	1456	1904	1269	1370	1455	910	20	100					
11	Число полученных открепительных  удостоверений	1547	20	40	90	50	20	65	80	45	50	55	50	20	30	35	45	45	57	60	45	70	55	60	60	45	55	60	37	58	40	40	45	20	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1531	20	35	90	50	20	65	80	45	50	55	50	9	30	35	45	45	57	60	45	70	55	60	60	45	55	60	37	58	40	40	45	20	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1696	36	137	34	33	14	77	10	62	23	47	29	30	67	28	58	12	105	37	14	42	73	76	44	66	21	60	46	62	59	111	105	54	9	15					
14	Число неиспользованных открепительных удостоверений	16	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	453	5	9	23	9	7	18	11	22	10	17	11	9	10	14	19	15	18	23	13	21	19	20	16	11	18	18	6	31	8	8	10	4	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																									
18	Богданов Андрей Владимирович	918	20	20	51	29	20	10	15	21	15	26	44	17	52	26	6	36	11	91	39	38	43	24	26	33	56	27	7	18	24	36	15	17	1	4					
		1.71%	1.51%	1.68%	2.15%	2.03%	1.63%	0.45%	0.66%	1.06%	1.17%	1.32%	2.52%	1.54%	4.01%	2.25%	0.29%	1.70%	0.61%	4.81%	1.95%	1.60%	3.31%	1.23%	1.44%	1.85%	3.06%	1.59%	0.47%	0.93%	1.85%	2.57%	1.01%	1.82%	5.00%	4.00%					
19	Жириновский Владимир Вольфович	3357	70	96	259	127	150	56	120	115	111	159	93	47	77	99	65	141	103	211	116	134	142	127	114	103	107	75	24	20	89	92	49	48	0	18					
		6.24%	5.28%	8.04%	10.94%	8.89%	12.20%	2.52%	5.30%	5.82%	8.66%	8.09%	5.32%	4.25%	5.94%	8.59%	3.18%	6.64%	5.75%	11.16%	5.80%	5.64%	10.91%	6.52%	6.31%	5.76%	5.84%	4.42%	1.61%	1.03%	6.88%	6.56%	3.31%	5.13%	0.00%	18.00%					
20	Зюганов Геннадий Андреевич	8659	183	187	279	286	307	390	239	250	235	256	279	160	197	299	301	318	308	346	227	327	309	240	257	274	388	315	185	421	189	216	362	115	4	10					
		16.09%	13.79%	15.66%	11.79%	20.01%	24.96%	17.58%	10.56%	12.65%	18.33%	13.02%	15.97%	14.48%	15.20%	25.93%	14.72%	14.99%	17.20%	18.31%	11.35%	13.77%	23.75%	12.32%	14.21%	15.33%	21.17%	18.57%	12.42%	21.73%	14.61%	15.40%	24.46%	12.30%	20.00%	10.00%					
21	Медведев Дмитрий Анатольевич	39943	1012	859	1773	956	683	1737	1888	1591	899	1505	1281	858	894	709	1647	1627	1369	1216	1618	1858	755	1523	1376	1359	1189	1241	1240	1445	967	1026	1029	730	15	68					
		74.23%	76.26%	71.94%	74.90%	66.90%	55.53%	78.28%	83.43%	80.48%	70.12%	76.55%	73.33%	77.65%	68.98%	61.49%	80.54%	76.67%	76.44%	64.34%	80.90%	78.23%	58.03%	78.18%	76.11%	76.05%	64.87%	73.17%	83.22%	74.60%	74.73%	73.13%	69.53%	78.07%	75.00%	68.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
