Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Шекснинская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065					
		25.95%	21.90%	29.69%	30.86%	31.21%	34.96%	29.59%	28.19%	17.82%	31.91%	28.18%	22.42%	18.97%	17.17%	29.09%	26.14%	25.78%	19.33%	22.27%	27.40%	25.64%	21.88%	22.37%	17.02%	13.11%	25.10%	27.27%	25.66%	14.39%	21.50%	11.67%	15.71%	20.89%	16.59%	25.23%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2943	65	149	244	84	275	283	172	112	86	220	85	18	16	38	15	13	11	45	7	41	11	60	5	17	183	18	29	54	36	261	9	32	216	33					
		17.18%	18.73%	12.71%	14.85%	18.46%	15.29%	17.85%	14.65%	14.89%	16.63%	15.82%	21.41%	31.03%	16.16%	17.27%	17.05%	10.16%	9.24%	17.58%	9.59%	21.03%	17.19%	19.74%	10.64%	27.87%	23.55%	20.45%	12.83%	18.95%	16.82%	25.17%	12.86%	20.25%	19.27%	15.42%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	189	1	20	21	1	14	22	14	13	2	19	3	1	0	2	1	2	1	1	1	2	0	5	0	1	3	1	2	1	1	15	0	1	16	2					
		1.10%	0.29%	1.71%	1.28%	0.22%	0.78%	1.39%	1.19%	1.73%	0.39%	1.37%	0.76%	1.72%	0.00%	0.91%	1.14%	1.56%	0.84%	0.39%	1.37%	1.03%	0.00%	1.64%	0.00%	1.64%	0.39%	1.14%	0.88%	0.35%	0.47%	1.45%	0.00%	0.63%	1.43%	0.93%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2587	57	187	298	71	277	260	213	116	77	208	29	3	9	51	14	22	11	36	2	18	13	39	9	4	90	9	43	35	18	101	5	18	205	39					
		15.10%	16.43%	15.96%	18.14%	15.60%	15.40%	16.40%	18.14%	15.43%	14.89%	14.95%	7.30%	5.17%	9.09%	23.18%	15.91%	17.19%	9.24%	14.06%	2.74%	9.23%	20.31%	12.83%	19.15%	6.56%	11.58%	10.23%	19.03%	12.28%	8.41%	9.74%	7.14%	11.39%	18.29%	18.22%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	288	4	25	47	5	28	38	18	10	4	29	6	0	0	2	0	0	2	2	0	1	2	6	0	1	10	1	2	2	2	13	0	2	24	2					
		1.68%	1.15%	2.13%	2.86%	1.10%	1.56%	2.40%	1.53%	1.33%	0.77%	2.08%	1.51%	0.00%	0.00%	0.91%	0.00%	0.00%	1.68%	0.78%	0.00%	0.51%	3.13%	1.97%	0.00%	1.64%	1.29%	1.14%	0.88%	0.70%	0.93%	1.25%	0.00%	1.27%	2.14%	0.93%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6244	137	403	485	146	540	485	397	343	170	473	179	24	50	61	30	52	68	105	40	78	20	110	22	27	288	34	88	144	109	503	43	69	440	81					
		36.44%	39.48%	34.39%	29.52%	32.09%	30.02%	30.60%	33.82%	45.61%	32.88%	34.00%	45.09%	41.38%	50.51%	27.73%	34.09%	40.63%	57.14%	41.02%	54.79%	40.00%	31.25%	36.18%	46.81%	44.26%	37.07%	38.64%	38.94%	50.53%	50.93%	48.51%	61.43%	43.67%	39.25%	37.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	109	2	11	11	2	6	7	8	8	2	13	2	1	2	1	0	0	1	2	2	2	1	0	1	1	2	0	0	2	0	9	0	1	9	0					
		0.64%	0.58%	0.94%	0.67%	0.44%	0.33%	0.44%	0.68%	1.06%	0.39%	0.93%	0.50%	1.72%	2.02%	0.45%	0.00%	0.00%	0.84%	0.78%	2.74%	1.03%	1.56%	0.00%	2.13%	1.64%	0.26%	0.00%	0.00%	0.70%	0.00%	0.87%	0.00%	0.63%	0.80%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
