Выборы Президента Российской Федерации																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Саратов, Заводская"																																																																																		
																																																																																		
Итоги голосования 																																																																																		
																																																																																		
		Сумма	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278					
11	Число полученных открепительных  удостоверений	5215	50	60	50	60	0	45	70	50	60	75	20	70	150	70	180	70	70	80	60	60	100	100	120	130	80	0	70	70	40	50	50	70	0	20	30	160	80	70	50	40	90	80	0	80	60	50	50	100	85	50	60	100	60	100	100	70	110	100	0	150	150	90	70	0	100	120	80	50	50	70	80	50	40	40	50					
12	Число выданных открепительных удостоверений	4274	39	43	39	41	0	29	35	50	57	71	18	62	150	70	180	39	67	76	51	54	98	100	57	71	65	0	70	66	40	50	41	42	0	8	25	160	71	70	50	40	90	64	0	59	52	33	40	100	69	50	33	45	42	88	92	51	94	69	0	107	66	76	53	0	63	90	71	37	40	56	80	50	29	40	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2794	14	14	16	15	132	13	91	75	23	11	10	27	4	19	5	54	49	36	24	63	30	17	27	26	70	139	80	28	2	30	73	11	39	21	8	23	27	15	28	62	29	15	139	17	13	70	79	38	28	36	11	11	9	24	6	24	52	26	174	11	20	48	47	194	20	28	10	8	15	12	53	14	12	39	11					
14	Число неиспользованных открепительных удостоверений	941	11	17	11	19	0	16	35	0	3	4	2	8	0	0	0	31	3	4	9	6	2	0	63	59	15	0	0	4	0	0	9	28	0	12	5	0	9	0	0	0	0	16	0	21	8	17	10	0	16	0	27	55	18	12	8	19	16	31	0	43	84	14	17	0	37	30	9	13	10	14	0	0	11	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	132	0	3	0	0	0	0	2	1	1	2	0	2	5	2	5	2	2	2	1	2	3	3	2	2	1	0	2	2	1	1	0	0	0	0	2	3	0	2	0	1	8	0	0	4	2	2	0	0	4	0	1	3	1	2	1	1	2	1	0	6	4	2	3	0	3	4	7	0	4	2	0	1	3	2	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																		
18	. Глазьев Сергей Юрьевич	4197	85	89	57	60	3	12	35	54	71	66	20	79	31	85	56	77	75	89	77	72	91	92	71	71	64	0	46	75	20	55	45	72	0	15	107	18	40	36	34	35	51	59	2	62	53	64	77	104	44	56	64	84	42	62	95	47	84	79	0	78	71	58	56	0	49	50	67	65	63	84	57	59	49	51	31					
		4.83%	7.87%	7.63%	5.23%	6.26%	2.27%	1.62%	3.66%	6.44%	5.62%	5.31%	5.33%	5.90%	1.91%	5.02%	3.80%	5.39%	5.71%	6.56%	6.11%	4.65%	6.35%	6.45%	5.19%	5.35%	4.99%	0.00%	4.30%	6.17%	3.40%	4.26%	3.74%	5.39%	0.00%	4.14%	6.93%	1.16%	3.01%	3.47%	5.06%	4.61%	3.51%	4.08%	1.44%	5.16%	4.20%	5.47%	6.35%	6.49%	3.19%	4.13%	5.55%	6.23%	4.02%	4.50%	6.46%	3.65%	4.48%	5.56%	0.00%	4.94%	5.37%	4.25%	4.00%	0.00%	3.17%	2.81%	4.34%	6.51%	4.30%	5.83%	3.98%	5.67%	7.55%	4.99%	3.20%					
19	. Малышкин Олег Александрович	1812	22	22	12	7	4	10	20	17	18	18	3	32	21	28	20	19	24	26	23	30	27	29	28	34	47	0	27	15	10	28	29	53	0	4	62	8	43	23	28	13	39	36	1	28	25	21	22	31	26	32	36	24	27	28	46	34	44	26	0	35	32	29	40	0	20	21	25	17	27	29	47	20	8	31	21					
		2.08%	2.04%	1.89%	1.10%	0.73%	3.03%	1.35%	2.09%	2.03%	1.43%	1.45%	0.80%	2.39%	1.29%	1.65%	1.36%	1.33%	1.83%	1.92%	1.83%	1.94%	1.88%	2.03%	2.05%	2.56%	3.67%	0.00%	2.53%	1.23%	1.70%	2.17%	2.41%	3.97%	0.00%	1.10%	4.01%	0.51%	3.23%	2.22%	4.17%	1.71%	2.68%	2.49%	0.72%	2.33%	1.98%	1.79%	1.81%	1.93%	1.89%	2.36%	3.12%	1.78%	2.59%	2.03%	3.13%	2.64%	2.35%	1.83%	0.00%	2.22%	2.42%	2.12%	2.86%	0.00%	1.29%	1.18%	1.62%	1.70%	1.84%	2.01%	3.28%	1.92%	1.23%	3.03%	2.17%					
20	. Миронов Сергей Михайлович	721	7	5	7	8	0	14	11	10	11	14	1	14	11	14	15	9	9	20	8	12	9	11	9	16	14	0	11	13	2	8	8	9	0	2	42	5	7	10	5	3	15	8	0	17	11	14	10	7	14	6	11	12	5	10	24	15	12	12	0	9	8	14	6	0	5	12	9	7	9	18	9	8	5	8	7					
		0.83%	0.65%	0.43%	0.64%	0.84%	0.00%	1.88%	1.15%	1.19%	0.87%	1.13%	0.27%	1.04%	0.68%	0.83%	1.02%	0.63%	0.69%	1.47%	0.63%	0.78%	0.63%	0.77%	0.66%	1.20%	1.09%	0.00%	1.03%	1.07%	0.34%	0.62%	0.66%	0.67%	0.00%	0.55%	2.72%	0.32%	0.53%	0.97%	0.74%	0.40%	1.03%	0.55%	0.00%	1.42%	0.87%	1.20%	0.82%	0.44%	1.02%	0.44%	0.95%	0.89%	0.48%	0.73%	1.63%	1.16%	0.64%	0.84%	0.00%	0.57%	0.60%	1.03%	0.43%	0.00%	0.32%	0.67%	0.58%	0.70%	0.61%	1.25%	0.63%	0.77%	0.77%	0.78%	0.72%					
21	. Путин Владимир Владимирович	52166	591	633	635	554	121	448	662	464	689	627	238	830	1288	985	1035	784	673	753	687	824	766	742	717	750	731	135	621	575	471	793	744	763	36	268	940	1106	781	529	382	480	925	940	110	639	808	690	710	960	844	812	683	753	614	802	789	781	1248	797	174	940	776	760	883	185	1027	1242	910	567	938	766	917	669	428	618	610					
		59.98%	54.72%	54.29%	58.31%	57.83%	91.67%	60.30%	69.32%	55.37%	54.55%	50.40%	63.47%	61.94%	79.26%	58.18%	70.22%	54.90%	51.26%	55.53%	54.52%	53.26%	53.45%	52.00%	52.37%	56.48%	57.02%	97.12%	58.09%	47.33%	80.10%	61.43%	61.79%	57.11%	92.31%	74.03%	60.84%	71.13%	58.68%	51.06%	56.85%	63.24%	63.66%	65.01%	79.14%	53.21%	64.03%	58.97%	58.53%	59.89%	61.25%	59.88%	59.24%	55.86%	58.81%	58.16%	53.67%	60.59%	66.60%	56.09%	100.00%	59.57%	58.65%	55.68%	63.07%	95.36%	66.47%	69.78%	58.98%	56.76%	63.98%	53.16%	64.08%	64.27%	65.95%	60.47%	63.02%					
22	. Хакамада Ирина Муцуовна	3457	65	74	54	56	2	17	39	46	55	84	9	69	24	57	46	61	69	50	66	71	58	74	65	43	72	0	54	45	10	49	43	59	0	13	38	11	68	66	24	19	57	49	2	51	29	45	56	63	51	67	40	74	41	50	81	45	61	62	0	58	56	64	55	0	20	38	49	49	62	69	58	39	20	39	32					
		3.97%	6.02%	6.35%	4.96%	5.85%	1.52%	2.29%	4.08%	5.49%	4.35%	6.75%	2.40%	5.15%	1.48%	3.37%	3.12%	4.27%	5.26%	3.69%	5.24%	4.59%	4.05%	5.19%	4.75%	3.24%	5.62%	0.00%	5.05%	3.70%	1.70%	3.80%	3.57%	4.42%	0.00%	3.59%	2.46%	0.71%	5.11%	6.37%	3.57%	2.50%	3.92%	3.39%	1.44%	4.25%	2.30%	3.85%	4.62%	3.93%	3.70%	4.94%	3.47%	5.49%	3.93%	3.63%	5.51%	3.49%	3.26%	4.36%	0.00%	3.68%	4.23%	4.69%	3.93%	0.00%	1.29%	2.13%	3.18%	4.90%	4.23%	4.79%	4.05%	3.75%	3.08%	3.82%	3.31%					
23	. Харитонов Николай Михайлович	19882	237	286	262	194	2	222	142	202	341	361	79	243	211	408	277	390	395	336	334	435	402	398	391	328	265	1	243	415	60	294	275	300	0	40	250	394	273	314	153	175	284	289	16	322	281	273	274	349	322	301	248	292	250	361	359	310	331	393	0	359	309	368	302	0	319	379	388	239	275	381	263	173	118	209	217					
		22.86%	21.94%	24.53%	24.06%	20.25%	1.52%	29.88%	14.87%	24.11%	27.00%	29.02%	21.07%	18.13%	12.98%	24.10%	18.79%	27.31%	30.08%	24.78%	26.51%	28.12%	28.05%	27.89%	28.56%	24.70%	20.67%	0.72%	22.73%	34.16%	10.20%	22.77%	22.84%	22.46%	0.00%	11.05%	16.18%	25.34%	20.51%	30.31%	22.77%	23.06%	19.55%	19.99%	11.51%	26.81%	22.27%	23.33%	22.59%	21.77%	23.37%	22.20%	21.51%	21.66%	23.95%	26.18%	24.42%	24.05%	17.66%	27.66%	0.00%	22.75%	23.36%	26.96%	21.57%	0.00%	20.65%	21.29%	25.15%	23.92%	18.76%	26.44%	18.38%	16.62%	18.18%	20.45%	22.42%					
																																																																																		
24	Против всех	3921	67	53	55	75	0	15	42	42	62	64	21	70	39	106	19	70	59	78	54	90	72	66	66	76	81	0	58	66	10	53	52	69	2	18	90	13	61	34	37	29	35	48	6	70	38	56	55	74	59	76	62	99	47	53	57	46	81	49	0	71	55	59	46	0	90	34	85	45	54	82	72	64	18	56	45					
		4.51%	6.20%	4.55%	5.05%	7.83%	0.00%	2.02%	4.40%	5.01%	4.91%	5.14%	5.60%	5.22%	2.40%	6.26%	1.29%	4.90%	4.49%	5.75%	4.29%	5.82%	5.02%	4.63%	4.82%	5.72%	6.32%	0.00%	5.43%	5.43%	1.70%	4.11%	4.32%	5.16%	5.13%	4.97%	5.83%	0.84%	4.58%	3.28%	5.51%	3.82%	2.41%	3.32%	4.32%	5.83%	3.01%	4.79%	4.53%	4.62%	4.28%	5.60%	5.38%	7.34%	4.50%	3.84%	3.88%	3.57%	4.32%	3.45%	0.00%	4.50%	4.16%	4.32%	3.29%	0.00%	5.83%	1.91%	5.51%	4.50%	3.68%	5.69%	5.03%	6.15%	2.77%	5.48%	4.65%					
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
																																																																																		
