7	Число избирательных бюллетеней в переносных ящиках для голосования	5694	39	8	21	94	18	41	36	24	77	204	33	79	26	50	137	49	52	26	55	51	50	27	24	42	35	66	66	57	119	46	49	51	60	70	49	50	80	45	32	46	88	107	85	76	47	80	135	62	56	76	77	50	78	48	88	41	78	56	79	58	90	56	40	44	52	54	57	79	26	19	23	52	23	38	70	31	69	112	67	103	134	30	170	94	32	135	43	53	46	42	36	49	76					
8	Число бюллетеней в стационарных ящиках для голосования	123881	1142	1105	2050	1402	1367	1337	1491	1094	1449	1308	1360	1244	1158	1162	1706	1115	1122	1211	1524	1302	1188	1048	1090	1573	1545	1430	1479	1475	1580	1256	1236	1286	1249	1198	1208	1234	1291	1631	1469	1542	1256	1202	1072	1384	935	1606	2207	1337	1304	1490	1078	1158	1373	1274	1407	1296	1449	1576	1198	1596	1450	1379	1358	1493	1446	1239	1222	1235	1200	1407	1533	1451	1191	1271	1412	1204	1483	1436	976	1074	1143	1463	1142	1279	1362	1222	1121	921	1502	1901	1187	1205	1118					
9	Число недействительных избирательных бюллетеней	2096	0	17	53	35	26	0	30	25	0	38	27	27	34	24	48	17	0	28	41	20	25	26	20	22	32	45	23	27	42	21	25	22	14	28	0	25	13	42	29	24	14	15	12	11	24	17	27	21	17	28	0	19	0	14	18	23	18	19	24	34	29	14	30	32	22	9	12	16	13	32	22	17	16	40	23	17	29	28	16	17	0	21	20	24	18	34	18	15	22	47	20	47	26					
10	Число действительных избирательных бюллетеней	127479	1181	1096	2018	1461	1359	1378	1497	1093	1526	1474	1366	1296	1150	1188	1795	1147	1174	1209	1538	1333	1213	1049	1094	1593	1548	1451	1522	1505	1657	1281	1260	1315	1295	1240	1257	1259	1358	1634	1472	1564	1330	1294	1145	1449	958	1669	2315	1378	1343	1538	1155	1189	1451	1308	1477	1314	1509	1613	1253	1620	1511	1421	1368	1505	1476	1284	1267	1298	1213	1394	1534	1486	1198	1269	1459	1218	1523	1520	1027	1160	1277	1472	1292	1349	1376	1323	1146	959	1526	1896	1203	1207	1168					
11	Число полученных открепительных  удостоверений	5301	60	60	90	70	85	45	70	50	85	40	60	50	80	55	92	40	40	40	48	54	49	41	41	60	60	40	45	55	50	55	55	60	40	40	55	60	55	75	75	75	40	70	40	40	40	55	62	50	60	58	40	40	55	55	76	64	95	60	60	100	75	88	60	60	65	70	40	70	60	63	40	87	40	60	40	40	60	60	60	58	40	40	40	40	40	55	56	50	61	61	67	40	55					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	5091	55	58	71	70	71	44	68	49	83	40	55	50	71	55	92	38	40	40	47	52	47	41	40	59	60	40	45	55	49	54	55	58	40	40	54	60	55	65	64	69	40	70	38	39	36	55	62	47	54	56	40	40	55	55	74	64	95	59	59	100	75	87	59	52	57	62	39	66	60	49	39	86	39	59	40	40	56	59	60	56	36	39	37	39	39	55	48	45	60	59	67	35	55					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2806	24	26	32	8	18	8	35	11	39	24	30	10	22	21	75	15	12	30	48	36	13	27	20	24	10	24	25	24	45	21	35	132	103	17	32	29	29	20	18	39	34	36	20	25	15	18	21	49	36	30	28	26	3	17	37	39	16	51	109	14	19	35	20	25	28	19	36	23	19	110	12	54	15	17	25	29	40	28	22	19	29	41	12	37	9	53	35	21	20	10	22	67	20					
14	Число неиспользованных открепительных удостоверений	210	5	2	19	0	14	1	2	1	2	0	5	0	9	0	0	2	0	0	1	2	2	0	1	1	0	0	0	0	1	1	0	2	0	0	1	0	0	10	11	6	0	0	2	1	4	0	0	3	6	2	0	0	0	0	2	0	0	1	1	0	0	1	1	8	8	8	1	4	0	14	1	1	1	1	0	0	4	1	0	2	4	1	3	1	1	0	8	5	1	2	0	5	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	199	1	1	0	1	1	1	1	4	4	0	2	2	2	5	3	2	2	1	7	0	2	1	1	2	3	1	1	3	1	0	2	2	0	5	4	2	0	2	4	2	1	1	1	4	1	2	1	1	3	1	3	0	8	3	5	3	0	1	0	6	2	3	1	8	3	7	2	1	4	3	2	6	1	0	1	0	4	2	2	1	3	1	3	0	1	2	1	6	2	3	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																				
18	Богданов Андрей Владимирович	2357	32	37	34	40	31	32	23	35	7	30	24	25	30	22	44	32	23	24	35	20	20	25	24	27	31	35	23	33	36	10	21	30	39	32	21	24	26	22	33	22	22	16	11	31	11	37	13	23	30	21	18	23	20	19	23	20	23	22	25	28	36	27	17	25	21	16	18	19	21	35	31	31	40	20	19	23	22	26	13	33	37	15	21	10	26	22	14	14	21	35	29	48	22					
		1.82%	2.71%	3.32%	1.64%	2.67%	2.24%	2.32%	1.51%	3.13%	0.46%	1.98%	1.72%	1.89%	2.53%	1.82%	2.39%	2.75%	1.96%	1.94%	2.22%	1.48%	1.62%	2.33%	2.15%	1.67%	1.96%	2.34%	1.49%	2.15%	2.12%	0.77%	1.63%	2.24%	2.98%	2.52%	1.67%	1.87%	1.90%	1.31%	2.20%	1.39%	1.64%	1.22%	0.95%	2.12%	1.12%	2.19%	0.56%	1.64%	2.21%	1.34%	1.56%	1.90%	1.38%	1.44%	1.54%	1.50%	1.51%	1.35%	1.96%	1.69%	2.34%	1.88%	1.22%	1.63%	1.40%	1.24%	1.41%	1.45%	1.71%	2.45%	1.99%	2.06%	3.29%	1.53%	1.28%	1.86%	1.42%	1.68%	1.25%	2.80%	2.90%	1.00%	1.60%	0.73%	1.87%	1.62%	1.20%	1.44%	1.36%	1.80%	2.37%	3.83%	1.84%					
19	Жириновский Владимир Вольфович	9359	75	84	153	86	81	90	103	108	61	92	98	74	88	86	145	94	80	87	111	74	91	99	84	121	94	110	62	102	121	100	129	131	85	85	91	75	82	150	149	126	95	60	99	126	71	123	100	102	99	111	59	83	103	107	107	107	125	114	110	142	93	90	106	118	119	100	102	135	90	127	131	135	132	106	111	79	116	106	85	65	73	81	109	70	98	97	78	82	121	106	85	178	35					
		7.22%	6.35%	7.55%	7.39%	5.75%	5.85%	6.53%	6.75%	9.66%	3.99%	6.08%	7.04%	5.59%	7.43%	7.10%	7.87%	8.08%	6.81%	7.03%	7.03%	5.47%	7.35%	9.21%	7.54%	7.49%	5.95%	7.35%	4.01%	6.66%	7.12%	7.68%	10.04%	9.80%	6.49%	6.70%	7.24%	5.84%	5.98%	8.95%	9.93%	7.93%	7.07%	4.58%	8.56%	8.63%	7.23%	7.30%	4.27%	7.29%	7.28%	7.09%	5.11%	6.87%	7.10%	8.09%	7.16%	8.00%	8.19%	6.99%	8.61%	8.59%	6.04%	6.27%	7.58%	7.68%	7.94%	7.73%	7.97%	10.27%	7.34%	8.91%	8.42%	8.98%	10.87%	8.10%	7.49%	6.40%	7.47%	6.85%	8.15%	5.52%	5.72%	5.43%	8.31%	5.10%	7.03%	7.15%	6.70%	8.42%	7.82%	5.46%	6.95%	14.19%	2.93%					
20	Зюганов Геннадий Андреевич	24286	238	176	363	368	364	274	310	244	391	276	326	268	255	269	305	231	257	206	266	256	248	236	255	279	327	298	307	330	320	273	246	239	253	271	244	213	220	254	289	299	261	261	213	276	170	307	292	267	251	223	271	240	312	231	306	289	204	242	257	239	276	272	257	287	257	210	210	252	252	299	269	275	213	295	224	219	244	243	192	207	279	202	191	251	235	228	200	241	326	366	234	199	225					
		18.74%	20.15%	15.81%	17.53%	24.60%	26.28%	19.88%	20.30%	21.82%	25.62%	18.25%	23.40%	20.26%	21.54%	22.19%	16.55%	19.85%	21.89%	16.65%	16.85%	18.92%	20.03%	21.95%	22.89%	17.28%	20.70%	19.92%	19.87%	21.54%	18.83%	20.97%	19.14%	17.88%	19.33%	21.37%	19.41%	16.59%	16.05%	15.16%	19.25%	18.83%	19.42%	19.94%	18.41%	18.90%	17.31%	18.21%	12.47%	19.09%	18.46%	14.24%	23.46%	19.87%	21.50%	17.47%	20.47%	21.62%	13.36%	14.83%	20.13%	14.45%	17.92%	18.95%	18.38%	18.67%	17.16%	16.24%	16.42%	19.18%	20.55%	20.97%	17.29%	18.30%	17.55%	22.54%	15.11%	17.73%	15.72%	15.70%	18.41%	17.59%	21.85%	13.53%	14.56%	18.28%	16.86%	16.80%	17.18%	24.74%	21.06%	18.84%	19.13%	15.87%	18.84%					
21	Медведев Дмитрий Анатольевич	91477	836	799	1468	967	883	982	1061	706	1067	1076	918	929	777	811	1301	790	814	892	1126	983	854	689	731	1166	1096	1008	1130	1040	1180	898	864	915	918	852	901	947	1030	1208	1001	1117	952	957	822	1016	706	1202	1910	986	963	1183	807	843	1016	951	1041	898	1157	1235	861	1211	1106	1032	988	1075	1079	958	937	892	850	933	1103	1045	813	848	1105	897	1141	1145	737	855	888	1174	971	1018	1017	976	854	622	1058	1389	855	782	886					
		70.60%	70.79%	71.79%	70.88%	64.64%	63.75%	71.26%	69.48%	63.15%	69.92%	71.16%	65.90%	70.22%	65.63%	66.91%	70.59%	67.87%	69.34%	72.11%	71.31%	72.65%	68.98%	64.09%	65.62%	72.20%	69.37%	67.38%	73.14%	67.89%	69.45%	68.97%	67.24%	68.44%	70.13%	67.19%	71.68%	73.75%	75.13%	72.08%	66.69%	70.34%	70.83%	73.11%	71.05%	69.59%	71.89%	71.29%	81.55%	70.48%	70.81%	75.54%	69.87%	69.78%	70.02%	71.94%	69.63%	67.17%	75.77%	75.67%	67.42%	73.22%	71.82%	71.92%	70.67%	69.94%	72.03%	74.09%	73.26%	67.88%	69.33%	65.43%	70.89%	69.53%	66.97%	64.78%	74.56%	72.63%	73.52%	73.97%	70.66%	72.64%	69.54%	78.63%	74.01%	74.14%	72.96%	71.92%	73.37%	63.86%	68.35%	71.49%	69.91%	62.36%	74.20%					
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
																																																																																																				
