Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
"Наименование Избирательной комиссии:    Магнитогорск, Правобережная"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	59	3	0	0	0	0	2	2	1	1	0	0	2	0	0	0	0	2	1	3	0	0	4	1	1	1	1	0	2	3	1	0	0	3	4	0	1	2	0	1	1	0	1	2	0	1	1	0	2	0	3	0	1	0	5					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7153	276	26	35	27	261	26	68	15	185	130	73	203	155	13	225	205	219	208	280	265	16	19	136	240	204	69	7	15	20	19	16	292	269	70	256	32	216	79	143	205	86	45	13	143	46	197	26	220	49	437	261	107	89	216					
		11.93%	20.31%	2.40%	3.93%	3.16%	23.90%	1.34%	4.83%	1.28%	25.17%	19.82%	4.75%	23.33%	21.47%	1.16%	24.40%	23.98%	24.25%	22.58%	24.76%	24.81%	1.55%	1.50%	23.69%	25.03%	20.61%	5.86%	3.29%	1.46%	1.35%	1.43%	1.41%	26.05%	25.28%	4.66%	23.42%	2.44%	19.76%	8.31%	20.20%	23.59%	6.06%	3.25%	0.98%	19.40%	2.82%	22.11%	1.97%	20.05%	3.86%	23.05%	25.34%	8.09%	6.04%	21.20%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5317	270	23	26	24	211	19	72	18	108	107	70	142	118	10	145	136	119	170	209	217	9	19	85	149	150	34	3	11	15	11	12	165	173	46	182	29	197	52	112	114	78	55	24	123	33	147	17	228	38	270	168	79	99	176					
		8.87%	19.87%	2.12%	2.92%	2.81%	19.32%	0.98%	5.11%	1.53%	14.69%	16.31%	4.55%	16.32%	16.34%	0.89%	15.73%	15.91%	13.18%	18.46%	18.48%	20.32%	0.87%	1.50%	14.81%	15.54%	15.15%	2.89%	1.41%	1.07%	1.01%	0.83%	1.06%	14.72%	16.26%	3.06%	16.65%	2.21%	18.02%	5.47%	15.82%	13.12%	5.50%	3.97%	1.81%	16.69%	2.02%	16.50%	1.29%	20.78%	2.99%	14.24%	16.31%	5.97%	6.72%	17.27%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	615	14	3	3	5	16	2	3	2	9	7	3	12	17	2	13	19	22	25	39	19	2	4	11	16	16	6	0	4	3	2	1	22	15	7	22	2	32	2	10	20	5	4	9	15	7	19	6	29	5	37	20	4	3	20					
		1.03%	1.03%	0.28%	0.34%	0.59%	1.47%	0.10%	0.21%	0.17%	1.22%	1.07%	0.20%	1.38%	2.35%	0.18%	1.41%	2.22%	2.44%	2.71%	3.45%	1.78%	0.19%	0.32%	1.92%	1.67%	1.62%	0.51%	0.00%	0.39%	0.20%	0.15%	0.09%	1.96%	1.41%	0.47%	2.01%	0.15%	2.93%	0.21%	1.41%	2.30%	0.35%	0.29%	0.68%	2.04%	0.43%	2.13%	0.45%	2.64%	0.39%	1.95%	1.94%	0.30%	0.20%	1.96%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5197	214	17	27	23	185	25	76	13	109	116	48	135	101	21	140	141	152	122	181	181	21	22	78	162	162	36	3	19	18	17	17	178	180	52	160	37	194	46	133	140	51	59	16	143	36	172	39	154	45	282	198	80	70	150					
		8.67%	15.75%	1.57%	3.03%	2.69%	16.94%	1.29%	5.40%	1.11%	14.83%	17.68%	3.12%	15.52%	13.99%	1.88%	15.18%	16.49%	16.83%	13.25%	16.00%	16.95%	2.04%	1.73%	13.59%	16.89%	16.36%	3.06%	1.41%	1.86%	1.21%	1.28%	1.50%	15.88%	16.92%	3.46%	14.64%	2.82%	17.75%	4.84%	18.79%	16.11%	3.59%	4.26%	1.21%	19.40%	2.21%	19.30%	2.95%	14.04%	3.54%	14.87%	19.22%	6.05%	4.75%	14.72%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1278	60	6	12	4	37	4	3	3	28	33	5	26	30	8	26	29	60	49	43	51	8	4	19	27	47	4	1	6	4	8	3	43	34	2	54	7	50	8	23	49	3	7	13	33	3	37	5	40	10	106	41	12	7	43					
		2.13%	4.42%	0.55%	1.35%	0.47%	3.39%	0.21%	0.21%	0.26%	3.81%	5.03%	0.33%	2.99%	4.16%	0.71%	2.82%	3.39%	6.64%	5.32%	3.80%	4.78%	0.78%	0.32%	3.31%	2.82%	4.75%	0.34%	0.47%	0.59%	0.27%	0.60%	0.26%	3.84%	3.20%	0.13%	4.94%	0.53%	4.57%	0.84%	3.25%	5.64%	0.21%	0.51%	0.98%	4.48%	0.18%	4.15%	0.38%	3.65%	0.79%	5.59%	3.98%	0.91%	0.48%	4.22%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	38982	474	991	767	753	338	1835	1160	1108	267	249	1322	314	275	1048	344	289	300	311	336	308	957	1187	224	329	377	1009	198	951	1395	1243	1067	393	363	1300	392	1172	364	742	264	320	1171	1198	1223	261	1475	314	1206	395	1099	710	313	1010	1177	394					
		65.01%	34.88%	91.51%	86.08%	88.17%	30.95%	94.69%	82.39%	94.22%	36.33%	37.96%	85.96%	36.09%	38.09%	93.66%	37.31%	33.80%	33.22%	33.77%	29.71%	28.84%	93.00%	93.54%	39.02%	34.31%	38.08%	85.73%	92.96%	92.87%	94.07%	93.32%	94.09%	35.06%	34.12%	86.55%	35.86%	89.26%	33.30%	78.02%	37.29%	36.82%	82.52%	86.44%	92.16%	35.41%	90.38%	35.24%	91.23%	36.01%	86.54%	37.45%	30.39%	76.34%	79.90%	38.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	313	18	1	5	2	12	1	3	2	7	3	2	13	6	2	6	8	12	14	14	6	1	1	7	9	15	2	0	2	3	2	1	8	10	1	6	6	10	3	9	9	2	2	3	2	3	5	2	14	1	14	6	8	4	5					
		0.52%	1.32%	0.09%	0.56%	0.23%	1.10%	0.05%	0.21%	0.17%	0.95%	0.46%	0.13%	1.49%	0.83%	0.18%	0.65%	0.94%	1.33%	1.52%	1.24%	0.56%	0.10%	0.08%	1.22%	0.94%	1.52%	0.17%	0.00%	0.20%	0.20%	0.15%	0.09%	0.71%	0.94%	0.07%	0.55%	0.46%	0.91%	0.32%	1.27%	1.04%	0.14%	0.14%	0.23%	0.27%	0.18%	0.56%	0.15%	1.28%	0.08%	0.74%	0.58%	0.60%	0.27%	0.49%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
