Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
"Наименование Избирательной комиссии:    Ставрополь, Ленинская"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	883	19	15	13	24	8	11	15	20	10	26	27	20	37	13	29	12	28	12	18	28	16	17	11	0	15	27	17	35	7	10	17	27	25	11	15	7	13	22	15	15	23	12	38	31	31	10	20	0	0	0	0	0	0	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1164	25	48	14	8	24	75	8	27	24	14	33	16	25	4	5	24	19	5	183	8	5	60	8	18	17	12	40	5	7	8	4	8	0	33	31	14	7	9	13	12	11	8	13	12	14	29	4	8	17	29	4	9	102	4					
14	Число погашенных неиспользованных открепительных удостоверений	61	0	0	2	0	2	1	2	5	0	2	1	0	0	0	1	0	0	0	2	1	1	2	0	10	0	0	0	0	3	1	3	3	0	0	1	3	2	0	0	0	2	3	2	3	3	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	50	0	2	0	1	1	0	0	0	4	0	1	3	1	1	2	0	3	2	2	2	0	1	0	0	0	1	1	1	0	0	0	4	1	0	0	0	2	2	1	0	3	3	0	1	1	0	1	0	0	0	0	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3560	90	5	53	125	43	56	27	60	7	145	94	75	101	14	152	86	132	11	34	52	73	13	17	88	80	100	131	125	29	64	2	82	113	6	109	36	75	85	51	91	95	64	187	108	80	65	76	4	35	4	1	7	22	80					
		7.17%	8.19%	0.30%	5.67%	9.43%	5.30%	5.52%	6.91%	9.05%	1.08%	14.93%	9.20%	10.36%	6.28%	2.80%	12.67%	10.51%	11.14%	1.82%	4.48%	3.83%	11.13%	1.72%	4.68%	5.64%	9.08%	9.21%	12.66%	7.61%	5.33%	6.53%	0.19%	8.54%	7.36%	1.03%	9.79%	6.59%	11.31%	6.11%	5.64%	11.83%	11.86%	6.38%	6.82%	7.19%	6.84%	9.70%	7.81%	8.16%	10.29%	6.78%	0.83%	12.96%	2.63%	7.84%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8730	157	108	118	352	63	286	61	108	100	142	187	153	260	44	277	209	287	96	137	240	136	103	41	291	205	217	208	270	90	148	104	168	217	118	245	124	130	217	132	188	220	124	663	218	242	83	160	9	74	3	14	19	52	112					
		17.58%	14.29%	6.48%	12.62%	26.57%	7.76%	28.18%	15.60%	16.29%	15.36%	14.62%	18.30%	21.13%	16.16%	8.80%	23.08%	25.55%	24.22%	15.92%	18.05%	17.67%	20.73%	13.59%	11.29%	18.64%	23.27%	19.98%	20.10%	16.44%	16.54%	15.10%	10.03%	17.50%	14.13%	20.17%	22.01%	22.71%	19.61%	15.60%	14.60%	24.45%	27.47%	12.36%	24.18%	14.51%	20.68%	12.39%	16.44%	18.37%	21.76%	5.08%	11.67%	35.19%	6.21%	10.98%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	518	0	3	14	22	8	12	8	14	2	3	19	8	0	0	27	12	25	0	8	1	8	1	9	16	8	12	23	1	5	4	0	20	25	2	11	6	10	7	8	11	14	8	29	27	18	17	15	0	3	1	1	0	5	7					
		1.04%	0.00%	0.18%	1.50%	1.66%	0.99%	1.18%	2.05%	2.11%	0.31%	0.31%	1.86%	1.10%	0.00%	0.00%	2.25%	1.47%	2.11%	0.00%	1.05%	0.07%	1.22%	0.13%	2.48%	1.02%	0.91%	1.10%	2.22%	0.06%	0.92%	0.41%	0.00%	2.08%	1.63%	0.34%	0.99%	1.10%	1.51%	0.50%	0.88%	1.43%	1.75%	0.80%	1.06%	1.80%	1.54%	2.54%	1.54%	0.00%	0.88%	1.69%	0.83%	0.00%	0.60%	0.69%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8389	252	261	149	209	73	105	54	84	133	235	250	148	322	95	296	155	281	74	118	108	171	126	71	132	139	302	241	305	70	198	159	235	255	126	203	70	163	207	119	145	168	112	376	236	146	75	171	3	48	7	1	3	19	185					
		16.89%	22.93%	15.66%	15.94%	15.77%	8.99%	10.34%	13.81%	12.67%	20.43%	24.20%	24.46%	20.44%	20.01%	19.00%	24.67%	18.95%	23.71%	12.27%	15.55%	7.95%	26.07%	16.62%	19.56%	8.46%	15.78%	27.81%	23.29%	18.57%	12.87%	20.20%	15.33%	24.48%	16.60%	21.54%	18.24%	12.82%	24.59%	14.88%	13.16%	18.86%	20.97%	11.17%	13.71%	15.71%	12.48%	11.19%	17.57%	6.12%	14.12%	11.86%	0.83%	5.56%	2.27%	18.14%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1528	0	3	25	55	53	16	11	38	4	12	77	31	0	1	57	37	50	0	25	28	51	2	15	20	39	73	63	3	5	33	79	65	89	4	45	15	58	46	5	31	30	28	35	46	22	18	37	0	13	0	1	0	5	29					
		3.08%	0.00%	0.18%	2.67%	4.15%	6.53%	1.58%	2.81%	5.73%	0.61%	1.24%	7.53%	4.28%	0.00%	0.20%	4.75%	4.52%	4.22%	0.00%	3.29%	2.06%	7.77%	0.26%	4.13%	1.28%	4.43%	6.72%	6.09%	0.18%	0.92%	3.37%	7.62%	6.77%	5.79%	0.68%	4.04%	2.75%	8.75%	3.31%	0.55%	4.03%	3.75%	2.79%	1.28%	3.06%	1.88%	2.69%	3.80%	0.00%	3.82%	0.00%	0.83%	0.00%	0.60%	2.84%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	25509	583	1272	561	524	556	510	224	349	326	419	375	290	848	292	358	300	367	368	434	913	195	465	159	987	386	357	349	936	334	490	641	365	809	260	467	283	210	811	581	271	248	655	1399	847	644	405	477	32	151	42	102	24	686	572					
		51.37%	53.05%	76.30%	60.00%	39.55%	68.47%	50.25%	57.29%	52.64%	50.08%	43.15%	36.69%	40.06%	52.70%	58.40%	29.83%	36.67%	30.97%	61.03%	57.18%	67.23%	29.73%	61.35%	43.80%	63.23%	43.81%	32.87%	33.72%	57.00%	61.40%	50.00%	61.81%	38.02%	52.67%	44.44%	41.96%	51.83%	31.67%	58.30%	64.27%	35.24%	30.96%	65.30%	51.02%	56.39%	55.04%	60.45%	49.02%	65.31%	44.41%	71.19%	85.00%	44.44%	81.86%	56.08%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	257	0	2	5	15	11	12	1	2	0	2	6	4	0	0	14	6	10	0	3	0	7	0	1	10	8	10	6	0	3	6	0	5	10	0	6	2	5	4	4	13	5	4	18	8	7	0	10	0	2	0	0	0	4	6					
		0.52%	0.00%	0.12%	0.53%	1.13%	1.35%	1.18%	0.26%	0.30%	0.00%	0.21%	0.59%	0.55%	0.00%	0.00%	1.17%	0.73%	0.84%	0.00%	0.40%	0.00%	1.07%	0.00%	0.28%	0.64%	0.91%	0.92%	0.58%	0.00%	0.55%	0.61%	0.00%	0.52%	0.65%	0.00%	0.54%	0.37%	0.75%	0.29%	0.44%	1.69%	0.62%	0.40%	0.66%	0.53%	0.60%	0.00%	1.03%	0.00%	0.59%	0.00%	0.00%	0.00%	0.48%	0.59%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
