16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																	
19	Жириновский Владимир Вольфович	4533	57	29	21	30	31	85	47	115	120	115	20	45	3	274	236	263	106	263	146	55	56	62	41	65	63	122	41	51	5	135	11	6	145	98	66	38	200	25	31	26	41	30	4	11	29	3	20	25	28	16	12	72	25	9	198	46	46	17	12	48	39	215	66	3	34	16	32	34	9	45									
		7.35%	5.06%	3.03%	5.71%	5.79%	3.43%	8.98%	3.84%	13.64%	8.32%	15.65%	9.71%	4.15%	1.83%	12.80%	15.41%	13.58%	5.56%	14.70%	12.20%	3.48%	5.73%	5.23%	4.01%	6.91%	15.14%	8.60%	2.36%	3.46%	1.12%	14.72%	4.78%	1.59%	7.23%	4.75%	13.58%	11.55%	16.75%	2.66%	3.04%	15.20%	2.98%	2.34%	1.67%	2.22%	3.48%	0.63%	3.36%	11.21%	13.86%	10.13%	5.97%	3.39%	9.03%	3.95%	8.41%	9.83%	4.75%	2.87%	11.76%	7.03%	4.57%	12.23%	12.18%	3.75%	18.18%	1.49%	5.67%	13.77%	2.82%	18.91%									
20	Зюганов Геннадий Андреевич	7410	138	190	31	59	238	115	53	129	150	86	13	20	3	402	294	372	369	328	153	76	49	63	47	80	73	197	81	78	19	145	21	65	332	348	68	36	170	53	249	24	68	36	10	46	31	43	40	42	16	16	18	322	31	26	197	64	75	46	9	82	125	230	37	19	22	52	150	45	32	63									
		12.01%	12.26%	19.87%	8.42%	11.39%	26.30%	12.14%	4.33%	15.30%	10.40%	11.70%	6.31%	1.84%	1.83%	18.78%	19.20%	19.21%	19.34%	18.33%	12.78%	4.81%	5.02%	5.32%	4.60%	8.50%	17.55%	13.88%	4.67%	5.30%	4.25%	15.81%	9.13%	17.20%	16.55%	16.87%	13.99%	10.94%	14.24%	5.64%	24.41%	14.04%	4.93%	2.81%	4.17%	9.27%	3.72%	8.99%	6.72%	18.83%	7.92%	10.13%	8.96%	15.17%	11.19%	11.40%	8.37%	13.68%	7.74%	7.77%	8.82%	12.01%	14.64%	13.08%	6.83%	23.75%	11.76%	4.85%	26.60%	18.22%	10.03%	26.47%									
21	Миронов Сергей Михайлович	1392	30	19	2	18	27	19	12	30	29	20	2	18	2	101	59	71	89	58	43	30	7	28	8	13	17	34	11	16	5	30	2	6	59	55	6	8	33	13	25	6	7	12	3	2	10	2	4	4	2	6	2	34	5	7	46	17	5	20	0	18	22	48	14	0	6	10	6	12	3	4									
		2.26%	2.66%	1.99%	0.54%	3.47%	2.98%	2.01%	0.98%	3.56%	2.01%	2.72%	0.97%	1.66%	1.22%	4.72%	3.85%	3.67%	4.66%	3.24%	3.59%	1.90%	0.72%	2.36%	0.78%	1.38%	4.09%	2.40%	0.63%	1.09%	1.12%	3.27%	0.87%	1.59%	2.94%	2.67%	1.23%	2.43%	2.76%	1.38%	2.45%	3.51%	0.51%	0.94%	1.25%	0.40%	1.20%	0.42%	0.67%	1.79%	0.99%	3.80%	0.99%	1.60%	1.81%	3.07%	1.95%	3.63%	0.52%	3.38%	0.00%	2.64%	2.58%	2.73%	2.58%	0.00%	3.21%	0.93%	1.06%	4.86%	0.94%	1.68%									
22	Прохоров Михаил Дмитриевич	2602	72	51	14	15	61	43	8	57	49	53	7	13	5	215	119	164	104	131	78	33	24	40	24	38	22	67	37	23	10	81	2	6	40	79	25	7	80	26	41	10	32	52	12	8	28	2	12	15	5	6	5	39	12	5	110	29	3	11	1	14	23	126	16	0	6	7	32	8	1	8									
		4.22%	6.39%	5.33%	3.80%	2.90%	6.74%	4.54%	0.65%	6.76%	3.40%	7.21%	3.40%	1.20%	3.05%	10.04%	7.77%	8.47%	5.45%	7.32%	6.52%	2.09%	2.46%	3.38%	2.35%	4.04%	5.29%	4.72%	2.13%	1.56%	2.24%	8.83%	0.87%	1.59%	1.99%	3.83%	5.14%	2.13%	6.70%	2.77%	4.02%	5.85%	2.32%	4.06%	5.00%	1.61%	3.36%	0.42%	2.02%	6.73%	2.48%	3.80%	2.49%	1.84%	4.33%	2.19%	4.67%	6.20%	0.31%	1.86%	0.98%	2.05%	2.69%	7.17%	2.95%	0.00%	3.21%	0.65%	5.67%	3.24%	0.31%	3.36%									
23	Путин Владимир Владимирович	45091	816	654	295	388	501	671	1100	507	1079	453	161	977	151	1106	789	1036	1220	977	760	1383	841	977	891	739	232	985	1534	1298	408	517	191	291	1401	1447	315	236	691	822	671	104	1228	1141	211	428	731	428	516	135	151	109	162	1644	202	179	1781	310	837	493	80	511	635	1125	406	57	118	985	337	147	273	116									
		73.09%	72.47%	68.41%	80.16%	74.90%	55.36%	70.86%	89.87%	60.14%	74.83%	61.63%	78.16%	90.05%	92.07%	51.66%	51.53%	53.51%	63.94%	54.61%	63.49%	87.59%	86.08%	82.45%	87.18%	78.53%	55.77%	69.42%	88.47%	88.18%	91.28%	56.38%	83.04%	76.98%	69.84%	70.14%	64.81%	71.73%	57.87%	87.45%	65.78%	60.82%	89.11%	89.14%	87.92%	86.29%	87.65%	89.54%	86.72%	60.54%	74.75%	68.99%	80.60%	77.44%	72.92%	78.51%	75.69%	66.24%	86.38%	83.28%	78.43%	74.82%	74.36%	63.99%	74.91%	71.25%	63.10%	91.80%	59.75%	59.51%	85.58%	48.74%									
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
																																																																																	
