Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Александровская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	0	1	1	1	0	0	0	0	1	0	1	1	1	0	1	3	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0									
		0.30%	0.00%	0.21%	0.20%	0.26%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.40%	1.52%	5.26%	0.00%	0.81%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	2.90%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.51%	0.00%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	3	4	5	4	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	3	2	0	2	0	3	1	0	3	0	0	0	0	0	0	1									
		0.61%	0.63%	0.83%	0.99%	1.02%	1.49%	0.00%	5.08%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	1.08%	0.45%	0.00%	0.94%	1.54%	0.00%	1.08%	0.00%	2.50%	0.93%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	1.45%	0.00%	0.00%	0.36%	0.90%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	1.87%	0.00%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	28	3	3	2	1	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	2	0	3									
		0.40%	0.63%	0.62%	0.40%	0.26%	0.50%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.57%	0.00%	0.00%	0.00%	0.00%	1.92%	0.70%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.45%	0.53%	0.00%	0.00%	0.00%	1.54%	0.00%	2.07%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1274	71	75	54	81	32	28	9	8	42	8	41	12	6	8	22	52	6	17	16	41	8	30	22	11	12	65	43	16	42	46	7	20	51	29	26	2	57	34	13	24	33	17	14	23									
		18.05%	14.98%	15.56%	10.78%	20.72%	15.92%	13.46%	15.25%	14.55%	15.11%	14.29%	16.33%	18.18%	31.58%	24.24%	17.89%	20.47%	16.67%	11.64%	23.88%	29.93%	15.38%	21.13%	31.88%	21.15%	24.00%	23.30%	19.46%	12.40%	13.21%	35.38%	10.94%	10.75%	26.02%	24.17%	24.30%	7.41%	25.68%	17.99%	32.50%	13.79%	27.50%	13.08%	23.73%	15.86%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	2	6	0	3	0	0	0	1	7	0	1	0	0	0	1	1	0	1	2	1	0	0	0	0	0	1	3	0	1	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0									
		0.51%	0.42%	1.24%	0.00%	0.77%	0.00%	0.00%	0.00%	1.82%	2.52%	0.00%	0.40%	0.00%	0.00%	0.00%	0.81%	0.39%	0.00%	0.68%	2.99%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	1.36%	0.00%	0.31%	0.00%	1.56%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	433	32	20	31	16	6	15	1	2	70	7	18	4	0	2	14	27	3	8	11	10	2	8	8	4	0	16	3	4	16	4	2	7	7	4	4	1	12	9	0	1	7	9	6	2									
		6.13%	6.75%	4.15%	6.19%	4.09%	2.99%	7.21%	1.69%	3.64%	25.18%	12.50%	7.17%	6.06%	0.00%	6.06%	11.38%	10.63%	8.33%	5.48%	16.42%	7.30%	3.85%	5.63%	11.59%	7.69%	0.00%	5.73%	1.36%	3.10%	5.03%	3.08%	3.13%	3.76%	3.57%	3.33%	3.74%	3.70%	5.41%	4.76%	0.00%	0.57%	5.83%	6.92%	10.17%	1.38%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
