Выборы Президента Российской Федерации																																																			
																																																			
Наименование Избирательной комиссии:    Калининская																																																			
																																																			
Итоги голосования 																																																			
																																																			
		Сумма	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634					
		0.56%	0.72%	0.56%	0.81%	0.59%	0.00%	0.47%	0.94%	0.85%	0.31%	0.70%	0.83%	1.37%	0.40%	0.32%	0.00%	0.00%	0.78%	0.00%	0.75%	0.41%	0.53%	0.14%	0.12%	0.40%	0.51%	1.06%	0.80%	0.00%	0.00%	0.61%	0.33%	0.89%	0.20%	0.22%	0.37%	0.00%	0.46%	1.01%	0.51%	2.16%	0.70%	0.44%	0.38%	0.66%					
21	. Путин Владимир Владимирович	14989	401	442	526	685	105	1436	514	540	764	364	307	166	255	306	57	375	507	74	285	322	526	474	522	169	318	151	242	136	179	107	170	116	322	305	160	236	241	358	348	244	342	363	373	156					
		63.33%	48.08%	49.22%	53.40%	80.59%	94.59%	68.02%	48.40%	57.69%	79.92%	50.91%	63.56%	56.85%	50.60%	48.80%	60.64%	85.62%	78.97%	62.71%	70.90%	65.71%	70.23%	64.58%	62.37%	67.87%	81.12%	79.89%	64.19%	50.18%	49.31%	64.85%	56.29%	51.79%	64.40%	68.08%	59.04%	77.38%	54.90%	60.27%	58.88%	58.65%	80.28%	80.67%	71.05%	51.32%					
22	. Хакамада Ирина Муцуовна	394	15	22	23	10	0	38	23	10	7	15	7	9	10	13	0	9	5	0	7	6	6	14	10	4	6	2	6	4	6	15	4	5	5	11	6	2	12	12	16	4	1	6	4	4					
		1.66%	1.80%	2.45%	2.34%	1.18%	0.00%	1.80%	2.17%	1.07%	0.73%	2.10%	1.45%	3.08%	1.98%	2.07%	0.00%	2.05%	0.78%	0.00%	1.74%	1.22%	0.80%	1.91%	1.19%	1.61%	1.53%	1.06%	1.59%	1.48%	1.65%	9.09%	1.32%	2.23%	1.00%	2.46%	2.21%	0.66%	2.73%	2.02%	2.71%	0.96%	0.23%	1.33%	0.76%	1.32%					
23	. Харитонов Николай Михайлович	6288	321	342	347	127	1	490	415	311	112	247	130	77	189	260	31	39	104	18	81	132	175	178	190	59	45	24	95	103	129	36	112	84	137	89	89	60	146	174	185	120	55	63	45	121					
		26.57%	38.49%	38.08%	35.23%	14.94%	0.90%	23.21%	39.08%	33.23%	11.72%	34.55%	26.92%	26.37%	37.50%	41.47%	32.98%	8.90%	16.20%	15.25%	20.15%	26.94%	23.36%	24.25%	22.70%	23.69%	11.48%	12.70%	25.20%	38.01%	35.54%	21.82%	37.09%	37.50%	27.40%	19.87%	32.84%	19.67%	33.26%	29.29%	31.30%	28.85%	12.91%	14.00%	8.57%	39.80%					
																																																			
24	Против всех	408	22	14	27	2	0	52	22	25	16	23	6	9	10	6	0	6	1	2	6	8	11	10	31	1	6	2	5	9	5	0	3	2	12	5	1	0	13	10	6	3	1	4	8	3					
		1.72%	2.64%	1.56%	2.74%	0.24%	0.00%	2.46%	2.07%	2.67%	1.67%	3.22%	1.24%	3.08%	1.98%	0.96%	0.00%	1.37%	0.16%	1.69%	1.49%	1.63%	1.47%	1.36%	3.70%	0.40%	1.53%	1.06%	1.33%	3.32%	1.38%	0.00%	0.99%	0.89%	2.40%	1.12%	0.37%	0.00%	2.96%	1.68%	1.02%	0.72%	0.23%	0.89%	1.52%	0.99%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
