Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																	
Дата голосования: 02.12.2007																																																	
																																																	
Наименование Избирательной комиссии:    Жирновская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	192	5	14	9	4	13	3	8	50	0	1	7	2	3	1	4	2	9	4	3	0	0	0	1	4	0	6	1	2	5	1	1	3	0	0	0	7	3	3	1	5	1	6					
14	Число погашенных неиспользованных открепительных удостоверений	148	0	2	6	6	2	2	9	1	0	4	1	4	0	5	9	17	17	7	8	5	5	0	1	0	2	3	5	1	0	5	5	3	0	1	1	4	1	0	0	1	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	1	0	4	4	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
18	1.Политическая партия «Аграрная партия России»	1775	41	45	77	61	107	75	38	51	18	62	115	79	35	5	59	55	80	80	15	41	12	19	35	51	47	68	8	52	96	11	2	50	7	5	10	9	1	25	86	22	15	5					
		7.40%	5.26%	4.72%	5.56%	4.30%	7.04%	6.11%	8.80%	5.35%	4.90%	7.58%	9.78%	6.71%	5.70%	4.31%	7.13%	6.14%	7.17%	5.54%	5.15%	22.91%	20.69%	6.40%	13.46%	11.92%	31.33%	15.18%	8.70%	17.51%	7.75%	7.24%	3.77%	6.74%	3.02%	7.46%	6.49%	11.25%	0.63%	14.04%	11.64%	8.91%	9.68%	5.88%					
19	2.Всероссийская политическая партия «Гражданская Сила»	123	6	5	8	8	19	9	6	4	3	10	1	2	7	0	2	6	8	2	1	0	0	0	1	0	0	1	0	1	4	1	1	2	0	0	2	0	1	0	1	0	0	1					
		0.51%	0.77%	0.52%	0.58%	0.56%	1.25%	0.73%	1.39%	0.42%	0.82%	1.22%	0.09%	0.17%	1.14%	0.00%	0.24%	0.67%	0.72%	0.14%	0.34%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.22%	0.00%	0.34%	0.32%	0.66%	1.89%	0.27%	0.00%	0.00%	1.30%	0.00%	0.63%	0.00%	0.14%	0.00%	0.00%	1.18%					
20	3.Политическая партия «Демократическая партия России»	34	2	0	1	1	3	1	0	1	1	3	0	1	0	0	0	0	1	2	1	0	10	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1					
		0.14%	0.26%	0.00%	0.07%	0.07%	0.20%	0.08%	0.00%	0.10%	0.27%	0.37%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.09%	0.14%	0.34%	0.00%	17.24%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.34%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	1.18%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3185	149	128	184	213	142	177	75	103	43	110	139	124	121	18	83	108	138	178	36	21	0	60	60	98	43	60	4	9	134	22	15	112	19	4	31	27	20	20	125	18	8	6					
		13.27%	19.10%	13.43%	13.29%	15.02%	9.35%	14.43%	17.36%	10.80%	11.72%	13.45%	11.82%	10.54%	19.71%	15.52%	10.02%	12.05%	12.37%	12.34%	12.37%	11.73%	0.00%	20.20%	23.08%	22.90%	28.67%	13.39%	4.35%	3.03%	10.82%	14.47%	28.30%	15.09%	8.19%	5.97%	20.13%	33.75%	12.58%	11.24%	16.91%	7.29%	5.16%	7.06%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	71	6	7	8	4	7	8	1	3	7	0	5	2	2	0	0	0	3	3	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.30%	0.77%	0.73%	0.58%	0.28%	0.46%	0.65%	0.23%	0.31%	1.91%	0.00%	0.43%	0.17%	0.33%	0.00%	0.00%	0.00%	0.27%	0.21%	0.00%	0.56%	0.00%	0.34%	0.00%	0.23%	0.00%	0.22%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	40	2	6	4	1	2	5	1	4	1	1	2	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0					
		0.17%	0.26%	0.63%	0.29%	0.07%	0.13%	0.41%	0.23%	0.42%	0.27%	0.12%	0.17%	0.00%	0.16%	0.00%	0.12%	0.00%	0.09%	0.07%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.14%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2247	69	76	123	125	169	129	46	90	21	65	101	120	47	4	79	95	127	160	37	6	5	49	23	27	14	35	10	19	128	7	1	61	19	6	11	1	17	17	76	15	8	9					
		9.36%	8.85%	7.97%	8.89%	8.82%	11.13%	10.51%	10.65%	9.43%	5.72%	7.95%	8.59%	10.20%	7.65%	3.45%	9.54%	10.60%	11.38%	11.09%	12.71%	3.35%	8.62%	16.50%	8.85%	6.31%	9.33%	7.81%	10.87%	6.40%	10.33%	4.61%	1.89%	8.22%	8.19%	8.96%	7.14%	1.25%	10.69%	9.55%	10.28%	6.07%	5.16%	10.59%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1201	50	65	104	126	121	77	30	71	7	17	31	57	31	10	35	45	44	59	9	7	1	6	6	13	5	9	2	6	38	5	1	40	7	2	4	5	4	10	32	3	3	3					
		5.00%	6.41%	6.82%	7.51%	8.89%	7.97%	6.28%	6.94%	7.44%	1.91%	2.08%	2.64%	4.84%	5.05%	8.62%	4.23%	5.02%	3.94%	4.09%	3.09%	3.91%	1.72%	2.02%	2.31%	3.04%	3.33%	2.01%	2.17%	2.02%	3.07%	3.29%	1.89%	5.39%	3.02%	2.99%	2.60%	6.25%	2.52%	5.62%	4.33%	1.21%	1.94%	3.53%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	153	6	5	5	13	16	19	3	13	2	8	3	9	1	0	2	4	3	8	0	0	2	0	10	2	1	4	0	1	0	1	0	4	2	0	1	0	1	1	0	0	1	2					
		0.64%	0.77%	0.52%	0.36%	0.92%	1.05%	1.55%	0.69%	1.36%	0.54%	0.98%	0.26%	0.76%	0.16%	0.00%	0.24%	0.45%	0.27%	0.55%	0.00%	0.00%	3.45%	0.00%	3.85%	0.47%	0.67%	0.89%	0.00%	0.34%	0.00%	0.66%	0.00%	0.54%	0.86%	0.00%	0.65%	0.00%	0.63%	0.56%	0.00%	0.00%	0.65%	2.35%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	14828	434	610	839	839	906	695	222	591	240	528	772	774	366	76	560	571	697	929	186	100	28	160	123	231	39	267	67	201	825	104	33	470	178	50	90	38	113	101	411	186	120	58					
		61.78%	55.64%	64.01%	60.62%	59.17%	59.64%	56.64%	51.39%	61.95%	65.40%	64.55%	65.65%	65.76%	59.61%	65.52%	67.63%	63.73%	62.46%	64.38%	63.92%	55.87%	48.28%	53.87%	47.31%	53.97%	26.00%	59.60%	72.83%	67.68%	66.59%	68.42%	62.26%	63.34%	76.72%	74.63%	58.44%	47.50%	71.07%	56.74%	55.62%	75.30%	77.42%	68.24%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	165	6	6	22	16	20	17	6	12	5	7	7	4	1	2	0	4	8	3	0	0	0	0	2	1	0	3	0	1	3	0	0	2	0	0	2	0	0	2	3	0	0	0					
		0.69%	0.77%	0.63%	1.59%	1.13%	1.32%	1.39%	1.39%	1.26%	1.36%	0.86%	0.60%	0.34%	0.16%	1.72%	0.00%	0.45%	0.72%	0.21%	0.00%	0.00%	0.00%	0.00%	0.77%	0.23%	0.00%	0.67%	0.00%	0.34%	0.24%	0.00%	0.00%	0.27%	0.00%	0.00%	1.30%	0.00%	0.00%	1.12%	0.41%	0.00%	0.00%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
