Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    район Марьина Роща																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №3169	УИК №3170					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	191	7	9	12	21	6	17	15	8	7	9	17	11	20	5	15	12	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	637	40	36	49	46	33	28	41	38	45	42	31	32	48	26	46	46	0	10					
		3.15%	3.25%	2.68%	4.10%	3.48%	3.18%	2.33%	3.12%	2.94%	3.80%	3.25%	2.37%	3.07%	3.66%	2.10%	3.83%	3.30%	0.00%	4.90%					
19	2.Всероссийская политическая партия «Гражданская Сила»	594	38	38	40	40	30	27	21	28	37	41	45	40	51	47	34	34	1	2					
		2.94%	3.09%	2.83%	3.35%	3.02%	2.89%	2.25%	1.60%	2.17%	3.13%	3.17%	3.44%	3.84%	3.89%	3.79%	2.83%	2.44%	1.19%	0.98%					
20	3.Политическая партия «Демократическая партия России»	54	8	3	2	3	7	1	2	4	2	3	1	5	3	4	3	3	0	0					
		0.27%	0.65%	0.22%	0.17%	0.23%	0.67%	0.08%	0.15%	0.31%	0.17%	0.23%	0.08%	0.48%	0.23%	0.32%	0.25%	0.22%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3082	219	255	249	225	191	184	190	205	155	197	186	140	167	170	129	179	8	33					
		15.25%	17.79%	18.96%	20.85%	17.01%	18.40%	15.32%	14.47%	15.85%	13.09%	15.22%	14.20%	13.42%	12.73%	13.71%	10.75%	12.83%	9.52%	16.18%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	819	42	88	43	57	29	99	46	53	51	45	39	47	53	58	27	39	1	2					
		4.05%	3.41%	6.54%	3.60%	4.31%	2.79%	8.24%	3.50%	4.10%	4.31%	3.48%	2.98%	4.51%	4.04%	4.68%	2.25%	2.80%	1.19%	0.98%					
23	6.Политическая партия «Партия социальной справедливости»	102	4	7	3	3	5	3	3	8	7	2	11	11	11	5	11	6	1	1					
		0.50%	0.32%	0.52%	0.25%	0.23%	0.48%	0.25%	0.23%	0.62%	0.59%	0.15%	0.84%	1.05%	0.84%	0.40%	0.92%	0.43%	1.19%	0.49%					
24	7.Политическая партия «Либерально-демократическая партия России»	1384	66	94	62	60	73	91	99	79	62	114	93	100	118	70	89	103	6	5					
		6.85%	5.36%	6.99%	5.19%	4.54%	7.03%	7.58%	7.54%	6.11%	5.24%	8.81%	7.10%	9.59%	8.99%	5.65%	7.42%	7.38%	7.14%	2.45%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1654	107	116	105	86	70	81	117	111	108	91	117	67	133	100	100	118	2	25					
		8.19%	8.69%	8.62%	8.79%	6.50%	6.74%	6.74%	8.91%	8.58%	9.12%	7.03%	8.93%	6.42%	10.14%	8.06%	8.33%	8.46%	2.38%	12.25%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	255	22	20	18	21	13	10	20	9	14	16	23	15	13	12	9	13	1	6					
		1.26%	1.79%	1.49%	1.51%	1.59%	1.25%	0.83%	1.52%	0.70%	1.18%	1.24%	1.76%	1.44%	0.99%	0.97%	0.75%	0.93%	1.19%	2.94%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9771	535	551	539	652	506	538	655	630	574	626	656	478	640	612	656	749	63	111					
		48.36%	43.46%	40.97%	45.14%	49.28%	48.75%	44.80%	49.89%	48.72%	48.48%	48.38%	50.08%	45.83%	48.78%	49.35%	54.67%	53.69%	75.00%	54.41%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1560	132	118	70	112	68	115	96	110	107	94	94	93	64	114	78	87	1	7					
		7.72%	10.72%	8.77%	5.86%	8.47%	6.55%	9.58%	7.31%	8.51%	9.04%	7.26%	7.18%	8.92%	4.88%	9.19%	6.50%	6.24%	1.19%	3.43%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
