Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Сузунская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893					
14	Число неиспользованных открепительных удостоверений	38	2	4	0	4	3	6	1	0	0	2	2	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1					
15	"Число открепительных удостоверений, выданных в ТИК"	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	524	40	35	71	40	40	7	48	61	14	9	0	9	10	5	5	1	14	8	25	1	3	4	0	5	4	1	2	10	12	2	2	2	1	31	2					
		3.16%	4.50%	4.11%	7.30%	5.04%	4.92%	1.26%	5.17%	6.26%	2.30%	1.94%	0.00%	1.62%	1.95%	2.49%	0.97%	0.36%	1.55%	1.52%	4.84%	0.64%	0.53%	4.17%	0.00%	4.46%	0.78%	1.33%	1.01%	1.55%	2.48%	1.22%	4.17%	0.71%	1.49%	3.83%	0.87%					
19	. Малышкин Олег Александрович	509	23	26	21	28	29	11	38	35	21	18	7	18	16	2	10	4	22	31	8	3	20	4	10	2	10	1	6	23	16	11	1	2	1	25	6					
		3.07%	2.59%	3.05%	2.16%	3.53%	3.57%	1.97%	4.09%	3.59%	3.44%	3.89%	7.22%	3.24%	3.11%	1.00%	1.95%	1.46%	2.43%	5.88%	1.55%	1.91%	3.50%	4.17%	5.13%	1.79%	1.95%	1.33%	3.02%	3.57%	3.31%	6.71%	2.08%	0.71%	1.49%	3.09%	2.61%					
20	. Миронов Сергей Михайлович	98	8	7	7	6	4	1	4	10	3	5	2	3	0	1	0	1	8	3	0	0	3	0	2	0	7	0	1	3	3	0	2	0	0	1	3					
		0.59%	0.90%	0.82%	0.72%	0.76%	0.49%	0.18%	0.43%	1.03%	0.49%	1.08%	2.06%	0.54%	0.00%	0.50%	0.00%	0.36%	0.88%	0.57%	0.00%	0.00%	0.53%	0.00%	1.03%	0.00%	1.36%	0.00%	0.50%	0.47%	0.62%	0.00%	4.17%	0.00%	0.00%	0.12%	1.30%					
21	. Путин Владимир Владимирович	10839	525	470	567	464	522	350	568	525	376	280	67	439	336	139	426	214	619	348	406	113	384	75	156	91	333	61	153	412	307	89	18	176	38	644	148					
		65.28%	59.12%	55.16%	58.33%	58.44%	64.21%	62.84%	61.14%	53.90%	61.64%	60.48%	69.07%	79.10%	65.37%	69.15%	83.04%	78.10%	68.32%	66.03%	78.53%	71.97%	67.25%	78.12%	80.00%	81.25%	64.79%	81.33%	76.88%	63.98%	63.43%	54.27%	37.50%	62.41%	56.72%	79.51%	64.35%					
22	. Хакамада Ирина Муцуовна	367	24	31	45	33	28	10	30	38	17	7	4	7	9	2	3	2	16	3	7	1	8	3	2	0	10	2	0	10	5	0	0	1	1	2	6					
		2.21%	2.70%	3.64%	4.63%	4.16%	3.44%	1.80%	3.23%	3.90%	2.79%	1.51%	4.12%	1.26%	1.75%	1.00%	0.58%	0.73%	1.77%	0.57%	1.35%	0.64%	1.40%	3.12%	1.03%	0.00%	1.95%	2.67%	0.00%	1.55%	1.03%	0.00%	0.00%	0.35%	1.49%	0.25%	2.61%					
23	. Харитонов Николай Михайлович	3761	242	247	209	184	147	161	202	267	160	129	17	68	132	48	62	43	206	120	54	36	134	10	23	14	139	10	31	176	132	60	25	91	23	94	65					
		22.65%	27.25%	28.99%	21.50%	23.17%	18.08%	28.90%	21.74%	27.41%	26.23%	27.86%	17.53%	12.25%	25.68%	23.88%	12.09%	15.69%	22.74%	22.77%	10.44%	22.93%	23.47%	10.42%	11.79%	12.50%	27.04%	13.33%	15.58%	27.33%	27.27%	36.59%	52.08%	32.27%	34.33%	11.60%	28.26%					
																																										
24	Против всех	354	19	33	44	27	34	13	34	33	12	5	0	10	5	3	7	4	9	6	6	1	8	0	2	0	9	0	3	2	4	2	0	6	3	10	0					
		2.13%	2.14%	3.87%	4.53%	3.40%	4.18%	2.33%	3.66%	3.39%	1.97%	1.08%	0.00%	1.80%	0.97%	1.49%	1.36%	1.46%	0.99%	1.14%	1.16%	0.64%	1.40%	0.00%	1.03%	0.00%	1.75%	0.00%	1.51%	0.31%	0.83%	1.22%	0.00%	2.13%	4.48%	1.23%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
