Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Ярцевская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429					
		0.67%	1.19%	0.47%	1.35%	0.46%	0.48%	1.4%	0.34%	0.76%	0.21%	0.56%	1.29%	0.67%	0.54%	0.12%	0.45%	0.58%	0.24%	0.70%	0.63%	0.95%	2.66%	1.17%	1.79%	0.78%	0.19%	0.54%	2.15%	0.74%	0.65%	0.49%	0.48%	0.0%	0.38%	0.0%	0.16%	0.0%	1.12%	0.63%	0.0%	0.0%	0.93%	0.90%	0.45%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	35	1	1	1	3	0	1	0	0	0	0	0	1	0	0	0	1	1	4	3	0	0	2	1	2	1	3	2	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	1	0	1					
		0.14%	0.11%	0.09%	0.09%	0.34%	0.0%	0.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.14%	0.12%	0.46%	0.31%	0.0%	0.0%	0.33%	0.29%	0.22%	0.09%	0.40%	0.71%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.31%	0.0%	0.0%	0.69%	0.0%	0.45%	0.0%	0.19%					
26	"9. ""Российская экологическая партия ""Зеленые"""	78	5	8	3	1	8	6	2	6	1	0	1	0	4	1	1	2	5	5	3	1	0	1	1	3	2	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1					
		0.32%	0.59%	0.76%	0.28%	0.11%	0.77%	0.6%	0.23%	0.65%	0.21%	0.0%	0.64%	0.0%	0.43%	0.12%	0.15%	0.29%	0.61%	0.58%	0.31%	0.23%	0.0%	0.16%	0.29%	0.33%	0.19%	0.13%	0.0%	0.0%	0.0%	0.49%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.23%	0.0%	0.45%	0.90%	0.19%					
27	"10. ""Аграрная партия России"""	582	9	19	25	17	26	23	14	13	9	4	1	11	21	21	13	18	21	19	15	3	8	9	4	28	33	17	5	5	7	8	7	5	20	2	20	3	10	21	14	1	17	11	6	0	19					
		2.39%	1.07%	1.80%	2.41%	1.95%	2.52%	2.3%	1.62%	1.41%	1.95%	1.12%	0.64%	1.85%	2.29%	2.63%	1.96%	2.63%	2.57%	2.22%	1.58%	0.71%	2.66%	1.51%	1.19%	3.13%	3.28%	2.32%	1.79%	1.85%	1.15%	3.94%	3.36%	2.43%	7.75%	1.36%	3.31%	3.57%	5.61%	6.62%	6.76%	0.85%	3.95%	4.95%	2.70%	0.0%	3.75%					
28	"11. ""Истинные патриоты России"""	10	0	1	2	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1					
		0.04%	0.0%	0.09%	0.19%	0.11%	0.0%	0.1%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.19%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	212	8	13	6	8	15	7	7	11	3	2	0	7	3	3	4	10	7	6	19	3	1	1	1	7	7	8	3	2	5	3	2	2	0	3	11	2	2	2	2	0	3	0	1	1	1					
		0.87%	0.95%	1.23%	0.57%	0.92%	1.45%	0.7%	0.81%	1.20%	0.65%	0.56%	0.0%	1.17%	0.32%	0.37%	0.60%	1.46%	0.85%	0.70%	2.00%	0.71%	0.33%	0.16%	0.29%	0.78%	0.69%	1.09%	1.07%	0.74%	0.82%	1.47%	0.96%	0.97%	0.0%	2.04%	1.82%	2.38%	1.12%	0.63%	0.96%	0.0%	0.69%	0.0%	0.45%	0.90%	0.19%					
30	"13. ""Демократическая партия России"""	75	2	2	4	0	2	1	4	3	0	0	2	2	2	2	0	2	2	0	6	0	0	4	0	2	1	2	1	1	6	0	1	2	0	3	4	0	0	3	2	0	0	3	3	0	1					
		0.30%	0.23%	0.19%	0.38%	0.0%	0.19%	0.1%	0.46%	0.32%	0.0%	0.0%	1.29%	0.33%	0.21%	0.25%	0.0%	0.29%	0.24%	0.0%	0.63%	0.0%	0.0%	0.67%	0.0%	0.22%	0.09%	0.27%	0.35%	0.37%	0.98%	0.0%	0.48%	0.97%	0.0%	2.04%	0.66%	0.0%	0.0%	0.94%	0.96%	0.0%	0.0%	1.35%	1.35%	0.0%	0.19%					
31	"14. ""Великая Россия - Евразийский Союз"""	48	3	4	1	0	3	1	3	1	1	1	1	0	1	0	0	1	0	2	0	2	0	3	0	2	1	0	1	1	2	1	0	0	0	0	1	0	0	1	0	0	2	5	1	0	2					
		0.19%	0.35%	0.38%	0.09%	0.0%	0.29%	0.1%	0.34%	0.10%	0.21%	0.28%	0.64%	0.0%	0.10%	0.0%	0.0%	0.14%	0.0%	0.23%	0.0%	0.47%	0.0%	0.50%	0.0%	0.22%	0.09%	0.0%	0.35%	0.37%	0.32%	0.49%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.31%	0.0%	0.0%	0.46%	2.25%	0.45%	0.0%	0.39%					
32	"15. ""Партия СЛОН"""	24	2	2	2	1	0	1	1	0	0	2	0	0	0	0	2	1	2	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.09%	0.23%	0.19%	0.19%	0.11%	0.0%	0.1%	0.11%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.30%	0.14%	0.24%	0.23%	0.21%	0.47%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1754	99	112	77	93	87	115	91	82	32	7	13	47	52	58	54	54	70	60	72	24	10	38	7	59	86	61	14	12	23	10	2	8	8	3	25	0	8	9	5	2	15	12	11	8	19					
		7.22%	11.84%	10.66%	7.43%	10.70%	8.44%	11.5%	10.58%	8.95%	6.95%	1.97%	8.44%	7.91%	5.68%	7.26%	8.18%	7.91%	8.59%	7.02%	7.58%	5.70%	3.33%	6.37%	2.09%	6.60%	8.56%	8.33%	5.01%	4.46%	3.78%	4.92%	0.96%	3.90%	3.10%	2.04%	4.13%	0.0%	4.49%	2.83%	2.41%	1.70%	3.48%	5.40%	4.95%	7.27%	3.75%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	54	2	1	0	1	1	3	1	2	1	0	2	0	3	4	1	0	1	1	2	2	0	0	0	3	2	2	0	0	1	3	2	1	3	0	1	1	0	1	1	1	3	0	0	0	1					
		0.22%	0.23%	0.09%	0.0%	0.11%	0.09%	0.3%	0.11%	0.21%	0.21%	0.0%	1.29%	0.0%	0.32%	0.50%	0.15%	0.0%	0.12%	0.11%	0.21%	0.47%	0.0%	0.0%	0.0%	0.33%	0.19%	0.27%	0.0%	0.0%	0.16%	1.47%	0.96%	0.48%	1.16%	0.0%	0.16%	1.19%	0.0%	0.31%	0.48%	0.85%	0.69%	0.0%	0.0%	0.0%	0.19%					
35	"18. ""ЛДПР"""	2888	123	146	127	101	120	116	103	124	50	8	24	64	86	118	78	69	98	96	100	49	28	95	34	127	99	68	34	40	76	25	16	23	44	27	77	15	19	30	25	30	52	25	17	13	49					
		11.89%	14.71%	13.90%	12.25%	11.62%	11.65%	11.6%	11.97%	13.53%	10.86%	2.25%	15.58%	10.77%	9.40%	14.78%	11.81%	10.11%	12.03%	11.24%	10.53%	11.63%	9.33%	15.93%	10.17%	14.22%	9.86%	9.28%	12.18%	14.86%	12.52%	12.31%	7.69%	11.21%	17.05%	18.36%	12.74%	17.85%	10.67%	9.46%	12.07%	25.64%	12.09%	11.26%	7.65%	11.81%	9.68%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	401	10	8	8	18	13	14	9	18	9	2	9	4	23	8	8	20	22	15	11	7	11	15	5	17	17	10	10	6	10	3	6	1	2	3	2	1	8	6	7	2	5	2	3	1	12					
		1.65%	1.19%	0.76%	0.77%	2.07%	1.26%	1.4%	1.04%	1.96%	1.95%	0.56%	5.84%	0.67%	2.51%	1.00%	1.21%	2.93%	2.70%	1.75%	1.15%	1.66%	3.66%	2.51%	1.49%	1.90%	1.69%	1.36%	3.58%	2.23%	1.64%	1.47%	2.88%	0.48%	0.77%	2.04%	0.33%	1.19%	4.49%	1.89%	3.38%	1.70%	1.16%	0.90%	1.35%	0.90%	2.37%					
37	"20. ""Политическая партия ""Единая Россия"""	8660	289	374	397	300	346	341	307	295	191	286	50	190	249	243	199	207	255	290	359	152	155	239	118	270	314	224	86	88	225	87	101	110	91	67	257	42	48	104	66	40	142	98	101	58	209					
		35.66%	34.56%	35.61%	38.32%	34.52%	33.59%	34.1%	35.69%	32.20%	41.52%	80.56%	32.46%	31.98%	27.24%	30.45%	30.15%	30.35%	31.32%	33.95%	37.82%	36.10%	51.66%	40.10%	35.32%	30.23%	31.27%	30.60%	30.82%	32.71%	37.06%	42.85%	48.55%	53.65%	35.27%	45.57%	42.54%	50.0%	26.96%	32.80%	31.88%	34.18%	33.02%	44.14%	45.49%	52.72%	41.30%					
38	"21. ""Российская Конституционно-демократическая партия"""	31	2	0	2	2	0	1	0	0	1	0	1	1	1	1	3	0	2	1	1	0	0	3	0	1	0	2	0	0	1	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0					
		0.12%	0.23%	0.0%	0.19%	0.23%	0.0%	0.1%	0.0%	0.0%	0.21%	0.0%	0.64%	0.16%	0.10%	0.12%	0.45%	0.0%	0.24%	0.11%	0.10%	0.0%	0.0%	0.50%	0.0%	0.11%	0.0%	0.27%	0.0%	0.0%	0.16%	0.98%	0.0%	0.0%	0.38%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	56	1	5	3	3	4	3	1	3	0	1	0	0	2	2	3	6	2	0	2	1	0	1	1	0	2	2	1	3	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1					
		0.23%	0.11%	0.47%	0.28%	0.34%	0.38%	0.3%	0.11%	0.32%	0.0%	0.28%	0.0%	0.0%	0.21%	0.25%	0.45%	0.87%	0.24%	0.0%	0.21%	0.23%	0.0%	0.16%	0.29%	0.0%	0.19%	0.27%	0.35%	1.11%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.23%	0.0%	0.0%	0.0%	0.19%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	4572	89	117	115	108	180	121	126	113	46	17	18	140	271	183	161	164	166	204	170	84	36	98	91	182	253	196	56	62	155	24	55	20	45	22	119	12	49	100	39	32	122	32	37	18	124					
		18.82%	10.64%	11.14%	11.10%	12.42%	17.47%	12.1%	14.65%	12.33%	9.99%	4.78%	11.68%	23.56%	29.64%	22.93%	24.39%	24.04%	20.39%	23.88%	17.91%	19.95%	12.0%	16.44%	27.24%	20.38%	25.19%	26.77%	20.07%	23.04%	25.53%	11.82%	26.44%	9.75%	17.44%	14.96%	19.70%	14.28%	27.52%	31.54%	18.84%	27.35%	28.37%	14.41%	16.66%	16.36%	24.50%					
																																																				
41	Против всех	1130	43	65	77	43	56	59	49	60	39	6	3	35	33	33	39	30	44	36	47	19	17	16	16	41	44	35	21	6	12	5	3	6	7	8	10	2	3	5	11	2	12	7	12	3	10					
		4.65%	5.14%	6.19%	7.43%	4.94%	5.43%	5.9%	5.69%	6.55%	8.47%	1.69%	1.94%	5.89%	3.61%	4.13%	5.90%	4.39%	5.40%	4.21%	4.95%	4.51%	5.66%	2.68%	4.79%	4.59%	4.38%	4.78%	7.52%	2.23%	1.97%	2.46%	1.44%	2.92%	2.71%	5.44%	1.65%	2.38%	1.68%	1.57%	5.31%	1.70%	2.79%	3.15%	5.40%	2.72%	1.97%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
