Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Талдомская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №3086	УИК №3087	УИК №3088	УИК №3089	УИК №3090	УИК №3091	УИК №3092	УИК №3093	УИК №3094	УИК №3095	УИК №3096	УИК №3097	УИК №3098	УИК №3099	УИК №3100	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	385	20	20	20	15	10	10	10	10	10	20	20	10	10	10	20	20	15	5	10	15	10	10	10	10	10	5	5	10	10	10	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	165	4	9	4	4	0	6	0	1	5	4	7	8	6	1	8	16	15	4	4	6	1	6	1	7	2	5	5	2	10	9	5	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	216	8	7	10	3	5	22	3	2	29	11	9	9	2	1	7	3	4	2	6	1	3	13	5	7	0	3	3	3	7	8	8	12									
14	Число погашенных неиспользованных открепительных удостоверений	220	16	11	16	11	10	4	10	9	5	16	13	2	4	9	12	4	0	1	6	9	9	4	9	3	8	0	0	8	0	1	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	51	4	1	2	2	0	0	0	3	1	3	0	10	1	1	3	6	2	0	1	0	0	3	0	2	0	1	0	1	3	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	305	27	19	23	10	8	20	4	8	11	14	15	9	4	10	20	10	17	2	11	14	0	8	4	6	11	3	3	4	1	8	1	0									
		2.45%	4.08%	3.04%	3.52%	2.47%	4.19%	4.08%	1.90%	2.42%	3.45%	1.84%	2.25%	2.36%	1.31%	3.14%	3.64%	1.47%	2.81%	2.50%	2.58%	2.26%	0.00%	1.72%	1.78%	1.44%	4.17%	1.40%	1.83%	1.13%	0.29%	3.76%	0.49%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	381	19	17	18	14	7	18	9	15	7	29	18	12	14	5	14	19	23	4	16	20	8	14	8	11	2	6	7	9	6	5	4	3									
		3.06%	2.87%	2.72%	2.75%	3.46%	3.66%	3.67%	4.29%	4.55%	2.19%	3.82%	2.69%	3.15%	4.58%	1.57%	2.55%	2.80%	3.80%	5.00%	3.75%	3.23%	3.98%	3.02%	3.56%	2.63%	0.76%	2.80%	4.27%	2.54%	1.73%	2.35%	1.94%	2.88%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	406	23	23	25	11	1	22	8	10	13	23	21	14	12	9	25	19	23	6	11	17	2	11	7	13	11	4	7	8	12	5	8	2									
		3.26%	3.48%	3.69%	3.82%	2.72%	0.52%	4.49%	3.81%	3.03%	4.08%	3.03%	3.14%	3.67%	3.92%	2.83%	4.55%	2.80%	3.80%	7.50%	2.58%	2.75%	0.99%	2.37%	3.11%	3.11%	4.17%	1.87%	4.27%	2.25%	3.47%	2.35%	3.88%	1.92%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5149	251	230	256	162	77	211	73	173	126	351	275	125	113	130	215	266	227	33	160	235	82	216	97	190	149	89	68	199	152	102	84	32									
		41.36%	37.97%	36.86%	39.14%	40.00%	40.31%	43.06%	34.76%	52.42%	39.50%	46.18%	41.17%	32.81%	36.93%	40.88%	39.16%	39.23%	37.46%	41.25%	37.47%	37.96%	40.80%	46.55%	43.11%	45.45%	56.44%	41.59%	41.46%	56.06%	43.93%	47.89%	40.78%	30.77%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	148	11	6	8	9	4	14	3	3	3	4	11	1	5	0	6	8	9	2	5	5	0	6	1	7	1	4	2	1	2	4	1	2									
		1.19%	1.66%	0.96%	1.22%	2.22%	2.09%	2.86%	1.43%	0.91%	0.94%	0.53%	1.65%	0.26%	1.63%	0.00%	1.09%	1.18%	1.49%	2.50%	1.17%	0.81%	0.00%	1.29%	0.44%	1.67%	0.38%	1.87%	1.22%	0.28%	0.58%	1.88%	0.49%	1.92%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	2	0	0	4	0	2	1	0	1	1	2	1	0	0	3	1	2	0	3	1	0	2	1	0	1	1	3	0	0	2	2	0									
		0.29%	0.30%	0.00%	0.00%	0.99%	0.00%	0.41%	0.48%	0.00%	0.31%	0.13%	0.30%	0.26%	0.00%	0.00%	0.55%	0.15%	0.33%	0.00%	0.70%	0.16%	0.00%	0.43%	0.44%	0.00%	0.38%	0.47%	1.83%	0.00%	0.00%	0.94%	0.97%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2149	131	117	107	84	32	81	23	39	45	100	123	72	53	64	93	112	88	15	76	111	44	68	50	90	34	50	24	45	79	31	51	17									
		17.26%	19.82%	18.75%	16.36%	20.74%	16.75%	16.53%	10.95%	11.82%	14.11%	13.16%	18.41%	18.90%	17.32%	20.13%	16.94%	16.52%	14.52%	18.75%	17.80%	17.93%	21.89%	14.66%	22.22%	21.53%	12.88%	23.36%	14.63%	12.68%	22.83%	14.55%	24.76%	16.35%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	105	4	4	7	3	3	1	1	1	2	9	9	3	7	9	4	4	7	0	2	6	1	0	1	1	0	1	2	3	3	4	2	1									
		0.84%	0.61%	0.64%	1.07%	0.74%	1.57%	0.20%	0.48%	0.30%	0.63%	1.18%	1.35%	0.79%	2.29%	2.83%	0.73%	0.59%	1.16%	0.00%	0.47%	0.97%	0.50%	0.00%	0.44%	0.24%	0.00%	0.47%	1.22%	0.85%	0.87%	1.88%	0.97%	0.96%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	162	11	7	8	3	4	10	1	4	5	6	10	5	7	4	4	8	13	2	5	9	4	4	3	4	2	4	0	7	2	3	3	0									
		1.30%	1.66%	1.12%	1.22%	0.74%	2.09%	2.04%	0.48%	1.21%	1.57%	0.79%	1.50%	1.31%	2.29%	1.26%	0.73%	1.18%	2.15%	2.50%	1.17%	1.45%	1.99%	0.86%	1.33%	0.96%	0.76%	1.87%	0.00%	1.97%	0.58%	1.41%	1.46%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	1	2	1	0	0	0	0	0	0	0	0	2	0	2	0	2	0	1	0	1	0	2	0	1	1	0	1	1	1	0	0	0									
		0.15%	0.15%	0.32%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.63%	0.00%	0.29%	0.00%	1.25%	0.00%	0.16%	0.00%	0.43%	0.00%	0.24%	0.38%	0.00%	0.61%	0.28%	0.29%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	243	8	7	14	10	3	9	2	8	16	10	14	8	6	13	15	15	16	2	8	15	0	10	7	0	4	1	1	4	5	3	6	3									
		1.95%	1.21%	1.12%	2.14%	2.47%	1.57%	1.84%	0.95%	2.42%	5.02%	1.32%	2.10%	2.10%	1.96%	4.09%	2.73%	2.21%	2.64%	2.50%	1.87%	2.42%	0.00%	2.16%	3.11%	0.00%	1.52%	0.47%	0.61%	1.13%	1.45%	1.41%	2.91%	2.88%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2340	138	124	125	63	39	76	68	36	62	150	105	86	67	50	106	153	127	8	87	135	42	89	36	73	32	36	34	60	63	25	35	10									
		18.80%	20.88%	19.87%	19.11%	15.56%	20.42%	15.51%	32.38%	10.91%	19.44%	19.74%	15.72%	22.57%	21.90%	15.72%	19.31%	22.57%	20.96%	10.00%	20.37%	21.81%	20.90%	19.18%	16.00%	17.46%	12.12%	16.82%	20.73%	16.90%	18.21%	11.74%	16.99%	9.62%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	5	5	4	4	1	4	2	0	1	9	4	0	0	5	1	5	6	0	3	6	2	3	2	1	2	5	0	4	1	1	0	0									
		0.69%	0.76%	0.80%	0.61%	0.99%	0.52%	0.82%	0.95%	0.00%	0.31%	1.18%	0.60%	0.00%	0.00%	1.57%	0.18%	0.74%	0.99%	0.00%	0.70%	0.97%	0.99%	0.65%	0.89%	0.24%	0.76%	2.34%	0.00%	1.13%	0.29%	0.47%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	468	30	33	32	13	6	10	9	13	18	29	30	19	10	7	21	24	28	2	25	27	6	21	2	11	4	3	4	3	8	8	7	5									
		3.76%	4.54%	5.29%	4.89%	3.21%	3.14%	2.04%	4.29%	3.94%	5.64%	3.82%	4.49%	4.99%	3.27%	2.20%	3.83%	3.54%	4.62%	2.50%	5.85%	4.36%	2.99%	4.53%	0.89%	2.63%	1.52%	1.40%	2.44%	0.85%	2.31%	3.76%	3.40%	4.81%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
