Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Духовщинская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	105	10	12	16	32	1	0	3	3	2	3	0	2	0	1	1	9	1	3	5	1	0									
		1.98%	1.24%	1.55%	2.42%	3.99%	0.63%	0.00%	2.38%	1.80%	2.86%	3.23%	0.00%	1.43%	0.00%	0.72%	0.80%	2.36%	0.83%	3.16%	2.82%	0.85%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2629	377	366	290	337	89	48	74	90	40	44	54	68	83	88	69	186	82	58	82	62	42									
		49.59%	46.83%	47.41%	43.94%	42.07%	55.63%	62.34%	58.73%	53.89%	57.14%	47.31%	56.84%	48.57%	81.37%	63.31%	55.20%	48.82%	68.33%	61.05%	46.33%	52.54%	53.16%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	1	4	4	4	0	0	2	0	0	0	0	2	1	4	0	2	1	1	2	0	2									
		0.57%	0.12%	0.52%	0.61%	0.50%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	1.43%	0.98%	2.88%	0.00%	0.52%	0.83%	1.05%	1.13%	0.00%	2.53%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	1	1	1	0	1	0	1	0	0	1	0	1	0	0	3	0	0	0	0	1									
		0.25%	0.25%	0.13%	0.15%	0.12%	0.00%	1.30%	0.00%	0.60%	0.00%	0.00%	1.05%	0.00%	0.98%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	1.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1266	212	196	149	181	43	20	23	37	22	36	24	40	15	19	25	84	18	15	48	36	23									
		23.88%	26.34%	25.39%	22.58%	22.60%	26.88%	25.97%	18.25%	22.16%	31.43%	38.71%	25.26%	28.57%	14.71%	13.67%	20.00%	22.05%	15.00%	15.79%	27.12%	30.51%	29.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	3	4	6	5	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0									
		0.43%	0.37%	0.52%	0.91%	0.62%	0.63%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	1.05%	0.56%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	4	5	2	4	0	0	0	0	0	0	1	1	0	0	0	3	0	2	1	1	0									
		0.45%	0.50%	0.65%	0.30%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.71%	0.00%	0.00%	0.00%	0.79%	0.00%	2.11%	0.56%	0.85%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.13%	0.00%	0.25%	0.63%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	7	2	2	7	0	0	0	1	0	0	0	1	1	0	0	2	0	0	3	0	0									
		0.49%	0.87%	0.26%	0.30%	0.87%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.71%	0.98%	0.00%	0.00%	0.52%	0.00%	0.00%	1.69%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	750	119	111	124	143	11	5	16	26	2	6	10	13	1	22	21	72	12	7	19	7	3									
		14.15%	14.78%	14.38%	18.79%	17.85%	6.88%	6.49%	12.70%	15.57%	2.86%	6.45%	10.53%	9.29%	0.98%	15.83%	16.80%	18.90%	10.00%	7.37%	10.73%	5.93%	3.80%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	7	3	5	5	2	1	0	0	1	1	1	2	0	0	0	2	0	0	1	0	2									
		0.62%	0.87%	0.39%	0.76%	0.62%	1.25%	1.30%	0.00%	0.00%	1.43%	1.08%	1.05%	1.43%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.56%	0.00%	2.53%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	122	13	23	20	34	4	0	0	2	0	2	1	2	0	0	2	4	3	2	3	4	3									
		2.30%	1.61%	2.98%	3.03%	4.24%	2.50%	0.00%	0.00%	1.20%	0.00%	2.15%	1.05%	1.43%	0.00%	0.00%	1.60%	1.05%	2.50%	2.11%	1.69%	3.39%	3.80%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
