Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
Наименование Избирательной комиссии:    Чановская																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221					
		10.88%	16.86%	14.47%	16.95%	11.72%	13.01%	8.76%	9.14%	4.90%	19.09%	14.71%	7.30%	8.74%	15.85%	13.64%	8.21%	8.11%	8.86%	3.85%	10.46%	9.03%	10.91%	11.32%	11.21%	9.92%	6.79%	3.74%	7.01%	5.42%	8.33%	7.47%	4.91%	8.12%	6.56%	16.00%	10.36%	10.10%	4.67%	5.01%	6.03%	7.92%	16.75%	1.98%	6.84%	16.13%	5.95%	12.78%	10.69%	18.65%	6.06%	10.00%	15.30%	11.54%	9.48%	12.36%	10.69%	15.42%	10.47%	10.13%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	76	2	3	4	5	7	12	0	5	3	6	0	1	1	1	4	5	0	0	1	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	2	3	0	0	0	0	0	0					
		0.52%	0.32%	0.48%	0.85%	1.01%	1.30%	5.53%	0.00%	4.90%	0.65%	1.18%	0.00%	0.32%	0.61%	0.45%	1.17%	2.70%	0.00%	0.00%	0.65%	0.67%	0.00%	0.47%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.14%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.75%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	2	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	0	0	0	0	1	0	0	2	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0					
		0.12%	0.32%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	1.71%	3.23%	0.00%	0.25%	0.00%	0.00%	0.00%	0.29%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1598	66	77	58	45	67	32	27	23	37	59	13	44	17	25	28	17	13	22	51	37	25	35	41	16	13	22	39	37	18	21	25	23	6	9	30	7	20	52	32	49	18	7	21	3	20	23	9	7	11	28	31	61	16	13	13	21	9	9					
		10.87%	10.70%	12.38%	12.29%	9.09%	12.45%	14.75%	15.43%	22.55%	8.03%	11.57%	5.58%	14.24%	10.37%	11.36%	8.21%	9.19%	16.46%	28.21%	33.33%	12.37%	22.73%	16.51%	11.78%	13.22%	8.02%	20.56%	24.84%	8.35%	15.00%	12.07%	15.34%	6.44%	9.84%	18.00%	8.40%	7.07%	18.69%	7.23%	8.77%	14.37%	9.14%	6.93%	17.95%	9.68%	10.81%	5.76%	6.87%	2.78%	11.11%	8.00%	11.57%	11.17%	6.90%	4.87%	8.18%	10.45%	10.47%	3.80%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1258	59	55	30	59	72	25	20	3	62	42	5	22	10	10	46	5	3	2	2	9	0	9	47	6	9	13	10	19	8	21	2	33	2	0	22	8	2	99	14	38	6	3	5	2	5	30	9	21	8	50	58	82	26	11	12	8	1	18					
		8.56%	9.56%	8.84%	6.36%	11.92%	13.38%	11.52%	11.43%	2.94%	13.45%	8.24%	2.15%	7.12%	6.10%	4.55%	13.49%	2.70%	3.80%	2.56%	1.31%	3.01%	0.00%	4.25%	13.51%	4.96%	5.56%	12.15%	6.37%	4.29%	6.67%	12.07%	1.23%	9.24%	3.28%	0.00%	6.16%	8.08%	1.87%	13.77%	3.84%	11.14%	3.05%	2.97%	4.27%	6.45%	2.70%	7.52%	6.87%	8.33%	8.08%	14.29%	21.64%	15.02%	11.21%	4.12%	7.55%	3.98%	1.16%	7.59%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	93	5	3	10	2	2	4	0	0	2	5	0	1	2	0	1	1	0	0	0	2	0	0	2	2	1	0	0	4	0	3	1	1	0	1	2	0	1	3	6	1	0	1	0	0	0	5	1	1	0	3	3	5	2	1	1	1	1	0					
		0.63%	0.81%	0.48%	2.12%	0.40%	0.37%	1.84%	0.00%	0.00%	0.43%	0.98%	0.00%	0.32%	1.22%	0.00%	0.29%	0.54%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.57%	1.65%	0.62%	0.00%	0.00%	0.90%	0.00%	1.72%	0.61%	0.28%	0.00%	2.00%	0.56%	0.00%	0.93%	0.42%	1.64%	0.29%	0.00%	0.99%	0.00%	0.00%	0.00%	1.25%	0.76%	0.40%	0.00%	0.86%	1.12%	0.92%	0.86%	0.37%	0.63%	0.50%	1.16%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9184	342	359	272	308	291	113	104	66	239	301	193	198	95	134	205	124	52	50	62	196	71	134	194	84	113	59	90	320	65	108	98	248	46	31	237	70	79	509	264	196	124	85	73	19	144	268	90	162	62	215	122	313	137	179	110	127	66	168					
		62.47%	55.43%	57.72%	57.63%	62.22%	54.09%	52.07%	59.43%	64.71%	51.84%	59.02%	82.83%	64.08%	57.93%	60.91%	60.12%	67.03%	65.82%	64.10%	40.52%	65.55%	64.55%	63.21%	55.75%	69.42%	69.75%	55.14%	57.32%	72.23%	54.17%	62.07%	60.12%	69.47%	75.41%	62.00%	66.39%	70.71%	73.83%	70.79%	72.33%	57.48%	62.94%	84.16%	62.39%	61.29%	77.84%	67.17%	68.70%	64.29%	62.63%	61.43%	45.52%	57.33%	59.05%	67.04%	69.18%	63.18%	76.74%	70.89%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	49	1	3	0	5	1	0	0	0	3	1	0	1	1	1	2	1	0	0	0	3	1	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	0	1	0	2	0	1	5	2	1	2	0	1	0	1					
		0.33%	0.16%	0.48%	0.00%	1.01%	0.19%	0.00%	0.00%	0.00%	0.65%	0.20%	0.00%	0.32%	0.61%	0.45%	0.59%	0.54%	0.00%	0.00%	0.00%	1.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.14%	0.55%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.79%	0.00%	0.29%	1.87%	0.37%	0.43%	0.75%	0.00%	0.50%	0.00%	0.42%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
