Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																		
Дата голосования: 18.09.2016																																																																		
																																																																		
Наименование Избирательной комиссии:    Беловская городская																																																																		
																																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																																		
																																																																		
		Сумма	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115									
		0.11%	0.19%	0.15%	0.07%	0.05%	0.09%	0.10%	0.13%	0.36%	0.07%	0.07%	0.00%	0.09%	0.13%	0.05%	0.05%	0.09%	0.06%	0.34%	0.05%	0.11%	0.07%	0.16%	0.11%	0.05%	0.31%	0.23%	0.36%	0.28%	0.69%	0.07%	0.12%	0.07%	0.07%	0.14%	0.09%	0.06%	0.10%	0.15%	0.29%	0.14%	0.10%	0.05%	0.10%	0.05%	0.27%	0.05%	0.13%	0.04%	0.10%	0.15%	0.06%	0.13%	0.09%	0.10%	0.10%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	213	0	17	4	5	2	3	3	2	2	7	0	4	0	3	2	4	2	3	5	4	2	7	4	5	1	4	2	2	1	2	0	3	2	7	8	2	2	6	7	5	5	6	8	5	5	1	1	0	3	3	8	7	5	7	5									
		0.24%	0.00%	1.25%	0.27%	0.23%	0.18%	0.15%	0.19%	0.12%	0.14%	0.50%	0.00%	0.19%	0.00%	0.14%	0.10%	0.19%	0.11%	0.51%	0.23%	0.22%	0.14%	0.37%	0.22%	0.23%	0.15%	0.30%	0.18%	0.19%	0.35%	0.15%	0.00%	0.21%	0.14%	0.33%	0.37%	0.11%	0.10%	0.46%	2.04%	0.35%	0.26%	0.30%	0.39%	0.24%	0.66%	0.05%	0.06%	0.00%	0.15%	0.22%	0.45%	0.46%	0.23%	0.36%	0.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	72141	841	1096	1235	1950	937	1736	1306	1387	1198	1165	1110	1792	1263	1755	1638	1778	1446	448	1722	1528	1218	1535	1486	1805	493	1096	953	902	199	1124	1330	1160	1135	1748	1768	1384	1676	1062	230	1208	1563	1629	1734	1675	589	1650	1332	2236	1488	1098	1430	1131	1634	1413	696									
		81.55%	79.12%	80.89%	84.59%	87.84%	84.57%	85.39%	83.34%	83.15%	83.60%	82.51%	85.25%	84.81%	81.22%	84.66%	83.96%	84.31%	80.92%	75.55%	80.28%	84.14%	82.52%	81.82%	81.07%	83.37%	75.73%	83.47%	85.24%	85.58%	68.86%	81.98%	82.25%	79.40%	80.27%	83.20%	81.03%	78.77%	79.81%	80.76%	67.06%	83.89%	81.70%	81.98%	84.46%	81.99%	78.32%	79.56%	83.51%	82.75%	76.19%	80.85%	80.38%	73.73%	74.37%	73.10%	73.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	120	0	15	3	0	1	4	1	2	5	0	0	3	0	2	2	4	5	4	5	2	2	0	0	1	1	0	0	1	0	2	4	1	2	6	2	2	4	3	0	2	2	3	3	2	1	1	1	1	3	3	2	0	3	0	4									
		0.14%	0.00%	1.11%	0.21%	0.00%	0.09%	0.20%	0.06%	0.12%	0.35%	0.00%	0.00%	0.14%	0.00%	0.10%	0.10%	0.19%	0.28%	0.67%	0.23%	0.11%	0.14%	0.00%	0.00%	0.05%	0.15%	0.00%	0.00%	0.09%	0.00%	0.15%	0.25%	0.07%	0.14%	0.29%	0.09%	0.11%	0.19%	0.23%	0.00%	0.14%	0.10%	0.15%	0.15%	0.10%	0.13%	0.05%	0.06%	0.04%	0.15%	0.22%	0.11%	0.00%	0.14%	0.00%	0.42%									
24	"6. Политическая партия ""Гражданская Платформа"""	74	0	6	3	0	0	3	1	2	0	0	0	4	0	1	1	3	1	0	0	1	2	0	3	1	1	2	2	1	0	2	2	2	2	0	0	2	0	2	4	1	1	2	2	3	1	0	1	0	2	0	2	2	3	0	0									
		0.08%	0.00%	0.44%	0.21%	0.00%	0.00%	0.15%	0.06%	0.12%	0.00%	0.00%	0.00%	0.19%	0.00%	0.05%	0.05%	0.14%	0.06%	0.00%	0.00%	0.06%	0.14%	0.00%	0.16%	0.05%	0.15%	0.15%	0.18%	0.09%	0.00%	0.15%	0.12%	0.14%	0.14%	0.00%	0.00%	0.11%	0.00%	0.15%	1.17%	0.07%	0.05%	0.10%	0.10%	0.15%	0.13%	0.00%	0.06%	0.00%	0.10%	0.00%	0.11%	0.13%	0.14%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3725	51	21	34	72	30	50	62	70	51	56	32	64	100	91	32	20	67	21	80	34	42	59	52	41	20	36	51	30	4	56	81	77	72	34	81	66	72	69	9	54	89	90	73	94	22	26	44	189	147	101	121	194	188	212	91									
		4.21%	4.80%	1.55%	2.33%	3.24%	2.71%	2.46%	3.96%	4.20%	3.56%	3.97%	2.46%	3.03%	6.43%	4.39%	1.64%	0.95%	3.75%	3.54%	3.73%	1.87%	2.85%	3.14%	2.84%	1.89%	3.07%	2.74%	4.56%	2.85%	1.38%	4.08%	5.01%	5.27%	5.09%	1.62%	3.71%	3.76%	3.43%	5.25%	2.62%	3.75%	4.65%	4.53%	3.56%	4.60%	2.93%	1.25%	2.76%	6.99%	7.53%	7.44%	6.80%	12.65%	8.56%	10.97%	9.55%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	90	0	0	3	0	2	2	3	2	3	3	0	2	2	1	2	0	2	0	0	1	1	6	3	1	1	0	0	1	0	2	2	2	2	3	4	2	4	1	0	1	2	2	3	4	0	1	0	1	3	3	2	0	5	0	0									
		0.10%	0.00%	0.00%	0.21%	0.00%	0.18%	0.10%	0.19%	0.12%	0.21%	0.21%	0.00%	0.09%	0.13%	0.05%	0.10%	0.00%	0.11%	0.00%	0.00%	0.06%	0.07%	0.32%	0.16%	0.05%	0.15%	0.00%	0.00%	0.09%	0.00%	0.15%	0.12%	0.14%	0.14%	0.14%	0.18%	0.11%	0.19%	0.08%	0.00%	0.07%	0.10%	0.10%	0.15%	0.20%	0.00%	0.05%	0.00%	0.04%	0.15%	0.22%	0.11%	0.00%	0.23%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	86	0	10	3	2	1	3	3	2	2	2	0	1	0	2	2	1	0	0	5	1	2	0	4	3	1	0	0	1	1	1	2	1	1	4	0	2	3	3	0	1	3	1	1	2	0	1	0	0	3	3	2	0	0	0	0									
		0.10%	0.00%	0.74%	0.21%	0.09%	0.09%	0.15%	0.19%	0.12%	0.14%	0.14%	0.00%	0.05%	0.00%	0.10%	0.10%	0.05%	0.00%	0.00%	0.23%	0.06%	0.14%	0.00%	0.22%	0.14%	0.15%	0.00%	0.00%	0.09%	0.35%	0.07%	0.12%	0.07%	0.07%	0.19%	0.00%	0.11%	0.14%	0.23%	0.00%	0.07%	0.16%	0.05%	0.05%	0.10%	0.00%	0.05%	0.00%	0.00%	0.15%	0.22%	0.11%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	63	0	0	3	2	2	2	2	0	0	1	0	3	1	1	2	0	1	0	0	2	1	0	3	4	1	3	0	1	0	1	0	2	1	1	0	2	2	1	0	1	1	2	2	1	1	1	1	0	1	0	1	3	3	0	0									
		0.07%	0.00%	0.00%	0.21%	0.09%	0.18%	0.10%	0.13%	0.00%	0.00%	0.07%	0.00%	0.14%	0.06%	0.05%	0.10%	0.00%	0.06%	0.00%	0.00%	0.11%	0.07%	0.00%	0.16%	0.18%	0.15%	0.23%	0.00%	0.09%	0.00%	0.07%	0.00%	0.14%	0.07%	0.05%	0.00%	0.11%	0.10%	0.08%	0.00%	0.07%	0.05%	0.10%	0.10%	0.05%	0.13%	0.05%	0.06%	0.00%	0.05%	0.00%	0.06%	0.20%	0.14%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	173	2	1	6	5	1	2	4	7	3	4	1	4	2	1	4	5	3	3	3	4	3	2	4	4	4	3	0	4	4	3	2	4	2	2	2	4	3	4	3	2	5	1	3	3	6	2	1	3	5	3	4	4	3	4	2									
		0.20%	0.19%	0.07%	0.41%	0.23%	0.09%	0.10%	0.26%	0.42%	0.21%	0.28%	0.08%	0.19%	0.13%	0.05%	0.21%	0.24%	0.17%	0.51%	0.14%	0.22%	0.20%	0.11%	0.22%	0.18%	0.61%	0.23%	0.00%	0.38%	1.38%	0.22%	0.12%	0.27%	0.14%	0.10%	0.09%	0.23%	0.14%	0.30%	0.87%	0.14%	0.26%	0.05%	0.15%	0.15%	0.80%	0.10%	0.06%	0.11%	0.26%	0.22%	0.22%	0.26%	0.14%	0.21%	0.21%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6925	52	105	110	140	81	120	101	96	84	101	95	111	96	104	159	181	161	55	208	137	123	173	184	188	54	99	32	62	23	82	114	116	127	187	198	186	237	94	12	94	151	156	125	158	59	248	123	182	196	84	120	114	247	188	92									
		7.83%	4.89%	7.75%	7.53%	6.31%	7.31%	5.90%	6.45%	5.76%	5.86%	7.15%	7.30%	5.25%	6.17%	5.02%	8.15%	8.58%	9.01%	9.27%	9.70%	7.54%	8.33%	9.22%	10.04%	8.68%	8.29%	7.54%	2.86%	5.88%	7.96%	5.98%	7.05%	7.94%	8.98%	8.90%	9.07%	10.59%	11.29%	7.15%	3.50%	6.53%	7.89%	7.85%	6.09%	7.73%	7.85%	11.96%	7.71%	6.74%	10.04%	6.19%	6.75%	7.43%	11.24%	9.73%	9.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	90	1	2	4	0	0	5	3	0	1	2	0	1	3	5	5	1	0	1	2	3	4	0	0	3	1	2	0	3	1	1	1	1	1	2	2	2	2	3	3	3	2	0	1	2	0	3	0	0	1	0	3	0	3	0	1									
		0.10%	0.09%	0.15%	0.27%	0.00%	0.00%	0.25%	0.19%	0.00%	0.07%	0.14%	0.00%	0.05%	0.19%	0.24%	0.26%	0.05%	0.00%	0.17%	0.09%	0.17%	0.27%	0.00%	0.00%	0.14%	0.15%	0.15%	0.00%	0.28%	0.35%	0.07%	0.06%	0.07%	0.07%	0.10%	0.09%	0.11%	0.10%	0.23%	0.87%	0.21%	0.10%	0.00%	0.05%	0.10%	0.00%	0.14%	0.00%	0.00%	0.05%	0.00%	0.17%	0.00%	0.14%	0.00%	0.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4502	114	61	48	40	48	98	75	89	79	69	64	120	75	101	98	106	93	56	112	94	73	89	84	107	70	62	68	41	54	92	73	89	64	103	105	100	90	62	70	64	84	93	94	88	65	138	88	89	93	55	82	74	99	99	61									
		5.09%	10.72%	4.50%	3.29%	1.80%	4.33%	4.82%	4.79%	5.34%	5.51%	4.89%	4.92%	5.68%	4.82%	4.87%	5.02%	5.03%	5.20%	9.44%	5.22%	5.18%	4.95%	4.74%	4.58%	4.94%	10.75%	4.72%	6.08%	3.89%	18.69%	6.71%	4.51%	6.09%	4.53%	4.90%	4.81%	5.69%	4.29%	4.71%	20.41%	4.44%	4.39%	4.68%	4.58%	4.31%	8.64%	6.65%	5.52%	3.29%	4.76%	4.05%	4.61%	4.82%	4.51%	5.12%	6.40%									
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
