Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Приморская г.Новороссийска																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3530	УИК №3531	УИК №3532	УИК №3533	УИК №3534	УИК №3535	УИК №3536	УИК №3537	УИК №3538	УИК №3539	УИК №3540	УИК №3541	УИК №3542	УИК №3543	УИК №3544	УИК №3545	УИК №3546	УИК №3547	УИК №3548					
		0.17%	0.24%	0.21%	0.00%	0.00%	0.20%	0.15%	0.00%	0.09%	0.21%	0.00%	0.00%	0.07%	0.39%	0.30%	0.15%	0.18%	0.25%	0.00%	0.12%	0.44%	0.25%	0.14%	0.43%	0.46%	0.00%	0.05%	0.26%	0.00%	0.22%	0.27%	0.43%	0.00%	0.42%	0.00%	0.32%	0.28%	0.00%	0.10%	0.00%	0.25%	0.27%	0.10%	0.08%	0.08%	0.00%	0.52%	0.78%	0.33%					
24	7.Политическая партия «Либерально-демократическая партия России»	5587	191	168	112	89	97	109	26	129	130	42	27	189	254	185	363	224	208	59	76	91	150	60	46	21	61	216	250	52	100	163	17	78	134	21	171	156	158	75	85	100	159	92	155	173	26	6	31	62					
		10.01%	11.53%	11.51%	11.67%	11.54%	9.57%	8.40%	2.44%	11.03%	13.43%	3.80%	1.66%	13.74%	12.34%	13.98%	18.62%	13.40%	13.18%	4.18%	9.03%	13.48%	12.26%	8.66%	9.96%	9.72%	13.68%	10.34%	12.81%	4.45%	10.96%	11.16%	7.26%	10.64%	11.37%	1.19%	10.86%	8.80%	10.10%	7.50%	7.56%	8.35%	7.23%	8.95%	12.16%	13.31%	10.83%	3.14%	12.11%	10.30%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4853	178	182	112	85	99	176	59	125	106	98	162	134	172	110	109	186	170	114	63	64	92	58	58	14	17	189	186	79	68	109	16	60	115	170	194	85	88	80	64	95	114	77	100	141	11	7	9	53					
		8.69%	10.75%	12.47%	11.67%	11.02%	9.76%	13.57%	5.53%	10.68%	10.95%	8.87%	9.93%	9.74%	8.35%	8.31%	5.59%	11.12%	10.77%	8.07%	7.48%	9.48%	7.52%	8.37%	12.55%	6.48%	3.81%	9.05%	9.53%	6.76%	7.46%	7.47%	6.84%	8.19%	9.75%	9.65%	12.33%	4.80%	5.62%	8.00%	5.69%	7.93%	5.18%	7.49%	7.84%	10.85%	4.58%	3.66%	3.52%	8.80%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	362	12	5	13	6	9	7	0	9	12	0	2	10	16	8	14	17	15	1	3	6	9	9	2	2	8	13	13	0	7	10	0	4	8	0	7	14	16	6	8	5	20	4	11	17	0	1	1	2					
		0.65%	0.72%	0.34%	1.35%	0.78%	0.89%	0.54%	0.00%	0.77%	1.24%	0.00%	0.12%	0.73%	0.78%	0.60%	0.72%	1.02%	0.95%	0.07%	0.36%	0.89%	0.74%	1.30%	0.43%	0.93%	1.79%	0.62%	0.67%	0.00%	0.77%	0.68%	0.00%	0.55%	0.68%	0.00%	0.44%	0.79%	1.02%	0.60%	0.71%	0.42%	0.91%	0.39%	0.86%	1.31%	0.00%	0.52%	0.39%	0.33%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	36145	945	820	550	424	598	700	866	723	528	842	1210	768	1291	792	1240	997	944	1100	542	406	733	484	295	141	292	1367	1214	890	622	984	168	492	767	1336	867	1199	1010	676	802	815	1616	684	785	741	158	161	175	385					
		64.73%	57.07%	56.16%	57.29%	54.99%	58.97%	53.97%	81.24%	61.79%	54.55%	76.20%	74.19%	55.81%	62.70%	59.86%	63.62%	59.63%	59.82%	77.85%	64.37%	60.15%	59.93%	69.84%	63.85%	65.28%	65.47%	65.47%	62.19%	76.20%	68.20%	67.40%	71.79%	67.12%	65.06%	75.82%	55.08%	67.66%	64.54%	67.60%	71.29%	68.03%	73.45%	66.54%	61.57%	57.00%	65.83%	84.29%	68.36%	63.95%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	617	37	31	7	17	17	29	5	20	20	3	5	29	25	11	7	24	16	9	13	14	14	5	1	7	6	24	16	1	6	10	4	15	25	5	22	15	9	8	5	8	0	17	24	22	0	1	2	6					
		1.10%	2.23%	2.12%	0.73%	2.20%	1.68%	2.24%	0.47%	1.71%	2.07%	0.27%	0.31%	2.11%	1.21%	0.83%	0.36%	1.44%	1.01%	0.64%	1.54%	2.07%	1.14%	0.72%	0.22%	3.24%	1.35%	1.15%	0.82%	0.09%	0.66%	0.68%	1.71%	2.05%	2.12%	0.28%	1.40%	0.85%	0.58%	0.80%	0.44%	0.67%	0.00%	1.65%	1.88%	1.69%	0.00%	0.52%	0.78%	0.99%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
