Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																											
Дата голосования: 02.12.2007																																																																											
																																																																											
Наименование Избирательной комиссии:    территориальная избирательная комиссия г. Коврова																																																																											
																																																																											
Сводная таблица результатов выборов																																																																											
																																																																											
		Сумма	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731					
		18.43%	17.96%	22.36%	16.11%	10.97%	17.95%	18.45%	19.89%	20.59%	14.14%	17.01%	14.35%	17.87%	12.36%	17.51%	18.12%	17.50%	16.14%	19.35%	21.50%	24.20%	19.81%	17.68%	19.33%	17.93%	16.26%	19.23%	23.72%	17.09%	19.28%	19.00%	17.17%	17.00%	19.97%	18.01%	15.65%	20.24%	17.42%	15.84%	18.42%	14.63%	18.21%	18.15%	21.07%	20.40%	13.30%	17.34%	17.69%	17.70%	17.96%	20.02%	22.04%	18.67%	20.11%	21.54%	18.39%	18.32%	18.03%	21.78%	22.81%	23.25%	21.79%	21.95%	12.60%	16.72%	11.39%	29.66%	8.16%	10.16%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	532	9	2	7	8	2	2	9	4	2	1	8	11	3	5	5	8	12	4	8	11	12	12	9	15	10	12	19	16	8	16	6	7	11	5	10	7	3	13	9	0	5	7	15	12	2	4	12	9	10	5	10	13	10	4	5	11	7	17	19	11	7	3	5	0	0	0	0	8					
		0.68%	1.67%	0.25%	0.73%	0.46%	0.39%	0.19%	0.72%	0.35%	0.16%	0.29%	0.78%	1.24%	0.56%	0.63%	0.39%	0.80%	0.95%	0.35%	0.84%	1.00%	0.81%	0.77%	0.70%	1.01%	0.77%	1.31%	1.45%	0.99%	0.45%	0.93%	0.44%	0.49%	0.86%	0.44%	0.53%	0.52%	0.19%	0.92%	0.52%	0.00%	0.34%	0.47%	0.86%	0.68%	0.28%	0.32%	0.97%	0.78%	0.77%	0.44%	0.66%	0.75%	0.94%	0.31%	0.36%	1.42%	1.06%	1.19%	1.18%	0.94%	0.69%	0.32%	1.00%	0.00%	0.00%	0.00%	0.00%	0.50%					
23	6.Политическая партия «Партия социальной справедливости»	236	3	0	3	1	0	0	1	6	3	2	5	3	4	0	4	2	0	5	4	4	6	1	4	5	5	6	5	4	3	10	3	8	5	4	9	1	3	3	3	0	3	4	3	9	2	6	7	3	4	2	7	2	3	2	10	1	3	8	4	2	3	7	0	2	0	0	0	1					
		0.30%	0.56%	0.00%	0.31%	0.06%	0.00%	0.00%	0.08%	0.53%	0.24%	0.59%	0.48%	0.34%	0.75%	0.00%	0.31%	0.20%	0.00%	0.44%	0.42%	0.36%	0.40%	0.06%	0.31%	0.34%	0.39%	0.66%	0.38%	0.25%	0.17%	0.58%	0.22%	0.56%	0.39%	0.35%	0.48%	0.07%	0.19%	0.21%	0.17%	0.00%	0.20%	0.27%	0.17%	0.51%	0.28%	0.49%	0.57%	0.26%	0.31%	0.18%	0.46%	0.12%	0.28%	0.15%	0.73%	0.13%	0.45%	0.56%	0.25%	0.17%	0.30%	0.76%	0.00%	0.59%	0.00%	0.00%	0.00%	0.06%					
24	7.Политическая партия «Либерально-демократическая партия России»	6892	54	78	93	225	54	98	117	99	127	26	88	86	70	67	110	78	125	77	81	85	118	146	98	111	123	79	90	132	187	135	127	120	103	97	193	98	121	127	168	6	95	118	130	144	66	101	129	133	115	75	136	154	93	124	133	72	59	121	123	87	98	76	39	27	5	5	1	216					
		8.87%	10.00%	9.91%	9.73%	12.99%	10.42%	9.13%	9.38%	8.78%	10.26%	7.62%	8.54%	9.73%	13.11%	8.50%	8.48%	7.75%	9.94%	6.80%	8.46%	7.73%	7.92%	9.39%	7.58%	7.51%	9.48%	8.63%	6.86%	8.17%	10.54%	7.84%	9.36%	8.40%	8.07%	8.48%	10.28%	7.35%	7.78%	8.98%	9.73%	4.88%	6.38%	7.87%	7.48%	8.16%	9.14%	8.18%	10.47%	11.49%	8.87%	6.67%	9.00%	8.90%	8.78%	9.47%	9.67%	9.29%	8.94%	8.47%	7.63%	7.44%	9.66%	8.22%	7.80%	7.92%	6.33%	4.24%	2.04%	13.54%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7218	27	64	75	71	22	92	70	113	98	28	102	73	51	76	98	100	113	105	79	113	163	178	116	191	141	87	125	158	152	140	102	141	128	106	198	129	155	119	182	11	163	122	178	127	46	120	115	121	142	131	143	184	122	141	163	80	68	141	152	98	98	94	47	33	4	6	7	80					
		9.28%	5.00%	8.13%	7.85%	4.10%	4.25%	8.57%	5.61%	10.03%	7.92%	8.21%	9.89%	8.26%	9.55%	9.64%	7.56%	9.94%	8.98%	9.28%	8.25%	10.28%	10.95%	11.45%	8.97%	12.92%	10.86%	9.51%	9.53%	9.78%	8.57%	8.13%	7.52%	9.87%	10.02%	9.27%	10.54%	9.67%	9.96%	8.42%	10.54%	8.94%	10.95%	8.14%	10.25%	7.20%	6.37%	9.72%	9.33%	10.45%	10.95%	11.65%	9.46%	10.64%	11.52%	10.77%	11.85%	10.32%	10.30%	9.87%	9.42%	8.38%	9.66%	10.16%	9.40%	9.68%	5.06%	5.08%	14.29%	5.02%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	722	15	6	4	16	4	8	15	9	15	4	16	11	6	8	10	12	15	15	16	6	14	7	15	16	14	12	13	8	10	14	6	13	12	10	6	6	14	8	17	0	10	12	19	15	13	13	12	10	12	8	16	19	5	11	17	12	3	16	21	10	10	4	2	2	1	1	0	22					
		0.93%	2.78%	0.76%	0.42%	0.92%	0.77%	0.75%	1.20%	0.80%	1.21%	1.17%	1.55%	1.24%	1.12%	1.02%	0.77%	1.19%	1.19%	1.33%	1.67%	0.55%	0.94%	0.45%	1.16%	1.08%	1.08%	1.31%	0.99%	0.50%	0.56%	0.81%	0.44%	0.91%	0.94%	0.87%	0.32%	0.45%	0.90%	0.57%	0.98%	0.00%	0.67%	0.80%	1.09%	0.85%	1.80%	1.05%	0.97%	0.86%	0.93%	0.71%	1.06%	1.10%	0.47%	0.84%	1.24%	1.55%	0.45%	1.12%	1.30%	0.85%	0.99%	0.43%	0.40%	0.59%	1.27%	0.85%	0.00%	1.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	42615	275	416	553	1130	311	613	712	592	734	188	593	482	302	446	742	554	714	633	508	548	767	818	721	757	699	482	653	890	955	972	800	797	667	656	1055	730	886	831	933	79	842	883	912	978	464	676	658	602	699	596	750	925	523	682	701	403	350	685	789	611	504	481	311	210	55	64	36	1031					
		54.82%	50.93%	52.86%	57.85%	65.24%	60.04%	57.13%	57.10%	52.53%	59.29%	55.13%	57.52%	54.52%	56.55%	56.60%	57.21%	55.07%	56.76%	55.92%	53.03%	49.86%	51.51%	52.60%	55.76%	51.22%	53.85%	52.68%	49.81%	55.11%	53.83%	56.48%	58.95%	55.77%	52.23%	57.34%	56.18%	54.72%	56.94%	58.77%	54.06%	64.23%	56.59%	58.91%	52.50%	55.41%	64.27%	54.78%	53.41%	51.99%	53.89%	53.02%	49.64%	53.47%	49.39%	52.10%	50.94%	52.00%	53.03%	47.97%	48.92%	52.22%	49.70%	52.00%	62.20%	61.58%	69.62%	54.24%	73.47%	64.64%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1075	11	9	16	10	1	12	21	18	16	7	16	5	7	5	35	21	16	15	8	17	22	34	14	20	16	17	23	33	25	26	14	14	17	10	26	22	20	19	18	3	32	18	21	30	5	18	21	7	11	15	19	22	21	10	17	7	14	36	30	15	16	10	3	1	0	0	1	16					
		1.38%	2.04%	1.14%	1.67%	0.58%	0.19%	1.12%	1.68%	1.60%	1.29%	2.05%	1.55%	0.57%	1.31%	0.63%	2.70%	2.09%	1.27%	1.33%	0.84%	1.55%	1.48%	2.19%	1.08%	1.35%	1.23%	1.86%	1.75%	2.04%	1.41%	1.51%	1.03%	0.98%	1.33%	0.87%	1.38%	1.65%	1.29%	1.34%	1.04%	2.44%	2.15%	1.20%	1.21%	1.70%	0.69%	1.46%	1.70%	0.60%	0.85%	1.33%	1.26%	1.27%	1.98%	0.76%	1.24%	0.90%	2.12%	2.52%	1.86%	1.28%	1.58%	1.08%	0.60%	0.29%	0.00%	0.00%	2.04%	1.00%					
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
																																																																											
