Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Чулымская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	429	20	15	15	25	10	12	12	20	20	20	12	12	12	10	12	17	17	17	10	12	15	15	15	10	12	12	5	8	10	12	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	283	11	13	9	22	3	4	7	8	10	20	12	4	12	2	9	13	11	5	5	12	3	1	15	10	12	12	0	8	3	12	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	125	11	9	14	9	4	4	7	5	11	2	3	6	2	1	2	2	4	3	2	3	3	1	0	0	1	4	0	2	6	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	146	9	2	6	3	7	8	5	12	10	0	0	8	0	8	3	4	6	12	5	0	12	14	0	0	0	0	5	0	7	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	5	7	1	7	3	6	5	7	7	4	7	0	0	1	0	0	2	0	3	0	2	0	1	0	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	92	4	2	5	4	5	3	2	15	5	8	7	5	1	2	5	4	3	1	0	1	0	2	1	0	2	1	0	1	0	1	2									
		1.22%	1.40%	0.84%	2.18%	0.92%	2.94%	1.52%	1.50%	4.26%	1.40%	1.77%	1.91%	3.16%	0.40%	1.23%	2.20%	1.39%	0.74%	0.27%	0.00%	0.37%	0.00%	0.78%	1.02%	0.00%	0.79%	0.42%	0.00%	1.56%	0.00%	0.45%	0.54%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	242	10	5	6	12	5	5	6	11	14	13	9	4	7	5	2	9	12	12	4	12	6	9	2	1	11	10	0	1	2	10	27									
		3.20%	3.51%	2.10%	2.62%	2.77%	2.94%	2.54%	4.51%	3.13%	3.91%	2.88%	2.45%	2.53%	2.80%	3.07%	0.88%	3.13%	2.95%	3.21%	2.82%	4.48%	2.05%	3.52%	2.04%	1.11%	4.33%	4.24%	0.00%	1.56%	1.34%	4.52%	7.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	138	7	3	8	5	7	3	2	6	6	9	11	1	7	1	2	8	1	9	2	2	14	3	0	2	3	4	0	2	4	3	3									
		1.82%	2.46%	1.26%	3.49%	1.15%	4.12%	1.52%	1.50%	1.70%	1.68%	1.99%	2.99%	0.63%	2.80%	0.61%	0.88%	2.78%	0.25%	2.41%	1.41%	0.75%	4.78%	1.17%	0.00%	2.22%	1.18%	1.69%	0.00%	3.13%	2.68%	1.36%	0.81%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3669	131	117	115	211	67	95	50	139	154	190	160	87	141	30	111	162	238	184	99	141	165	136	61	53	112	111	28	38	61	107	175									
		48.49%	45.96%	49.16%	50.22%	48.73%	39.41%	48.22%	37.59%	39.49%	43.02%	42.04%	43.60%	55.06%	56.40%	18.40%	48.90%	56.25%	58.48%	49.20%	69.72%	52.61%	56.31%	53.13%	62.24%	58.89%	44.09%	47.03%	63.64%	59.38%	40.94%	48.42%	47.30%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	29	1	0	1	2	1	3	0	0	0	2	4	1	1	0	2	1	4	2	0	0	1	0	0	0	1	0	0	0	1	1	0									
		0.38%	0.35%	0.00%	0.44%	0.46%	0.59%	1.52%	0.00%	0.00%	0.00%	0.44%	1.09%	0.63%	0.40%	0.00%	0.88%	0.35%	0.98%	0.53%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.67%	0.45%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	0	0	2	1	0	1	1	0	2	1	1	2	0	1	1	3	1	1	1	0	0	0	2	1	1	0	0	1	0	0									
		0.32%	0.00%	0.00%	0.00%	0.46%	0.59%	0.00%	0.75%	0.28%	0.00%	0.44%	0.27%	0.63%	0.80%	0.00%	0.44%	0.35%	0.74%	0.27%	0.70%	0.37%	0.00%	0.00%	0.00%	2.22%	0.39%	0.42%	0.00%	0.00%	0.67%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1886	75	57	52	116	39	43	37	103	97	163	137	36	55	33	64	60	81	90	23	54	56	56	16	15	46	65	10	18	58	50	81									
		24.93%	26.32%	23.95%	22.71%	26.79%	22.94%	21.83%	27.82%	29.26%	27.09%	36.06%	37.33%	22.78%	22.00%	20.25%	28.19%	20.83%	19.90%	24.06%	16.20%	20.15%	19.11%	21.88%	16.33%	16.67%	18.11%	27.54%	22.73%	28.13%	38.93%	22.62%	21.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	22	1	0	2	1	0	3	0	1	2	1	1	0	1	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3									
		0.29%	0.35%	0.00%	0.87%	0.23%	0.00%	1.52%	0.00%	0.28%	0.56%	0.22%	0.27%	0.00%	0.40%	0.00%	1.32%	0.35%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	1	0	1	2	2	1	1	1	2	2	1	3	2	0	0	1	0	2	1	3	0	0	0	2	4	1	0	0	1	0	1									
		0.46%	0.35%	0.00%	0.44%	0.46%	1.18%	0.51%	0.75%	0.28%	0.56%	0.44%	0.27%	1.90%	0.80%	0.00%	0.00%	0.35%	0.00%	0.53%	0.70%	1.12%	0.00%	0.00%	0.00%	2.22%	1.57%	0.42%	0.00%	0.00%	0.67%	0.00%	0.27%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	45	2	5	2	6	2	1	0	0	3	3	1	0	1	0	0	2	3	0	0	2	4	0	1	1	0	1	0	0	0	1	4									
		0.59%	0.70%	2.10%	0.87%	1.39%	1.18%	0.51%	0.00%	0.00%	0.84%	0.66%	0.27%	0.00%	0.40%	0.00%	0.00%	0.69%	0.74%	0.00%	0.00%	0.75%	1.37%	0.00%	1.02%	1.11%	0.00%	0.42%	0.00%	0.00%	0.00%	0.45%	1.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1054	33	32	24	57	29	35	28	54	52	44	24	12	22	88	25	28	40	55	9	39	37	45	8	11	63	30	4	3	14	46	63									
		13.93%	11.58%	13.45%	10.48%	13.16%	17.06%	17.77%	21.05%	15.34%	14.53%	9.73%	6.54%	7.59%	8.80%	53.99%	11.01%	9.72%	9.83%	14.71%	6.34%	14.55%	12.63%	17.58%	8.16%	12.22%	24.80%	12.71%	9.09%	4.69%	9.40%	20.81%	17.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	4	2	2	1	1	1	0	2	0	2	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	2	0	0	1	0	0									
		0.36%	1.40%	0.84%	0.87%	0.23%	0.59%	0.51%	0.00%	0.57%	0.00%	0.44%	0.27%	0.63%	0.00%	0.00%	0.44%	0.00%	0.25%	0.27%	0.00%	0.00%	0.34%	0.39%	0.00%	1.11%	0.39%	0.85%	0.00%	0.00%	0.67%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	151	11	11	5	5	5	3	5	16	13	8	7	1	0	2	4	3	8	6	1	5	4	2	1	1	7	4	2	0	1	2	8									
		1.99%	3.86%	4.62%	2.18%	1.15%	2.94%	1.52%	3.76%	4.55%	3.63%	1.77%	1.91%	0.63%	0.00%	1.23%	1.76%	1.04%	1.97%	1.60%	0.70%	1.87%	1.37%	0.78%	1.02%	1.11%	2.76%	1.69%	4.55%	0.00%	0.67%	0.90%	2.16%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
