Выборы Президента Российской Федерации																																																																						
																																																																						
Наименование Избирательной комиссии:    Заводоуковская																																																																						
																																																																						
Итоги голосования 																																																																						
																																																																						
		Сумма	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319					
11	Число полученных открепительных  удостоверений	781	0	0	15	30	10	10	10	10	11	15	15	15	8	20	37	10	10	15	5	12	7	9	47	17	3	3	20	2	12	2	15	27	7	10	20	0	10	7	12	17	7	8	7	4	18	23	13	10	15	0	15	3	7	2	33	13	22	3	21	12	15	7	18					
12	Число выданных открепительных удостоверений	682	0	0	7	27	8	5	7	10	11	10	14	15	5	17	33	8	9	9	5	11	7	9	47	13	3	3	20	1	10	0	11	24	0	10	16	0	10	2	9	17	6	8	4	3	18	23	11	8	15	0	15	2	7	2	33	8	21	2	21	12	15	7	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	353	33	8	14	16	4	74	8	11	10	5	7	6	2	4	14	7	3	4	11	6	1	3	8	2	1	2	6	1	1	0	2	4	1	2	2	1	3	2	2	7	0	3	3	1	7	3	4	6	1	0	3	1	1	1	2	2	2	0	2	5	4	2	2					
14	Число неиспользованных открепительных удостоверений	99	0	0	8	3	2	5	3	0	0	5	1	0	3	3	4	2	1	6	0	1	0	0	0	4	0	0	0	1	2	2	4	3	7	0	4	0	0	5	3	0	1	0	3	1	0	0	2	2	0	0	0	1	0	0	0	5	1	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	14	0	0	0	0	1	1	2	2	2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	. Глазьев Сергей Юрьевич	859	2	1	24	44	28	22	51	36	16	30	22	17	17	70	76	17	16	27	26	11	1	4	13	1	1	4	11	6	16	2	26	5	0	8	10	2	10	6	14	27	0	3	4	7	11	16	4	12	12	0	6	0	10	6	8	8	2	2	14	3	2	7	2					
		3.09%	1.05%	0.33%	3.11%	4.68%	4.33%	3.84%	5.65%	3.31%	2.83%	3.93%	2.80%	2.44%	2.77%	4.37%	4.32%	4.45%	5.42%	4.08%	3.52%	2.15%	0.75%	5.26%	2.82%	0.72%	1.18%	2.50%	2.99%	3.37%	4.60%	0.60%	3.21%	1.43%	0.00%	1.68%	1.96%	2.74%	2.48%	5.66%	3.93%	3.68%	0.00%	1.67%	3.08%	5.93%	2.21%	2.87%	1.05%	3.09%	1.89%	0.00%	0.82%	0.00%	2.93%	3.57%	2.07%	4.19%	0.65%	1.63%	3.86%	1.49%	0.78%	1.93%	1.15%					
19	. Малышкин Олег Александрович	1193	13	21	33	25	42	11	47	37	18	39	34	22	28	63	53	26	7	38	33	17	9	3	13	6	2	6	24	7	18	10	22	7	2	37	21	0	22	5	16	38	12	1	7	1	31	38	17	24	29	7	32	0	5	9	15	6	15	3	20	6	12	20	8					
		4.29%	6.84%	6.91%	4.28%	2.66%	6.49%	1.92%	5.21%	3.40%	3.19%	5.10%	4.33%	3.16%	4.56%	3.93%	3.01%	6.81%	2.37%	5.75%	4.47%	3.33%	6.77%	3.95%	2.82%	4.32%	2.35%	3.75%	6.52%	3.93%	5.17%	3.02%	2.71%	2.01%	3.12%	7.79%	4.13%	0.00%	5.45%	4.72%	4.49%	5.18%	6.00%	0.56%	5.38%	0.85%	6.24%	6.81%	4.47%	6.19%	4.56%	6.93%	4.39%	0.00%	1.47%	5.36%	3.89%	3.14%	4.84%	2.44%	5.51%	2.97%	4.67%	5.52%	4.60%					
20	. Миронов Сергей Михайлович	175	1	2	7	14	2	1	8	4	2	7	7	4	7	5	9	3	0	0	5	2	0	0	4	1	1	3	0	0	2	2	4	6	2	4	4	1	1	1	1	7	0	0	0	1	5	1	2	2	3	0	13	0	2	2	0	1	0	0	4	2	0	2	1					
		0.63%	0.53%	0.66%	0.91%	1.49%	0.31%	0.17%	0.89%	0.37%	0.35%	0.92%	0.89%	0.57%	1.14%	0.31%	0.51%	0.79%	0.00%	0.00%	0.68%	0.39%	0.00%	0.00%	0.87%	0.72%	1.18%	1.88%	0.00%	0.00%	0.57%	0.60%	0.49%	1.72%	3.12%	0.84%	0.79%	1.37%	0.25%	0.94%	0.28%	0.95%	0.00%	0.00%	0.00%	0.85%	1.01%	0.18%	0.53%	0.52%	0.47%	0.00%	1.78%	0.00%	0.59%	1.19%	0.00%	0.52%	0.00%	0.00%	1.10%	0.99%	0.00%	0.55%	0.57%					
21	. Путин Владимир Владимирович	20226	146	225	558	635	452	433	655	795	410	558	551	490	422	1118	1222	250	191	463	547	399	58	51	354	114	69	120	266	143	226	298	685	278	57	342	369	56	282	73	268	536	150	155	98	92	368	395	254	260	445	84	473	52	235	124	309	159	260	91	240	168	198	299	152					
		72.76%	76.84%	74.01%	72.37%	67.55%	69.86%	75.57%	72.62%	73.14%	72.57%	73.04%	70.10%	70.40%	68.73%	69.74%	69.43%	65.45%	64.75%	70.05%	74.02%	78.08%	43.61%	67.11%	76.79%	82.01%	81.18%	75.00%	72.28%	80.34%	64.94%	90.03%	84.46%	79.66%	89.06%	72.00%	72.50%	76.71%	69.80%	68.87%	75.28%	73.02%	75.00%	86.11%	75.38%	77.97%	74.04%	70.79%	66.84%	67.01%	69.97%	83.17%	64.88%	92.86%	68.91%	73.81%	80.05%	83.25%	83.87%	73.98%	66.12%	83.17%	77.04%	82.60%	87.36%					
22	. Хакамада Ирина Муцуовна	759	8	9	19	30	14	14	21	31	17	18	29	28	30	66	67	12	19	28	21	14	1	0	8	2	1	1	16	3	13	1	12	6	0	10	8	1	4	0	11	14	3	7	4	1	9	13	10	7	16	1	17	2	17	1	6	1	7	1	7	3	12	6	1					
		2.73%	4.21%	2.96%	2.46%	3.19%	2.16%	2.44%	2.33%	2.85%	3.01%	2.36%	3.69%	4.02%	4.89%	4.12%	3.81%	3.14%	6.44%	4.24%	2.84%	2.74%	0.75%	0.00%	1.74%	1.44%	1.18%	0.62%	4.35%	1.69%	3.74%	0.30%	1.48%	1.72%	0.00%	2.11%	1.57%	1.37%	0.99%	0.00%	3.09%	1.91%	1.50%	3.89%	3.08%	0.85%	1.81%	2.33%	2.63%	1.80%	2.52%	0.99%	2.33%	3.57%	4.99%	0.60%	1.55%	0.52%	2.26%	0.81%	1.93%	1.49%	4.67%	1.66%	0.57%					
23	. Харитонов Николай Михайлович	3415	11	2	96	152	78	69	89	122	72	78	108	106	87	180	259	56	40	81	77	46	57	17	53	15	8	23	35	8	62	16	46	34	2	62	80	11	62	19	29	83	29	9	7	12	49	68	70	66	105	7	173	2	54	20	40	8	17	20	63	14	22	21	8					
		12.28%	5.79%	0.66%	12.45%	16.17%	12.06%	12.04%	9.87%	11.22%	12.74%	10.21%	13.74%	15.23%	14.17%	11.23%	14.72%	14.66%	13.56%	12.25%	10.42%	9.00%	42.86%	22.37%	11.50%	10.79%	9.41%	14.38%	9.51%	4.49%	17.82%	4.83%	5.67%	9.74%	3.12%	13.05%	15.72%	15.07%	15.35%	17.92%	8.15%	11.31%	14.50%	5.00%	5.38%	10.17%	9.86%	12.19%	18.42%	17.01%	16.51%	6.93%	23.73%	3.57%	15.84%	11.90%	10.36%	4.19%	5.48%	16.26%	17.36%	6.93%	8.56%	5.80%	4.60%					
																																																																						
24	Против всех	850	5	43	29	22	17	16	23	46	22	26	25	24	19	82	55	12	20	14	30	16	4	1	11	0	2	3	13	10	5	0	12	5	1	3	11	0	16	2	13	21	4	2	9	1	20	21	16	11	18	0	10	0	12	3	6	6	3	6	7	2	9	3	2					
		3.06%	2.63%	14.14%	3.76%	2.34%	2.63%	2.79%	2.55%	4.23%	3.89%	3.40%	3.18%	3.45%	3.09%	5.12%	3.12%	3.14%	6.78%	2.12%	4.06%	3.13%	3.01%	1.32%	2.39%	0.00%	2.35%	1.88%	3.53%	5.62%	1.44%	0.00%	1.48%	1.43%	1.56%	0.63%	2.16%	0.00%	3.96%	1.89%	3.65%	2.86%	2.00%	1.11%	6.92%	0.85%	4.02%	3.76%	4.21%	2.84%	2.83%	0.00%	1.37%	0.00%	3.52%	1.79%	1.55%	3.14%	0.97%	4.88%	1.93%	0.99%	3.50%	0.83%	1.15%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
