Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Кондопожская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	136	1	1	3	4	7	12	22	9	11	2	7	8	3	5	1	7	4	1	10	2	3	0	5	0	0	2	1	1	1	3									
		1.03%	0.66%	0.65%	0.46%	0.64%	1.14%	1.59%	2.15%	0.79%	1.19%	0.39%	0.83%	1.39%	0.52%	0.97%	0.21%	1.75%	0.91%	0.38%	1.72%	1.27%	1.45%	0.00%	1.73%	0.00%	0.00%	1.16%	0.31%	1.56%	0.85%	0.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	329	3	5	8	22	15	12	17	36	16	15	19	9	17	12	14	13	10	7	22	4	4	2	14	3	3	4	13	0	3	7									
		2.49%	1.99%	3.25%	1.22%	3.53%	2.45%	1.59%	1.66%	3.15%	1.74%	2.94%	2.26%	1.56%	2.92%	2.33%	2.88%	3.26%	2.27%	2.68%	3.77%	2.55%	1.93%	2.17%	4.84%	9.38%	5.08%	2.31%	4.05%	0.00%	2.56%	1.47%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	307	4	5	11	16	11	19	33	24	15	7	25	9	16	12	14	9	13	4	14	5	3	0	9	1	1	4	4	4	6	9									
		2.32%	2.65%	3.25%	1.68%	2.56%	1.80%	2.51%	3.22%	2.10%	1.63%	1.37%	2.97%	1.56%	2.75%	2.33%	2.88%	2.26%	2.95%	1.53%	2.40%	3.18%	1.45%	0.00%	3.11%	3.13%	1.69%	2.31%	1.25%	6.25%	5.13%	1.89%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4798	63	42	234	194	241	249	315	347	329	172	294	213	169	146	194	143	116	105	267	60	93	53	133	15	15	97	181	43	42	233									
		36.28%	41.72%	27.27%	35.73%	31.09%	39.38%	32.89%	30.76%	30.36%	35.68%	33.66%	34.92%	36.98%	29.04%	28.35%	39.92%	35.84%	26.30%	40.23%	45.80%	38.22%	44.93%	57.61%	46.02%	46.88%	25.42%	56.07%	56.39%	67.19%	35.90%	48.85%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	107	0	0	6	5	6	6	9	11	8	2	3	5	3	2	2	4	5	3	9	6	2	0	0	0	1	3	1	0	2	3									
		0.81%	0.00%	0.00%	0.92%	0.80%	0.98%	0.79%	0.88%	0.96%	0.87%	0.39%	0.36%	0.87%	0.52%	0.39%	0.41%	1.00%	1.13%	1.15%	1.54%	3.82%	0.97%	0.00%	0.00%	0.00%	1.69%	1.73%	0.31%	0.00%	1.71%	0.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	0	1	0	0	2	4	1	6	3	1	3	0	2	0	0	1	0	0	3	1	3	2	0	0	0	2	1	0	0	0									
		0.27%	0.00%	0.65%	0.00%	0.00%	0.33%	0.53%	0.10%	0.52%	0.33%	0.20%	0.36%	0.00%	0.34%	0.00%	0.00%	0.25%	0.00%	0.00%	0.51%	0.64%	1.45%	2.17%	0.00%	0.00%	0.00%	1.16%	0.31%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3115	36	62	167	136	125	191	248	257	254	121	173	140	165	124	109	96	127	74	100	27	36	13	59	4	23	39	59	11	26	113									
		23.55%	23.84%	40.26%	25.50%	21.79%	20.42%	25.23%	24.22%	22.48%	27.55%	23.68%	20.55%	24.31%	28.35%	24.08%	22.43%	24.06%	28.80%	28.35%	17.15%	17.20%	17.39%	14.13%	20.42%	12.50%	38.98%	22.54%	18.38%	17.19%	22.22%	23.69%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	117	0	1	6	8	4	6	16	15	7	2	6	10	4	4	4	0	5	0	9	1	0	1	1	1	0	1	0	0	2	3									
		0.88%	0.00%	0.65%	0.92%	1.28%	0.65%	0.79%	1.56%	1.31%	0.76%	0.39%	0.71%	1.74%	0.69%	0.78%	0.82%	0.00%	1.13%	0.00%	1.54%	0.64%	0.00%	1.09%	0.35%	3.13%	0.00%	0.58%	0.00%	0.00%	1.71%	0.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	174	0	4	12	13	5	2	14	15	20	0	15	4	13	5	6	3	10	2	6	3	3	0	6	0	0	2	1	1	1	8									
		1.32%	0.00%	2.60%	1.83%	2.08%	0.82%	0.26%	1.37%	1.31%	2.17%	0.00%	1.78%	0.69%	2.23%	0.97%	1.23%	0.75%	2.27%	0.77%	1.03%	1.91%	1.45%	0.00%	2.08%	0.00%	0.00%	1.16%	0.31%	1.56%	0.85%	1.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	0	1	1	1	1	0	1	3	0	2	1	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1									
		0.14%	0.00%	0.65%	0.15%	0.16%	0.16%	0.00%	0.10%	0.26%	0.00%	0.39%	0.12%	0.17%	0.17%	0.00%	0.00%	0.75%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.21%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	568	10	11	35	32	27	22	50	61	25	11	36	25	26	33	19	13	25	3	26	10	13	2	5	1	2	3	12	1	9	20									
		4.29%	6.62%	7.14%	5.34%	5.13%	4.41%	2.91%	4.88%	5.34%	2.71%	2.15%	4.28%	4.34%	4.47%	6.41%	3.91%	3.26%	5.67%	1.15%	4.46%	6.37%	6.28%	2.17%	1.73%	3.13%	3.39%	1.73%	3.74%	1.56%	7.69%	4.19%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1488	13	8	67	72	57	94	132	142	103	81	114	58	63	73	44	43	64	31	60	11	25	12	27	3	10	10	27	2	15	27									
		11.25%	8.61%	5.19%	10.23%	11.54%	9.31%	12.42%	12.89%	12.42%	11.17%	15.85%	13.54%	10.07%	10.82%	14.17%	9.05%	10.78%	14.51%	11.88%	10.29%	7.01%	12.08%	13.04%	9.34%	9.38%	16.95%	5.78%	8.41%	3.13%	12.82%	5.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	74	1	1	2	0	3	3	4	8	8	5	4	1	10	1	0	4	1	1	9	0	1	0	2	0	0	1	0	0	1	3									
		0.56%	0.66%	0.65%	0.31%	0.00%	0.49%	0.40%	0.39%	0.70%	0.87%	0.98%	0.48%	0.17%	1.72%	0.19%	0.00%	1.00%	0.23%	0.38%	1.54%	0.00%	0.48%	0.00%	0.69%	0.00%	0.00%	0.58%	0.00%	0.00%	0.85%	0.63%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1553	17	7	88	98	81	110	136	154	96	66	119	81	76	81	65	43	43	24	36	21	12	4	25	3	4	3	14	1	7	38									
		11.74%	11.26%	4.55%	13.44%	15.71%	13.24%	14.53%	13.28%	13.47%	10.41%	12.92%	14.13%	14.06%	13.06%	15.73%	13.37%	10.78%	9.75%	9.20%	6.17%	13.38%	5.80%	4.35%	8.65%	9.38%	6.78%	1.73%	4.36%	1.56%	5.98%	7.97%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
