Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																							
Дата голосования: 18.09.2016																																																																							
																																																																							
"Наименование Избирательной комиссии:    Махачкала, Советская"																																																																							
																																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																																							
																																																																							
		Сумма	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	41	0	0	1	0	0	0	3	0	2	1	0	3	0	4	3	0	0	0	0	3	0	2	3	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	2	1	0	0	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	12	0	0	0	1	0	0	3	1	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	259	5	5	4	5	5	5	2	5	3	4	5	2	5	1	2	5	5	5	5	2	5	3	2	5	4	5	5	5	5	5	5	1	5	5	5	5	5	4	5	5	5	3	5	5	5	5	5	5	5	5	4	3	5	5	5	3	4	5	5	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	0	1	0	1	2	1	3	0	1	1	1	1	0	1	0	2	0	8	0	6	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	4	1	1	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	2	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	222	11	1	3	2	7	4	2	0	3	7	11	3	1	4	2	39	2	2	3	2	2	4	0	2	1	1	13	8	0	1	1	3	0	0	2	20	4	5	7	3	7	1	1	1	1	1	2	1	1	0	2	3	2	2	4	0	2	1	1	3									
		0.29%	0.67%	0.56%	0.41%	0.12%	0.64%	0.80%	0.13%	0.00%	0.82%	2.24%	0.76%	1.44%	0.34%	0.26%	0.12%	2.44%	0.14%	0.13%	1.19%	0.12%	0.12%	0.26%	0.00%	0.13%	0.10%	0.08%	0.99%	0.47%	0.00%	0.08%	0.10%	0.12%	0.00%	0.00%	0.07%	1.96%	0.37%	0.70%	0.80%	0.24%	0.70%	0.10%	0.10%	0.09%	0.09%	0.08%	0.12%	0.11%	0.09%	0.00%	0.10%	0.12%	0.14%	0.11%	0.24%	0.00%	0.08%	0.10%	0.10%	0.26%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	698	18	6	9	3	42	12	4	5	6	13	34	11	3	2	5	15	4	2	6	5	3	9	2	3	2	2	16	12	2	2	2	5	12	0	5	0	100	20	13	3	12	2	2	1	2	2	3	2	4	0	4	11	3	4	11	4	5	150	2	56									
		0.91%	1.09%	3.39%	1.23%	0.18%	3.86%	2.40%	0.25%	2.01%	1.64%	4.17%	2.34%	5.26%	1.03%	0.13%	0.30%	0.94%	0.28%	0.13%	2.37%	0.29%	0.18%	0.58%	0.16%	0.20%	0.20%	0.17%	1.22%	0.70%	0.18%	0.15%	0.21%	0.20%	0.87%	0.00%	0.19%	0.00%	9.23%	2.80%	1.48%	0.24%	1.20%	0.20%	0.19%	0.09%	0.17%	0.16%	0.18%	0.22%	0.35%	0.00%	0.19%	0.42%	0.21%	0.21%	0.67%	0.37%	0.20%	14.45%	0.20%	4.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	261	16	5	3	4	22	5	2	1	6	13	14	5	4	2	2	17	2	2	9	2	2	2	0	2	1	1	12	5	1	1	1	3	0	0	3	0	0	15	10	9	13	1	1	1	1	1	2	1	0	0	2	5	2	2	6	1	2	3	1	12									
		0.34%	0.97%	2.82%	0.41%	0.24%	2.02%	1.00%	0.13%	0.40%	1.64%	4.17%	0.96%	2.39%	1.38%	0.13%	0.12%	1.06%	0.14%	0.13%	3.56%	0.12%	0.12%	0.13%	0.00%	0.13%	0.10%	0.08%	0.91%	0.29%	0.09%	0.08%	0.10%	0.12%	0.00%	0.00%	0.11%	0.00%	0.00%	2.10%	1.14%	0.71%	1.30%	0.10%	0.10%	0.09%	0.09%	0.08%	0.12%	0.11%	0.00%	0.00%	0.10%	0.19%	0.14%	0.11%	0.37%	0.09%	0.08%	0.29%	0.10%	1.05%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	64137	1364	78	594	1506	668	354	1399	141	226	126	1036	88	140	1383	1512	833	1295	1435	149	1582	1493	916	1137	1360	914	1076	963	1542	989	1186	874	2308	1057	1801	2440	615	533	446	678	1078	786	900	953	1034	1051	1135	1551	820	1065	1603	1892	2065	1305	1736	1528	996	2209	850	898	445									
		83.98%	82.67%	44.07%	81.26%	91.44%	61.34%	70.80%	88.49%	56.63%	61.92%	40.38%	71.35%	42.11%	48.28%	90.99%	91.25%	52.03%	90.43%	92.94%	58.89%	91.29%	91.37%	58.94%	91.55%	90.67%	91.68%	91.34%	73.29%	90.39%	91.24%	91.23%	91.04%	91.30%	76.82%	98.42%	91.21%	60.24%	49.17%	62.46%	77.40%	85.42%	78.68%	91.46%	91.46%	91.26%	91.39%	91.31%	91.29%	91.31%	93.34%	84.64%	90.92%	79.39%	91.39%	91.32%	93.28%	91.38%	89.80%	81.89%	91.26%	39.07%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	342	2	7	1	4	14	0	3	3	6	17	5	3	2	1	3	6	3	1	7	3	3	19	3	3	1	3	12	15	2	3	2	5	3	0	95	0	2	12	12	0	4	2	2	2	2	2	3	2	0	0	4	1	3	4	1	7	5	1	3	8									
		0.45%	0.12%	3.95%	0.14%	0.24%	1.29%	0.00%	0.19%	1.20%	1.64%	5.45%	0.34%	1.44%	0.69%	0.07%	0.18%	0.37%	0.21%	0.06%	2.77%	0.17%	0.18%	1.22%	0.24%	0.20%	0.10%	0.25%	0.91%	0.88%	0.18%	0.23%	0.21%	0.20%	0.22%	0.00%	3.55%	0.00%	0.18%	1.68%	1.37%	0.00%	0.40%	0.20%	0.19%	0.18%	0.17%	0.16%	0.18%	0.22%	0.00%	0.00%	0.19%	0.04%	0.21%	0.21%	0.06%	0.64%	0.20%	0.10%	0.30%	0.70%									
24	"6. Политическая партия ""Гражданская Платформа"""	80	1	1	1	0	3	1	1	1	1	2	2	0	0	1	2	3	2	1	1	2	2	0	0	2	1	1	0	1	5	1	1	3	0	0	2	1	1	3	0	0	1	1	1	1	1	1	2	1	0	0	2	1	2	2	2	0	2	7	1	2									
		0.10%	0.06%	0.56%	0.14%	0.00%	0.28%	0.20%	0.06%	0.40%	0.27%	0.64%	0.14%	0.00%	0.00%	0.07%	0.12%	0.19%	0.14%	0.06%	0.40%	0.12%	0.12%	0.00%	0.00%	0.13%	0.10%	0.08%	0.00%	0.06%	0.46%	0.08%	0.10%	0.12%	0.00%	0.00%	0.07%	0.10%	0.09%	0.42%	0.00%	0.00%	0.10%	0.10%	0.10%	0.09%	0.09%	0.08%	0.12%	0.11%	0.00%	0.00%	0.10%	0.04%	0.14%	0.11%	0.12%	0.00%	0.08%	0.67%	0.10%	0.18%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	635	25	9	8	4	31	15	3	12	9	15	42	14	4	3	3	34	3	1	9	3	3	18	3	13	2	2	37	18	0	3	2	5	16	4	2	9	1	28	23	11	9	2	2	2	3	2	5	2	15	5	15	12	15	4	15	20	5	3	3	49									
		0.83%	1.52%	5.08%	1.09%	0.24%	2.85%	3.00%	0.19%	4.82%	2.47%	4.81%	2.89%	6.70%	1.38%	0.20%	0.18%	2.12%	0.21%	0.06%	3.56%	0.17%	0.18%	1.16%	0.24%	0.87%	0.20%	0.17%	2.82%	1.06%	0.00%	0.23%	0.21%	0.20%	1.16%	0.22%	0.07%	0.88%	0.09%	3.92%	2.63%	0.87%	0.90%	0.20%	0.19%	0.18%	0.26%	0.16%	0.29%	0.22%	1.31%	0.26%	0.72%	0.46%	1.05%	0.21%	0.92%	1.83%	0.20%	0.29%	0.30%	4.30%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	111	2	3	2	3	6	0	2	1	3	3	1	1	1	1	2	11	2	1	1	2	2	0	0	1	1	1	4	7	1	1	1	3	2	1	1	0	1	5	2	4	1	1	1	1	1	1	2	1	0	0	2	1	2	2	1	0	2	5	1	0									
		0.15%	0.12%	1.69%	0.27%	0.18%	0.55%	0.00%	0.13%	0.40%	0.82%	0.96%	0.07%	0.48%	0.34%	0.07%	0.12%	0.69%	0.14%	0.06%	0.40%	0.12%	0.12%	0.00%	0.00%	0.07%	0.10%	0.08%	0.30%	0.41%	0.09%	0.08%	0.10%	0.12%	0.15%	0.05%	0.04%	0.00%	0.09%	0.70%	0.23%	0.32%	0.10%	0.10%	0.10%	0.09%	0.09%	0.08%	0.12%	0.11%	0.00%	0.00%	0.10%	0.04%	0.14%	0.11%	0.06%	0.00%	0.08%	0.48%	0.10%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	197	4	0	1	0	5	3	3	1	4	6	5	1	0	3	5	3	5	2	1	5	5	1	4	4	2	5	8	2	3	4	3	8	1	2	4	0	0	4	1	1	2	3	3	3	3	4	5	3	0	0	6	7	5	6	4	3	7	5	3	6									
		0.26%	0.24%	0.00%	0.14%	0.00%	0.46%	0.60%	0.19%	0.40%	1.10%	1.92%	0.34%	0.48%	0.00%	0.20%	0.30%	0.19%	0.35%	0.13%	0.40%	0.29%	0.31%	0.06%	0.32%	0.27%	0.20%	0.42%	0.61%	0.12%	0.28%	0.31%	0.31%	0.32%	0.07%	0.11%	0.15%	0.00%	0.00%	0.56%	0.11%	0.08%	0.20%	0.30%	0.29%	0.26%	0.26%	0.32%	0.29%	0.33%	0.00%	0.00%	0.29%	0.27%	0.35%	0.32%	0.24%	0.28%	0.28%	0.48%	0.30%	0.53%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	82	1	1	1	3	4	0	2	1	1	0	2	3	0	2	2	7	2	2	1	2	2	2	1	2	1	1	0	1	1	1	1	3	0	0	1	0	1	1	1	0	1	1	1	1	2	1	2	1	1	0	2	2	2	2	0	0	2	1	1	2									
		0.11%	0.06%	0.56%	0.14%	0.18%	0.37%	0.00%	0.13%	0.40%	0.27%	0.00%	0.14%	1.44%	0.00%	0.13%	0.12%	0.44%	0.14%	0.13%	0.40%	0.12%	0.12%	0.13%	0.08%	0.13%	0.10%	0.08%	0.00%	0.06%	0.09%	0.08%	0.10%	0.12%	0.00%	0.00%	0.04%	0.00%	0.09%	0.14%	0.11%	0.00%	0.10%	0.10%	0.10%	0.09%	0.17%	0.08%	0.12%	0.11%	0.09%	0.00%	0.10%	0.08%	0.14%	0.11%	0.00%	0.00%	0.08%	0.10%	0.10%	0.18%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	420	15	3	5	2	22	4	3	3	16	9	12	1	4	2	3	14	3	1	5	3	3	4	3	3	2	2	21	13	2	3	2	5	4	0	3	47	5	10	5	9	6	2	2	2	2	2	3	2	50	2	4	4	3	4	3	2	46	1	2	2									
		0.55%	0.91%	1.69%	0.68%	0.12%	2.02%	0.80%	0.19%	1.20%	4.38%	2.88%	0.83%	0.48%	1.38%	0.13%	0.18%	0.87%	0.21%	0.06%	1.98%	0.17%	0.18%	0.26%	0.24%	0.20%	0.20%	0.17%	1.60%	0.76%	0.18%	0.23%	0.21%	0.20%	0.29%	0.00%	0.11%	4.60%	0.46%	1.40%	0.57%	0.71%	0.60%	0.20%	0.19%	0.18%	0.17%	0.16%	0.18%	0.22%	4.38%	0.11%	0.19%	0.15%	0.21%	0.21%	0.18%	0.18%	1.87%	0.10%	0.20%	0.18%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4930	69	31	72	59	148	66	75	55	39	60	158	58	51	63	60	146	56	54	40	62	59	435	45	54	36	42	139	61	35	49	36	91	278	8	93	100	112	103	78	62	99	35	38	41	41	49	61	31	1	140	75	180	42	68	42	37	89	7	35	481									
		6.46%	4.18%	17.51%	9.85%	3.58%	13.59%	13.20%	4.74%	22.09%	10.68%	19.23%	10.88%	27.75%	17.59%	4.14%	3.62%	9.12%	3.91%	3.50%	15.81%	3.58%	3.61%	27.99%	3.62%	3.60%	3.61%	3.57%	10.58%	3.58%	3.23%	3.77%	3.75%	3.60%	20.20%	0.44%	3.48%	9.79%	10.33%	14.43%	8.90%	4.91%	9.91%	3.56%	3.65%	3.62%	3.57%	3.94%	3.59%	3.45%	0.09%	7.39%	3.60%	6.92%	2.94%	3.58%	2.56%	3.39%	3.62%	0.67%	3.56%	42.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	417	4	2	1	2	25	4	49	2	7	6	34	2	0	5	3	6	3	2	1	3	3	48	4	3	1	3	18	5	8	3	2	5	0	0	7	4	0	9	5	65	6	2	2	2	3	2	4	2	4	4	4	3	3	4	3	0	5	1	2	7									
		0.55%	0.24%	1.13%	0.14%	0.12%	2.30%	0.80%	3.10%	0.80%	1.92%	1.92%	2.34%	0.96%	0.00%	0.33%	0.18%	0.37%	0.21%	0.13%	0.40%	0.17%	0.18%	3.09%	0.32%	0.20%	0.10%	0.25%	1.37%	0.29%	0.74%	0.23%	0.21%	0.20%	0.00%	0.00%	0.26%	0.39%	0.00%	1.26%	0.57%	5.15%	0.60%	0.20%	0.19%	0.18%	0.26%	0.16%	0.24%	0.22%	0.35%	0.21%	0.19%	0.12%	0.21%	0.21%	0.18%	0.00%	0.20%	0.10%	0.20%	0.61%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3286	102	20	16	55	87	26	22	5	20	12	88	19	51	48	53	321	50	38	5	55	52	96	40	48	32	38	36	13	35	42	32	81	2	14	17	225	324	17	13	10	17	31	30	36	37	40	54	29	0	140	67	300	39	61	14	20	79	0	31	1									
		4.30%	6.18%	11.30%	2.19%	3.34%	7.99%	5.20%	1.39%	2.01%	5.48%	3.85%	6.06%	9.09%	17.59%	3.16%	3.20%	20.05%	3.49%	2.46%	1.98%	3.17%	3.18%	6.18%	3.22%	3.20%	3.21%	3.23%	2.74%	0.76%	3.23%	3.23%	3.33%	3.20%	0.15%	0.77%	0.64%	22.04%	29.89%	2.38%	1.48%	0.79%	1.70%	3.15%	2.88%	3.18%	3.22%	3.22%	3.18%	3.23%	0.00%	7.39%	3.22%	11.53%	2.73%	3.21%	0.85%	1.83%	3.21%	0.00%	3.15%	0.09%									
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
