Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Унечская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069									
		54.76%	46.48%	45.54%	41.37%	37.56%	45.38%	51.57%	48.01%	49.72%	45.83%	44.78%	49.81%	59.63%	59.18%	64.19%	58.14%	65.66%	58.31%	56.49%	60.00%	55.72%	76.82%	67.80%	62.65%	67.04%	66.67%	69.93%	70.45%	63.95%	73.68%	59.45%	70.30%	66.30%	48.39%	65.54%	64.90%	74.89%	49.43%	61.32%	57.95%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	86	3	5	4	2	8	2	3	2	5	13	5	8	0	0	0	2	2	2	0	1	0	0	0	0	0	3	2	1	0	1	0	1	2	2	3	1	0	3	0									
		0.53%	0.59%	0.91%	0.67%	0.34%	1.04%	0.17%	0.75%	0.19%	0.89%	1.08%	0.64%	0.57%	0.00%	0.00%	0.00%	1.20%	0.60%	0.48%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.45%	0.43%	0.00%	0.34%	0.00%	1.09%	2.15%	1.13%	0.88%	0.43%	0.00%	0.79%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	1	0	1	1	0	0	0	1	0	2	1	1	0	0	0	0	1	1	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	1	0	1	0	0									
		0.10%	0.20%	0.00%	0.17%	0.17%	0.00%	0.00%	0.00%	0.09%	0.00%	0.17%	0.13%	0.07%	0.00%	0.00%	0.00%	0.00%	0.30%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	1.36%	0.00%	0.23%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.38%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2347	84	94	107	99	123	145	58	178	97	183	120	202	22	20	30	19	35	66	29	26	21	22	41	41	24	56	41	22	17	49	6	12	16	33	32	17	61	59	40									
		14.46%	16.41%	17.12%	17.92%	16.75%	15.99%	12.65%	14.43%	16.64%	17.23%	15.15%	15.25%	14.36%	14.97%	13.51%	13.95%	11.45%	10.57%	15.87%	17.58%	12.94%	7.27%	9.32%	12.06%	11.55%	16.33%	13.05%	9.32%	9.44%	8.13%	16.84%	5.94%	13.04%	17.20%	18.64%	9.44%	7.23%	23.37%	15.53%	20.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	37	2	1	5	0	3	0	4	1	2	0	2	5	0	0	0	0	1	0	0	1	1	0	1	2	0	0	0	1	1	2	0	0	0	0	2	0	0	0	0									
		0.23%	0.39%	0.18%	0.84%	0.00%	0.39%	0.00%	0.99%	0.09%	0.36%	0.00%	0.25%	0.36%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.50%	0.35%	0.00%	0.29%	0.56%	0.00%	0.00%	0.00%	0.43%	0.48%	0.69%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	65	3	3	6	3	5	0	4	0	10	9	6	3	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	5	2	0									
		0.40%	0.59%	0.55%	1.01%	0.51%	0.65%	0.00%	0.99%	0.00%	1.78%	0.75%	0.76%	0.21%	0.00%	0.68%	0.00%	0.00%	0.00%	0.24%	0.00%	0.50%	0.00%	0.00%	0.29%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	1.92%	0.53%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	2	1	4	0	0	0	0	3	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0									
		0.11%	0.00%	0.00%	0.34%	0.17%	0.52%	0.00%	0.00%	0.00%	0.00%	0.25%	0.25%	0.00%	0.00%	0.00%	0.47%	0.60%	0.30%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.26%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	86	1	3	3	3	2	3	2	4	5	18	4	10	0	0	2	0	3	0	0	0	0	0	3	2	2	1	0	1	1	2	0	1	1	0	2	3	1	2	1									
		0.53%	0.20%	0.55%	0.50%	0.51%	0.26%	0.26%	0.50%	0.37%	0.89%	1.49%	0.51%	0.71%	0.00%	0.00%	0.93%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.56%	1.36%	0.23%	0.00%	0.43%	0.48%	0.69%	0.00%	1.09%	1.08%	0.00%	0.59%	1.28%	0.38%	0.53%	0.51%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2974	118	125	123	163	173	334	78	266	109	288	167	205	22	21	38	23	56	57	19	31	35	28	38	45	14	36	45	42	16	38	6	9	23	16	50	18	40	42	17									
		18.32%	23.05%	22.77%	20.60%	27.58%	22.50%	29.14%	19.40%	24.86%	19.36%	23.84%	21.22%	14.57%	14.97%	14.19%	17.67%	13.86%	16.92%	13.70%	11.52%	15.42%	12.11%	11.86%	11.18%	12.68%	9.52%	8.39%	10.23%	18.03%	7.66%	13.06%	5.94%	9.78%	24.73%	9.04%	14.75%	7.66%	15.33%	11.05%	8.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	4	1	2	2	6	0	4	1	2	4	0	6	1	0	2	0	2	2	0	1	0	0	0	2	1	0	2	0	1	2	2	0	0	0	2	0	0	0	1									
		0.33%	0.78%	0.18%	0.34%	0.34%	0.78%	0.00%	0.99%	0.09%	0.36%	0.33%	0.00%	0.43%	0.68%	0.00%	0.93%	0.00%	0.60%	0.48%	0.00%	0.50%	0.00%	0.00%	0.00%	0.56%	0.68%	0.00%	0.45%	0.00%	0.48%	0.69%	1.98%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.51%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	335	8	16	24	17	19	2	3	35	14	35	16	29	3	2	1	1	8	6	1	2	2	11	7	2	1	9	7	1	3	8	0	3	3	0	11	5	6	7	7									
		2.06%	1.56%	2.91%	4.02%	2.88%	2.47%	0.17%	0.75%	3.27%	2.49%	2.90%	2.03%	2.06%	2.04%	1.35%	0.47%	0.60%	2.42%	1.44%	0.61%	0.99%	0.69%	4.66%	2.06%	0.56%	0.68%	2.10%	1.59%	0.43%	1.44%	2.75%	0.00%	3.26%	3.23%	0.00%	3.24%	2.13%	2.30%	1.84%	3.59%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
