Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Кудымкарская городская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №5201	УИК №5202	УИК №5203	УИК №5204	УИК №5205	УИК №5206	УИК №5207	УИК №5208	УИК №5209	УИК №5210	УИК №5211	УИК №5212	УИК №5213	УИК №5214					
23	"6. ""Объединенная Российская партия ""Русь"""	46	1	1	4	4	1	1	5	4	3	4	6	5	2	5					
		0.35%	0.17%	0.15%	0.33%	0.30%	0.10%	0.08%	0.33%	0.45%	0.40%	2.03%	0.59%	0.49%	0.18%	0.60%					
24	"7. ""Новый курс - Автомобильная Россия"""	111	6	6	11	12	2	8	11	6	3	0	19	6	11	10					
		0.84%	1.05%	0.91%	0.91%	0.90%	0.20%	0.69%	0.73%	0.68%	0.40%	0.0%	1.87%	0.59%	1.04%	1.20%					
25	"8. ""Народно-республиканская партия России"""	28	2	1	1	3	1	5	3	3	0	4	1	2	1	1					
		0.21%	0.35%	0.15%	0.08%	0.22%	0.10%	0.43%	0.20%	0.34%	0.0%	2.03%	0.09%	0.19%	0.09%	0.12%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	2	3	4	4	0	1	5	2	2	6	1	0	4	2					
		0.27%	0.35%	0.45%	0.33%	0.30%	0.0%	0.08%	0.33%	0.22%	0.26%	3.04%	0.09%	0.0%	0.37%	0.24%					
27	"10. ""Аграрная партия России"""	333	10	9	15	59	31	25	43	20	10	5	22	21	26	37					
		2.54%	1.75%	1.37%	1.24%	4.42%	3.25%	2.16%	2.88%	2.26%	1.34%	2.53%	2.17%	2.07%	2.46%	4.46%					
28	"11. ""Истинные патриоты России"""	14	1	0	2	1	0	0	1	0	1	1	1	1	3	2					
		0.10%	0.17%	0.0%	0.16%	0.07%	0.0%	0.0%	0.06%	0.0%	0.13%	0.50%	0.09%	0.09%	0.28%	0.24%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	196	8	15	31	24	4	13	16	20	13	3	10	14	17	8					
		1.49%	1.40%	2.29%	2.57%	1.80%	0.41%	1.12%	1.07%	2.26%	1.74%	1.52%	0.98%	1.38%	1.61%	0.96%					
30	"13. ""Демократическая партия России"""	31	1	0	6	1	2	1	3	6	1	3	1	1	3	2					
		0.23%	0.17%	0.0%	0.49%	0.07%	0.20%	0.08%	0.20%	0.68%	0.13%	1.52%	0.09%	0.09%	0.28%	0.24%					
31	"14. ""Великая Россия - Евразийский Союз"""	66	6	2	6	5	1	5	20	3	4	4	1	5	3	1					
		0.50%	1.05%	0.30%	0.49%	0.37%	0.10%	0.43%	1.33%	0.34%	0.53%	2.03%	0.09%	0.49%	0.28%	0.12%					
32	"15. ""Партия СЛОН"""	64	2	4	9	8	10	7	8	4	2	1	4	3	2	0					
		0.48%	0.35%	0.61%	0.74%	0.60%	1.04%	0.60%	0.53%	0.45%	0.26%	0.50%	0.39%	0.29%	0.18%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	618	19	23	42	65	54	84	98	38	24	1	49	52	40	29					
		4.71%	3.33%	3.52%	3.48%	4.87%	5.66%	7.26%	6.56%	4.30%	3.21%	0.50%	4.84%	5.12%	3.79%	3.49%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	36	3	2	7	1	1	1	3	0	4	1	3	4	3	3					
		0.27%	0.52%	0.30%	0.58%	0.07%	0.10%	0.08%	0.20%	0.0%	0.53%	0.50%	0.29%	0.39%	0.28%	0.36%					
35	"18. ""ЛДПР"""	1178	50	53	140	93	65	73	130	98	81	4	113	95	102	81					
		8.99%	8.78%	8.11%	11.60%	6.97%	6.82%	6.31%	8.70%	11.11%	10.85%	2.03%	11.16%	9.36%	9.67%	9.77%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	375	7	7	38	46	29	36	39	32	32	6	22	18	28	35					
		2.86%	1.23%	1.07%	3.15%	3.45%	3.04%	3.11%	2.61%	3.62%	4.28%	3.04%	2.17%	1.77%	2.65%	4.22%					
37	"20. ""Политическая партия ""Единая Россия"""	5647	233	312	526	552	399	504	572	407	377	78	404	412	503	368					
		43.11%	40.94%	47.77%	43.61%	41.41%	41.86%	43.59%	38.31%	46.14%	50.53%	39.59%	39.92%	40.63%	47.72%	44.39%					
38	"21. ""Российская Конституционно-демократическая партия"""	16	1	1	1	0	0	0	4	1	0	3	1	1	3	0					
		0.12%	0.17%	0.15%	0.08%	0.0%	0.0%	0.0%	0.26%	0.11%	0.0%	1.52%	0.09%	0.09%	0.28%	0.0%					
39	"22. ""Развитие предпринимательства"""	37	1	2	3	5	2	2	6	1	1	1	3	4	5	1					
		0.28%	0.17%	0.30%	0.24%	0.37%	0.20%	0.17%	0.40%	0.11%	0.13%	0.50%	0.29%	0.39%	0.47%	0.12%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1003	43	35	58	125	103	134	153	64	40	11	78	79	41	39					
		7.65%	7.55%	5.35%	4.80%	9.37%	10.80%	11.59%	10.24%	7.25%	5.36%	5.58%	7.70%	7.79%	3.88%	4.70%					
																					
41	Против всех	572	23	39	48	53	41	47	78	34	27	5	52	53	45	27					
		4.36%	4.04%	5.97%	3.98%	3.97%	4.30%	4.06%	5.22%	3.85%	3.61%	2.53%	5.13%	5.22%	4.26%	3.25%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
