11	Число полученных открепительных  удостоверений	2398	25	35	20	25	25	30	35	32	25	45	30	35	40	65	25	30	40	35	15	30	30	15	30	30	40	15	20	35	25	45	15	42	42	43	25	40	20	15	35	125	40	30	25	25	30	20	28	35	40	50	30	20	24	31	33	35	35	25	25	30	40	25	18	35	20	25	30	40	25	25	25	25	20	8	10	12	25	20	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1977	24	27	16	24	25	27	32	29	18	40	24	33	33	53	25	22	38	25	13	26	27	12	25	27	22	14	19	35	25	30	9	42	42	37	21	32	20	12	28	21	40	27	25	20	28	17	28	35	31	46	23	19	22	31	33	20	31	21	24	23	34	16	17	27	20	25	27	37	25	24	12	18	13	8	10	7	21	11	27					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1709	13	15	8	27	20	15	15	25	108	18	19	10	7	20	14	32	20	20	12	35	16	29	15	16	27	25	14	14	22	26	30	41	23	19	20	24	20	45	31	28	49	28	15	21	18	33	40	18	31	17	16	26	18	16	17	23	25	25	23	22	17	18	8	17	22	12	15	11	12	29	19	15	14	11	7	0	18	13	32					
14	Число неиспользованных открепительных удостоверений	421	1	8	4	1	0	3	3	3	7	5	6	2	7	12	0	8	2	10	2	4	3	3	5	3	18	1	1	0	0	15	6	0	0	6	4	8	0	3	7	104	0	3	0	5	2	3	0	0	9	4	7	1	2	0	0	15	4	4	1	7	6	9	1	8	0	0	3	3	0	1	13	7	7	0	0	5	4	9	3					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	44	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	1	2	0	3	3	1	0	2	1	0	0	0	1	1	0	1	3	0	0	1	2	0	1	0	0	1	0	2	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																						
18	Богданов Андрей Владимирович	1146	9	10	6	12	16	12	6	13	22	12	16	15	16	21	19	7	12	11	6	29	19	9	18	18	16	8	4	21	24	19	11	10	31	11	14	20	15	23	17	17	22	19	23	15	21	21	12	19	28	18	12	9	21	15	17	10	10	16	14	12	19	7	14	11	14	15	16	17	8	8	9	21	19	2	11	3	4	6	13					
		1.22%	0.75%	0.90%	0.84%	0.93%	1.38%	1.10%	0.54%	1.05%	1.59%	0.93%	1.30%	1.21%	1.26%	1.40%	1.46%	0.47%	0.97%	0.98%	0.88%	1.58%	1.65%	1.29%	1.44%	1.59%	1.37%	1.07%	0.55%	1.61%	2.10%	1.47%	1.34%	0.69%	1.98%	0.84%	0.96%	1.56%	1.52%	2.59%	1.22%	1.68%	1.58%	1.67%	1.99%	1.94%	1.54%	1.61%	0.84%	1.30%	1.56%	1.26%	0.94%	0.78%	1.73%	1.16%	1.27%	0.83%	0.85%	1.33%	1.00%	0.93%	1.29%	0.56%	1.93%	0.78%	1.13%	1.13%	0.99%	1.16%	1.01%	0.70%	0.93%	1.55%	1.49%	0.47%	3.02%	0.72%	0.33%	0.43%	0.90%					
19	Жириновский Владимир Вольфович	9537	135	121	75	138	124	96	97	114	166	132	123	117	129	142	143	149	122	149	79	235	135	69	102	96	118	79	83	107	99	95	70	123	137	116	124	127	94	78	109	83	119	104	107	67	118	125	136	133	151	105	156	104	155	135	122	124	141	112	137	120	152	119	64	172	123	183	183	172	76	98	93	173	160	54	40	47	167	163	197					
		10.11%	11.28%	10.86%	10.53%	10.66%	10.67%	8.83%	8.75%	9.21%	12.01%	10.19%	10.00%	9.47%	10.14%	9.45%	10.99%	10.07%	9.88%	13.26%	11.65%	12.84%	11.71%	9.93%	8.16%	8.50%	10.14%	10.60%	11.39%	8.19%	8.65%	7.34%	8.53%	8.45%	8.77%	8.81%	8.53%	9.91%	9.50%	8.78%	7.81%	8.21%	8.57%	9.14%	9.30%	8.65%	8.63%	9.57%	9.57%	9.10%	8.39%	7.38%	12.19%	9.04%	12.74%	10.45%	9.10%	10.35%	11.95%	9.32%	9.80%	9.33%	10.30%	9.54%	8.84%	12.22%	9.96%	13.78%	11.37%	11.76%	9.62%	8.57%	9.63%	12.76%	12.55%	12.74%	10.99%	11.35%	13.64%	11.79%	13.58%					
20	Зюганов Геннадий Андреевич	26762	372	336	236	409	330	358	381	368	395	354	371	412	401	411	364	447	376	309	182	459	321	209	371	339	359	180	209	432	365	393	241	428	535	393	431	339	250	214	423	254	334	312	313	219	415	333	440	426	425	444	355	302	343	344	351	309	372	358	415	364	429	354	246	341	396	359	482	406	211	354	252	326	227	83	72	104	247	325	417					
		28.37%	31.08%	30.16%	33.15%	31.61%	28.40%	32.93%	34.39%	29.73%	28.58%	27.31%	30.16%	33.33%	31.53%	27.35%	27.98%	30.22%	30.45%	27.49%	26.84%	25.08%	27.84%	30.07%	29.68%	30.03%	30.84%	24.16%	28.67%	33.05%	31.88%	30.35%	29.35%	29.40%	34.25%	29.86%	29.66%	26.44%	25.28%	24.10%	30.32%	25.12%	24.05%	27.42%	27.19%	28.26%	30.36%	25.50%	30.96%	29.16%	23.61%	31.20%	27.73%	26.24%	28.18%	26.63%	26.17%	25.79%	31.53%	29.78%	29.69%	28.30%	29.07%	28.39%	33.98%	24.22%	32.06%	27.03%	29.94%	27.77%	26.71%	30.97%	26.09%	24.04%	17.80%	19.58%	19.78%	25.12%	20.18%	23.52%	28.74%					
21	Медведев Дмитрий Анатольевич	55666	670	623	388	712	674	595	610	723	788	786	709	684	714	909	752	856	709	641	407	1097	667	398	741	664	657	471	423	730	638	767	486	873	845	786	847	766	616	558	831	645	892	687	698	464	798	827	811	864	1171	827	752	728	696	782	833	728	652	697	811	771	856	752	393	869	691	752	911	846	482	670	597	810	846	278	234	253	788	880	813					
		59.02%	55.97%	55.92%	54.49%	55.02%	58.00%	54.74%	55.05%	58.40%	57.02%	60.65%	57.64%	55.34%	56.13%	60.48%	57.80%	57.88%	57.41%	57.03%	60.03%	59.95%	57.85%	57.27%	59.28%	58.81%	56.44%	63.22%	58.02%	55.85%	55.72%	59.23%	59.20%	59.96%	54.10%	59.73%	58.29%	59.75%	62.29%	62.84%	59.57%	63.80%	64.22%	60.37%	60.64%	59.87%	58.38%	63.32%	57.07%	59.14%	65.06%	58.12%	58.75%	63.25%	57.19%	60.53%	62.12%	60.77%	55.25%	57.99%	58.01%	59.95%	57.99%	60.30%	54.28%	61.72%	55.95%	56.63%	56.58%	57.87%	61.01%	58.62%	61.80%	59.73%	66.35%	65.57%	64.29%	61.11%	64.38%	63.68%	56.03%					
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
