Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Ферзиковская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	61	3	1	0	2	2	3	1	3	2	2	0	0	5	1	2	12	16	6					
		0.70%	0.67%	0.37%	0.00%	0.45%	0.45%	0.60%	0.49%	0.88%	0.63%	0.55%	0.00%	0.00%	0.94%	0.41%	0.34%	1.70%	0.99%	0.77%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6288	317	181	191	315	333	378	176	245	271	226	311	177	395	171	457	530	1068	546					
		72.43%	71.08%	67.79%	76.10%	71.59%	75.51%	75.30%	85.44%	71.64%	85.76%	61.75%	76.41%	76.96%	73.97%	70.66%	77.72%	75.07%	66.09%	69.91%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	31	2	0	0	0	1	3	0	0	1	0	2	1	3	0	3	0	15	0					
		0.36%	0.45%	0.00%	0.00%	0.00%	0.23%	0.60%	0.00%	0.00%	0.32%	0.00%	0.49%	0.43%	0.56%	0.00%	0.51%	0.00%	0.93%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
