Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																																		
Дата голосования: 07.12.2003 0:00:00																																																																																		
																																																																																		
"Наименование Избирательной комиссии:    Архангельск, Ломоносовская"																																																																																		
																																																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																																		
																																																																																		
		Сумма	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050	УИК №1051	УИК №1052	УИК №1053	УИК №1054	УИК №1055	УИК №1056	УИК №1057	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	459	28	34	9	22	12	15	12	21	8	18	27	27	20	16	13	25	20	21	17	13	31	18	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	461	12	29	28	19	20	21	12	23	14	26	25	13	19	7	8	15	11	17	21	14	23	26	12	16	7	17	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	971	32	26	51	38	48	45	48	39	42	42	33	33	40	44	47	35	40	39	43	47	29	42	47	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	20	0	1	0	1	1	1	1	1	1	0	1	5	0	1	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																		
18	"1. ""ЕДИНЕНИЕ"""	170	13	9	5	5	5	9	5	6	7	8	12	5	4	10	6	8	5	9	7	1	4	5	9	3	1	1	0	3	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.49%	0.89%	0.84%	0.39%	0.35%	0.33%	0.66%	0.34%	0.44%	0.79%	0.48%	0.71%	0.39%	0.28%	1.02%	0.42%	0.49%	0.30%	0.54%	0.44%	0.08%	0.26%	0.31%	0.76%	0.27%	0.94%	1.09%	0.0%	3.33%	0.0%	0.0%	4.34%	0.0%	0.0%	8.69%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2906	104	103	80	153	122	120	87	95	76	186	148	125	136	65	118	133	130	122	138	96	114	180	91	141	8	2	3	2	1	1	0	1	1	2	1	2	1	0	1	0	1	0	1	1	0	1	0	0	0	2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	1	2	2	0	0	0	0	0					
		8.42%	7.16%	9.66%	6.28%	10.89%	8.11%	8.84%	5.99%	7.11%	8.62%	11.19%	8.76%	9.84%	9.55%	6.64%	8.26%	8.28%	7.80%	7.40%	8.72%	7.87%	7.49%	11.50%	7.68%	12.97%	7.54%	2.19%	5.0%	2.22%	4.16%	4.34%	0.0%	4.16%	4.16%	8.69%	4.76%	10.52%	2.43%	0.0%	5.0%	0.0%	5.0%	0.0%	4.34%	4.16%	0.0%	4.76%	0.0%	0.0%	0.0%	11.11%	0.0%	0.0%	6.66%	0.0%	6.66%	5.88%	0.0%	6.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	10.0%	0.0%	0.0%	11.11%	11.76%	12.5%	0.0%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1639	76	46	41	69	39	77	74	40	28	71	79	53	70	67	70	86	106	86	95	81	69	50	64	40	5	9	7	1	3	2	0	2	1	0	0	0	0	2	1	2	1	1	0	1	1	1	0	0	1	0	0	5	0	0	1	0	0	1	1	0	0	1	0	1	2	0	1	1	0	1	0	0	0	5	1					
		4.75%	5.23%	4.31%	3.22%	4.91%	2.59%	5.67%	5.09%	2.99%	3.17%	4.27%	4.68%	4.17%	4.91%	6.85%	4.90%	5.35%	6.36%	5.22%	6.00%	6.64%	4.53%	3.19%	5.40%	3.67%	4.71%	9.89%	11.66%	1.11%	12.5%	8.69%	0.0%	8.33%	4.16%	0.0%	0.0%	0.0%	0.0%	10.0%	5.0%	9.52%	5.0%	5.0%	0.0%	4.16%	5.0%	4.76%	0.0%	0.0%	5.55%	0.0%	0.0%	27.77%	0.0%	0.0%	6.66%	0.0%	0.0%	6.25%	6.66%	0.0%	0.0%	5.55%	0.0%	10.0%	10.0%	0.0%	5.88%	11.11%	0.0%	6.25%	0.0%	0.0%	0.0%	35.71%	3.70%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3323	114	96	105	101	135	158	131	100	72	190	166	125	135	111	133	186	157	162	135	126	163	181	126	106	4	4	5	5	3	2	1	2	1	0	4	3	7	0	1	2	1	2	3	3	3	5	0	0	1	1	0	2	6	6	0	1	2	0	2	1	2	2	3	0	3	5	0	2	2	2	2	0	2	1	0					
		9.63%	7.85%	9.00%	8.24%	7.19%	8.98%	11.64%	9.02%	7.48%	8.17%	11.43%	9.83%	9.84%	9.48%	11.34%	9.31%	11.58%	9.42%	9.83%	8.53%	10.33%	10.72%	11.57%	10.64%	9.75%	3.77%	4.39%	8.33%	5.55%	12.5%	8.69%	4.34%	8.33%	4.16%	0.0%	19.04%	15.78%	17.07%	0.0%	5.0%	9.52%	5.0%	10.0%	13.04%	12.5%	15.0%	23.80%	0.0%	0.0%	5.55%	5.55%	0.0%	11.11%	40.0%	40.0%	0.0%	5.88%	11.76%	0.0%	13.33%	6.25%	14.28%	11.11%	30.0%	0.0%	15.0%	21.73%	0.0%	22.22%	11.76%	12.5%	13.33%	0.0%	15.38%	7.14%	0.0%					
22	"5. ""За Русь Святую"""	100	3	1	4	8	3	1	5	4	2	6	1	2	3	5	5	5	2	3	5	1	3	9	6	2	0	0	1	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0					
		0.29%	0.20%	0.09%	0.31%	0.56%	0.19%	0.07%	0.34%	0.29%	0.22%	0.36%	0.05%	0.15%	0.21%	0.51%	0.35%	0.31%	0.12%	0.18%	0.31%	0.08%	0.19%	0.57%	0.50%	0.18%	0.0%	0.0%	1.66%	3.33%	0.0%	0.0%	0.0%	0.0%	0.0%	4.34%	4.76%	0.0%	2.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	11.11%	0.0%	0.0%	0.0%	7.14%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	75	2	3	2	3	5	2	3	3	1	6	2	1	5	3	0	4	4	3	1	3	4	4	2	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.21%	0.13%	0.28%	0.15%	0.21%	0.33%	0.14%	0.20%	0.22%	0.11%	0.36%	0.11%	0.07%	0.35%	0.30%	0.0%	0.24%	0.24%	0.18%	0.06%	0.24%	0.26%	0.25%	0.16%	0.45%	0.0%	0.0%	0.0%	0.0%	4.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	4.16%	0.0%	0.0%	0.0%	0.0%	5.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	281	9	9	11	7	9	8	11	24	3	18	13	6	6	13	9	18	8	17	5	4	11	11	12	4	0	0	0	1	2	0	3	0	0	0	1	0	2	0	4	0	1	0	0	1	0	1	1	2	4	0	1	1	0	3	1	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.81%	0.61%	0.84%	0.86%	0.49%	0.59%	0.58%	0.75%	1.79%	0.34%	1.08%	0.77%	0.47%	0.42%	1.32%	0.63%	1.12%	0.48%	1.03%	0.31%	0.32%	0.72%	0.70%	1.01%	0.36%	0.0%	0.0%	0.0%	1.11%	8.33%	0.0%	13.04%	0.0%	0.0%	0.0%	4.76%	0.0%	4.87%	0.0%	20.0%	0.0%	5.0%	0.0%	0.0%	4.16%	0.0%	4.76%	5.88%	11.76%	22.22%	0.0%	5.55%	5.55%	0.0%	20.0%	6.66%	11.76%	0.0%	12.5%	0.0%	0.0%	0.0%	5.55%	0.0%	0.0%	0.0%	0.0%	0.0%	11.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	39	4	2	0	1	0	5	3	0	1	1	2	1	4	1	3	0	2	0	2	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.27%	0.18%	0.0%	0.07%	0.0%	0.36%	0.20%	0.0%	0.11%	0.06%	0.11%	0.07%	0.28%	0.10%	0.21%	0.0%	0.12%	0.0%	0.12%	0.08%	0.06%	0.06%	0.0%	0.0%	0.0%	1.09%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	284	5	7	15	12	20	13	14	33	2	12	14	9	11	3	15	17	4	11	6	6	11	12	11	7	1	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0					
		0.82%	0.34%	0.65%	1.17%	0.85%	1.33%	0.95%	0.96%	2.47%	0.22%	0.72%	0.82%	0.70%	0.77%	0.30%	1.05%	1.05%	0.24%	0.66%	0.37%	0.49%	0.72%	0.76%	0.92%	0.64%	0.94%	0.0%	1.66%	1.11%	0.0%	0.0%	4.34%	0.0%	0.0%	0.0%	4.76%	5.26%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	4.34%	4.16%	0.0%	0.0%	0.0%	0.0%	5.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.55%	0.0%	10.0%	0.0%	0.0%	5.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.14%	0.0%					
27	"10. ""Аграрная партия России"""	916	41	29	30	34	34	29	26	31	12	38	45	33	40	29	35	47	50	63	65	36	43	32	27	33	5	4	0	3	0	0	0	1	0	0	1	0	7	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	1	1	0	1	0	0	1					
		2.65%	2.82%	2.72%	2.35%	2.42%	2.26%	2.13%	1.79%	2.32%	1.36%	2.28%	2.66%	2.59%	2.80%	2.96%	2.45%	2.92%	3.00%	3.82%	4.11%	2.95%	2.82%	2.04%	2.28%	3.03%	4.71%	4.39%	0.0%	3.33%	0.0%	0.0%	0.0%	4.16%	0.0%	0.0%	4.76%	0.0%	17.07%	5.0%	5.0%	0.0%	0.0%	0.0%	0.0%	4.16%	0.0%	0.0%	0.0%	5.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.14%	11.11%	20.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.88%	6.25%	0.0%	7.14%	0.0%	0.0%	3.70%					
28	"11. ""Истинные патриоты России"""	22	0	0	0	1	1	1	0	0	0	1	2	2	1	0	0	1	0	0	1	0	2	1	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.07%	0.06%	0.07%	0.0%	0.0%	0.0%	0.06%	0.11%	0.15%	0.07%	0.0%	0.0%	0.06%	0.0%	0.0%	0.06%	0.0%	0.13%	0.06%	0.08%	0.09%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.88%	0.0%	0.0%	0.0%	0.0%	6.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	759	39	28	40	42	25	15	37	14	10	45	47	31	29	26	30	36	40	35	37	33	31	34	23	24	0	0	0	3	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		2.20%	2.68%	2.62%	3.14%	2.99%	1.66%	1.10%	2.54%	1.04%	1.13%	2.70%	2.78%	2.44%	2.03%	2.65%	2.10%	2.24%	2.40%	2.12%	2.34%	2.70%	2.03%	2.17%	1.94%	2.20%	0.0%	0.0%	0.0%	3.33%	0.0%	0.0%	0.0%	4.16%	4.16%	0.0%	0.0%	5.26%	0.0%	0.0%	0.0%	4.76%	0.0%	0.0%	4.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	68	9	3	1	4	3	3	5	3	0	3	3	7	3	1	6	2	1	0	2	2	3	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.19%	0.61%	0.28%	0.07%	0.28%	0.19%	0.22%	0.34%	0.22%	0.0%	0.18%	0.17%	0.55%	0.21%	0.10%	0.42%	0.12%	0.06%	0.0%	0.12%	0.16%	0.19%	0.0%	0.08%	0.09%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	6.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	58	3	3	3	2	4	2	0	2	2	2	3	2	3	0	1	3	4	1	3	2	0	4	5	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.16%	0.20%	0.28%	0.23%	0.14%	0.26%	0.14%	0.0%	0.14%	0.22%	0.12%	0.17%	0.15%	0.21%	0.0%	0.07%	0.18%	0.24%	0.06%	0.18%	0.16%	0.0%	0.25%	0.42%	0.0%	0.0%	2.19%	1.66%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	44	1	1	3	2	2	1	2	2	0	2	3	4	1	0	0	2	6	0	1	1	3	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.12%	0.06%	0.09%	0.23%	0.14%	0.13%	0.07%	0.13%	0.14%	0.0%	0.12%	0.17%	0.31%	0.07%	0.0%	0.0%	0.12%	0.36%	0.0%	0.06%	0.08%	0.19%	0.0%	0.25%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	5.88%	0.0%	6.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	7.14%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3461	137	101	102	139	106	131	147	92	99	178	149	100	137	101	163	149	198	185	166	147	187	189	116	138	6	16	6	2	1	3	1	1	2	0	0	1	3	3	1	1	1	1	2	1	1	0	4	1	2	4	0	0	3	1	2	1	2	3	3	8	5	2	2	0	2	1	1	1	2	0	1	0	0	0	0					
		10.03%	9.43%	9.47%	8.01%	9.90%	7.05%	9.65%	10.12%	6.88%	11.23%	10.70%	8.82%	7.87%	9.62%	10.32%	11.41%	9.28%	11.88%	11.23%	10.49%	12.05%	12.30%	12.08%	9.79%	12.69%	5.66%	17.58%	10.0%	2.22%	4.16%	13.04%	4.34%	4.16%	8.33%	0.0%	0.0%	5.26%	7.31%	15.0%	5.0%	4.76%	5.0%	5.0%	8.69%	4.16%	5.0%	0.0%	23.52%	5.88%	11.11%	22.22%	0.0%	0.0%	20.0%	6.66%	13.33%	5.88%	11.76%	18.75%	20.0%	50.0%	35.71%	11.11%	20.0%	0.0%	10.0%	4.34%	5.88%	11.11%	11.76%	0.0%	6.66%	0.0%	0.0%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	42	2	3	1	1	4	0	2	2	3	1	1	3	2	1	1	1	3	0	0	1	1	1	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
