Выборы Президента Российской Федерации																																																																	
																																																																	
Наименование Избирательной комиссии:    Петрозаводская городская №2																																																																	
																																																																	
Итоги голосования 																																																																	
																																																																	
		Сумма	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130					
18	. Глазьев Сергей Юрьевич	1888	37	64	34	18	43	23	25	33	32	29	32	56	36	39	26	38	44	54	52	28	56	50	41	40	37	36	58	39	40	52	34	47	33	36	34	25	33	33	32	30	33	22	47	33	36	39	41	23	54	11	2	6	3	4	1	2	0	2					
		3.81%	4.81%	4.56%	3.81%	1.79%	3.81%	2.54%	3.10%	3.46%	2.93%	3.16%	3.39%	5.14%	3.54%	4.06%	2.08%	3.37%	4.33%	5.27%	5.19%	2.93%	5.59%	5.14%	3.88%	4.07%	4.19%	3.70%	5.44%	3.69%	4.12%	5.07%	3.67%	4.40%	3.24%	4.10%	5.49%	2.76%	3.17%	3.51%	3.34%	3.31%	3.24%	2.68%	5.04%	4.16%	4.09%	4.27%	5.03%	2.46%	3.88%	1.87%	2.82%	1.93%	4.35%	1.79%	1.59%	2.33%	0.00%	1.83%					
19	. Малышкин Олег Александрович	960	17	21	17	25	24	14	19	22	19	10	14	12	14	21	12	12	13	20	14	22	11	7	17	22	15	20	20	16	17	18	18	20	30	8	10	16	25	22	20	21	12	19	18	32	27	24	26	29	37	20	8	4	0	6	0	0	1	2					
		1.94%	2.21%	1.50%	1.90%	2.49%	2.12%	1.54%	2.35%	2.31%	1.74%	1.09%	1.48%	1.10%	1.38%	2.19%	0.96%	1.06%	1.28%	1.95%	1.40%	2.30%	1.10%	0.72%	1.61%	2.24%	1.70%	2.06%	1.88%	1.51%	1.75%	1.76%	1.94%	1.87%	2.94%	0.91%	1.62%	1.77%	2.40%	2.34%	2.09%	2.32%	1.18%	2.31%	1.93%	4.03%	3.07%	2.63%	3.19%	3.10%	2.66%	3.41%	11.27%	1.29%	0.00%	2.69%	0.00%	0.00%	1.61%	1.83%					
20	. Миронов Сергей Михайлович	707	13	20	9	10	12	13	10	23	17	13	13	21	17	15	7	19	15	13	17	9	11	15	22	14	13	12	22	18	15	5	11	16	18	13	11	14	13	15	14	13	21	10	16	12	12	10	13	6	21	5	1	2	0	4	1	2	0	0					
		1.43%	1.69%	1.43%	1.01%	1.00%	1.06%	1.43%	1.24%	2.41%	1.55%	1.42%	1.38%	1.93%	1.67%	1.56%	0.56%	1.68%	1.48%	1.27%	1.70%	0.94%	1.10%	1.54%	2.08%	1.42%	1.47%	1.23%	2.06%	1.70%	1.54%	0.49%	1.19%	1.50%	1.76%	1.48%	1.78%	1.55%	1.25%	1.60%	1.46%	1.44%	2.06%	1.22%	1.71%	1.51%	1.36%	1.10%	1.60%	0.64%	1.51%	0.85%	1.41%	0.64%	0.00%	1.79%	1.59%	2.33%	0.00%	0.00%					
21	. Путин Владимир Владимирович	35026	536	987	637	779	759	630	554	676	723	650	667	731	698	685	972	790	727	719	662	677	676	674	727	702	605	653	712	754	658	694	630	712	737	620	434	661	742	662	699	661	730	633	654	570	623	668	573	712	999	441	50	242	54	173	48	53	50	81					
		70.63%	69.61%	70.40%	71.33%	77.51%	67.17%	69.46%	68.65%	70.93%	66.09%	70.81%	70.58%	67.13%	68.63%	71.35%	77.88%	69.97%	71.63%	70.15%	66.07%	70.82%	67.53%	69.34%	68.84%	71.41%	68.44%	67.18%	66.79%	71.33%	67.77%	67.71%	68.03%	66.67%	72.25%	70.70%	70.11%	73.04%	71.28%	70.43%	72.96%	73.04%	71.78%	77.10%	70.10%	71.79%	70.80%	73.17%	70.31%	76.15%	71.87%	75.13%	70.42%	77.81%	78.26%	77.58%	76.19%	61.63%	80.65%	74.31%					
22	. Хакамада Ирина Муцуовна	3870	65	88	76	78	100	95	79	68	84	78	66	89	87	70	86	62	76	92	96	95	95	81	84	61	78	107	106	99	96	104	82	105	91	88	41	74	80	84	49	47	83	43	52	35	54	57	71	40	82	30	1	9	4	5	4	5	7	6					
		7.80%	8.44%	6.28%	8.51%	7.76%	8.85%	10.47%	9.79%	7.14%	7.68%	8.50%	6.98%	8.17%	8.55%	7.29%	6.89%	5.49%	7.49%	8.98%	9.58%	9.94%	9.49%	8.33%	7.95%	6.21%	8.82%	11.01%	9.94%	9.37%	9.89%	10.15%	8.86%	9.83%	8.92%	10.03%	6.62%	8.18%	7.68%	8.94%	5.11%	5.19%	8.16%	5.24%	5.57%	4.41%	6.14%	6.24%	8.71%	4.28%	5.90%	5.11%	1.41%	2.89%	5.80%	2.24%	6.35%	5.81%	11.29%	5.50%					
23	. Харитонов Николай Михайлович	4653	65	72	71	49	120	71	65	84	166	87	116	127	121	100	80	144	98	81	116	78	103	97	98	104	94	94	95	92	90	96	95	108	75	66	42	72	105	88	94	90	102	67	103	79	86	78	59	86	121	52	8	35	6	21	4	21	3	13					
		9.38%	8.44%	5.14%	7.95%	4.88%	10.62%	7.83%	8.05%	8.81%	15.17%	9.48%	12.28%	11.66%	11.90%	10.42%	6.41%	12.75%	9.66%	7.90%	11.58%	8.16%	10.29%	9.98%	9.28%	10.58%	10.63%	9.67%	8.91%	8.70%	9.27%	9.37%	10.26%	10.11%	7.35%	7.53%	6.79%	7.96%	10.09%	9.36%	9.81%	9.94%	10.03%	8.16%	11.04%	9.95%	9.77%	8.54%	7.24%	9.20%	8.71%	8.86%	11.27%	11.25%	8.70%	9.42%	6.35%	24.42%	4.84%	11.93%					
																																																																	
24	Против всех	2243	33	149	42	40	63	55	53	44	51	49	28	43	38	28	62	59	40	45	37	41	44	42	64	36	38	47	51	36	52	50	54	56	30	43	46	37	40	30	44	35	32	23	35	29	35	33	30	32	67	19	0	10	2	9	5	1	1	5					
		4.52%	4.29%	10.63%	4.70%	3.98%	5.58%	6.06%	6.57%	4.62%	4.66%	5.34%	2.96%	3.95%	3.74%	2.92%	4.97%	5.23%	3.94%	4.39%	3.69%	4.29%	4.40%	4.32%	6.06%	3.66%	4.30%	4.84%	4.78%	3.41%	5.36%	4.88%	5.83%	5.24%	2.94%	4.90%	7.43%	4.09%	3.84%	3.19%	4.59%	3.87%	3.15%	2.80%	3.75%	3.65%	3.98%	3.61%	3.68%	3.42%	4.82%	3.24%	0.00%	3.22%	2.90%	4.04%	7.94%	1.16%	1.61%	4.59%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
