Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																
Дата голосования: 07.12.2003 0:00:00																																																																
																																																																
"Наименование Избирательной комиссии:    Челябинск, Тракторозаводская"																																																																
																																																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																
																																																																
		Сумма	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	5844	120	53	81	152	74	132	45	150	101	80	104	101	70	80	131	84	50	70	63	73	68	170	109	183	102	148	136	173	183	115	82	100	113	144	128	90	152	81	102	91	63	80	101	41	61	104	136	103	97	86	144	120	123	123	87	59	32					
		10.05%	8.34%	7.38%	11.65%	11.94%	9.71%	14.55%	8.50%	17.79%	12.28%	9.95%	11.02%	8.85%	8.69%	10.21%	12.52%	7.96%	5.00%	5.83%	9.87%	7.82%	6.61%	22.02%	14.41%	14.66%	8.47%	11.33%	12.19%	11.11%	12.29%	8.94%	11.27%	11.41%	11.01%	12.11%	11.88%	8.72%	11.84%	6.49%	8.90%	9.50%	8.25%	7.65%	8.02%	5.79%	8.59%	8.37%	10.07%	8.44%	7.56%	7.63%	10.91%	10.10%	10.58%	9.14%	11.90%	10.51%	7.40%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4139	181	66	71	81	61	75	20	60	73	52	76	74	63	65	83	62	86	95	37	55	103	51	54	71	87	84	75	128	124	98	28	58	72	64	66	66	85	68	85	91	51	75	105	50	59	64	81	84	84	121	76	73	79	81	18	34	10					
		7.12%	12.58%	9.19%	10.21%	6.36%	8.00%	8.26%	3.78%	7.11%	8.88%	6.46%	8.05%	6.48%	7.82%	8.30%	7.93%	5.88%	8.60%	7.91%	5.79%	5.89%	10.01%	6.60%	7.14%	5.68%	7.22%	6.43%	6.72%	8.22%	8.33%	7.62%	3.85%	6.62%	7.01%	5.38%	6.12%	6.39%	6.62%	5.45%	7.42%	9.50%	6.68%	7.17%	8.33%	7.06%	8.30%	5.15%	6.0%	6.89%	6.55%	10.74%	5.76%	6.14%	6.79%	6.02%	2.46%	6.06%	2.31%					
22	"5. ""За Русь Святую"""	195	4	7	2	5	4	6	2	2	2	5	5	2	1	5	4	3	5	2	1	2	6	0	0	6	1	3	5	2	1	1	5	5	2	4	3	2	4	5	5	0	2	4	3	1	0	7	9	3	8	4	9	5	2	3	3	2	1					
		0.33%	0.27%	0.97%	0.28%	0.39%	0.52%	0.66%	0.37%	0.23%	0.24%	0.62%	0.53%	0.17%	0.12%	0.63%	0.38%	0.28%	0.50%	0.16%	0.15%	0.21%	0.58%	0.0%	0.0%	0.48%	0.08%	0.22%	0.44%	0.12%	0.06%	0.07%	0.68%	0.57%	0.19%	0.33%	0.27%	0.19%	0.31%	0.40%	0.43%	0.0%	0.26%	0.38%	0.23%	0.14%	0.0%	0.56%	0.66%	0.24%	0.62%	0.35%	0.68%	0.42%	0.17%	0.22%	0.41%	0.35%	0.23%					
23	"6. ""Объединенная Российская партия ""Русь"""	118	3	0	2	1	1	4	4	0	0	1	0	1	6	3	3	1	3	3	5	2	4	1	1	0	2	1	6	2	3	0	4	1	4	3	1	3	0	0	3	1	0	2	3	0	2	6	4	1	1	3	2	0	2	3	3	1	2					
		0.20%	0.20%	0.0%	0.28%	0.07%	0.13%	0.44%	0.75%	0.0%	0.0%	0.12%	0.0%	0.08%	0.74%	0.38%	0.28%	0.09%	0.30%	0.25%	0.78%	0.21%	0.38%	0.12%	0.13%	0.0%	0.16%	0.07%	0.53%	0.12%	0.20%	0.0%	0.55%	0.11%	0.38%	0.25%	0.09%	0.29%	0.0%	0.0%	0.26%	0.10%	0.0%	0.19%	0.23%	0.0%	0.28%	0.48%	0.29%	0.08%	0.07%	0.26%	0.15%	0.0%	0.17%	0.22%	0.41%	0.17%	0.46%					
24	"7. ""Новый курс - Автомобильная Россия"""	560	13	7	2	17	7	7	8	4	6	4	8	9	9	6	19	14	9	17	12	8	10	6	4	6	12	9	2	8	14	6	5	12	5	8	3	14	9	20	14	19	7	5	16	7	5	12	12	15	13	10	16	13	11	20	7	13	6					
		0.96%	0.90%	0.97%	0.28%	1.33%	0.91%	0.77%	1.51%	0.47%	0.72%	0.49%	0.84%	0.78%	1.11%	0.76%	1.81%	1.32%	0.90%	1.41%	1.88%	0.85%	0.97%	0.77%	0.52%	0.48%	0.99%	0.68%	0.17%	0.51%	0.94%	0.46%	0.68%	1.36%	0.48%	0.67%	0.27%	1.35%	0.70%	1.60%	1.22%	1.98%	0.91%	0.47%	1.27%	0.98%	0.70%	0.96%	0.88%	1.23%	1.01%	0.88%	1.21%	1.09%	0.94%	1.48%	0.95%	2.31%	1.38%					
25	"8. ""Народно-республиканская партия России"""	72	1	1	0	4	2	0	0	0	0	3	1	0	0	0	0	0	1	4	0	1	0	1	2	1	1	1	4	1	1	1	0	0	1	0	3	3	1	1	3	1	3	1	3	2	0	0	2	4	5	0	2	1	0	2	1	2	0					
		0.12%	0.06%	0.13%	0.0%	0.31%	0.26%	0.0%	0.0%	0.0%	0.0%	0.37%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.10%	0.33%	0.0%	0.10%	0.0%	0.12%	0.26%	0.08%	0.08%	0.07%	0.35%	0.06%	0.06%	0.07%	0.0%	0.0%	0.09%	0.0%	0.27%	0.29%	0.07%	0.08%	0.26%	0.10%	0.39%	0.09%	0.23%	0.28%	0.0%	0.0%	0.14%	0.32%	0.39%	0.0%	0.15%	0.08%	0.0%	0.14%	0.13%	0.35%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	446	9	8	13	11	8	6	3	6	4	4	9	15	3	6	2	10	6	7	0	11	5	8	4	9	10	16	8	11	11	7	6	4	5	2	6	7	8	13	7	9	4	7	15	9	3	10	7	8	18	14	13	11	9	6	7	5	3					
		0.76%	0.62%	1.11%	1.87%	0.86%	1.04%	0.66%	0.56%	0.71%	0.48%	0.49%	0.95%	1.31%	0.37%	0.76%	0.19%	0.94%	0.60%	0.58%	0.0%	1.17%	0.48%	1.03%	0.52%	0.72%	0.83%	1.22%	0.71%	0.70%	0.73%	0.54%	0.82%	0.45%	0.48%	0.16%	0.55%	0.67%	0.62%	1.04%	0.61%	0.94%	0.52%	0.66%	1.19%	1.27%	0.42%	0.80%	0.51%	0.65%	1.40%	1.24%	0.98%	0.92%	0.77%	0.44%	0.95%	0.89%	0.69%					
27	"10. ""Аграрная партия России"""	1065	27	6	11	18	23	12	10	13	23	9	18	21	13	14	18	23	12	20	15	12	15	14	20	30	21	29	18	26	21	31	5	12	20	34	23	24	35	25	20	18	10	15	21	12	17	15	16	17	27	28	19	20	25	25	28	11	0					
		1.83%	1.87%	0.83%	1.58%	1.41%	3.01%	1.32%	1.89%	1.54%	2.79%	1.11%	1.90%	1.84%	1.61%	1.78%	1.72%	2.18%	1.20%	1.66%	2.35%	1.28%	1.45%	1.81%	2.64%	2.40%	1.74%	2.22%	1.61%	1.67%	1.41%	2.41%	0.68%	1.36%	1.94%	2.85%	2.13%	2.32%	2.72%	2.00%	1.74%	1.88%	1.31%	1.43%	1.66%	1.69%	2.39%	1.20%	1.18%	1.39%	2.10%	2.48%	1.44%	1.68%	2.15%	1.85%	3.83%	1.96%	0.0%					
28	"11. ""Истинные патриоты России"""	109	1	3	1	2	1	0	0	0	2	5	1	0	2	0	0	6	3	3	0	2	1	0	1	1	1	3	3	2	1	4	1	0	5	7	0	3	1	5	2	3	3	0	3	0	1	1	7	4	0	5	1	3	0	1	2	1	1					
		0.18%	0.06%	0.41%	0.14%	0.15%	0.13%	0.0%	0.0%	0.0%	0.24%	0.62%	0.10%	0.0%	0.24%	0.0%	0.0%	0.56%	0.30%	0.25%	0.0%	0.21%	0.09%	0.0%	0.13%	0.08%	0.08%	0.22%	0.26%	0.12%	0.06%	0.31%	0.13%	0.0%	0.48%	0.58%	0.0%	0.29%	0.07%	0.40%	0.17%	0.31%	0.39%	0.0%	0.23%	0.0%	0.14%	0.08%	0.51%	0.32%	0.0%	0.44%	0.07%	0.25%	0.0%	0.07%	0.27%	0.17%	0.23%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	1678	20	12	17	30	29	24	13	26	17	17	27	32	28	15	25	46	30	30	14	13	20	22	19	30	38	42	27	40	42	54	25	34	32	35	21	33	47	42	46	31	21	40	39	33	18	41	38	18	30	22	41	28	35	53	32	28	16					
		2.88%	1.39%	1.67%	2.44%	2.35%	3.80%	2.64%	2.45%	3.08%	2.06%	2.11%	2.86%	2.80%	3.47%	1.91%	2.39%	4.36%	3.00%	2.5%	2.19%	1.39%	1.94%	2.84%	2.51%	2.40%	3.15%	3.21%	2.42%	2.57%	2.82%	4.19%	3.43%	3.88%	3.11%	2.94%	1.94%	3.19%	3.66%	3.36%	4.01%	3.23%	2.75%	3.82%	3.09%	4.66%	2.53%	3.30%	2.81%	1.47%	2.34%	1.95%	3.10%	2.35%	3.01%	3.94%	4.37%	4.99%	3.70%					
30	"13. ""Демократическая партия России"""	104	2	1	1	1	1	1	1	4	3	0	1	3	0	0	4	3	2	3	0	5	1	0	0	1	0	6	2	1	1	3	2	1	2	1	3	4	4	0	6	2	0	1	2	1	0	1	1	0	4	5	3	3	3	0	1	1	2					
		0.17%	0.13%	0.13%	0.14%	0.07%	0.13%	0.11%	0.18%	0.47%	0.36%	0.0%	0.10%	0.26%	0.0%	0.0%	0.38%	0.28%	0.20%	0.25%	0.0%	0.53%	0.09%	0.0%	0.0%	0.08%	0.0%	0.45%	0.17%	0.06%	0.06%	0.23%	0.27%	0.11%	0.19%	0.08%	0.27%	0.38%	0.31%	0.0%	0.52%	0.20%	0.0%	0.09%	0.15%	0.14%	0.0%	0.08%	0.07%	0.0%	0.31%	0.44%	0.22%	0.25%	0.25%	0.0%	0.13%	0.17%	0.46%					
31	"14. ""Великая Россия - Евразийский Союз"""	66	1	1	0	2	0	0	0	0	2	0	0	4	0	1	1	3	1	3	2	1	0	1	1	1	3	1	0	1	2	2	2	1	2	2	1	2	1	0	2	0	1	4	0	0	0	3	1	4	0	0	1	1	0	1	1	0	2					
		0.11%	0.06%	0.13%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.35%	0.0%	0.12%	0.09%	0.28%	0.10%	0.25%	0.31%	0.10%	0.0%	0.12%	0.13%	0.08%	0.24%	0.07%	0.0%	0.06%	0.13%	0.15%	0.27%	0.11%	0.19%	0.16%	0.09%	0.19%	0.07%	0.0%	0.17%	0.0%	0.13%	0.38%	0.0%	0.0%	0.0%	0.24%	0.07%	0.32%	0.0%	0.0%	0.07%	0.08%	0.0%	0.07%	0.13%	0.0%	0.46%					
32	"15. ""Партия СЛОН"""	277	7	3	4	8	3	1	3	12	8	5	5	0	3	3	4	8	8	12	1	1	8	3	1	4	3	3	4	9	5	4	2	5	2	3	1	2	2	7	2	4	3	7	3	3	4	11	13	13	8	9	10	7	1	5	1	2	4					
		0.47%	0.48%	0.41%	0.57%	0.62%	0.39%	0.11%	0.56%	1.42%	0.97%	0.62%	0.53%	0.0%	0.37%	0.38%	0.38%	0.75%	0.80%	1.0%	0.15%	0.10%	0.77%	0.38%	0.13%	0.32%	0.24%	0.22%	0.35%	0.57%	0.33%	0.31%	0.27%	0.57%	0.19%	0.25%	0.09%	0.19%	0.15%	0.56%	0.17%	0.41%	0.39%	0.66%	0.23%	0.42%	0.56%	0.88%	0.96%	1.06%	0.62%	0.79%	0.75%	0.58%	0.08%	0.37%	0.13%	0.35%	0.92%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4568	148	60	60	98	49	51	27	59	72	64	68	75	60	52	89	69	87	90	45	70	107	60	40	99	112	128	111	146	126	89	44	78	69	73	81	61	87	95	102	88	66	78	99	53	53	118	91	110	95	99	95	104	83	111	55	42	27					
		7.86%	10.29%	8.35%	8.63%	7.69%	6.43%	5.62%	5.10%	6.99%	8.75%	7.96%	7.21%	6.57%	7.45%	6.64%	8.50%	6.54%	8.70%	7.5%	7.05%	7.50%	10.40%	7.77%	5.29%	7.93%	9.30%	9.80%	9.95%	9.38%	8.46%	6.92%	6.05%	8.90%	6.72%	6.13%	7.52%	5.91%	6.78%	7.61%	8.90%	9.19%	8.65%	7.46%	7.86%	7.48%	7.46%	9.50%	6.74%	9.02%	7.41%	8.79%	7.20%	8.76%	7.14%	8.25%	7.52%	7.48%	6.25%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	82	1	0	1	1	0	0	1	0	0	0	1	1	6	1	2	4	1	0	1	5	0	1	0	1	3	2	1	3	0	1	0	3	1	2	0	3	0	3	0	1	0	0	3	2	0	1	6	5	1	2	4	1	2	1	0	1	2					
		0.14%	0.06%	0.0%	0.14%	0.07%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.10%	0.08%	0.74%	0.12%	0.19%	0.37%	0.10%	0.0%	0.15%	0.53%	0.0%	0.12%	0.0%	0.08%	0.24%	0.15%	0.08%	0.19%	0.0%	0.07%	0.0%	0.34%	0.09%	0.16%	0.0%	0.29%	0.0%	0.24%	0.0%	0.10%	0.0%	0.0%	0.23%	0.28%	0.0%	0.08%	0.44%	0.41%	0.07%	0.17%	0.30%	0.08%	0.17%	0.07%	0.0%	0.17%	0.46%					
35	"18. ""ЛДПР"""	7039	118	75	61	194	107	104	88	86	104	98	89	164	84	95	97	134	138	164	94	143	95	74	100	161	118	143	103	161	131	122	104	88	138	118	147	139	128	182	150	115	119	126	130	72	102	165	137	144	179	131	188	149	149	201	120	99	74					
		12.11%	8.20%	10.44%	8.77%	15.23%	14.04%	11.46%	16.63%	10.20%	12.65%	12.18%	9.43%	14.37%	10.43%	12.13%	9.27%	12.71%	13.81%	13.66%	14.73%	15.32%	9.24%	9.58%	13.22%	12.90%	9.80%	10.94%	9.23%	10.34%	8.80%	9.48%	14.30%	10.04%	13.45%	9.92%	13.64%	13.46%	9.97%	14.59%	13.10%	12.01%	15.59%	12.05%	10.32%	10.16%	14.36%	13.28%	10.14%	11.81%	13.96%	11.63%	14.25%	12.55%	12.82%	14.94%	16.41%	17.64%	17.12%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	742	13	9	5	23	11	8	5	6	9	8	14	18	12	15	16	12	11	18	11	15	12	13	11	20	13	13	10	25	18	14	9	4	22	18	12	20	28	17	16	19	2	6	23	9	7	9	15	11	13	16	13	10	20	9	11	4	11					
		1.27%	0.90%	1.25%	0.71%	1.80%	1.44%	0.88%	0.94%	0.71%	1.09%	0.99%	1.48%	1.57%	1.49%	1.91%	1.52%	1.13%	1.10%	1.5%	1.72%	1.60%	1.16%	1.68%	1.45%	1.60%	1.07%	0.99%	0.89%	1.60%	1.20%	1.08%	1.23%	0.45%	2.14%	1.51%	1.11%	1.93%	2.18%	1.36%	1.39%	1.98%	0.26%	0.57%	1.82%	1.27%	0.98%	0.72%	1.11%	0.90%	1.01%	1.42%	0.98%	0.84%	1.72%	0.66%	1.50%	0.71%	2.54%					
37	"20. ""Политическая партия ""Единая Россия"""	15486	374	185	152	342	195	222	146	226	213	187	242	324	245	221	289	291	277	334	162	272	283	182	209	304	367	333	288	407	378	346	225	241	269	347	296	284	362	355	282	206	213	332	354	235	188	319	366	308	335	298	343	299	285	334	180	110	124					
		26.65%	26.00%	25.76%	21.87%	26.86%	25.59%	24.47%	27.59%	26.80%	25.91%	23.25%	25.66%	28.39%	30.43%	28.22%	27.62%	27.60%	27.72%	27.83%	25.39%	29.15%	27.52%	23.57%	27.64%	24.35%	30.48%	25.49%	25.82%	26.15%	25.40%	26.90%	30.94%	27.51%	26.21%	29.18%	27.48%	27.51%	28.21%	28.46%	24.62%	21.52%	27.91%	31.77%	28.11%	33.19%	26.47%	25.68%	27.11%	25.26%	26.13%	26.46%	26.00%	25.18%	24.52%	24.83%	24.62%	19.60%	28.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	111	0	0	0	3	2	0	2	2	21	0	1	1	0	1	1	1	1	2	1	6	1	1	0	5	0	1	5	3	4	2	1	1	1	4	5	0	1	1	7	3	0	2	1	1	1	0	1	1	1	5	0	1	1	2	1	1	1					
		0.19%	0.0%	0.0%	0.0%	0.23%	0.26%	0.0%	0.37%	0.23%	2.55%	0.0%	0.10%	0.08%	0.0%	0.12%	0.09%	0.09%	0.10%	0.16%	0.15%	0.64%	0.09%	0.12%	0.0%	0.40%	0.0%	0.07%	0.44%	0.19%	0.26%	0.15%	0.13%	0.11%	0.09%	0.33%	0.46%	0.0%	0.07%	0.08%	0.61%	0.31%	0.0%	0.19%	0.07%	0.14%	0.14%	0.0%	0.07%	0.08%	0.07%	0.44%	0.0%	0.08%	0.08%	0.14%	0.13%	0.17%	0.23%					
39	"22. ""Развитие предпринимательства"""	235	5	3	3	3	1	5	3	2	2	3	5	1	2	9	3	9	6	7	4	2	1	1	3	2	6	10	3	9	7	4	3	3	1	7	3	1	3	3	8	3	2	16	2	5	4	7	4	9	3	4	1	5	8	3	1	2	0					
		0.40%	0.34%	0.41%	0.43%	0.23%	0.13%	0.55%	0.56%	0.23%	0.24%	0.37%	0.53%	0.08%	0.24%	1.14%	0.28%	0.85%	0.60%	0.58%	0.62%	0.21%	0.09%	0.12%	0.39%	0.16%	0.49%	0.76%	0.26%	0.57%	0.47%	0.31%	0.41%	0.34%	0.09%	0.58%	0.27%	0.09%	0.23%	0.24%	0.69%	0.31%	0.26%	1.53%	0.15%	0.70%	0.56%	0.56%	0.29%	0.73%	0.23%	0.35%	0.07%	0.42%	0.68%	0.22%	0.13%	0.35%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6426	143	72	86	109	77	98	48	94	77	122	114	117	89	71	108	96	81	100	68	82	91	79	75	171	119	150	150	176	187	145	77	112	123	139	140	102	134	112	128	109	90	88	143	76	74	147	210	179	165	74	143	136	165	161	87	84	33					
		11.06%	9.94%	10.02%	12.37%	8.56%	10.10%	10.80%	9.07%	11.15%	9.36%	15.17%	12.08%	10.25%	11.05%	9.06%	10.32%	9.10%	8.10%	8.33%	10.65%	8.78%	8.85%	10.23%	9.92%	13.70%	9.88%	11.48%	13.45%	11.31%	12.56%	11.27%	10.59%	12.78%	11.98%	11.69%	12.99%	9.88%	10.44%	8.98%	11.17%	11.38%	11.79%	8.42%	11.35%	10.73%	10.42%	11.83%	15.55%	14.68%	12.87%	6.57%	10.84%	11.45%	14.19%	11.97%	11.90%	14.97%	7.63%					
																																																																
41	Против всех	4043	79	66	34	87	56	76	45	44	28	63	74	79	39	51	65	90	85	107	47	74	63	47	38	60	86	96	55	109	103	102	44	49	54	80	71	82	104	98	84	73	46	56	93	38	64	108	89	96	97	83	89	100	85	113	42	30	27					
