Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Краснокаменская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК  421	УИК  422	УИК  423	УИК  424	УИК  425	УИК  426	УИК  427	УИК  428	УИК  429	УИК  430	УИК  431	УИК  432	УИК  433	УИК  434	УИК  435	УИК  436	УИК  437	УИК  438	УИК  439	УИК  440	УИК  441	УИК  442	УИК  443	УИК  444	УИК  445	УИК  446	УИК  447	УИК  448	УИК  449	УИК  450	УИК  451	УИК  452	УИК  453	УИК  454	УИК  455	УИК  456	УИК  457	УИК  458	УИК  459					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	360	10	15	6	9	8	11	5	7	11	8	11	10	13	12	21	15	15	14	23	14	12	14	10	15	16	10	0	12	3	3	5	4	3	2	0	4	4	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	195	4	5	1	0	0	20	2	2	1	3	3	4	0	0	3	0	1	1	1	1	2	0	6	2	1	1	122	0	1	1	2	0	1	1	0	0	2	1	0					
14	Число погашенных открепительных удостоверений	305	10	5	14	11	12	9	15	13	9	12	9	10	7	8	9	5	5	6	2	6	8	6	10	5	4	10	0	8	7	7	5	6	7	8	10	6	6	8	7					
15	Число открепительных удостоверений выданных ТИК	18	4	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	2	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	386	8	7	12	4	6	20	11	13	7	14	9	24	8	11	11	13	8	13	15	12	7	19	13	12	12	8	1	15	4	4	14	10	8	1	7	7	9	8	1					
		1.31%	0.73%	0.81%	1.69%	0.57%	0.87%	3.54%	1.39%	1.52%	0.87%	1.46%	0.81%	2.38%	0.81%	1.21%	0.99%	1.34%	0.87%	1.46%	1.31%	1.14%	0.77%	1.69%	1.35%	1.08%	1.04%	0.69%	0.76%	1.93%	1.32%	0.76%	2.12%	2.07%	2.20%	0.64%	2.12%	2.10%	1.82%	3.31%	0.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	687	38	26	22	18	18	8	13	16	27	26	25	24	26	32	25	22	24	27	23	31	22	20	26	37	38	18	3	15	2	5	5	7	4	1	1	0	8	3	1					
		2.33%	3.49%	3.04%	3.10%	2.57%	2.62%	1.41%	1.64%	1.87%	3.35%	2.71%	2.26%	2.38%	2.65%	3.52%	2.25%	2.27%	2.62%	3.03%	2.01%	2.94%	2.42%	1.78%	2.70%	3.36%	3.31%	1.56%	2.29%	1.93%	0.66%	0.95%	0.75%	1.45%	1.10%	0.64%	0.30%	0.0%	1.62%	1.24%	0.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1008	40	35	31	23	32	12	30	40	19	34	46	43	39	29	36	29	45	30	46	32	38	39	35	37	37	33	9	19	11	14	15	13	2	2	5	6	14	4	4					
		3.42%	3.67%	4.09%	4.37%	3.29%	4.67%	2.12%	3.80%	4.68%	2.36%	3.55%	4.16%	4.27%	3.97%	3.19%	3.24%	2.99%	4.91%	3.37%	4.02%	3.04%	4.18%	3.48%	3.64%	3.36%	3.22%	2.87%	6.87%	2.44%	3.64%	2.67%	2.27%	2.69%	0.55%	1.29%	1.51%	1.80%	2.83%	1.65%	2.53%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1161	49	39	32	28	34	14	36	35	39	34	43	55	37	47	51	36	33	44	53	48	51	56	53	44	36	45	6	16	9	12	6	6	3	2	1	2	10	10	6					
		3.94%	4.50%	4.56%	4.51%	4.01%	4.96%	2.48%	4.56%	4.10%	4.85%	3.55%	3.89%	5.46%	3.77%	5.17%	4.59%	3.71%	3.60%	4.94%	4.63%	4.56%	5.61%	5.00%	5.51%	3.99%	3.13%	3.91%	4.58%	2.05%	2.98%	2.29%	0.91%	1.24%	0.82%	1.29%	0.30%	0.60%	2.02%	4.14%	3.79%					
22	"5. ""За Русь Святую"""	128	6	6	4	7	2	1	4	2	6	4	9	3	6	1	8	5	4	4	0	3	0	2	3	9	1	4	1	0	4	1	0	4	0	1	2	2	4	3	2					
		0.43%	0.55%	0.70%	0.56%	1.00%	0.29%	0.17%	0.50%	0.23%	0.74%	0.41%	0.81%	0.29%	0.61%	0.11%	0.72%	0.51%	0.43%	0.44%	0.0%	0.28%	0.0%	0.17%	0.31%	0.81%	0.08%	0.34%	0.76%	0.0%	1.32%	0.19%	0.0%	0.82%	0.0%	0.64%	0.60%	0.60%	0.81%	1.24%	1.26%					
23	"6. ""Объединенная Российская партия ""Русь"""	53	0	5	0	1	1	1	0	4	3	6	1	1	0	0	2	0	3	0	2	3	2	0	1	4	0	0	0	2	1	3	1	0	1	1	0	0	1	2	1					
		0.18%	0.0%	0.58%	0.0%	0.14%	0.14%	0.17%	0.0%	0.46%	0.37%	0.62%	0.09%	0.09%	0.0%	0.0%	0.18%	0.0%	0.32%	0.0%	0.17%	0.28%	0.22%	0.0%	0.10%	0.36%	0.0%	0.0%	0.0%	0.25%	0.33%	0.57%	0.15%	0.0%	0.27%	0.64%	0.0%	0.0%	0.20%	0.82%	0.63%					
24	"7. ""Новый курс - Автомобильная Россия"""	222	18	5	2	4	8	3	5	8	6	5	12	5	6	5	7	6	11	6	7	15	9	12	9	0	11	9	2	5	0	0	4	2	2	1	4	6	0	1	1					
		0.75%	1.65%	0.58%	0.28%	0.57%	1.16%	0.53%	0.63%	0.93%	0.74%	0.52%	1.08%	0.49%	0.61%	0.55%	0.63%	0.61%	1.20%	0.67%	0.61%	1.42%	0.99%	1.07%	0.93%	0.0%	0.95%	0.78%	1.52%	0.64%	0.0%	0.0%	0.60%	0.41%	0.55%	0.64%	1.21%	1.80%	0.0%	0.41%	0.63%					
25	"8. ""Народно-республиканская партия России"""	27	1	0	0	1	0	0	1	0	1	1	0	0	0	0	2	1	0	0	1	2	2	0	0	1	1	0	0	3	0	2	1	1	0	0	0	1	3	1	0					
		0.09%	0.09%	0.0%	0.0%	0.14%	0.0%	0.0%	0.12%	0.0%	0.12%	0.10%	0.0%	0.0%	0.0%	0.0%	0.18%	0.10%	0.0%	0.0%	0.08%	0.19%	0.22%	0.0%	0.0%	0.09%	0.08%	0.0%	0.0%	0.38%	0.0%	0.38%	0.15%	0.20%	0.0%	0.0%	0.0%	0.30%	0.60%	0.41%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	93	2	5	0	2	1	2	2	3	1	0	4	4	5	2	3	2	3	6	5	2	6	1	6	4	0	8	0	5	1	0	1	1	0	0	1	1	3	1	0					
		0.31%	0.18%	0.58%	0.0%	0.28%	0.14%	0.35%	0.25%	0.35%	0.12%	0.0%	0.36%	0.39%	0.51%	0.22%	0.27%	0.20%	0.32%	0.67%	0.43%	0.19%	0.66%	0.08%	0.62%	0.36%	0.0%	0.69%	0.0%	0.64%	0.33%	0.0%	0.15%	0.20%	0.0%	0.0%	0.30%	0.30%	0.60%	0.41%	0.0%					
27	"10. ""Аграрная партия России"""	1706	48	34	27	29	27	15	38	41	35	39	46	43	45	34	46	35	36	41	33	43	30	51	42	49	40	33	6	20	59	113	158	34	63	30	63	50	77	43	10					
		5.80%	4.41%	3.98%	3.80%	4.15%	3.94%	2.65%	4.81%	4.80%	4.35%	4.07%	4.16%	4.27%	4.59%	3.74%	4.14%	3.61%	3.93%	4.60%	2.88%	4.09%	3.30%	4.56%	4.37%	4.45%	3.48%	2.87%	4.58%	2.57%	19.53%	21.56%	23.97%	7.05%	17.35%	19.48%	19.14%	15.01%	15.61%	17.84%	6.32%					
28	"11. ""Истинные патриоты России"""	45	0	1	1	3	3	2	1	3	0	2	2	0	0	1	0	3	3	0	0	0	4	2	1	1	0	0	0	2	2	1	0	0	0	3	2	0	2	0	0					
		0.15%	0.0%	0.11%	0.14%	0.42%	0.43%	0.35%	0.12%	0.35%	0.0%	0.20%	0.18%	0.0%	0.0%	0.11%	0.0%	0.30%	0.32%	0.0%	0.0%	0.0%	0.44%	0.17%	0.10%	0.09%	0.0%	0.0%	0.0%	0.25%	0.66%	0.19%	0.0%	0.0%	0.0%	1.94%	0.60%	0.0%	0.40%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	392	15	16	8	11	10	7	17	6	13	12	15	12	16	6	9	16	17	13	0	6	16	43	13	16	16	12	2	12	6	9	5	3	2	1	1	3	4	1	2					
		1.33%	1.37%	1.87%	1.12%	1.57%	1.45%	1.24%	2.15%	0.70%	1.61%	1.25%	1.35%	1.19%	1.63%	0.66%	0.81%	1.65%	1.85%	1.46%	0.0%	0.57%	1.76%	3.84%	1.35%	1.45%	1.39%	1.04%	1.52%	1.54%	1.98%	1.71%	0.75%	0.62%	0.55%	0.64%	0.30%	0.90%	0.81%	0.41%	1.26%					
30	"13. ""Демократическая партия России"""	59	0	1	2	6	3	1	0	6	2	2	0	2	0	1	1	5	1	0	2	1	3	1	3	0	2	2	1	1	1	2	0	2	1	0	1	0	2	1	0					
		0.20%	0.0%	0.11%	0.28%	0.85%	0.43%	0.17%	0.0%	0.70%	0.24%	0.20%	0.0%	0.19%	0.0%	0.11%	0.09%	0.51%	0.10%	0.0%	0.17%	0.09%	0.33%	0.08%	0.31%	0.0%	0.17%	0.17%	0.76%	0.12%	0.33%	0.38%	0.0%	0.41%	0.27%	0.0%	0.30%	0.0%	0.40%	0.41%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	54	4	1	4	1	1	2	0	2	4	1	1	1	1	2	0	2	1	2	0	0	0	3	1	5	3	2	0	5	0	0	0	0	0	0	0	1	2	1	1					
		0.18%	0.36%	0.11%	0.56%	0.14%	0.14%	0.35%	0.0%	0.23%	0.49%	0.10%	0.09%	0.09%	0.10%	0.22%	0.0%	0.20%	0.10%	0.22%	0.0%	0.0%	0.0%	0.26%	0.10%	0.45%	0.26%	0.17%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.40%	0.41%	0.63%					
32	"15. ""Партия СЛОН"""	45	3	1	1	3	2	3	4	3	0	2	1	1	0	2	1	0	1	0	0	1	0	2	0	1	0	2	0	2	0	1	0	2	0	2	0	0	3	0	1					
		0.15%	0.27%	0.11%	0.14%	0.42%	0.29%	0.53%	0.50%	0.35%	0.0%	0.20%	0.09%	0.09%	0.0%	0.22%	0.09%	0.0%	0.10%	0.0%	0.0%	0.09%	0.0%	0.17%	0.0%	0.09%	0.0%	0.17%	0.0%	0.25%	0.0%	0.19%	0.0%	0.41%	0.0%	1.29%	0.0%	0.0%	0.60%	0.0%	0.63%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2126	101	77	38	54	57	18	62	78	53	87	82	69	102	79	85	73	80	53	92	67	82	101	54	66	91	87	6	47	10	16	60	19	19	4	13	12	17	5	10					
		7.22%	9.28%	9.01%	5.35%	7.73%	8.32%	3.19%	7.85%	9.14%	6.59%	9.09%	7.42%	6.85%	10.40%	8.70%	7.66%	7.54%	8.73%	5.95%	8.04%	6.37%	9.03%	9.03%	5.61%	5.99%	7.93%	7.57%	4.58%	6.04%	3.31%	3.05%	9.10%	3.94%	5.23%	2.59%	3.95%	3.60%	3.44%	2.07%	6.32%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	78	2	2	1	0	1	2	0	4	2	1	0	2	0	4	1	0	1	3	2	2	0	5	4	5	4	1	0	5	2	1	3	3	2	2	0	1	4	3	3					
		0.26%	0.18%	0.23%	0.14%	0.0%	0.14%	0.35%	0.0%	0.46%	0.24%	0.10%	0.0%	0.19%	0.0%	0.44%	0.09%	0.0%	0.10%	0.33%	0.17%	0.19%	0.0%	0.44%	0.41%	0.45%	0.34%	0.08%	0.0%	0.64%	0.66%	0.19%	0.45%	0.62%	0.55%	1.29%	0.0%	0.30%	0.81%	1.24%	1.89%					
35	"18. ""ЛДПР"""	5481	163	129	152	143	117	112	145	182	155	167	222	164	158	162	230	189	151	183	235	185	151	230	186	228	237	240	23	191	56	93	115	85	71	20	38	57	58	31	27					
		18.63%	14.98%	15.10%	21.43%	20.48%	17.08%	19.85%	18.37%	21.33%	19.27%	17.45%	20.10%	16.28%	16.12%	17.84%	20.73%	19.52%	16.48%	20.56%	20.55%	17.60%	16.62%	20.57%	19.35%	20.70%	20.66%	20.90%	17.55%	24.58%	18.54%	17.74%	17.45%	17.63%	19.55%	12.98%	11.55%	17.11%	11.76%	12.86%	17.08%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	507	19	15	21	18	8	12	9	9	12	18	18	12	12	17	27	10	17	13	14	20	9	23	15	20	23	29	0	14	5	13	12	11	6	3	5	3	9	2	4					
		1.72%	1.74%	1.75%	2.96%	2.57%	1.16%	2.12%	1.14%	1.05%	1.49%	1.88%	1.63%	1.19%	1.22%	1.87%	2.43%	1.03%	1.85%	1.46%	1.22%	1.90%	0.99%	2.05%	1.56%	1.81%	2.00%	2.52%	0.0%	1.80%	1.65%	2.48%	1.82%	2.28%	1.65%	1.94%	1.51%	0.90%	1.82%	0.82%	2.53%					
37	"20. ""Политическая партия ""Единая Россия"""	10577	403	325	255	248	258	263	304	256	284	320	370	372	369	316	390	385	333	302	428	403	352	338	334	403	408	439	48	275	94	155	197	202	120	49	158	133	125	101	62					
		35.96%	37.04%	38.05%	35.96%	35.53%	37.66%	46.63%	38.52%	30.01%	35.32%	33.43%	33.51%	36.94%	37.65%	34.80%	35.16%	39.77%	36.35%	33.93%	37.44%	38.34%	38.76%	30.23%	34.75%	36.60%	35.57%	38.24%	36.64%	35.39%	31.12%	29.58%	29.89%	41.90%	33.05%	31.81%	48.02%	39.93%	25.35%	41.90%	39.24%					
38	"21. ""Российская Конституционно-демократическая партия"""	67	4	0	0	3	3	1	0	0	0	1	3	1	1	0	5	2	1	2	2	11	1	0	2	4	3	0	1	4	1	4	0	0	2	0	1	0	0	0	4					
		0.22%	0.36%	0.0%	0.0%	0.42%	0.43%	0.17%	0.0%	0.0%	0.0%	0.10%	0.27%	0.09%	0.10%	0.0%	0.45%	0.20%	0.10%	0.22%	0.17%	1.04%	0.11%	0.0%	0.20%	0.36%	0.26%	0.0%	0.76%	0.51%	0.33%	0.76%	0.0%	0.0%	0.55%	0.0%	0.30%	0.0%	0.0%	0.0%	2.53%					
39	"22. ""Развитие предпринимательства"""	83	4	2	0	1	1	2	3	0	5	8	1	3	3	3	5	2	3	4	2	2	5	4	6	3	5	1	1	0	0	2	1	0	0	0	0	0	0	0	1					
		0.28%	0.36%	0.23%	0.0%	0.14%	0.14%	0.35%	0.38%	0.0%	0.62%	0.83%	0.09%	0.29%	0.30%	0.33%	0.45%	0.20%	0.32%	0.44%	0.17%	0.19%	0.55%	0.35%	0.62%	0.27%	0.43%	0.08%	0.76%	0.0%	0.0%	0.38%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2433	83	71	44	40	56	21	62	89	71	99	98	92	77	96	93	78	79	78	101	88	51	87	73	97	102	72	10	69	23	44	39	46	24	20	8	29	106	9	8					
		8.27%	7.62%	8.31%	6.20%	5.73%	8.17%	3.72%	7.85%	10.43%	8.83%	10.34%	8.87%	9.13%	7.85%	10.57%	8.38%	8.05%	8.62%	8.76%	8.83%	8.37%	5.61%	7.78%	7.59%	8.81%	8.89%	6.27%	7.63%	8.88%	7.61%	8.39%	5.91%	9.54%	6.61%	12.98%	2.43%	8.70%	21.50%	3.73%	5.06%					
																																														
41	Против всех	1613	65	46	43	41	27	36	35	44	53	69	87	57	53	48	53	45	57	52	74	64	56	68	69	52	64	84	10	37	7	15	9	18	20	7	4	10	20	9	5					
		5.48%	5.97%	5.38%	6.06%	5.87%	3.94%	6.38%	4.43%	5.15%	6.59%	7.21%	7.88%	5.66%	5.40%	5.28%	4.77%	4.64%	6.22%	5.84%	6.47%	6.08%	6.16%	6.08%	7.18%	4.72%	5.57%	7.31%	7.63%	4.76%	2.31%	2.86%	1.36%	3.73%	5.50%	4.54%	1.21%	3.00%	4.05%	3.73%	3.16%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
