Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Суворовская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	881	27	30	32	40	35	35	25	40	35	5	0	35	5	8	10	27	27	6	30	20	39	20	39	15	23	8	2	10	5	25	10	15	19	2	20	50	15	13	22	15	12	4	1	5	5	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	815	27	24	31	37	35	34	25	39	27	5	0	27	5	8	8	18	26	6	30	20	39	20	39	10	23	8	2	10	5	25	10	14	19	0	10	50	15	13	22	12	12	4	1	0	5	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	627	10	17	17	26	17	26	11	12	25	14	9	16	5	11	8	2	11	5	13	8	10	231	4	9	5	8	7	6	3	1	3	4	2	4	4	5	3	9	8	4	7	6	3	5	4	9					
14	Число погашенных неиспользованных открепительных удостоверений	66	0	6	1	3	0	1	0	1	8	0	0	8	0	0	2	9	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	2	10	0	0	0	0	3	0	0	0	5	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	89	7	4	5	5	7	5	9	8	2	3	0	5	0	1	3	4	1	1	3	2	2	1	3	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	1.Политическая партия «Аграрная партия России»	471	21	17	30	32	33	21	15	27	26	7	2	15	9	4	10	14	10	4	17	6	12	30	5	10	1	3	3	5	1	5	4	2	5	5	2	3	4	5	1	13	10	4	2	1	13	2					
		2.38%	2.60%	2.05%	2.55%	3.05%	2.96%	1.92%	2.13%	2.17%	2.13%	2.54%	3.13%	2.33%	2.51%	1.52%	1.87%	2.80%	1.69%	2.13%	2.35%	2.23%	1.81%	4.26%	1.77%	2.60%	0.43%	1.67%	1.47%	1.29%	0.97%	3.70%	2.38%	2.53%	4.90%	4.63%	1.29%	1.80%	1.53%	1.94%	1.25%	2.66%	4.22%	2.06%	1.52%	1.52%	9.49%	0.97%					
19	2.Всероссийская политическая партия «Гражданская Сила»	98	0	7	8	7	10	8	7	6	6	2	0	2	4	1	1	4	2	0	4	1	5	4	1	1	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0					
		0.50%	0.00%	0.84%	0.68%	0.67%	0.90%	0.73%	0.99%	0.48%	0.49%	0.72%	0.00%	0.31%	1.12%	0.38%	0.19%	0.80%	0.34%	0.00%	0.55%	0.37%	0.75%	0.57%	0.35%	0.26%	0.87%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.20%	0.00%	0.00%	0.76%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	25	2	0	3	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	4	4	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.13%	0.25%	0.00%	0.26%	0.10%	0.09%	0.00%	0.14%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.57%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.80%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2656	116	105	187	155	179	146	100	178	190	39	5	99	47	68	73	79	104	21	116	31	55	153	29	31	36	12	14	15	11	11	10	8	5	7	5	18	8	13	7	52	24	20	22	5	15	32					
		13.43%	14.37%	12.65%	15.90%	14.76%	16.08%	13.36%	14.18%	14.31%	15.57%	14.13%	7.81%	15.35%	13.13%	25.76%	13.64%	15.80%	17.54%	11.17%	16.02%	11.52%	8.28%	21.73%	10.28%	8.05%	15.58%	6.67%	6.86%	3.86%	10.68%	8.15%	5.95%	10.13%	4.90%	6.48%	3.23%	10.78%	3.05%	5.04%	8.75%	10.63%	10.13%	10.31%	16.67%	7.58%	10.95%	15.53%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	80	9	1	11	3	9	4	1	10	8	0	0	0	0	0	1	0	1	0	0	1	3	3	0	1	0	0	5	1	0	0	0	1	0	2	0	1	0	0	0	1	0	1	0	0	0	2					
		0.40%	1.12%	0.12%	0.94%	0.29%	0.81%	0.37%	0.14%	0.80%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.17%	0.00%	0.00%	0.37%	0.45%	0.43%	0.00%	0.26%	0.00%	0.00%	2.45%	0.26%	0.00%	0.00%	0.00%	1.27%	0.00%	1.85%	0.00%	0.60%	0.00%	0.00%	0.00%	0.20%	0.00%	0.52%	0.00%	0.00%	0.00%	0.97%					
23	6.Политическая партия «Партия социальной справедливости»	33	1	1	5	1	4	0	3	3	3	0	0	3	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.17%	0.12%	0.12%	0.43%	0.10%	0.36%	0.00%	0.43%	0.24%	0.25%	0.00%	0.00%	0.47%	0.28%	0.00%	0.19%	0.20%	0.17%	0.00%	0.14%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1384	61	72	74	69	94	70	48	88	76	22	3	60	36	16	38	31	52	7	42	31	59	47	12	43	19	7	8	21	8	11	7	9	6	4	4	8	10	9	4	40	15	17	1	3	14	8					
		7.00%	7.56%	8.67%	6.29%	6.57%	8.45%	6.40%	6.81%	7.07%	6.23%	7.97%	4.69%	9.30%	10.06%	6.06%	7.10%	6.20%	8.77%	3.72%	5.80%	11.52%	8.89%	6.68%	4.26%	11.17%	8.23%	3.89%	3.92%	5.40%	7.77%	8.15%	4.17%	11.39%	5.88%	3.70%	2.58%	4.79%	3.82%	3.49%	5.00%	8.18%	6.33%	8.76%	0.76%	4.55%	10.22%	3.88%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1871	91	155	160	163	153	152	73	148	165	21	4	41	27	18	29	40	74	8	55	13	34	76	4	6	14	6	5	8	4	9	3	3	1	3	0	4	6	8	1	38	18	14	1	2	3	10					
		9.46%	11.28%	18.67%	13.61%	15.52%	13.75%	13.91%	10.35%	11.90%	13.52%	7.61%	6.25%	6.36%	7.54%	6.82%	5.42%	8.00%	12.48%	4.26%	7.60%	4.83%	5.12%	10.80%	1.42%	1.56%	6.06%	3.33%	2.45%	2.06%	3.88%	6.67%	1.79%	3.80%	0.98%	2.78%	0.00%	2.40%	2.29%	3.10%	1.25%	7.77%	7.59%	7.22%	0.76%	3.03%	2.19%	4.85%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	167	6	10	7	11	9	10	10	12	6	2	2	5	4	0	7	8	7	2	5	1	3	11	3	5	0	0	0	2	1	2	1	0	0	2	0	0	0	1	0	3	3	3	0	0	2	1					
		0.84%	0.74%	1.20%	0.60%	1.05%	0.81%	0.91%	1.42%	0.96%	0.49%	0.72%	3.13%	0.78%	1.12%	0.00%	1.31%	1.60%	1.18%	1.06%	0.69%	0.37%	0.45%	1.56%	1.06%	1.30%	0.00%	0.00%	0.00%	0.51%	0.97%	1.48%	0.60%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.39%	0.00%	0.61%	1.27%	1.55%	0.00%	0.00%	1.46%	0.49%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	12657	482	447	665	578	601	659	443	754	719	176	48	404	227	150	360	316	331	146	472	179	478	357	226	281	156	152	165	332	78	96	141	47	84	85	143	133	229	216	67	339	164	135	104	53	90	149					
		64.02%	59.73%	53.86%	56.55%	55.05%	53.99%	60.29%	62.84%	60.61%	58.93%	63.77%	75.00%	62.64%	63.41%	56.82%	67.29%	63.20%	55.82%	77.66%	65.19%	66.54%	71.99%	50.71%	80.14%	72.99%	67.53%	84.44%	80.88%	85.35%	75.73%	71.11%	83.93%	59.49%	82.35%	78.70%	92.26%	79.64%	87.40%	83.72%	83.75%	69.33%	69.20%	69.59%	78.79%	80.30%	65.69%	72.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	158	9	10	11	14	11	11	1	12	12	3	0	7	0	2	7	5	7	0	4	2	5	10	0	3	2	0	0	1	0	0	0	1	0	0	0	0	2	2	0	1	0	0	1	0	0	2					
		0.80%	1.12%	1.20%	0.94%	1.33%	0.99%	1.01%	0.14%	0.96%	0.98%	1.09%	0.00%	1.09%	0.00%	0.76%	1.31%	1.00%	1.18%	0.00%	0.55%	0.74%	0.75%	1.42%	0.00%	0.78%	0.87%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.76%	0.78%	0.00%	0.20%	0.00%	0.00%	0.76%	0.00%	0.00%	0.97%					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
