Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Усольская 																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	68	2	0	0	0	0	6	6	0	0	3	3	2	2	6	0	0	0	1	3	0	0	1	0	5	2	8	1	0	0	0	1	2	2	1	1	0	0	2	0	1	4	1	2	0									
		0.52%	0.92%	0.00%	0.00%	0.00%	0.00%	1.12%	0.95%	0.00%	0.00%	0.72%	0.33%	0.44%	0.23%	1.01%	0.00%	0.00%	0.00%	0.32%	0.91%	0.00%	0.00%	1.09%	0.00%	0.83%	0.86%	1.07%	0.30%	0.00%	0.00%	0.00%	0.30%	0.70%	0.75%	1.19%	0.24%	0.00%	0.00%	0.48%	0.00%	0.87%	1.04%	1.49%	0.69%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	0	1	1	1	0	1	1	0	1	0	1	1	2	1	1	0	0	2	0	2	0	0	1	1	0	2	0	0	2	0	0	0	1	1	2	2	0	0	0	1	1	1	0	0									
		0.24%	0.00%	2.70%	0.48%	0.64%	0.00%	0.19%	0.16%	0.00%	0.17%	0.00%	0.11%	0.22%	0.23%	0.17%	0.78%	0.00%	0.00%	0.65%	0.00%	0.97%	0.00%	0.00%	0.65%	0.17%	0.00%	0.27%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.38%	1.19%	0.47%	2.15%	0.00%	0.00%	0.00%	0.87%	0.26%	1.49%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2169	39	5	47	29	33	71	119	11	65	46	93	51	82	93	14	21	11	51	64	49	29	14	31	158	65	172	66	14	80	20	51	39	55	15	81	15	41	68	6	15	69	11	56	4									
		16.60%	17.97%	13.51%	22.38%	18.59%	16.84%	13.25%	18.83%	8.94%	10.80%	11.08%	10.32%	11.16%	9.36%	15.60%	10.94%	22.34%	11.34%	16.56%	19.34%	23.79%	20.00%	15.22%	20.13%	26.29%	27.90%	22.93%	19.58%	17.72%	17.62%	21.98%	15.45%	13.73%	20.75%	17.86%	19.19%	16.13%	23.03%	16.15%	14.63%	13.04%	17.88%	16.42%	19.24%	11.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	39	0	0	0	0	0	1	3	0	0	0	2	1	2	3	0	0	1	2	1	3	0	0	0	4	1	4	0	0	1	0	2	0	1	0	2	0	0	1	0	0	2	0	2	0									
		0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.47%	0.00%	0.00%	0.00%	0.22%	0.22%	0.23%	0.50%	0.00%	0.00%	1.03%	0.65%	0.30%	1.46%	0.00%	0.00%	0.00%	0.67%	0.43%	0.53%	0.00%	0.00%	0.22%	0.00%	0.61%	0.00%	0.38%	0.00%	0.47%	0.00%	0.00%	0.24%	0.00%	0.00%	0.52%	0.00%	0.69%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	100	1	1	4	5	0	7	3	1	0	2	9	1	3	3	0	0	1	1	4	1	1	1	1	15	3	9	4	0	3	0	4	0	0	0	4	0	0	3	0	0	0	3	2	0									
		0.77%	0.46%	2.70%	1.90%	3.21%	0.00%	1.31%	0.47%	0.81%	0.00%	0.48%	0.99%	0.22%	0.34%	0.50%	0.00%	0.00%	1.03%	0.32%	1.21%	0.49%	0.69%	1.09%	0.65%	2.50%	1.29%	1.20%	1.19%	0.00%	0.66%	0.00%	1.21%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	4.48%	0.69%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	4	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0									
		0.14%	0.46%	2.70%	0.00%	0.64%	0.00%	0.00%	0.00%	0.81%	0.17%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.17%	0.43%	0.53%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	87	1	0	2	1	0	1	8	0	2	5	4	3	1	7	1	0	0	2	2	1	1	1	1	1	1	17	1	1	0	1	2	4	3	1	1	2	0	3	0	1	1	1	2	0									
		0.67%	0.46%	0.00%	0.95%	0.64%	0.00%	0.19%	1.27%	0.00%	0.33%	1.20%	0.44%	0.66%	0.11%	1.17%	0.78%	0.00%	0.00%	0.65%	0.60%	0.49%	0.69%	1.09%	0.65%	0.17%	0.43%	2.27%	0.30%	1.27%	0.00%	1.10%	0.61%	1.41%	1.13%	1.19%	0.24%	2.15%	0.00%	0.71%	0.00%	0.87%	0.26%	1.49%	0.69%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3528	57	5	41	38	69	123	84	28	218	168	425	199	416	215	33	14	16	72	73	36	32	13	29	118	31	130	58	13	110	22	66	81	46	20	68	18	23	109	9	15	96	12	73	6									
		27.00%	26.27%	13.51%	19.52%	24.36%	35.20%	22.95%	13.29%	22.76%	36.21%	40.48%	47.17%	43.54%	47.49%	36.07%	25.78%	14.89%	16.49%	23.38%	22.05%	17.48%	22.07%	14.13%	18.83%	19.63%	13.30%	17.33%	17.21%	16.46%	24.23%	24.18%	20.00%	28.52%	17.36%	23.81%	16.11%	19.35%	12.92%	25.89%	21.95%	13.04%	24.87%	17.91%	25.09%	17.14%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	5	1	1	0	1	0	5	0	0	0	2	0	2	2	0	0	0	1	1	0	0	0	1	4	1	4	3	0	0	0	0	0	1	1	3	0	1	3	0	1	2	1	0	0									
		0.36%	2.30%	2.70%	0.48%	0.00%	0.51%	0.00%	0.79%	0.00%	0.00%	0.00%	0.22%	0.00%	0.23%	0.34%	0.00%	0.00%	0.00%	0.32%	0.30%	0.00%	0.00%	0.00%	0.65%	0.67%	0.43%	0.53%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	1.19%	0.71%	0.00%	0.56%	0.71%	0.00%	0.87%	0.52%	1.49%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	242	0	3	3	3	1	12	16	2	9	6	16	6	17	9	3	0	0	8	4	4	2	2	3	13	8	12	9	2	12	1	9	6	6	1	4	1	3	9	3	2	8	3	1	0									
		1.85%	0.00%	8.11%	1.43%	1.92%	0.51%	2.24%	2.53%	1.63%	1.50%	1.45%	1.78%	1.31%	1.94%	1.51%	2.34%	0.00%	0.00%	2.60%	1.21%	1.94%	1.38%	2.17%	1.95%	2.16%	3.43%	1.60%	2.67%	2.53%	2.64%	1.10%	2.73%	2.11%	2.26%	1.19%	0.95%	1.08%	1.69%	2.14%	7.32%	1.74%	2.07%	4.48%	0.34%	0.00%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
