Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																	
Дата голосования: 07.12.2003 0:00:00																																																																	
																																																																	
Наименование Избирательной комиссии:    Назаровская																																																																	
																																																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																	
																																																																	
		Сумма	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	169	5	4	7	3	9	1	3	0	5	0	2	9	0	5	6	4	2	6	0	6	2	3	11	0	0	0	1	0	1	4	0	8	0	0	0	2	1	0	0	0	13	4	3	0	3	3	2	12	1	1	2	3	1	7	0	2	1	1					
		1.83%	4.95%	2.59%	4.51%	2.97%	2.86%	0.63%	1.45%	0.0%	9.25%	0.0%	1.61%	11.53%	0.0%	1.54%	2.69%	3.25%	2.66%	1.03%	0.0%	3.09%	2.29%	3.12%	2.21%	0.0%	0.0%	0.0%	0.87%	0.0%	2.94%	3.44%	0.0%	2.22%	0.0%	0.0%	0.0%	2.15%	0.34%	0.0%	0.0%	0.0%	1.54%	2.06%	2.4%	0.0%	3.44%	4.68%	3.63%	2.04%	1.05%	0.74%	1.61%	2.18%	1.08%	5.98%	0.0%	2.77%	0.71%	1.11%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	80	0	0	1	0	3	1	0	3	0	0	2	1	1	1	4	1	0	3	1	2	0	0	7	0	4	0	0	1	0	0	1	3	1	1	0	2	0	0	0	0	15	1	1	0	2	0	1	7	1	0	0	1	2	3	0	1	1	0					
		0.86%	0.0%	0.0%	0.64%	0.0%	0.95%	0.63%	0.0%	3.22%	0.0%	0.0%	1.61%	1.28%	1.38%	0.30%	1.79%	0.81%	0.0%	0.51%	0.91%	1.03%	0.0%	0.0%	1.40%	0.0%	4.70%	0.0%	0.0%	1.23%	0.0%	0.0%	0.96%	0.83%	1.47%	1.31%	0.0%	2.15%	0.0%	0.0%	0.0%	0.0%	1.78%	0.51%	0.8%	0.0%	2.29%	0.0%	1.81%	1.19%	1.05%	0.0%	0.0%	0.72%	2.17%	2.56%	0.0%	1.38%	0.71%	0.0%					
22	"5. ""За Русь Святую"""	49	0	0	4	1	0	2	0	1	0	0	0	0	0	3	0	0	1	7	0	2	0	0	5	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	4	3	0	2	1	1	0	0	0	0	3	0	0	1	0	1	2	1					
		0.53%	0.0%	0.0%	2.58%	0.99%	0.0%	1.27%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%	0.0%	0.0%	1.33%	1.20%	0.0%	1.03%	0.0%	0.0%	1.00%	0.0%	0.0%	0.0%	0.0%	0.0%	2.94%	0.0%	0.0%	0.0%	0.0%	2.63%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.47%	1.54%	0.0%	0.61%	1.14%	1.56%	0.0%	0.0%	0.0%	0.0%	2.41%	0.0%	0.0%	0.85%	0.0%	1.38%	1.43%	1.11%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	0	0	0	0	0	0	0	1	0	0	1	0	3	1	0	0	0	2	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0					
		0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.80%	0.0%	4.16%	0.30%	0.0%	0.0%	0.0%	0.34%	0.0%	0.51%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	1.75%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	1.03%	0.0%	0.0%	0.0%	0.0%	1.81%	0.17%	1.05%	0.74%	0.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	27	0	0	0	0	0	1	0	0	2	1	0	0	0	2	1	1	0	1	0	1	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	5	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1					
		0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	3.70%	2.08%	0.0%	0.0%	0.0%	0.61%	0.44%	0.81%	0.0%	0.17%	0.0%	0.51%	0.0%	0.0%	0.20%	2.19%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	1.14%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	1.11%					
25	"8. ""Народно-республиканская партия России"""	21	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0					
		0.22%	0.0%	0.0%	0.64%	0.99%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.61%	0.0%	0.0%	0.30%	0.0%	0.81%	0.0%	0.17%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	1.17%	1.96%	0.0%	0.0%	0.0%	0.86%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.51%	0.0%	0.0%	0.0%	1.56%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	1.38%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	2	0	0	1	0	0	1	1	0	1	0	0	2	0	2	0	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.22%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.81%	0.0%	0.51%	0.0%	1.03%	0.0%	0.0%	0.20%	0.0%	0.0%	1.96%	0.87%	0.0%	2.94%	0.0%	0.0%	0.55%	0.0%	2.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.51%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	974	22	12	12	4	23	13	31	3	0	1	2	7	0	39	12	18	5	137	39	32	18	4	44	5	3	8	18	22	4	15	19	73	2	12	14	5	26	2	12	13	70	12	13	26	5	7	2	42	6	7	3	7	2	10	18	2	11	0					
		10.56%	21.78%	7.79%	7.74%	3.96%	7.32%	8.28%	15.04%	3.22%	0.0%	2.08%	1.61%	8.97%	0.0%	12.07%	5.38%	14.63%	6.66%	23.53%	35.77%	16.49%	20.68%	4.16%	8.85%	5.49%	3.52%	15.68%	15.78%	27.16%	11.76%	12.93%	18.26%	20.33%	2.94%	15.78%	16.86%	5.37%	8.96%	5.55%	15.58%	14.28%	8.34%	6.18%	10.4%	8.04%	5.74%	10.93%	3.63%	7.16%	6.31%	5.22%	2.41%	5.10%	2.17%	8.54%	13.63%	2.77%	7.91%	0.0%					
28	"11. ""Истинные патриоты России"""	7	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.0%	0.31%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.81%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	65	1	0	0	3	0	0	0	0	0	0	0	0	0	2	2	1	0	2	0	0	0	1	4	4	1	2	3	0	0	0	0	6	1	0	2	1	3	0	0	0	2	2	0	0	2	2	1	2	2	4	1	1	2	2	0	1	2	0					
		0.70%	0.99%	0.0%	0.0%	2.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.89%	0.81%	0.0%	0.34%	0.0%	0.0%	0.0%	1.04%	0.80%	4.39%	1.17%	3.92%	2.63%	0.0%	0.0%	0.0%	0.0%	1.67%	1.47%	0.0%	2.40%	1.07%	1.03%	0.0%	0.0%	0.0%	0.23%	1.03%	0.0%	0.0%	2.29%	3.12%	1.81%	0.34%	2.10%	2.98%	0.80%	0.72%	2.17%	1.70%	0.0%	1.38%	1.43%	0.0%					
30	"13. ""Демократическая партия России"""	17	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	1.85%	0.0%	0.80%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.17%	0.0%	0.51%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	1.45%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	3	0	0	0	1	0	0					
		0.19%	0.99%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.20%	0.0%	1.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	1.56%	1.81%	0.0%	0.0%	0.0%	0.80%	2.18%	0.0%	0.0%	0.0%	1.38%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	17	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.28%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	627	6	4	10	5	45	23	8	5	1	7	5	4	2	19	31	10	8	39	5	17	3	10	46	16	5	2	3	2	1	7	7	18	3	2	9	4	24	3	12	8	64	15	5	34	6	6	1	25	2	8	3	5	2	3	0	4	0	5					
		6.80%	5.94%	2.59%	6.45%	4.95%	14.33%	14.64%	3.88%	5.37%	1.85%	14.58%	4.03%	5.12%	2.77%	5.88%	13.90%	8.13%	10.66%	6.70%	4.58%	8.76%	3.44%	10.41%	9.25%	17.58%	5.88%	3.92%	2.63%	2.46%	2.94%	6.03%	6.73%	5.01%	4.41%	2.63%	10.84%	4.30%	8.27%	8.33%	15.58%	8.79%	7.62%	7.73%	4.0%	10.52%	6.89%	9.37%	1.81%	4.26%	2.10%	5.97%	2.41%	3.64%	2.17%	2.56%	0.0%	5.55%	0.0%	5.55%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	38	0	0	1	0	1	0	0	0	1	0	1	0	0	1	2	0	0	2	1	1	0	0	4	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	1	0	1	0	2	1	1	2	2	1	1	0	1	2	0	0	2	1					
		0.41%	0.0%	0.0%	0.64%	0.0%	0.31%	0.0%	0.0%	0.0%	1.85%	0.0%	0.80%	0.0%	0.0%	0.30%	0.89%	0.0%	0.0%	0.34%	0.91%	0.51%	0.0%	0.0%	0.80%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	1.47%	0.0%	2.40%	0.0%	0.34%	0.0%	0.0%	0.0%	0.11%	0.0%	0.8%	0.0%	2.29%	1.56%	1.81%	0.34%	2.10%	0.74%	0.80%	0.0%	1.08%	1.70%	0.0%	0.0%	1.43%	1.11%					
35	"18. ""ЛДПР"""	1397	3	22	20	21	51	27	12	4	6	1	41	13	3	45	29	12	15	82	13	23	4	20	83	7	19	4	6	24	13	20	13	59	14	12	14	11	62	3	11	5	133	32	11	41	12	13	7	102	9	21	15	26	18	36	33	14	13	14					
		15.15%	2.97%	14.28%	12.90%	20.79%	16.24%	17.19%	5.82%	4.30%	11.11%	2.08%	33.06%	16.66%	4.16%	13.93%	13.00%	9.75%	20.0%	14.08%	11.92%	11.85%	4.59%	20.83%	16.70%	7.69%	22.35%	7.84%	5.26%	29.62%	38.23%	17.24%	12.5%	16.43%	20.58%	15.78%	16.86%	11.82%	21.37%	8.33%	14.28%	5.49%	15.85%	16.49%	8.8%	12.69%	13.79%	20.31%	12.72%	17.40%	9.47%	15.67%	12.09%	18.97%	19.56%	30.76%	25.0%	19.44%	9.35%	15.55%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	136	1	1	2	2	3	2	2	0	1	0	0	1	1	4	10	6	4	3	2	2	2	0	5	4	1	2	3	1	0	6	1	11	1	1	0	5	2	0	2	1	10	1	2	1	1	1	1	7	2	1	8	4	1	1	0	0	0	0					
		1.47%	0.99%	0.64%	1.29%	1.98%	0.95%	1.27%	0.97%	0.0%	1.85%	0.0%	0.0%	1.28%	1.38%	1.23%	4.48%	4.87%	5.33%	0.51%	1.83%	1.03%	2.29%	0.0%	1.00%	4.39%	1.17%	3.92%	2.63%	1.23%	0.0%	5.17%	0.96%	3.06%	1.47%	1.31%	0.0%	5.37%	0.68%	0.0%	2.59%	1.09%	1.19%	0.51%	1.6%	0.30%	1.14%	1.56%	1.81%	1.19%	2.10%	0.74%	6.45%	2.91%	1.08%	0.85%	0.0%	0.0%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	3270	24	64	68	37	115	66	109	60	26	25	49	19	41	120	66	32	15	152	19	62	32	16	186	45	36	20	34	5	9	58	36	92	27	27	19	51	111	21	25	22	181	54	27	101	24	11	17	297	46	49	66	63	35	39	58	28	73	60					
		35.46%	23.76%	41.55%	43.87%	36.63%	36.62%	42.03%	52.91%	64.51%	48.14%	52.08%	39.51%	24.35%	56.94%	37.15%	29.59%	26.01%	20.0%	26.11%	17.43%	31.95%	36.78%	16.66%	37.42%	49.45%	42.35%	39.21%	29.82%	6.17%	26.47%	50.0%	34.61%	25.62%	39.70%	35.52%	22.89%	54.83%	38.27%	58.33%	32.46%	24.17%	21.57%	27.83%	21.6%	31.26%	27.58%	17.18%	30.90%	50.68%	48.42%	36.56%	53.22%	45.98%	38.04%	33.33%	43.93%	38.88%	52.51%	66.66%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.97%	0.0%	0.0%	2.08%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	1.14%	0.0%	0.40%	0.0%	1.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.0%	0.0%	1.31%	0.0%	1.07%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.30%	1.14%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	8	0	1	1	1	0	0	3	0	0	1	0	1	0	0	0	1	0					
		0.27%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.20%	1.09%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.20%	0.0%	0.34%	0.0%	0.0%	0.0%	0.95%	0.0%	0.8%	0.30%	1.14%	0.0%	0.0%	0.51%	0.0%	0.0%	0.80%	0.0%	1.08%	0.0%	0.0%	0.0%	0.71%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1335	27	30	16	16	43	10	13	8	6	8	14	12	12	30	35	29	16	77	9	13	9	28	59	0	9	3	22	15	3	2	15	43	13	5	14	4	36	6	5	36	242	41	45	86	16	3	10	40	6	24	7	9	10	8	13	5	13	6					
		14.47%	26.73%	19.48%	10.32%	15.84%	13.69%	6.36%	6.31%	8.60%	11.11%	16.66%	11.29%	15.38%	16.66%	9.28%	15.69%	23.57%	21.33%	13.23%	8.25%	6.70%	10.34%	29.16%	11.87%	0.0%	10.58%	5.88%	19.29%	18.51%	8.82%	1.72%	14.42%	11.97%	19.11%	6.57%	16.86%	4.30%	12.41%	16.66%	6.49%	39.56%	28.84%	21.13%	36.0%	26.62%	18.39%	4.68%	18.18%	6.82%	6.31%	17.91%	5.64%	6.56%	10.86%	6.83%	9.84%	6.94%	9.35%	6.66%					
																																																																	
41	Против всех	443	6	11	7	4	9	6	4	4	2	0	1	9	1	35	7	2	6	34	10	10	13	9	13	1	1	2	7	6	0	1	3	11	1	3	5	3	11	0	3	4	55	13	10	13	3	8	2	16	9	6	2	6	10	1	10	2	11	1					
