Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Сунская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	194	60	6	6	11	13	17	16	3	8	2	7	7	8	2	28					
		3.84%	4.77%	1.01%	1.84%	3.16%	4.22%	5.72%	5.44%	1.46%	4.82%	1.82%	4.43%	3.43%	6.06%	1.72%	5.22%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	65	22	6	2	6	1	7	6	0	3	0	1	3	1	0	7					
		1.29%	1.75%	1.01%	0.61%	1.72%	0.32%	2.36%	2.04%	0.00%	1.81%	0.00%	0.63%	1.47%	0.76%	0.00%	1.31%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	3066	748	322	213	208	231	175	153	131	111	74	93	121	75	92	319					
		60.69%	59.46%	54.30%	65.34%	59.77%	75.00%	58.92%	52.04%	63.59%	66.87%	67.27%	58.86%	59.31%	56.82%	79.31%	59.51%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	12	3	0	1	0	0	0	1	0	0	0	0	0	1	1	5					
		0.24%	0.24%	0.00%	0.31%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.86%	0.93%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
