Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Дзержинская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207					
28	"11. ""Истинные патриоты России"""	14	3	0	2	0	1	1	2	1	3	0	1	0					
		0.07%	0.20%	0.0%	0.13%	0.0%	0.06%	0.06%	0.12%	0.06%	0.20%	0.0%	0.07%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	230	18	15	19	15	16	17	22	15	24	18	26	25					
		1.30%	1.25%	1.05%	1.28%	0.99%	0.97%	1.16%	1.36%	1.01%	1.66%	1.26%	1.84%	1.88%					
30	"13. ""Демократическая партия России"""	26	1	2	4	6	1	3	3	1	1	0	3	1					
		0.14%	0.06%	0.14%	0.27%	0.39%	0.06%	0.20%	0.18%	0.06%	0.06%	0.0%	0.21%	0.07%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	2	2	2	1	4	3	4	4	1	1	2	6					
		0.18%	0.13%	0.14%	0.13%	0.06%	0.24%	0.20%	0.24%	0.27%	0.06%	0.07%	0.14%	0.45%					
32	"15. ""Партия СЛОН"""	51	8	1	2	3	6	6	0	5	4	6	3	7					
		0.28%	0.55%	0.07%	0.13%	0.19%	0.36%	0.41%	0.0%	0.33%	0.27%	0.42%	0.21%	0.52%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2862	202	221	266	300	256	202	284	216	264	220	220	211					
		16.22%	14.03%	15.48%	18.02%	19.86%	15.65%	13.86%	17.61%	14.59%	18.33%	15.44%	15.60%	15.88%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	23	0	0	1	2	2	5	2	0	5	4	2	0					
		0.13%	0.0%	0.0%	0.06%	0.13%	0.12%	0.34%	0.12%	0.0%	0.34%	0.28%	0.14%	0.0%					
35	"18. ""ЛДПР"""	1382	132	104	113	105	94	145	122	146	115	87	104	115					
		7.83%	9.17%	7.28%	7.65%	6.95%	5.74%	9.95%	7.56%	9.86%	7.98%	6.10%	7.37%	8.65%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	240	25	19	13	8	12	27	20	22	26	24	23	21					
		1.36%	1.73%	1.33%	0.88%	0.52%	0.73%	1.85%	1.24%	1.48%	1.80%	1.68%	1.63%	1.58%					
37	"20. ""Политическая партия ""Единая Россия"""	5286	460	424	452	493	427	399	513	452	435	385	442	404					
		29.96%	31.96%	29.71%	30.62%	32.64%	26.11%	27.38%	31.82%	30.54%	30.20%	27.03%	31.34%	30.42%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	1	0	3	0	3	2	1	3	2	3	1	0					
		0.10%	0.06%	0.0%	0.20%	0.0%	0.18%	0.13%	0.06%	0.20%	0.13%	0.21%	0.07%	0.0%					
39	"22. ""Развитие предпринимательства"""	55	6	7	5	4	3	5	6	3	3	8	4	1					
		0.31%	0.41%	0.49%	0.33%	0.26%	0.18%	0.34%	0.37%	0.20%	0.20%	0.56%	0.28%	0.07%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1482	117	162	105	95	134	131	134	113	107	130	146	108					
		8.40%	8.13%	11.35%	7.11%	6.29%	8.19%	8.99%	8.31%	7.63%	7.43%	9.12%	10.35%	8.13%					
																			
41	Против всех	1228	95	102	108	91	105	108	131	121	115	99	76	77					
		6.96%	6.60%	7.14%	7.31%	6.02%	6.42%	7.41%	8.12%	8.17%	7.98%	6.95%	5.39%	5.79%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
