Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская N1"																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907					
		16.22%	13.65%	17.00%	18.99%	15.95%	19.39%	17.28%	14.46%	17.25%	15.41%	19.17%	22.14%	16.51%	17.55%	17.67%	18.91%	18.43%	20.59%	18.33%	19.11%	18.19%	15.43%	17.75%	15.42%	19.79%	17.13%	15.69%	14.18%	14.10%	10.80%	13.99%	13.17%	16.61%	15.68%	13.73%	11.47%	21.19%	14.80%	13.56%	16.41%	15.73%	16.19%	13.10%	17.55%	12.42%	13.47%	12.81%	15.78%	15.76%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	279	10	6	15	6	4	3	4	7	3	9	5	10	4	9	7	5	5	7	4	7	5	6	11	11	7	4	1	1	2	0	11	12	4	4	3	4	5	5	4	1	7	4	0	9	6	3	3	16					
		0.58%	0.99%	0.55%	1.38%	0.62%	0.53%	0.31%	0.48%	0.74%	0.19%	1.13%	0.51%	1.03%	0.38%	0.96%	0.60%	0.46%	0.54%	0.82%	0.51%	0.47%	0.47%	0.63%	0.78%	1.16%	0.72%	0.37%	0.15%	0.11%	0.22%	0.00%	0.95%	0.82%	0.38%	0.54%	0.35%	0.38%	0.33%	0.43%	0.76%	0.13%	0.77%	0.38%	0.00%	0.72%	0.59%	0.33%	0.35%	1.40%					
23	6.Политическая партия «Партия социальной справедливости»	105	2	1	2	4	2	2	1	5	1	2	5	0	2	1	5	4	2	6	2	4	5	3	1	4	1	3	1	1	3	1	3	1	0	0	2	1	3	3	0	2	0	3	3	1	1	0	4	2					
		0.22%	0.20%	0.09%	0.18%	0.41%	0.26%	0.21%	0.12%	0.53%	0.06%	0.25%	0.51%	0.00%	0.19%	0.11%	0.43%	0.36%	0.22%	0.71%	0.25%	0.27%	0.47%	0.32%	0.07%	0.42%	0.10%	0.28%	0.15%	0.11%	0.33%	0.13%	0.26%	0.07%	0.00%	0.00%	0.24%	0.10%	0.20%	0.26%	0.00%	0.27%	0.00%	0.29%	0.37%	0.08%	0.10%	0.00%	0.47%	0.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	4849	108	97	96	92	67	78	85	105	179	85	81	97	102	84	110	103	63	82	58	142	131	101	143	97	93	100	67	103	72	104	117	130	114	90	95	103	156	144	60	85	88	133	100	137	96	83	82	111					
		10.06%	10.76%	8.87%	8.85%	9.47%	8.84%	8.02%	10.16%	11.11%	11.31%	10.65%	8.27%	9.95%	9.68%	8.99%	9.41%	9.40%	6.86%	9.64%	7.34%	9.46%	12.32%	10.61%	10.11%	10.21%	9.54%	9.17%	10.00%	11.34%	7.94%	13.23%	10.07%	8.89%	10.90%	12.11%	11.23%	9.88%	10.40%	12.44%	11.45%	11.33%	9.63%	12.72%	12.27%	10.91%	9.44%	9.09%	9.66%	9.72%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5302	97	141	114	109	66	85	87	86	171	71	97	100	123	99	140	115	107	100	104	178	136	129	166	103	125	156	80	88	71	98	126	201	115	57	93	116	163	121	50	93	89	105	74	123	75	118	111	130					
		10.99%	9.66%	12.89%	10.51%	11.21%	8.71%	8.74%	10.39%	9.10%	10.80%	8.90%	9.90%	10.26%	11.67%	10.60%	11.98%	10.49%	11.66%	11.75%	13.16%	11.86%	12.79%	13.55%	11.74%	10.84%	12.82%	14.31%	11.94%	9.69%	7.83%	12.47%	10.84%	13.74%	10.99%	7.67%	10.99%	11.12%	10.87%	10.45%	9.54%	12.40%	9.74%	10.04%	9.08%	9.79%	7.37%	12.92%	13.07%	11.38%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	683	26	30	29	23	22	31	19	13	26	17	13	12	14	11	14	18	6	7	11	14	17	16	19	15	10	15	4	15	9	6	10	22	5	5	3	17	16	14	3	12	14	5	6	19	15	9	9	17					
		1.42%	2.59%	2.74%	2.67%	2.37%	2.90%	3.19%	2.27%	1.38%	1.64%	2.13%	1.33%	1.23%	1.33%	1.18%	1.20%	1.64%	0.65%	0.82%	1.39%	0.93%	1.60%	1.68%	1.34%	1.58%	1.03%	1.38%	0.60%	1.65%	0.99%	0.76%	0.86%	1.50%	0.48%	0.67%	0.35%	1.63%	1.07%	1.21%	0.57%	1.60%	1.53%	0.48%	0.74%	1.51%	1.47%	0.99%	1.06%	1.49%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	26077	557	543	540	504	410	515	470	485	872	417	484	508	552	501	610	585	486	441	393	795	532	453	780	458	511	565	373	505	610	425	682	777	594	448	509	519	831	656	286	395	525	589	437	726	635	517	455	616					
		54.08%	55.48%	49.63%	49.77%	51.85%	54.09%	52.98%	56.15%	51.32%	55.09%	52.26%	49.39%	52.10%	52.37%	53.64%	52.18%	53.38%	52.94%	51.82%	49.75%	52.96%	50.05%	47.58%	55.16%	48.21%	52.41%	51.83%	55.67%	55.62%	67.25%	54.07%	58.69%	53.11%	56.79%	60.30%	60.17%	49.76%	55.40%	56.65%	54.58%	52.67%	57.44%	56.31%	53.62%	57.80%	62.44%	56.63%	53.59%	53.94%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	617	20	20	14	21	13	11	8	12	20	11	16	15	15	17	12	8	11	12	14	17	7	14	15	17	17	18	12	17	7	12	12	21	7	5	9	20	14	12	3	6	7	8	11	11	10	10	14	14					
		1.28%	1.99%	1.83%	1.29%	2.16%	1.72%	1.13%	0.96%	1.27%	1.26%	1.38%	1.63%	1.54%	1.42%	1.82%	1.03%	0.73%	1.20%	1.41%	1.77%	1.13%	0.66%	1.47%	1.06%	1.79%	1.74%	1.65%	1.79%	1.87%	0.77%	1.53%	1.03%	1.44%	0.67%	0.67%	1.06%	1.92%	0.93%	1.04%	0.57%	0.80%	0.77%	0.76%	1.35%	0.88%	0.98%	1.10%	1.65%	1.23%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
