Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Ульяновск, Засвияжская N1"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1730	30	30	30	50	30	30	30	50	50	40	50	30	30	30	70	60	40	30	40	50	60	50	30	30	0	30	50	30	40	40	30	30	30	30	30	30	60	30	30	30	30	40	30	40	30	30	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1222	26	20	20	30	18	24	25	38	48	37	46	17	20	24	38	47	27	21	33	28	35	29	26	26	0	25	29	15	35	39	21	21	20	20	21	22	43	12	14	21	16	27	22	21	22	21	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1116	47	55	30	18	7	23	29	23	18	12	17	6	50	17	34	21	14	27	12	14	15	7	29	11	173	39	28	21	31	14	8	20	23	52	7	11	11	14	17	11	29	9	17	11	9	9	16					
14	Число погашенных неиспользованных открепительных удостоверений	508	4	10	10	20	12	6	5	12	2	3	4	13	10	6	32	13	13	9	7	22	25	21	4	4	0	5	21	15	5	1	9	9	10	10	9	8	17	18	16	9	14	13	8	19	8	9	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	4	0	1	2	0	1	0	0	0	1	0	1	0	0	0	1	2	1	1	1	2	0	0	1	0	4	0	1	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8444	157	183	205	142	109	186	132	171	249	203	228	169	159	205	267	322	162	187	252	182	161	203	151	182	151	176	224	145	226	268	183	119	142	198	142	152	223	134	95	80	140	227	136	132	168	199	217					
		19.50%	16.47%	17.53%	19.77%	15.35%	16.42%	20.20%	16.28%	17.98%	17.82%	17.28%	17.80%	18.41%	17.85%	20.12%	19.52%	24.60%	18.22%	19.24%	19.86%	21.19%	18.57%	21.80%	24.63%	22.52%	19.07%	18.53%	23.83%	20.51%	21.81%	21.19%	20.22%	16.60%	20.14%	18.63%	18.83%	22.19%	19.75%	19.59%	15.45%	15.50%	18.16%	20.04%	19.07%	16.56%	22.40%	26.96%	20.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6144	151	143	138	138	97	120	130	176	189	163	186	132	106	127	184	151	168	151	176	99	112	112	96	129	91	120	88	100	156	175	120	121	129	134	121	94	205	95	86	98	115	180	91	122	95	99	135					
		14.19%	15.84%	13.70%	13.31%	14.92%	14.61%	13.03%	16.03%	18.51%	13.53%	13.87%	14.52%	14.38%	11.90%	12.46%	13.45%	11.54%	18.90%	15.53%	13.87%	11.53%	12.92%	12.03%	15.66%	15.97%	11.49%	12.63%	9.36%	14.14%	15.06%	13.83%	13.26%	16.88%	18.30%	12.61%	16.05%	13.72%	18.16%	13.89%	13.98%	18.99%	14.92%	15.89%	12.76%	15.31%	12.67%	13.41%	12.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	541	12	17	16	13	8	12	8	19	14	8	20	15	11	12	22	12	14	9	15	11	13	10	11	11	8	18	13	7	12	10	12	4	8	11	20	7	13	8	5	6	7	13	9	8	6	7	16					
		1.25%	1.26%	1.63%	1.54%	1.41%	1.20%	1.30%	0.99%	1.99%	1.00%	0.68%	1.56%	1.63%	1.23%	1.18%	1.61%	0.92%	1.57%	0.93%	1.18%	1.28%	1.50%	1.07%	1.79%	1.36%	1.01%	1.89%	1.38%	0.99%	1.16%	0.79%	1.33%	0.56%	1.13%	1.03%	2.65%	1.02%	1.15%	1.17%	0.81%	1.16%	0.91%	1.15%	1.26%	1.00%	0.80%	0.95%	1.49%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	12803	312	345	324	263	213	306	218	287	439	415	440	259	282	318	425	408	282	283	362	267	288	300	144	183	184	280	298	187	289	347	264	184	171	348	212	209	297	193	190	129	177	320	194	248	199	201	319					
		29.56%	32.74%	33.05%	31.24%	28.43%	32.08%	33.22%	26.88%	30.18%	31.42%	35.32%	34.35%	28.21%	31.65%	31.21%	31.07%	31.17%	31.72%	29.12%	28.53%	31.08%	33.22%	32.22%	23.49%	22.65%	23.23%	29.47%	31.70%	26.45%	27.90%	27.43%	29.17%	25.66%	24.26%	32.74%	28.12%	30.51%	26.31%	28.22%	30.89%	25.00%	22.96%	28.24%	27.21%	31.12%	26.53%	27.24%	29.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1538	22	46	47	42	22	29	28	29	56	47	50	42	42	33	43	42	33	36	39	45	25	31	28	34	16	44	37	26	35	60	26	22	18	45	16	20	25	22	23	10	30	26	25	28	23	25	45					
		3.55%	2.31%	4.41%	4.53%	4.54%	3.31%	3.15%	3.45%	3.05%	4.01%	4.00%	3.90%	4.58%	4.71%	3.24%	3.14%	3.21%	3.71%	3.70%	3.07%	5.24%	2.88%	3.33%	4.57%	4.21%	2.02%	4.63%	3.94%	3.68%	3.38%	4.74%	2.87%	3.07%	2.55%	4.23%	2.12%	2.92%	2.21%	3.22%	3.74%	1.94%	3.89%	2.29%	3.51%	3.51%	3.07%	3.39%	4.19%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12822	274	288	284	303	202	256	271	244	412	315	335	278	270	301	388	351	213	289	402	232	248	250	173	247	323	294	265	230	301	377	272	252	220	304	223	180	335	213	203	162	283	337	242	240	233	194	313					
		29.60%	28.75%	27.59%	27.39%	32.76%	30.42%	27.80%	33.42%	25.66%	29.49%	26.81%	26.15%	30.28%	30.30%	29.54%	28.36%	26.81%	23.96%	29.73%	31.68%	27.01%	28.60%	26.85%	28.22%	30.57%	40.78%	30.95%	28.19%	32.53%	29.05%	29.80%	30.06%	35.15%	31.21%	28.60%	29.58%	26.28%	29.67%	31.14%	33.01%	31.40%	36.71%	29.74%	33.94%	30.11%	31.07%	26.29%	29.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	316	12	9	9	7	4	5	9	10	6	8	10	6	7	8	6	11	5	5	9	9	6	8	4	6	3	2	6	3	6	12	8	0	4	6	6	8	9	5	5	10	9	12	4	4	4	2	9					
		0.73%	1.26%	0.86%	0.87%	0.76%	0.60%	0.54%	1.11%	1.05%	0.43%	0.68%	0.78%	0.65%	0.79%	0.79%	0.44%	0.84%	0.56%	0.51%	0.71%	1.05%	0.69%	0.86%	0.65%	0.74%	0.38%	0.21%	0.64%	0.42%	0.58%	0.95%	0.88%	0.00%	0.57%	0.56%	0.80%	1.17%	0.80%	0.73%	0.81%	1.94%	1.17%	1.06%	0.56%	0.50%	0.53%	0.27%	0.84%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
