Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Приморско-Ахтарская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	112	2	10	4	7	2	3	5	5	4	4	7	3	6	1	5	14	3	5	0	0	0	10	2	0	0	0	0	0	1	0	3	4	2	0	0									
		0.46%	0.32%	1.55%	0.65%	1.12%	0.36%	0.35%	0.55%	0.58%	0.62%	0.45%	0.92%	0.40%	0.91%	0.27%	0.46%	2.11%	2.13%	0.51%	0.00%	0.00%	0.00%	0.72%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.23%	0.85%	0.59%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	1	0	1	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0									
		0.04%	0.00%	0.00%	0.00%	0.16%	0.00%	0.12%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.18%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	122	2	3	9	3	2	6	5	6	2	11	10	11	11	0	12	12	0	2	0	0	0	2	3	0	0	1	0	0	1	0	2	0	2	2	2									
		0.50%	0.32%	0.46%	1.46%	0.48%	0.36%	0.70%	0.55%	0.69%	0.31%	1.23%	1.31%	1.46%	1.66%	0.00%	1.10%	1.81%	0.00%	0.20%	0.00%	0.00%	0.00%	0.14%	1.68%	0.00%	0.00%	0.46%	0.00%	0.00%	0.16%	0.00%	0.15%	0.00%	0.59%	0.20%	1.46%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3782	82	129	140	90	114	197	158	175	131	124	148	149	143	46	138	125	33	87	81	58	205	113	30	30	33	20	199	235	68	50	184	90	77	87	13									
		15.62%	12.93%	19.94%	22.76%	14.42%	20.65%	22.96%	17.29%	20.23%	20.18%	13.87%	19.42%	19.74%	21.60%	12.23%	12.65%	18.85%	23.40%	8.80%	8.40%	20.14%	14.90%	8.18%	16.76%	16.04%	6.95%	9.26%	18.49%	23.11%	10.88%	9.96%	14.11%	19.15%	22.78%	8.76%	9.49%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	265	3	6	3	5	5	8	10	10	0	4	4	4	2	1	11	8	1	9	9	0	0	1	0	0	2	9	17	56	0	0	64	0	1	11	1									
		1.09%	0.47%	0.93%	0.49%	0.80%	0.91%	0.93%	1.09%	1.16%	0.00%	0.45%	0.52%	0.53%	0.30%	0.27%	1.01%	1.21%	0.71%	0.91%	0.93%	0.00%	0.00%	0.07%	0.00%	0.00%	0.42%	4.17%	1.58%	5.51%	0.00%	0.00%	4.91%	0.00%	0.30%	1.11%	0.73%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	989	9	26	20	24	15	29	64	35	17	39	35	25	25	13	40	23	5	96	27	21	27	28	0	13	14	8	35	101	36	59	20	9	2	35	14									
		4.08%	1.42%	4.02%	3.25%	3.85%	2.72%	3.38%	7.00%	4.05%	2.62%	4.36%	4.59%	3.31%	3.78%	3.46%	3.67%	3.47%	3.55%	9.71%	2.80%	7.29%	1.96%	2.03%	0.00%	6.95%	2.95%	3.70%	3.25%	9.93%	5.76%	11.75%	1.53%	1.91%	0.59%	3.52%	10.22%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
