Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Тербунская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	245	5	5	5	5	5	5	5	5	5	10	5	5	5	5	5	5	5	5	5	5	5	5	20	5	20	20	20	20	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	60	3	0	1	0	0	3	3	1	0	9	3	0	0	0	0	0	0	1	0	0	0	1	4	1	7	10	9	3	0	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	58	6	1	1	2	1	0	1	1	2	3	0	0	2	1	0	0	2	0	0	3	0	0	2	2	5	8	6	3	0	1	3	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	185	2	5	4	5	5	2	2	4	5	1	2	5	5	5	5	5	5	4	5	5	5	4	16	4	13	10	11	17	5	5	4	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	266	9	6	12	11	5	7	7	2	3	11	7	4	6	2	2	9	0	2	15	13	5	10	15	5	14	10	20	16	5	8	13	6	6					
		2.06%	1.93%	2.10%	3.48%	2.93%	3.42%	1.72%	1.58%	1.21%	0.99%	2.67%	3.95%	3.45%	1.34%	1.10%	2.17%	2.11%	0.00%	1.37%	4.34%	4.48%	5.38%	2.54%	2.03%	1.72%	1.12%	1.01%	1.70%	2.14%	1.33%	3.51%	2.62%	3.30%	1.86%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	2	0	0	1	0	1	0	3	0	9	3	6	0	2	1	1	1	0					
		0.29%	0.21%	0.00%	0.29%	0.00%	0.00%	0.25%	0.00%	0.61%	0.00%	0.24%	0.56%	0.00%	0.00%	0.55%	0.00%	0.47%	0.00%	0.00%	0.29%	0.00%	1.08%	0.00%	0.41%	0.00%	0.72%	0.30%	0.51%	0.00%	0.53%	0.44%	0.20%	0.55%	0.00%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1505	75	22	30	36	11	31	24	27	16	57	24	24	48	23	6	56	1	10	26	45	5	40	87	28	162	99	165	141	63	20	54	15	34					
		11.64%	16.09%	7.69%	8.70%	9.57%	7.53%	7.60%	5.42%	16.36%	5.28%	13.83%	13.56%	20.69%	10.71%	12.71%	6.52%	13.11%	1.30%	6.85%	7.51%	15.52%	5.38%	10.15%	11.77%	9.66%	12.96%	10.03%	14.04%	18.88%	16.76%	8.77%	10.89%	8.24%	10.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	25	0	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	4	8	2	0	0	0	0	0					
		0.19%	0.00%	0.00%	0.58%	0.00%	0.00%	0.49%	0.23%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.24%	0.41%	0.68%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	1	1	2	0	0	0	0	0	0					
		0.09%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.87%	0.00%	0.00%	0.25%	0.14%	0.00%	0.08%	0.10%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	976	28	29	40	34	13	29	25	24	16	37	10	23	26	14	5	25	7	20	45	22	16	26	57	30	82	85	70	62	27	6	22	4	17					
		7.55%	6.01%	10.14%	11.59%	9.04%	8.90%	7.11%	5.64%	14.55%	5.28%	8.98%	5.65%	19.83%	5.80%	7.73%	5.43%	5.85%	9.09%	13.70%	13.01%	7.59%	17.20%	6.60%	7.71%	10.34%	6.56%	8.61%	5.96%	8.30%	7.18%	2.63%	4.44%	2.20%	5.28%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	839	31	7	26	15	2	17	42	7	10	37	6	13	25	10	13	30	2	10	22	17	2	25	42	10	131	87	75	52	26	14	14	4	15					
		6.49%	6.65%	2.45%	7.54%	3.99%	1.37%	4.17%	9.48%	4.24%	3.30%	8.98%	3.39%	11.21%	5.58%	5.52%	14.13%	7.03%	2.60%	6.85%	6.36%	5.86%	2.15%	6.35%	5.68%	3.45%	10.48%	8.81%	6.38%	6.96%	6.91%	6.14%	2.82%	2.20%	4.66%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	97	1	0	3	1	0	1	1	2	1	1	0	0	3	1	0	3	1	1	0	0	0	4	4	3	15	20	19	1	1	5	4	0	1					
		0.75%	0.21%	0.00%	0.87%	0.27%	0.00%	0.25%	0.23%	1.21%	0.33%	0.24%	0.00%	0.00%	0.67%	0.55%	0.00%	0.70%	1.30%	0.68%	0.00%	0.00%	0.00%	1.02%	0.54%	1.03%	1.20%	2.03%	1.62%	0.13%	0.27%	2.19%	0.81%	0.00%	0.31%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9035	317	218	226	276	114	318	338	102	257	264	127	51	332	128	65	297	64	102	229	188	64	282	526	213	819	664	792	462	248	172	383	152	245					
		69.88%	68.03%	76.22%	65.51%	73.40%	78.08%	77.94%	76.30%	61.82%	84.82%	64.08%	71.75%	43.97%	74.11%	70.72%	70.65%	69.56%	83.12%	69.86%	66.18%	64.83%	68.82%	71.57%	71.18%	73.45%	65.52%	67.27%	67.40%	61.85%	65.96%	75.44%	77.22%	83.52%	76.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	36	0	0	1	0	1	0	1	0	0	0	1	0	3	0	1	2	0	0	0	0	0	1	1	0	6	5	7	4	0	0	1	0	1					
		0.28%	0.00%	0.00%	0.29%	0.00%	0.68%	0.00%	0.23%	0.00%	0.00%	0.00%	0.56%	0.00%	0.67%	0.00%	1.09%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.14%	0.00%	0.48%	0.51%	0.60%	0.54%	0.00%	0.00%	0.20%	0.00%	0.31%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
