Выборы Президента Российской Федерации																																																																								
																																																																								
Наименование Избирательной комиссии:    Новосибирская																																																																								
																																																																								
Итоги голосования 																																																																								
																																																																								
		Сумма	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798					
		0.60%	0.26%	0.83%	0.28%	0.55%	0.28%	0.59%	0.33%	0.57%	0.54%	0.72%	0.55%	0.62%	1.61%	0.42%	0.68%	2.26%	0.46%	0.00%	0.84%	0.60%	0.42%	0.00%	0.19%	0.51%	1.35%	0.63%	0.83%	0.16%	0.55%	0.00%	0.40%	0.80%	0.81%	1.20%	0.00%	2.66%	1.89%	0.35%	0.47%	0.34%	1.04%	0.32%	0.71%	0.44%	0.93%	0.62%	0.88%	1.43%	0.76%	0.82%	0.66%	0.46%	0.00%	0.00%	0.00%	0.00%	2.45%	0.69%	0.86%	0.00%	0.37%	0.75%	1.06%	0.65%	0.00%					
21	. Путин Владимир Владимирович	33981	913	915	1160	1296	782	760	691	891	443	431	899	779	198	494	367	87	477	145	58	761	788	182	767	157	450	300	70	871	877	1024	487	655	333	112	173	130	33	1211	310	614	263	1248	602	594	295	200	656	171	745	170	1154	618	169	199	89	114	1318	412	80	109	1021	169	299	1090	105					
		66.96%	58.60%	58.62%	64.12%	65.03%	54.23%	64.24%	57.54%	62.97%	59.54%	61.84%	61.41%	68.88%	79.84%	68.52%	62.20%	65.41%	55.14%	60.17%	48.74%	65.49%	66.33%	75.52%	73.12%	79.70%	67.47%	63.03%	57.85%	71.10%	69.27%	70.57%	65.02%	74.94%	67.55%	67.07%	72.69%	69.15%	62.26%	69.92%	72.43%	68.91%	68.13%	79.85%	61.05%	65.56%	68.29%	62.50%	71.93%	61.07%	70.35%	69.96%	69.14%	70.31%	57.68%	76.83%	55.28%	64.77%	68.68%	70.67%	68.97%	65.27%	74.74%	63.53%	63.48%	88.40%	78.95%					
22	. Хакамада Ирина Муцуовна	1973	98	106	101	186	110	104	106	126	31	17	59	35	4	13	10	1	19	2	1	32	35	6	22	3	26	8	4	33	44	40	24	31	10	6	1	1	3	84	4	23	8	45	19	20	17	6	21	4	20	5	51	18	9	8	4	5	67	10	4	2	29	4	10	14	4					
		3.89%	6.29%	6.79%	5.58%	9.33%	7.63%	8.79%	8.83%	8.90%	4.17%	2.44%	4.03%	3.09%	1.61%	1.80%	1.69%	0.75%	2.20%	0.83%	0.84%	2.75%	2.95%	2.49%	2.10%	1.52%	3.90%	1.68%	3.31%	2.69%	3.48%	2.76%	3.20%	3.55%	2.03%	3.59%	0.42%	0.53%	5.66%	4.85%	0.93%	2.58%	2.07%	2.88%	1.93%	2.21%	3.94%	1.88%	2.30%	1.43%	1.89%	2.06%	3.06%	2.05%	3.07%	3.09%	2.48%	2.84%	3.49%	1.72%	3.45%	1.20%	2.12%	1.50%	2.12%	1.14%	3.01%					
23	. Харитонов Николай Михайлович	8582	285	218	275	261	280	144	167	168	190	156	317	199	29	133	138	26	259	71	47	236	236	30	175	27	93	112	42	162	188	240	139	102	98	28	41	29	9	269	71	167	75	125	238	173	63	77	136	66	161	49	307	163	68	31	34	47	274	129	23	24	230	66	123	30	13					
		16.91%	18.29%	13.97%	15.20%	13.10%	19.42%	12.17%	13.91%	11.87%	25.54%	22.38%	21.65%	17.60%	11.69%	18.45%	23.39%	19.55%	29.94%	29.46%	39.50%	20.31%	19.87%	12.45%	16.68%	13.71%	13.94%	23.53%	34.71%	13.22%	14.85%	16.54%	18.56%	11.67%	19.88%	16.77%	17.23%	15.43%	16.98%	15.53%	16.59%	18.74%	19.43%	8.00%	24.14%	19.09%	14.58%	24.06%	14.91%	23.57%	15.20%	20.16%	18.39%	18.54%	23.21%	11.97%	21.12%	26.70%	14.28%	22.13%	19.83%	14.37%	16.84%	24.81%	26.11%	2.43%	9.77%					
																																																																								
24	Против всех	1806	85	74	104	97	81	64	104	98	31	38	48	26	4	21	17	4	47	5	3	27	28	9	15	0	30	14	2	56	43	47	30	19	9	1	7	1	0	34	4	31	12	39	26	27	22	14	37	3	21	3	45	23	17	6	9	6	36	6	5	4	23	7	10	46	1					
		3.56%	5.46%	4.74%	5.75%	4.87%	5.62%	5.41%	8.66%	6.93%	4.17%	5.45%	3.28%	2.30%	1.61%	2.91%	2.88%	3.01%	5.43%	2.07%	2.52%	2.32%	2.36%	3.73%	1.43%	0.00%	4.50%	2.94%	1.65%	4.57%	3.40%	3.24%	4.01%	2.17%	1.83%	0.60%	2.94%	0.53%	0.00%	1.96%	0.93%	3.48%	3.11%	2.50%	2.64%	2.98%	5.09%	4.38%	4.06%	1.07%	1.98%	1.23%	2.70%	2.62%	5.80%	2.32%	5.59%	3.41%	1.88%	1.03%	4.31%	2.40%	1.68%	2.63%	2.12%	3.73%	0.75%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
