Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Прилузская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №641	УИК №642	УИК №644	УИК №645	УИК №646	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	854	8	4	24	5	6	35	6	14	15	18	15	21	45	60	60	70	25	15	16	14	22	40	14	15	15	15	6	60	45	20	20	14	14	10	5	30	13	10	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	333	0	4	24	5	6	35	6	12	15	18	15	2	1	4	24	12	9	0	2	14	7	40	14	0	7	8	0	13	12	0	4	5	0	3	1	2	8	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	95	3	3	1	1	2	4	0	5	0	2	2	3	1	13	5	10	3	3	2	1	1	8	2	0	1	1	1	4	3	1	2	0	0	1	1	2	2	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	521	8	0	0	0	0	0	0	2	0	0	0	19	44	56	36	58	16	15	14	0	15	0	0	15	8	7	6	47	33	20	16	9	14	7	4	28	5	9	10									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	0	0	0	0	0	0	0	1	2	0	0	0	2	9	6	10	2	0	1	0	0	1	0	0	2	3	0	0	0	1	0	0	0	0	0	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	94	2	2	3	0	0	2	1	2	0	1	3	2	1	12	6	4	4	1	0	1	5	7	2	1	1	3	1	8	0	3	0	0	2	1	0	6	1	4	2									
		1.10%	1.83%	3.92%	1.40%	0.00%	0.00%	0.50%	1.32%	1.42%	0.00%	0.46%	1.64%	1.16%	0.28%	1.84%	0.98%	0.54%	1.70%	0.76%	0.00%	0.79%	2.31%	1.87%	1.46%	1.96%	1.37%	5.36%	2.00%	1.21%	0.00%	1.32%	0.00%	0.00%	1.59%	0.93%	0.00%	1.69%	0.86%	4.00%	1.46%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	264	9	3	9	2	0	9	1	5	3	7	7	7	9	16	13	21	7	5	2	5	6	15	1	1	5	3	3	19	20	6	6	5	2	2	1	21	2	4	2									
		3.08%	8.26%	5.88%	4.19%	2.50%	0.00%	2.23%	1.32%	3.55%	1.69%	3.20%	3.83%	4.05%	2.53%	2.45%	2.13%	2.82%	2.98%	3.79%	1.20%	3.97%	2.78%	4.00%	0.73%	1.96%	6.85%	5.36%	6.00%	2.87%	4.29%	2.63%	2.97%	3.57%	1.59%	1.85%	1.75%	5.90%	1.72%	4.00%	1.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	281	3	4	6	2	1	14	2	2	9	11	0	4	15	30	29	26	5	5	10	5	3	14	5	1	1	0	2	22	10	6	1	4	5	5	0	10	3	6	0									
		3.28%	2.75%	7.84%	2.79%	2.50%	1.85%	3.47%	2.63%	1.42%	5.08%	5.02%	0.00%	2.31%	4.21%	4.59%	4.75%	3.49%	2.13%	3.79%	5.99%	3.97%	1.39%	3.73%	3.65%	1.96%	1.37%	0.00%	4.00%	3.33%	2.15%	2.63%	0.50%	2.86%	3.97%	4.63%	0.00%	2.81%	2.59%	6.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3904	49	29	103	54	29	171	31	75	96	89	97	70	148	218	240	261	99	62	73	65	144	182	84	20	33	29	20	298	206	131	92	70	56	54	37	197	58	41	93									
		45.60%	44.95%	56.86%	47.91%	67.50%	53.70%	42.33%	40.79%	53.19%	54.24%	40.64%	53.01%	40.46%	41.57%	33.38%	39.28%	35.03%	42.13%	46.97%	43.71%	51.59%	66.67%	48.53%	61.31%	39.22%	45.21%	51.79%	40.00%	45.08%	44.21%	57.46%	45.54%	50.00%	44.44%	50.00%	64.91%	55.34%	50.00%	41.00%	67.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	50	1	0	3	0	0	3	0	1	1	2	2	1	0	7	9	3	0	1	1	1	0	2	0	0	1	0	0	1	2	0	1	1	0	0	1	1	2	1	1									
		0.58%	0.92%	0.00%	1.40%	0.00%	0.00%	0.74%	0.00%	0.71%	0.56%	0.91%	1.09%	0.58%	0.00%	1.07%	1.47%	0.40%	0.00%	0.76%	0.60%	0.79%	0.00%	0.53%	0.00%	0.00%	1.37%	0.00%	0.00%	0.15%	0.43%	0.00%	0.50%	0.71%	0.00%	0.00%	1.75%	0.28%	1.72%	1.00%	0.73%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	0	0	0	0	0	1	0	1	0	2	1	1	0	4	1	7	0	0	0	0	0	1	0	0	1	1	1	3	0	0	0	0	0	2	0	0	0	2	0									
		0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.71%	0.00%	0.91%	0.55%	0.58%	0.00%	0.61%	0.16%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	1.37%	1.79%	2.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	2.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1939	17	5	48	14	15	137	20	19	40	42	34	48	108	165	136	211	57	32	44	31	25	74	27	16	16	11	9	148	102	35	35	38	28	18	8	53	23	27	23									
		22.65%	15.60%	9.80%	22.33%	17.50%	27.78%	33.91%	26.32%	13.48%	22.60%	19.18%	18.58%	27.75%	30.34%	25.27%	22.26%	28.32%	24.26%	24.24%	26.35%	24.60%	11.57%	19.73%	19.71%	31.37%	21.92%	19.64%	18.00%	22.39%	21.89%	15.35%	17.33%	27.14%	22.22%	16.67%	14.04%	14.89%	19.83%	27.00%	16.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	0	0	0	0	0	0	0	0	0	0	1	1	0	3	8	9	0	0	1	0	0	2	0	0	0	0	0	0	2	3	1	0	1	0	0	4	1	0	1									
		0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.58%	0.00%	0.46%	1.31%	1.21%	0.00%	0.00%	0.60%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	1.32%	0.50%	0.00%	0.79%	0.00%	0.00%	1.12%	0.86%	0.00%	0.73%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	84	0	1	3	0	0	0	1	3	0	0	4	2	2	10	5	9	2	1	0	0	0	3	0	1	0	0	0	14	9	3	3	0	1	1	0	4	0	2	0									
		0.98%	0.00%	1.96%	1.40%	0.00%	0.00%	0.00%	1.32%	2.13%	0.00%	0.00%	2.19%	1.16%	0.56%	1.53%	0.82%	1.21%	0.85%	0.76%	0.00%	0.00%	0.00%	0.80%	0.00%	1.96%	0.00%	0.00%	0.00%	2.12%	1.93%	1.32%	1.49%	0.00%	0.79%	0.93%	0.00%	1.12%	0.00%	2.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	22	0	0	1	0	0	1	1	0	0	0	0	0	0	2	2	2	0	1	0	0	1	0	0	0	1	0	0	2	1	3	0	0	1	0	0	2	0	0	1									
		0.26%	0.00%	0.00%	0.47%	0.00%	0.00%	0.25%	1.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.33%	0.27%	0.00%	0.76%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	0.30%	0.21%	1.32%	0.00%	0.00%	0.79%	0.00%	0.00%	0.56%	0.00%	0.00%	0.73%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	57	0	0	2	0	0	4	0	0	2	2	2	2	3	7	3	9	0	0	2	0	1	3	0	0	0	0	0	4	2	1	4	1	0	1	0	0	1	1	0									
		0.67%	0.00%	0.00%	0.93%	0.00%	0.00%	0.99%	0.00%	0.00%	1.13%	0.91%	1.09%	1.16%	0.84%	1.07%	0.49%	1.21%	0.00%	0.00%	1.20%	0.00%	0.46%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.43%	0.44%	1.98%	0.71%	0.00%	0.93%	0.00%	0.00%	0.86%	1.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	843	17	4	8	1	7	38	7	12	14	26	19	11	38	81	72	101	32	8	8	9	12	29	8	3	4	8	6	85	43	22	22	10	14	6	2	35	11	5	5									
		9.85%	15.60%	7.84%	3.72%	1.25%	12.96%	9.41%	9.21%	8.51%	7.91%	11.87%	10.38%	6.36%	10.67%	12.40%	11.78%	13.56%	13.62%	6.06%	4.79%	7.14%	5.56%	7.73%	5.84%	5.88%	5.48%	14.29%	12.00%	12.86%	9.23%	9.65%	10.89%	7.14%	11.11%	5.56%	3.51%	9.83%	9.48%	5.00%	3.65%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	46	1	0	1	0	0	1	0	0	0	0	1	0	2	2	5	3	0	0	0	0	1	2	0	0	1	0	0	4	8	1	5	0	1	1	0	3	1	1	1									
		0.54%	0.92%	0.00%	0.47%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.56%	0.31%	0.82%	0.40%	0.00%	0.00%	0.00%	0.00%	0.46%	0.53%	0.00%	0.00%	1.37%	0.00%	0.00%	0.61%	1.72%	0.44%	2.48%	0.00%	0.79%	0.93%	0.00%	0.84%	0.86%	1.00%	0.73%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	605	8	2	22	7	1	15	6	10	12	23	8	17	20	47	49	51	18	10	19	7	5	23	3	3	1	1	7	45	48	13	25	8	15	15	6	14	9	5	7									
		7.07%	7.34%	3.92%	10.23%	8.75%	1.85%	3.71%	7.89%	7.09%	6.78%	10.50%	4.37%	9.83%	5.62%	7.20%	8.02%	6.85%	7.66%	7.58%	11.38%	5.56%	2.31%	6.13%	2.19%	5.88%	1.37%	1.79%	14.00%	6.81%	10.30%	5.70%	12.38%	5.71%	11.90%	13.89%	10.53%	3.93%	7.76%	5.00%	5.11%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
